汉字	最终规范拆分	编码首根	编码末根
恢	忄 ＋ 左字框 ＋ 火	忄	火
恣	冫 ＋ ⺈ ＋ 人 ＋ 心	氵	忄
恤	忄 ＋ 血	忄	皿
恧	而 ＋ 心	雨	忄
恨	忄 ＋ 艮	忄	艮
恩	囗 ＋ 大 ＋ 心	囗	忄
恪	忄 ＋ 各	忄	又
恫	忄 ＋ 冂 ＋ 一 ＋ 口	忄	口
恬	忄 ＋ 千 ＋ 口	忄	口
恭	龷 ＋ 八 ＋ 恭字底	廿	忄
息	自 ＋ 心	白	忄
恰	忄 ＋ 全字头 ＋ 一 ＋ 口	忄	口
恳	艮 ＋ 心	艮	忄
恶	亚 ＋ 心	业	忄
恸	忄 ＋ 二 ＋ 厶 ＋ 力	忄	力
恹	忄 ＋ 厂 ＋ 犬	忄	大
恺	忄 ＋ 山 ＋ 己	忄	已
恻	忄 ＋ 贝 ＋ 刂	忄	刀
恼	忄 ＋ 亠 ＋ 㐅 ＋ 凵	忄	匚
恽	忄 ＋ 冖 ＋ 车	忄	车
恿	龴 ＋ 冂 ＋ 举字底 ＋ 心	厶	忄
悃	忄 ＋ 囗 ＋ 木	忄	木
悄	忄 ＋ 尚字头 ＋ 青字底	忄	月
悆	全字头 ＋ 于 ＋ 八 ＋ 心	人	忄
悈	忄 ＋ 戈 ＋ 廾	忄	艹
悉	釆 ＋ 心	爫	忄
悌	忄 ＋ 弟	忄	弟
悍	忄 ＋ 日 ＋ 干	忄	干
悒	忄 ＋ 口 ＋ 巴	忄	已
悔	忄 ＋ 卧人 ＋ 母	忄	母
悖	忄 ＋ 十 ＋ 冖 ＋ 子	忄	子
悚	忄 ＋ 束	忄	束
悛	忄 ＋ 厶 ＋ 八 ＋ 夂	忄	又
悝	忄 ＋ 里	忄	里
悟	忄 ＋ 五 ＋ 口	忄	口
悠	亻 ＋ 丨 ＋ 攵 ＋ 心	亻	忄
悢	忄 ＋ 丶 ＋ 艮	忄	艮
患	口 ＋ 口 ＋ 丨 ＋ 心	口	忄
悦	忄 ＋ 丷 ＋ 口 ＋ 儿	忄	儿
您	亻 ＋ ⺈ ＋ 小 ＋ 心	亻	忄
悫	士 ＋ 冖 ＋ 几 ＋ 心	土	忄
悬	且 ＋ 厶 ＋ 心	且	忄
悭	忄 ＋ 贤字头 ＋ 土	忄	土
悯	忄 ＋ 门 ＋ 文	忄	文
悰	忄 ＋ 宀 ＋ 示	忄	示
悱	忄 ＋ 非	忄	片
悲	非 ＋ 心	片	忄
悴	忄 ＋ 亠 ＋ 人 ＋ 人 ＋ 十	忄	十
悸	忄 ＋ 禾 ＋ 子	忄	子
悻	忄 ＋ 土 ＋ 南字心	忄	南字心
悼	忄 ＋ 卢字头 ＋ 日 ＋ 十	忄	十
情	忄 ＋ 龶 ＋ 青字底	忄	月
惆	忄 ＋ 周字框 ＋ 土 ＋ 口	忄	口
惇	忄 ＋ 享字头 ＋ 子	忄	子
惊	忄 ＋ 享字头 ＋ 小	忄	小
惋	忄 ＋ 宀 ＋ 夕 ＋ 㔾	忄	已
惎	其字头 ＋ 八 ＋ 心	廿	忄
惑	戈 ＋ 口 ＋ 一 ＋ 心	戈	忄
惔	忄 ＋ 火 ＋ 火	忄	火
惕	忄 ＋ 日 ＋ 勿	忄	勿
惘	忄 ＋ 冂 ＋ 丷 ＋ 一 ＋ 亠 ＋ 折	忄	折
惙	忄 ＋ 又 ＋ 又 ＋ 又 ＋ 又	忄	又
惚	忄 ＋ 勿 ＋ 心	忄	忄
惛	忄 ＋ 氏 ＋ 日	忄	日
惜	忄 ＋ 龷 ＋ 日	忄	日
惝	忄 ＋ 尚字头 ＋ 冖 ＋ 口	忄	口
惟	忄 ＋ 隹	忄	隹
惠	一 ＋ 申 ＋ 一 ＋ 丶 ＋ 心	横	忄
惦	忄 ＋ 广 ＋ 卢字头 ＋ 口	忄	口
惧	忄 ＋ 具字头 ＋ 八	忄	八
惨	忄 ＋ 厶 ＋ 大 ＋ 彡	忄	彡
惩	彳 ＋ 一 ＋ 止 ＋ 心	彳	忄
惫	夂 ＋ 田 ＋ 心	又	忄
惬	忄 ＋ 匚 ＋ 一 ＋ 丷 ＋ 大	忄	大
惭	忄 ＋ 车旁 ＋ 斤	忄	斤
惮	忄 ＋ 单	忄	单
惯	忄 ＋ 毌 ＋ 贝	忄	见
惰	忄 ＋ 左字框 ＋ 工 ＋ 青字底	忄	月
想	木 ＋ 目 ＋ 心	木	忄
惴	忄 ＋ 山 ＋ 而	忄	雨
惶	忄 ＋ 白 ＋ 王	忄	王
惹	艹 ＋ 左字框 ＋ 口 ＋ 心	艹	忄
惺	忄 ＋ 日 ＋ 丿 ＋ 龶	忄	丰
愀	忄 ＋ 禾 ＋ 火	忄	火
愁	禾 ＋ 火 ＋ 心	禾	忄
愃	忄 ＋ 宀 ＋ 一 ＋ 日 ＋ 一	忄	横
愆	行 ＋ 氵 ＋ 心	行	忄
愈	俞 ＋ 心	俞	忄
愉	忄 ＋ 俞	忄	俞
愍	民 ＋ 攵 ＋ 心	民	忄
愎	忄 ＋ 卧人 ＋ 日 ＋ 夂	忄	又
意	音 ＋ 心	音	忄
愐	忄 ＋ 面	忄	雨
愔	忄 ＋ 音	忄	音
愕	忄 ＋ 口 ＋ 口 ＋ 二 ＋ 折	忄	折
愚	日 ＋ 禺字底 ＋ 心	日	忄
感	戊 ＋ 一 ＋ 口 ＋ 心	戈	忄
愠	忄 ＋ 日 ＋ 皿	忄	皿
愣	忄 ＋ 罒 ＋ 方	忄	方
愤	忄 ＋ 十 ＋ 艹 ＋ 贝	忄	见
愦	忄 ＋ 贵字头 ＋ 贝	忄	见
愧	忄 ＋ 鬼	忄	鬼
愫	忄 ＋ 龶 ＋ 糸	忄	纟
愭	忄 ＋ 耂 ＋ 匕 ＋ 日	忄	日
愿	厂 ＋ 白 ＋ 小 ＋ 心	广	忄
慆	忄 ＋ 爫 ＋ 臼	忄	白
慈	丷 ＋ 一 ＋ 幺 ＋ 幺 ＋ 心	八	忄
慊	忄 ＋ 兼	忄	兼
慌	忄 ＋ 艹 ＋ 亠 ＋ 折 ＋ 荒字底	忄	竖
慎	忄 ＋ 十 ＋ 具字头 ＋ 八	忄	八
慑	忄 ＋ 耳 ＋ 又 ＋ 又	忄	又
慕	莫 ＋ 恭字底	莫	忄
慝	匚 ＋ 艹 ＋ 左字框 ＋ 口 ＋ 心	匚	忄
慢	忄 ＋ 日 ＋ 罒 ＋ 又	忄	又
慥	忄 ＋ 告字头 ＋ 口 ＋ 辶	忄	辶
慧	丰 ＋ 丰 ＋ 彐 ＋ 心	丰	忄
慨	忄 ＋ 即字旁 ＋ 一 ＋ 折 ＋ 儿	忄	儿
慬	忄 ＋ 廿 ＋ 口 ＋ 龶	忄	丰
慭	来 ＋ 犬 ＋ 心	来	忄
慰	尸 ＋ 示 ＋ 寸 ＋ 心	尸	忄
慵	忄 ＋ 广 ＋ 折 ＋ 二 ＋ 冂 ＋ 举字底	忄	扌
慷	忄 ＋ 广 ＋ 折 ＋ 二 ＋ 氺	忄	氵
憋	㡀 ＋ 攵 ＋ 心	八	忄
憎	忄 ＋ 丷 ＋ 囗 ＋ 尚字头 ＋ 日	忄	日
憔	忄 ＋ 隹 ＋ 灬	忄	火
憕	忄 ＋ 登字头 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	忄	横
憙	士 ＋ 口 ＋ 丷 ＋ 一 ＋ 口 ＋ 心	土	忄
憧	忄 ＋ 立 ＋ 里	忄	里
憨	折 ＋ 耳 ＋ 攵 ＋ 心	折	忄
憩	千 ＋ 口 ＋ 自 ＋ 心	干	忄
憬	忄 ＋ 日 ＋ 享字头 ＋ 小	忄	小
憭	忄 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	忄	小
憷	忄 ＋ 木 ＋ 木 ＋ 疋	忄	定字底
憺	忄 ＋ ⺈ ＋ 厂 ＋ 八 ＋ 言	忄	讠
憾	忄 ＋ 戊 ＋ 一 ＋ 口 ＋ 心	忄	忄
懂	忄 ＋ 艹 ＋ 千 ＋ 里	忄	里
懈	忄 ＋ 角 ＋ 刀 ＋ 牛	忄	牛
懊	忄 ＋ 向字框 ＋ 米 ＋ 大	忄	大
懋	木 ＋ 予 ＋ 丿 ＋ 木 ＋ 心	木	忄
懑	氵 ＋ 艹 ＋ 两 ＋ 心	氵	忄
懒	忄 ＋ 束 ＋ ⺈ ＋ 贝	忄	见
懔	忄 ＋ 亠 ＋ 囗 ＋ 口 ＋ 示	忄	示
懦	忄 ＋ 雨头 ＋ 而	忄	雨
懵	忄 ＋ 艹 ＋ 罒 ＋ 冖 ＋ 目	忄	日
懿	士 ＋ 冖 ＋ 一 ＋ 口 ＋ 丷 ＋ 一 ＋ 冫 ＋ ⺈ ＋ 人 ＋ 心	土	忄
戆	音 ＋ 十 ＋ 夂 ＋ 工 ＋ 贝 ＋ 心	音	忄
戈	戈	戈	戈
戊	戊	戈	戈
戋	戋	戈	戈
戌	戊 ＋ 横	戈	横
戍	戊 ＋ 点	戈	点
戎	戈 ＋ 左字框	戈	十
戏	又 ＋ 戈	又	戈
成	戊 ＋ 折	戈	折
我	撇 ＋ 横 ＋ 折 ＋ 横 ＋ 戈	撇	戈
戒	戈 ＋ 廾	戈	艹
戕	爿 ＋ 戈	片	戈
或	戈 ＋ 口 ＋ 一	戈	横
戗	全字头 ＋ 㔾 ＋ 戈	人	戈
战	卢字头 ＋ 口 ＋ 戈	卜	戈
戚	戊 ＋ 卜 ＋ 横 ＋ 小	戈	小
戛	一 ＋ 自 ＋ 戈	横	戈
戟	十 ＋ 日 ＋ 十 ＋ 戈	十	戈
戡	其字头 ＋ 八 ＋ 折 ＋ 戈	廿	戈
戢	口 ＋ 耳 ＋ 折 ＋ 撇 ＋ 丶	口	点
戣	登字头 ＋ 天 ＋ 戈	夕	戈
戤	乃 ＋ 又 ＋ 皿 ＋ 戈	乃	戈
戥	日 ＋ 丿 ＋ 龶 ＋ 戈	日	戈
截	十 ＋ 戈 ＋ 隹	十	隹
戬	亚 ＋ 日 ＋ 戈	业	戈
戭	宀 ＋ 一 ＋ 由 ＋ 八 ＋ 戈	宀	戈
戮	习 ＋ 习 ＋ 全字头 ＋ 彡 ＋ 戈	习	戈
戳	习 ＋ 习 ＋ 隹 ＋ 戈	习	戈
戴	十 ＋ 戈 ＋ 田 ＋ 龷 ＋ 八	十	八
户	户	尸	尸
戽	户 ＋ 冬字底 ＋ 十	尸	十
戾	户 ＋ 犬	尸	大
房	户 ＋ 方	尸	方
所	戶 ＋ 斤	尸	斤
扁	户 ＋ 冂 ＋ 艹	尸	艹
扂	户 ＋ 卢字头 ＋ 口	尸	口
扃	户 ＋ 冂 ＋ 口	尸	口
扅	户 ＋ 夕 ＋ 夕	尸	夕
扆	户 ＋ 衣	尸	衣
扇	户 ＋ 习 ＋ 习	尸	习
扈	户 ＋ 口 ＋ 巴	尸	已
扉	户 ＋ 非	尸	片
扊	户 ＋ 火 ＋ 火	尸	火
手	手	扌	扌
才	才	寸	寸
扎	扌 ＋ 折	扌	折
扑	扌 ＋ 卜	扌	卜
扒	扌 ＋ 八	扌	八
打	扌 ＋ 丁	扌	寸
扔	扌 ＋ 乃	扌	乃
托	扌 ＋ 撇 ＋ 七	扌	匕
扛	扌 ＋ 工	扌	工
扞	扌 ＋ 干	扌	干
扣	扌 ＋ 口	扌	口
扦	扌 ＋ 千	扌	干
执	扌 ＋ 丸	扌	九
扩	扌 ＋ 广	扌	广
扪	扌 ＋ 门	扌	匚
扫	扌 ＋ 彐	扌	争字底
扬	扌 ＋ 杨字边	扌	勿
扭	扌 ＋ 折 ＋ 土	扌	土
扮	扌 ＋ 八 ＋ 刀	扌	刀
扯	扌 ＋ 止	扌	止
扰	扌 ＋ 尤	扌	龙
扳	扌 ＋ 反字框 ＋ 又	扌	又
扶	扌 ＋ 夫	扌	大
批	扌 ＋ 比字旁 ＋ 匕	扌	匕
扺	扌 ＋ 氏	扌	氏
扼	扌 ＋ 厂 ＋ 㔾	扌	已
扽	扌 ＋ 一 ＋ 凵 ＋ 折	扌	折
找	扌 ＋ 戈	扌	戈
承	了 ＋ 三 ＋ 水	子	氵
技	扌 ＋ 十 ＋ 又	扌	又
抃	扌 ＋ 亠 ＋ 卜	扌	卜
抄	扌 ＋ 少三 ＋ 丿	扌	撇
抉	扌 ＋ 折 ＋ 大	扌	大
把	扌 ＋ 巴	扌	已
抑	扌 ＋ 卬	扌	卩
抒	扌 ＋ 予	扌	予
抓	扌 ＋ 爪	扌	爫
抔	扌 ＋ 一 ＋ 亻 ＋ 点	扌	点
投	扌 ＋ 殳	扌	殳
抖	扌 ＋ 冬字底 ＋ 十	扌	十
抗	扌 ＋ 亠 ＋ 几	扌	几
折	扌 ＋ 斤	扌	斤
抚	扌 ＋ 无	扌	无
抛	扌 ＋ 九 ＋ 力	扌	力
抟	扌 ＋ 专	扌	专
抠	扌 ＋ 匚 ＋ 㐅	扌	交
抡	扌 ＋ 全字头 ＋ 匕	扌	匕
抢	扌 ＋ 全字头 ＋ 㔾	扌	已
护	扌 ＋ 户	扌	尸
报	扌 ＋ 卩 ＋ 又	扌	又
抨	扌 ＋ 一 ＋ 丷 ＋ 十	扌	十
披	扌 ＋ 皮	扌	皮
抬	扌 ＋ 厶 ＋ 口	扌	口
抱	扌 ＋ 勹 ＋ 巳	扌	已
抵	扌 ＋ 氐	扌	氏
抹	扌 ＋ 末	扌	未
抻	扌 ＋ 申	扌	田
押	扌 ＋ 甲	扌	田
抽	扌 ＋ 由	扌	田
抿	扌 ＋ 民	扌	民
拂	扌 ＋ 弗	扌	弗
拃	扌 ＋ 卧人 ＋ 卢字头 ＋ 一	扌	横
拄	扌 ＋ 亠 ＋ 土	扌	土
担	扌 ＋ 日 ＋ 一	扌	横
拆	扌 ＋ 斥	扌	斤
拇	扌 ＋ 母	扌	母
拈	扌 ＋ 卢字头 ＋ 口	扌	口
拉	扌 ＋ 立	扌	立
拊	扌 ＋ 付	扌	付
拌	扌 ＋ 丷 ＋ 举字底	扌	扌
拍	扌 ＋ 白	扌	白
拎	扌 ＋ 令	扌	今
拐	扌 ＋ 口 ＋ 力	扌	力
拒	扌 ＋ 巨	扌	匚
拓	扌 ＋ 石	扌	石
拔	扌 ＋ 左字框 ＋ 又 ＋ 丶	扌	点
拖	扌 ＋ 卧人 ＋ 也	扌	也
拗	扌 ＋ 幺 ＋ 力	扌	力
拘	扌 ＋ 勹 ＋ 口	扌	口
拙	扌 ＋ 出	扌	山
招	扌 ＋ 刀 ＋ 口	扌	口
拜	龵 ＋ 一 ＋ 丰	美字头	丰
拟	扌 ＋ 以	扌	以
拢	扌 ＋ 龙	扌	龙
拣	扌 ＋ 拣字边	扌	车
拤	扌 ＋ 卢字头 ＋ 一 ＋ 卜	扌	卜
拥	扌 ＋ 周字框 ＋ 举字底	扌	扌
拦	扌 ＋ 丷 ＋ 一 ＋ 二	扌	二
拧	扌 ＋ 宀 ＋ 丁	扌	寸
拨	扌 ＋ 折 ＋ 撇 ＋ 又 ＋ 点	扌	点
择	扌 ＋ 又 ＋ 举字底	扌	扌
括	扌 ＋ 千 ＋ 口	扌	口
拭	扌 ＋ 弋 ＋ 工	扌	工
拮	扌 ＋ 士 ＋ 口	扌	口
拯	扌 ＋ 折 ＋ 水 ＋ 一	扌	横
拱	扌 ＋ 龷 ＋ 八	扌	八
拳	龹 ＋ 手	美字头	扌
拴	扌 ＋ 全字头 ＋ 王	扌	王
拶	扌 ＋ 巛 ＋ 夕	扌	夕
拷	扌 ＋ 耂 ＋ 一 ＋ 折	扌	折
拼	扌 ＋ 丷 ＋ 一 ＋ 廾	扌	艹
拽	扌 ＋ 日 ＋ 折 ＋ 丿	扌	撇
拾	扌 ＋ 全字头 ＋ 一 ＋ 口	扌	口
拿	全字头 ＋ 一 ＋ 口 ＋ 手	人	扌
持	扌 ＋ 土 ＋ 寸	扌	寸
挂	扌 ＋ 土 ＋ 土	扌	土
指	扌 ＋ 匕 ＋ 日	扌	日
挈	丰 ＋ 刀 ＋ 手	丰	扌
按	扌 ＋ 宀 ＋ 女	扌	女
挎	扌 ＋ 大 ＋ 二 ＋ 折	扌	折
挑	扌 ＋ 冫 ＋ 冫 ＋ 儿	扌	儿
挓	扌 ＋ 宀 ＋ 撇 ＋ 七	扌	匕
挖	扌 ＋ 宀 ＋ 八 ＋ 乙	扌	乙
挚	扌 ＋ 丸 ＋ 手	扌	扌
挛	变字头 ＋ 手	变字头	扌
挝	扌 ＋ 寸 ＋ 辶	扌	辶
挞	扌 ＋ 大 ＋ 辶	扌	辶
挟	扌 ＋ 一 ＋ 丷 ＋ 大	扌	大
挠	扌 ＋ 尧	扌	尧
挡	扌 ＋ 尚字头 ＋ 彐	扌	争字底
挣	扌 ＋ ⺈ ＋ 争字底	扌	争字底
挤	扌 ＋ 文 ＋ 乔字底	扌	竖
挥	扌 ＋ 冖 ＋ 车	扌	车
挦	扌 ＋ 彐 ＋ 寸	扌	寸
挨	扌 ＋ 厶 ＋ 矢	扌	矢
挪	扌 ＋ 折 ＋ 二 ＋ 丿 ＋ 阝	扌	卩
挫	扌 ＋ 人 ＋ 人 ＋ 土	扌	土
振	扌 ＋ 厂 ＋ 一 ＋ 畏字底带横	扌	定字底
挲	氵 ＋ 少三 ＋ 丿 ＋ 手	氵	扌
挹	扌 ＋ 口 ＋ 巴	扌	已
挺	扌 ＋ 壬 ＋ 廴	扌	辶
挽	扌 ＋ 免	扌	兔
捂	扌 ＋ 五 ＋ 口	扌	口
捃	扌 ＋ 争字底 ＋ 撇 ＋ 口	扌	口
捅	扌 ＋ 龴 ＋ 冂 ＋ 举字底	扌	扌
捆	扌 ＋ 囗 ＋ 木	扌	木
捉	扌 ＋ 足	扌	足
捋	扌 ＋ 爫 ＋ 寸	扌	寸
捌	扌 ＋ 口 ＋ 力 ＋ 刂	扌	刀
捍	扌 ＋ 日 ＋ 干	扌	干
捎	扌 ＋ 尚字头 ＋ 青字底	扌	月
捏	扌 ＋ 日 ＋ 土	扌	土
捐	扌 ＋ 口 ＋ 青字底	扌	月
捕	扌 ＋ 甫	扌	甫
捞	扌 ＋ 艹 ＋ 冖 ＋ 力	扌	力
损	扌 ＋ 口 ＋ 贝	扌	见
捡	扌 ＋ 佥	扌	佥
换	扌 ＋ ⺈ ＋ 见二 ＋ 大	扌	大
捣	扌 ＋ 岛	扌	鸟
捧	扌 ＋ 春字头 ＋ 举字底	扌	扌
捩	扌 ＋ 户 ＋ 犬	扌	大
捭	扌 ＋ 白 ＋ 丿 ＋ 十	扌	十
据	扌 ＋ 居	扌	居
捯	扌 ＋ 至 ＋ 刂	扌	刀
捶	扌 ＋ 千 ＋ 龷 ＋ 一	扌	横
捷	扌 ＋ 一 ＋ 肀 ＋ 一 ＋ 丿 ＋ 点	扌	点
捺	扌 ＋ 大 ＋ 示	扌	示
捻	扌 ＋ 今 ＋ 心	扌	忄
捽	扌 ＋ 亠 ＋ 人 ＋ 人 ＋ 十	扌	十
掀	扌 ＋ 斤 ＋ ⺈ ＋ 人	扌	人
掂	扌 ＋ 广 ＋ 卢字头 ＋ 口	扌	口
掇	扌 ＋ 又 ＋ 又 ＋ 又 ＋ 又	扌	又
授	扌 ＋ 爫 ＋ 冖 ＋ 又	扌	又
掉	扌 ＋ 卢字头 ＋ 日 ＋ 十	扌	十
掊	扌 ＋ 立 ＋ 口	扌	口
掌	尚头 ＋ 手	宀	扌
掎	扌 ＋ 大 ＋ 可	扌	寸
掏	扌 ＋ 勹 ＋ 缶	扌	击
掐	扌 ＋ ⺈ ＋ 臼	扌	白
排	扌 ＋ 非	扌	片
掖	扌 ＋ 亠 ＋ 亻 ＋ 夜下角	扌	夕
掘	扌 ＋ 尸 ＋ 出	扌	山
掞	扌 ＋ 火 ＋ 火	扌	火
掠	扌 ＋ 享字头 ＋ 小	扌	小
探	扌 ＋ 冖 ＋ 八 ＋ 木	扌	木
掣	制字旁 ＋ 刂 ＋ 手	牛	扌
接	扌 ＋ 立 ＋ 女	扌	女
控	扌 ＋ 宀 ＋ 八 ＋ 工	扌	工
推	扌 ＋ 隹	扌	隹
掩	扌 ＋ 大 ＋ 电	扌	田
措	扌 ＋ 龷 ＋ 日	扌	日
掬	扌 ＋ 勹 ＋ 米	扌	米
掭	扌 ＋ 天 ＋ 恭字底	扌	忄
掮	扌 ＋ 户 ＋ 青字底	扌	月
掰	龵 ＋ 八 ＋ 刀 ＋ 手	美字头	扌
掳	扌 ＋ 卜 ＋ 厂 ＋ 匕 ＋ 力	扌	力
掴	扌 ＋ 囗 ＋ 玉	扌	王
掷	扌 ＋ 丷 ＋ 天 ＋ 阝	扌	卩
掸	扌 ＋ 单	扌	单
掺	扌 ＋ 厶 ＋ 大 ＋ 彡	扌	彡
掼	扌 ＋ 毌 ＋ 贝	扌	见
掾	扌 ＋ 互中间 ＋ 豕	扌	豕
揄	扌 ＋ 俞	扌	俞
揆	扌 ＋ 登字头 ＋ 天	扌	大
揉	扌 ＋ 予 ＋ 丿 ＋ 木	扌	木
揍	扌 ＋ 春字头 ＋ 天	扌	大
描	扌 ＋ 艹 ＋ 田	扌	田
提	扌 ＋ 日 ＋ 定字底	扌	定字底
插	扌 ＋ 千 ＋ 臼	扌	白
揕	扌 ＋ 其字头 ＋ 八 ＋ 折	扌	折
揖	扌 ＋ 口 ＋ 耳	扌	耳
揠	扌 ＋ 匚 ＋ 日 ＋ 女	扌	女
握	扌 ＋ 尸 ＋ 至	扌	至
揣	扌 ＋ 山 ＋ 而	扌	雨
揩	扌 ＋ 比字旁 ＋ 匕 ＋ 白	扌	白
揪	扌 ＋ 禾 ＋ 火	扌	火
揭	扌 ＋ 日 ＋ 匃	扌	匚
揳	扌 ＋ 丰 ＋ 刀 ＋ 大	扌	大
援	扌 ＋ 爫 ＋ 一 ＋ 左字框 ＋ 又	扌	又
揶	扌 ＋ 耳 ＋ 阝	扌	卩
揸	扌 ＋ 木 ＋ 日 ＋ 一	扌	横
揽	扌 ＋ 览字头 ＋ 见	扌	见
揿	扌 ＋ 钅 ＋ ⺈ ＋ 人	扌	人
搀	扌 ＋ 免 ＋ 冬字底	扌	点
搁	扌 ＋ 门 ＋ 各	扌	又
搂	扌 ＋ 米 ＋ 女	扌	女
搅	扌 ＋ 学无子 ＋ 见	扌	见
搋	扌 ＋ 反字框 ＋ 卜 ＋ 厂 ＋ 匕 ＋ 几	扌	几
搌	扌 ＋ 尸 ＋ 艹 ＋ 畏字底带横	扌	定字底
搏	扌 ＋ 甫 ＋ 寸	扌	寸
搐	扌 ＋ 亠 ＋ 幺 ＋ 田	扌	田
搒	扌 ＋ 帝字头 ＋ 方	扌	方
搓	扌 ＋ 差字头 ＋ 工	扌	工
搔	扌 ＋ 又 ＋ 丶 ＋ 虫	扌	虫
搛	扌 ＋ 兼	扌	兼
搜	扌 ＋ 叟字头 ＋ 又	扌	又
搞	扌 ＋ 享字头 ＋ 冂 ＋ 口	扌	口
搠	扌 ＋ 丷 ＋ 一 ＋ 凵 ＋ 丿 ＋ 月	扌	月
搡	扌 ＋ 又 ＋ 又 ＋ 又 ＋ 木	扌	木
搦	扌 ＋ 弓 ＋ 冫 ＋ 弓 ＋ 冫	扌	氵
搪	扌 ＋ 广 ＋ 肀 ＋ 口	扌	口
搬	扌 ＋ 舟 ＋ 殳	扌	殳
搭	扌 ＋ 艹 ＋ 全字头 ＋ 一 ＋ 口	扌	口
搴	宀 ＋ 冓头 ＋ 八 ＋ 手	宀	扌
携	扌 ＋ 隹 ＋ 乃	扌	乃
搽	扌 ＋ 艹 ＋ 全字头 ＋ 一 ＋ 小	扌	小
摁	扌 ＋ 囗 ＋ 大 ＋ 心	扌	忄
摄	扌 ＋ 耳 ＋ 又 ＋ 又	扌	又
摅	扌 ＋ 卜 ＋ 厂 ＋ 匕 ＋ 心	扌	忄
摆	扌 ＋ 罒 ＋ 土 ＋ 厶	扌	厶
摇	扌 ＋ 爫 ＋ 缶	扌	击
摈	扌 ＋ 宀 ＋ 撇 ＋ 卢字头 ＋ 丨 ＋ 一 ＋ 八	扌	八
摊	扌 ＋ 又 ＋ 隹	扌	隹
摏	扌 ＋ 春字头 ＋ 臼	扌	白
摒	扌 ＋ 尸 ＋ 丷 ＋ 一 ＋ 廾	扌	艹
摔	扌 ＋ 亠 ＋ 幺 ＋ 冫 ＋ 撇 ＋ 点 ＋ 十	扌	十
摘	扌 ＋ 啇	扌	商
摛	扌 ＋ 亠 ＋ 㐅 ＋ 凵 ＋ 禸	扌	禸
摞	扌 ＋ 田 ＋ 糸	扌	纟
摧	扌 ＋ 山 ＋ 隹	扌	隹
摩	广 ＋ 木 ＋ 木 ＋ 手	广	扌
摭	扌 ＋ 广 ＋ 廿 ＋ 灬	扌	火
摴	扌 ＋ 雨头 ＋ 二 ＋ 折	扌	折
摸	扌 ＋ 莫	扌	莫
摹	莫 ＋ 手	莫	扌
摽	扌 ＋ 覀 ＋ 示	扌	示
撂	扌 ＋ 田 ＋ 各	扌	又
撄	扌 ＋ 贝 ＋ 贝 ＋ 女	扌	女
撅	扌 ＋ 厂 ＋ 丷 ＋ 一 ＋ 凵 ＋ 丿 ＋ ⺈ ＋ 人	扌	人
撇	扌 ＋ 㡀 ＋ 攵	扌	又
撑	扌 ＋ 尚头 ＋ 手	扌	扌
撒	扌 ＋ 龷 ＋ 青字底 ＋ 攵	扌	又
撕	扌 ＋ 其字头 ＋ 八 ＋ 斤	扌	斤
撖	扌 ＋ 折 ＋ 耳 ＋ 攵	扌	又
撙	扌 ＋ 丷 ＋ 酉 ＋ 寸	扌	寸
撞	扌 ＋ 立 ＋ 里	扌	里
撤	扌 ＋ 亠 ＋ 厶 ＋ 青字底 ＋ 攵	扌	又
撩	扌 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	扌	小
撬	扌 ＋ 毛 ＋ 毛 ＋ 毛	扌	毛
播	扌 ＋ 釆 ＋ 田	扌	田
撮	扌 ＋ 日 ＋ 耳 ＋ 又	扌	又
撰	扌 ＋ 巳 ＋ 巳 ＋ 龷 ＋ 八	扌	八
撵	扌 ＋ 夫 ＋ 夫 ＋ 车	扌	车
撷	扌 ＋ 士 ＋ 口 ＋ 页	扌	见
撸	扌 ＋ 鱼 ＋ 日	扌	日
撺	扌 ＋ 宀 ＋ 八 ＋ 口 ＋ 口 ＋ 丨	扌	竖
撼	扌 ＋ 戊 ＋ 一 ＋ 口 ＋ 心	扌	忄
擀	扌 ＋ 十 ＋ 日 ＋ 十 ＋ 全字头 ＋ 干	扌	干
擂	扌 ＋ 雨头 ＋ 田	扌	田
擅	扌 ＋ 亠 ＋ 囗 ＋ 口 ＋ 日 ＋ 一	扌	横
操	扌 ＋ 口 ＋ 口 ＋ 口 ＋ 木	扌	木
擎	艹 ＋ 勹 ＋ 口 ＋ 攵 ＋ 手	艹	扌
擐	扌 ＋ 罒 ＋ 一 ＋ 口 ＋ 衣省	扌	衣
擒	扌 ＋ 全字头 ＋ 亠 ＋ 㐅 ＋ 凵 ＋ 禸	扌	禸
擘	尸 ＋ 口 ＋ 辛 ＋ 手	尸	扌
擞	扌 ＋ 米 ＋ 女 ＋ 攵	扌	又
擢	扌 ＋ 习 ＋ 习 ＋ 隹	扌	隹
擤	扌 ＋ 自 ＋ 田 ＋ 丌	扌	儿
擦	扌 ＋ 宀 ＋ 祭字头 ＋ 示	扌	示
擿	扌 ＋ 啇 ＋ 辶	扌	辶
攀	木 ＋ 㐅 ＋ 㐅 ＋ 木 ＋ 大 ＋ 手	木	扌
攉	扌 ＋ 雨头 ＋ 隹	扌	隹
攒	扌 ＋ 告字头 ＋ 儿 ＋ 告字头 ＋ 儿 ＋ 贝	扌	见
