aaaa=2,吖吖
yhqi=5,央企
yhqi=6,扬弃
yhqk=1,央请
yhql=1,洋枪
yhqm=1,洋钱
yhqq=1,央求
yhqr=1,阳泉
yhqr=2,羊圈
yhqt=1,扬榷
yhqu=1,阳曲
yhqv=1,迂回曲折
yhqy=1,羊群
yhqy=2,洋裙
yhrf=1,洋人
yhrf=2,养人
yhrs=1,羊绒
yhry=1,医护人员
yhrz=1,羊肉
yhsj=2,洋伞
yhsj=4,阳伞
yhtc=1,杨桃
yhtd=1,阳台
yhtd=2,养胎
yhth=1,羊汤
yhth=2,仰躺
yhtm=1,仰天
yhtm=2,秧田
yhto=1,羊驼
yhtu=1,样图
yhtu=2,养兔
yhtv=1,羊腿
yhtz=1,仰头
yhtz=2,羊头
yhua=1,扬沙
yhuf=1,养身
yhuf=2,养神
yhug=1,养生
yhug=2,扬声
yhuh=1,养伤
yhui=1,样式
yhui=2,仰视
yhui=3,央视
yhuj=1,扬善
yhuk=2,阳衰
yhuo=1,阳朔
yhuu=1,杨树
yhuu=2,引火烧身
yhuu=4,样书
yhuv=1,羊水
yhuv=2,阳水
yhuz=1,扬手
yhuz=2,阳寿
yhvc=1,优惠政策
yhvd=1,阳宅
yhvh=1,仰仗
yhvh=2,样张
yhvi=1,养殖
yhvi=2,羊脂
yhvl=1,佯装
yhvl=2,洋装
yhvs=1,扬中
yhvu=1,养猪
yhvz=1,扬州
yhwa=1,养娃
yhwf=1,洋文
yhwg=1,以和为贵
yhwh=1,仰望
yhwh=3,养虎为患
yhwl=1,友好往来
yhwl=2,有害无利
yhwo=1,仰卧
yhwo=2,养我
yhwp=1,淫秽物品
yhwq=1,贻害无穷
yhwq=2,遗害无穷
yhwu=1,洋务
yhwv=1,有害物质
yhww=1,阳痿
yhww=2,养胃
yhwy=2,有害无益
yhxb=1,养心
yhxi=1,异乎寻常
yhxk=1,阳性
yhxk=2,养性
yhxk=3,央行
yhxk=4,洋行
yhxl=1,洋相
yhxp=1,养血
yhxu=1,阳虚
yhxu=2,杨絮
yhya=1,养鸭
yhyb=1,养阴
yhyb=2,漾印
yhyc=1,羊腰
yhyc=2,阳爻
yhyg=1,游魂野鬼
yhyh=1,样样
yhyh=2,痒痒
yhyh=3,养虎遗患
yhyh=4,洋洋
yhyh=5,扬扬
yhyh=6,怏怏
yhyi=1,洋溢
yhyi=2,样衣
yhyj=1,养眼
yhyj=2,扬言
yhyj=3,养颜
yhyk=1,杨颖
yhyl=1,烟花易冷
yhys=1,仰泳
yhyu=1,养育
yhyu=2,洋芋
yhyu=3,养鱼
yhyv=1,又红又专
yhza=1,羊杂
yhzd=1,阳仔
yhzf=2,引火自焚
yhzh=1,优化组合
yhzi=1,样子
yhzi=2,养子
yhzi=3,扬子
yhzs=1,杨总
yhzs=2,炎黄子孙
yhzu=1,养足
yhzu=2,洋足
yian=1,议案
yian=3,疑案
yian=4,一暗
yian=5,一案
yian=6,依安
yiba=2,已把
yiba=6,一把
yibb=1,宜宾
yibb=2,一成不变
yibb=3,有仇必报
yibc=1,医保
yibc=2,易爆
yibc=4,一包
yibd=1,衣摆
yibd=2,扬长避短
yibd=3,严惩不贷
yibd=4,一百
yibf=1,译本
yibf=2,乙苯
yibf=3,一本
yibh=1,异邦
yibh=2,依傍
yibh=3,一帮
yibi=2,一笔
yibi=3,一比
yibj=1,已办
yibj=2,乙班
yibj=3,一瓣
yibj=4,一般
yibj=5,一半
yibj=6,一斑
yibk=1,疫病
yibk=2,疑兵
yibk=3,一柄
yibk=5,一并
yibm=1,以便
yibm=2,异变
yibm=4,一遍
yibm=5,一边
yibn=1,仪表
yibo=1,衣钵
yibo=2,已拨
yibo=4,一波
yibp=1,揖别
yibp=2,一别
yibr=1,一尘不染
yibu=1,移步
yibu=2,异步
yibu=5,一步
yibu=6,一部
yibw=1,已被
yibw=2,椅背
yibw=3,一杯
yibw=4,一倍
yibw=5,以北
yibx=1,阳春白雪
yibx=2,永垂不朽
yibx=3,言出必行
yicc=1,刈草
yicd=1,异彩
yicd=2,一猜
yice=1,臆测
yice=2,一侧
yicg=1,亦曾
yicg=2,一层
yich=2,移仓
yici=1,以此
yici=2,依次
yici=3,依此
yici=4,一次
yicj=1,蚁蚕
yicj=2,一餐
yico=1,易错
yico=3,一撮
yics=1,依从
yics=2,已从
yicu=1,一簇
yicy=1,遗存
yicy=2,已存
yicy=3,依存
yicy=4,一寸
yida=1,已达
yida=2,益达
yida=3,一大
yida=4,医大
yidb=1,眼馋肚饱
yidc=1,已到
yidc=3,移到
yidc=4,一道
yidc=8,一刀
yidd=1,衣带
yidd=3,一代
yidd=4,一袋
yidd=5,一带
yidd=6,衣袋
yide=1,医德
yide=2,易得
yidg=1,乙等
yidg=2,一等
yidh=3,一档
yidh=5,一挡
yidi=1,异地
yidi=2,易地
yidi=3,一滴
yidj=2,一旦
yidk=1,已定
yidk=2,议定
yidk=3,一顶
yidk=5,一定
yidm=1,疑点
yidm=2,椅垫
yidm=3,伊甸
yidm=4,一点
yidn=2,移掉
yidn=3,移调
yido=1,亿多
yido=4,一朵
yidp=1,一叠
yidp=3,一碟
yidq=2,已丢
yidq=5,一丢
yidr=1,异端
yidr=2,以诚待人
yidr=3,一段
yidr=4,一端
yidr=5,臆断
yids=1,移动
yids=2,异动
yids=3,一动
yids=4,一栋
yids=5,易懂
yids=6,以东
yidu=1,已读
yidu=2,遗毒
yidu=3,易读
yidu=4,一度
yidu=5,臆度
yidv=1,已对
yidv=2,乙队
yidv=3,已兑
yidv=4,一堆
yidv=5,一对
yidv=6,一队
yidx=1,以产定销
yidy=1,亿吨
yidy=2,一锤定音
yidy=3,一顿
yidz=1,衣兜
yidz=2,疑窦
yidz=3,一抖
yien=2,伊恩
yieq=1,扬长而去
yier=1,一二
yifa=1,依法
yifa=2,已发
yifa=3,一发
yiff=1,义愤
yiff=2,已分
yiff=3,已粉
yiff=4,一分
yiff=5,一份
yifg=1,遗风
yifg=2,已疯
yifg=3,一封
yifh=1,以防
yifh=3,一方
yifh=4,乙方
yifj=1,疑犯
yifj=2,已返
yifj=4,一番
yifs=1,言出法随
yifu=1,衣服
yifu=2,依附
yifu=3,一幅
yifu=4,一副
yifu=5,姨夫
yifu=6,姨父
yifu=7,义父
yifw=1,亦非
yifw=2,已非
yifw=3,已废
yifw=4,一飞
yigc=1,译稿
yigd=1,已改
yigd=2,易改
yigd=3,一概
yigd=4,医改
yige=1,亿个
yige=2,已隔
yige=3,一哥
yige=4,一个
yigf=1,已跟
yigf=2,翼根
yigf=3,一根
yigg=4,一更
yigh=3,一缸
yigj=1,乙肝
yigj=2,易感
yigk=3,一拐
yigl=2,一光
yigo=1,已过
yigo=2,异国
yigr=1,衣冠
yigr=2,医馆
yigr=3,一贯
yigr=4,一罐
yigs=1,以供
yigs=2,义工
yigs=3,一共
yigu=1,已故
yigu=2,遗孤
yigu=4,摇唇鼓舌
yigu=5,一股
yigv=1,衣柜
yigv=3,已跪
yigz=1,已购
yigz=2,异构
yihc=2,壹号
yihc=3,易耗
yihc=4,一号
yihd=1,遗骸
yihd=2,贻害
yihe=2,议和
yihe=3,已和
yihe=4,一盒
yihe=7,沂河
yihf=1,遗恨
yihf=2,缢痕
yihg=1,以恒
yihg=3,一横
yihj=1,遗憾
yihj=2,已含
yihj=3,一喊
yihk=3,已坏
yihl=1,一晃
yiho=1,疑惑
yiho=2,抑或
yiho=3,一伙
yihr=1,医患
yihr=2,易患
yihr=4,遗患
yihr=5,一环
yihs=1,怡红
yihs=2,一泓
yihu=1,医护
yihu=2,一户
yihu=3,一壶
yihv=1,议会
yihv=3,意会
yihv=5,一会
yihv=6,一回
yihx=1,异化
yihx=2,移花
yihx=4,一花
yihy=1,已婚
yihy=2,易混
yihz=1,以后
yihz=2,蚁后
yihz=3,一吼
yiia=2,已查
yiia=3,一查
yiic=1,已超
yiic=2,蚁巢
yiic=3,一朝
yiig=1,已成
yiig=2,议程
yiig=3,一成
yiig=4,一程
yiig=5,宜城
yiih=1,异常
yiih=2,宜昌
yiih=3,一场
yiih=4,议长
yiii=1,义齿
yiii=2,翼翅
yiii=4,一尺
yiij=1,遗产
yiij=2,一颤
yiil=4,一床
yiio=3,一戳
yiir=1,遗传
yiir=4,已传
yiir=5,一串
yiis=1,益虫
yiiu=1,溢出
yiiu=2,益处
yiiu=3,移除
yiiu=4,一处
yiiu=5,衣橱
yiiv=1,一吹
yiiy=1,乙醇
yiiy=2,宜春
yiiy=3,伊春
yiiz=1,乙丑
yiiz=2,一抽
yiiz=4,一筹
yijb=1,衣襟
yijb=2,已近
yijb=3,一斤
yijf=1,一触即发
yiji=1,以及
yiji=2,遗迹
yiji=3,异己
yiji=4,一级
yiji=5,一击
yiji=6,一集
yiji=7,乙级
yiji=8,艺妓
yiji=9,依纪
yijj=1,有产阶级
yijk=1,已经
yijk=2,意境
yijk=3,易经
yijk=4,一经
yijl=1,已将
yijl=3,意匠
yijm=1,意见
yijm=2,已建
yijm=3,一间
yijm=4,一键
yijm=7,一件
yijn=1,移交
yijn=2,衣角
yijn=3,一脚
yijn=4,一角
yijn=5,异教
yijp=1,异界
yijp=2,已结
yijp=4,一届
yijp=5,一截
yijp=7,一节
yijq=1,依旧
yijq=2,已久
yijr=1,义捐
yijr=3,语出惊人
yijt=1,已决
yijt=2,义绝
yijt=3,壹决
yijt=4,一觉
yijt=5,一绝
yiju=1,依据
yiju=2,宜居
yiju=3,一局
yiju=4,一举
yiju=5,一句
yiju=6,移居
yiju=7,义举
yijx=1,溢价
yijx=2,衣架
yijx=3,一家
yijx=4,一架
yijx=5,议价
yijx=6,意甲
yijy=1,抑菌
yijy=2,益菌
yijy=4,义军
yikc=1,依靠
yikc=3,倚靠
yikc=4,艺考
yikd=1,移开
yikd=2,已开
yike=1,亦可
yike=2,医科
yike=3,一颗
yike=4,一棵
yike=5,一刻
yike=6,一课
yikk=1,一块
yikl=3,一筐
yikr=2,一款
yiku=1,忆苦
yiku=2,衣裤
yikz=1,衣扣
yikz=3,一口
yila=5,一拉
yilb=1,意林
yilb=3,一凛
yilc=1,遗老
yilc=2,已老
yild=1,以来
yild=2,依赖
yild=3,一来
yile=2,怡乐
yile=3,一乐
yilg=1,意冷
yilg=2,一愣
yilh=1,伊朗
yilh=2,议郎
yili=1,毅力
yili=2,屹立
yili=3,一粒
yili=4,伊犁
yili=5,伊利
yili=6,义利
yili=7,义理
yilj=1,倚栏
yilj=2,倚阑
yilj=4,一览
yilj=5,一栏
yilk=1,衣领
yilk=2,已领
yill=4,一辆
yill=5,一两
yill=6,宜良
yilm=1,依恋
yilm=2,一脸
yilm=3,一连
yiln=1,医疗
yiln=3,意料
yiln=4,衣料
yilo=1,遗落
yilo=2,一摞
yilp=2,一列
yilq=1,遗留
yilq=2,乙流
yilq=4,一流
yilq=5,一绺
yilq=6,一溜
yilr=1,意乱
yilr=2,异卵
yils=1,艺龙
yils=2,仪陇
yilu=1,已撸
yilu=2,驿路
yilu=3,一路
yilv=1,一律
yilv=3,疑虑
yilv=4,衣履
yilv=5,一缕
yilw=1,异类
yilw=2,乙类
yilw=3,一类
yily=1,议论
yily=2,一轮
yilz=1,遗漏
yilz=2,倚楼
yilz=3,一楼
yima=1,姨妈
yima=5,一码
yima=6,译码
yima=10,驿马
yimb=1,移民
yimb=2,遗民
yimc=1,衣帽
yimc=2,乙卯
yimc=4,一毛
yimd=1,已买
yimd=2,义卖
yimd=3,夜长梦多
yimd=4,一脉
yimf=1,一门
yimg=1,沂蒙
yimg=2,遗梦
yimg=3,一梦
yimi=1,乙醚
yimi=2,薏米
yimi=3,一米
yimj=2,已满
yimj=3,溢满
yimk=1,艺名
yimk=2,佚名
yimk=3,译名
yimk=4,一名
yiml=1,寅吃卯粮
yimm=1,以免
yimm=2,意面
yimm=3,一面
yimn=2,疫苗
yimn=3,一秒
yimo=1,翼膜
yimo=2,遗墨
yimo=4,异魔
yimo=5,一抹
yimo=6,一摸
yimp=5,已灭
yimp=6,夷灭
yimp=7,一灭
yimu=1,姨母
yimu=2,异母
yimu=3,一幕
yimu=4,一亩
yimv=1,一筹莫展
yimw=1,医美
yimw=2,衣袂
yimw=3,一枚
yimz=1,意谋
yina=3,已拿
yina=4,一拿
yina=5,一捺
yinc=1,医闹
yinc=3,益脑
yinc=4,一闹
ying=1,异能
ying=2,已能
yini=1,旖旎
yinj=1,疑难
yinj=2,一刹那间
yinj=3,以南
yink=1,伊宁
yinl=1,姨娘
yinm=1,意念
yinm=2,亿年
yinm=3,遗念
yinm=4,一年
yinm=5,翌年
yinn=2,遗尿
yinn=5,益鸟
yino=1,伊诺
yino=2,一诺
yinp=2,一捏
yinq=2,一扭
yins=2,益农
yins=3,一弄
yinu=1,易怒
yinu=2,一怒
yinv=2,义女
yinv=3,乙女
yinv=4,一女
yinw=1,以内
yipa=4,一趴
yipb=1,衣品
yipb=2,异频
yipb=3,一品
yipc=1,衣袍
yipc=2,一炮
yipd=1,已派
yipd=2,义拍
yipd=3,一排
yipd=4,一拍
yipd=5,一派
yiph=1,一旁
yipi=1,已批
yipi=2,一批
yipi=3,一匹
yipj=2,一盘
yipj=3,一爿
yipk=1,夷平
yipk=2,依凭
yipk=3,一瓶
yipm=1,遗篇
yipm=2,一篇
yipm=3,一片
yipn=2,一票
yipn=5,一瓢
yipn=6,一飘
yipo=1,已破
yipo=2,姨婆
yipo=3,一破
yipp=1,一瞥
yipp=3,一撇
yiqg=1,永垂千古
yiqi=1,仪器
yiqi=2,遗弃
yiqi=3,义气
yiqi=4,一齐
yiqi=5,一起
yiqi=6,一气
yiqi=7,意气
yiqi=8,以期
yiqk=1,疫情
yiqk=2,怡情
yiql=1,翼墙
yiql=3,一枪
yiql=4,一腔
yiqm=1,以前
yiqm=2,已签
yiqm=3,一千
yiqn=3,一瞧
yiqp=1,亦且
yiqp=2,一切
yiqq=1,以求
yiqq=3,一球
yiqr=1,乙醛
yiqr=2,意拳
yiqr=4,一圈
yiqr=5,一拳
yiqt=1,乙炔
yiqt=2,遗缺
yiqu=1,已去
yiqu=2,移去
yiqu=3,永垂青史
yiqu=4,一曲
yiqu=5,一区
yiqu=6,疫区
yiqu=7,意趣
yiqx=5,意洽
yiqy=1,衣裙
yiqy=2,蚁群
yiqy=4,一群
yire=3,咦惹
yire=4,一热
yirf=1,艺人
yirf=2,宜人
yirf=3,伊人
yirf=4,一人
yirf=5,怡人
yirg=3,一扔
yirh=1,已让
yirh=2,揖让
yiri=1,翌日
yiri=2,一日
yirj=1,依然
yirj=2,毅然
yirj=3,已然
yirj=4,易燃
yirj=5,亦然
yirj=6,怡然
yirs=1,易容
yirs=2,仪容
yirs=3,遗容
yiru=1,亦如
yiru=2,移入
yiru=3,已入
yiru=4,一如
yisa=4,以撒
yisc=3,一扫
yise=1,异色
yise=2,一色
yisf=1,伊森
yisi=1,意思
yisi=2,疑似
yisi=3,已死
yisi=4,一丝
yisj=2,逸散
yiso=1,已锁
yiso=2,伊索
yiso=3,一所
yisr=1,乙酸
yisr=2,蚁酸
yisr=3,一算
yiss=1,移送
yiss=2,已送
yist=2,一唱三叹
yisu=1,移速
yisu=2,医诉
yisu=3,一宿
yisu=4,一肃
yisv=1,易碎
yisv=2,依随
yisv=3,一岁
yisy=2,易损
yisy=6,阳春三月
yitc=2,椅套
yitc=3,易淘
yitc=5,一套
yitd=1,仪态
yitd=2,姨太
yitd=3,以太
yitd=4,一台
yitg=1,伊藤
yith=1,饴糖
yith=2,一趟
yith=3,一堂
yiti=1,遗体
yiti=2,议题
yiti=3,异体
yiti=5,一体
yiti=6,一屉
yitj=2,医坛
yitj=3,一滩
yitj=4,一谈
yitk=3,已听
yitk=4,已停
yitk=5,一听
yitk=6,一厅
yitm=1,已填
yitm=2,倚天
yitm=3,一天
yitn=2,一条
yitn=4,一跳
yito=1,依托
yito=2,医托
yito=3,一坨
yitp=3,已贴
yitp=4,一帖
yitr=2,疑团
yitr=3,一团
yits=1,异同
yits=2,异瞳
yits=3,已同
yits=4,一同
yits=5,一通
yits=6,一统
yitu=1,意图
yitu=2,艺徒
yitv=2,已退
yitv=3,一推
yitz=1,已投
yitz=3,一头
yiua=1,一刹
yiua=2,一霎
yiuc=1,遗少
yiuc=2,一勺
yiuf=1,以身
yiuf=2,已深
yiuf=4,一身
yiuf=5,一审
yiug=1,医生
yiug=2,益生
yiug=3,一声
yiug=4,一生
yiuh=1,以上
yiuh=2,衣裳
yiui=1,意识
yiui=2,仪式
yiui=3,遗失
yiui=4,一试
yiui=5,一时
yiui=6,医师
yiui=7,衣食
yiui=8,议事
yiui=9,轶事
yiui=10,一世
yiui=11,伊始
yiui=12,义士
yiui=13,衣饰
yiui=14,医士
yiui=17,逸事
yiuj=1,衣衫
yiuj=2,依山
yiuj=3,言传身教
yiuj=5,一闪
yiuj=6,一扇
yiul=1,遗孀
yiul=3,一双
yiuo=1,臆说
yiuo=2,一说
yiuu=1,艺术
yiuu=2,遗书
yiuu=3,医术
yiuu=4,一束
yiuu=6,医书
yiuv=2,沂水
yiux=1,已刷
yiux=2,一刷
yiuy=1,依顺
yiuy=3,一瞬
yiuz=1,已售
yiuz=2,易手
yiuz=3,易受
yiuz=4,一首
yiuz=5,一手
yiva=5,已炸
yiva=6,一眨
yiva=7,一扎
yivc=1,依照
yivc=3,遗照
yivc=4,一兆
yivc=5,遗诏
yivc=6,一招
yive=1,依着
yive=3,倚着
yive=4,译者
yivf=1,义诊
yivf=2,疑阵
yivf=3,一帧
yivf=4,一阵
yivg=1,癔症
yivg=2,议政
yivg=3,一怔
yivg=5,仪征
yivh=1,依仗
yivh=2,倚仗
yivh=3,仪仗
yivh=4,一张
yivi=1,意志
yivi=2,抑制
yivi=3,已知
yivi=4,一致
yivi=5,一支
yivi=6,一枝
yivi=7,一直
yivi=8,移植
yivi=9,以致
yivi=10,医治
yivi=11,遗址
yivi=12,以至
yivi=13,一只
yivi=14,遗志
yivi=15,益智
yivi=16,意旨
yivi=17,抑止
yivi=18,译制
yivj=1,驿站
yivj=2,翼展
yivj=4,一盏
yivj=5,一战
yivk=2,一拽
yivl=1,异状
yivl=2,衣装
yivl=5,一幢
yivo=1,衣着
yivo=2,一桌
yivr=1,已转
yivs=1,倚重
yivs=2,异种
yivs=3,意中
yivs=4,一中
yivs=5,一种
yivu=1,遗嘱
yivu=2,医嘱
yivu=3,易主
yivu=4,一株
yivu=5,一柱
yivu=6,译注
yivx=2,一抓
yivy=3,一准
yivz=1,移轴
yivz=2,一周
yivz=3,一皱
yiwa=1,伊娃
yiwd=1,意外
yiwd=2,以外
yiwf=1,疑问
yiwf=2,译文
yiwf=3,异闻
yiwf=4,一问
yiwg=1,腰缠万贯
yiwh=1,遗忘
yiwh=2,以往
yiwj=1,一万
yiwj=3,亿万
yiwj=4,一晚
yiwj=5,一碗
yiwj=6,已晚
yiwn=1,遗臭万年
yiwo=1,以我
yiwo=2,依我
yiwo=3,一窝
yiwu=1,义务
yiwu=2,衣物
yiwu=3,医务
yiwu=4,遗物
yiwu=5,义乌
yiwu=6,异物
yiwu=7,贻误
yiww=1,以为
yiww=2,意味
yiww=3,依偎
yiww=4,运筹帷幄
yiww=5,一味
yiww=6,一位
yiww=7,异味
yiww=8,移位
yiww=9,易位
yixb=1,疑心
yixb=2,异心
yixb=3,一心
yixd=1,羊肠小道
yixd=2,以诚相待
yixi=1,依稀
yixi=2,以西
yixi=3,一袭
yixi=4,乙烯
yixi=5,议席
yixj=1,以诚相见
yixk=1,异性
yixk=2,异形
yixk=3,移行
yixk=4,一行
yixk=5,宜兴
yixk=6,异型
yixk=7,意兴
yixk=8,易行
yixl=1,意向
yixl=3,臆想
yixl=4,一项
yixl=5,一向
yixl=6,异乡
yixl=7,意象
yixl=8,遗像
yixl=9,衣箱
yixl=10,意想
yixm=1,胰腺
yixm=2,医仙
yixm=3,一线
yixm=4,易县
yixn=2,艺校
yixn=3,已消
yixn=5,一笑
yixp=1,已写
yixp=2,衣鞋
yixp=3,医械
yixp=4,一血
yixp=5,一写
yixp=6,一些
yixq=1,衣袖
yixr=3,已选
yixr=4,一选
yixs=1,义兄
yixs=2,疑凶
yixt=1,医学
yixt=2,易学
yixt=3,蚁穴
yixu=1,依序
yixu=2,意绪
yixx=1,以下
yixx=2,意下
yixx=3,已下
yixx=4,一下
yixy=2,依循
yixy=3,遗训
yiya=1,咿呀
yiyb=1,意淫
yiyb=2,译音
yiyc=1,医药
yiyc=2,阴差阳错
yiye=1,肄业
yiye=2,胰液
yiye=3,一夜
yiye=4,一页
yiyh=1,异样
yiyh=2,依样
yiyh=3,一唱一和
yiyh=4,一样
yiyh=5,益阳
yiyi=1,意义
yiyi=2,异议
yiyi=4,一亿
yiyi=5,一一
yiyi=6,依依
yiyi=7,疑义
yiyi=8,意译
yiyj=1,遗言
yiyj=2,依言
yiyj=3,义眼
yiyj=4,一眼
yiyj=6,义演
yiyk=2,译英
yiyk=5,一应
yiyr=1,医院
yiyr=2,意愿
yiyr=3,一员
yiyr=4,一元
yiyr=5,议员
yiyr=6,遗愿
yiyr=7,议院
yiyr=8,译员
yiyr=9,沂源
yiys=1,医用
yiys=3,易用
yiyt=1,已阅
yiyt=2,依约
yiyt=3,一月
yiyt=4,一跃
yiyu=1,抑郁
yiyu=2,易于
yiyu=4,一隅
yiyu=5,异域
yiyu=6,一语
yiyu=7,意欲
yiyu=8,呓语
yiyy=1,疑云
yiyy=2,意蕴
yiyz=1,已有
yiyz=3,亦有
yiyz=4,益友
yiyz=5,乙游
yizc=1,一早
yizc=3,臆造
yizc=5,衣藻
yizd=1,已在
yizd=2,意在
yizd=3,移栽
yizd=4,一再
yize=1,一则
yizg=1,遗赠
yizh=2,胰脏
yizi=1,椅子
yizi=2,义子
yizj=1,已赞
yizj=2,翊赞
yizo=1,遗作
yizo=2,译作
yizo=3,已做
yizo=5,一座
yizo=6,一作
yizr=3,一钻
yizu=1,异族
yizu=2,彝族
yizu=3,一族
yizv=2,已醉
yizv=3,一嘴
yizy=2,一尊
yizy=3,一樽
yizz=1,移走
yjai=1,烟霭
yjai=2,眼癌
yjam=1,拥军爱民
yjan=1,延安
yjan=3,沿岸
yjba=1,盐巴
yjba=7,言罢
yjbc=1,延保
yjbc=2,炎爆
yjbd=1,眼白
yjbd=2,言败
yjbe=1,一九八二
yjbf=1,赝本
yjbf=2,永劫不复
yjbg=3,云谲波诡
yjbh=2,盐帮
yjbi=1,岩壁
yjbi=2,言毕
yjbi=3,掩蔽
yjbj=1,严办
yjbj=2,一九八九
yjbk=1,眼病
yjbk=2,验兵
yjbl=1,有机玻璃
yjbm=1,演变
yjbm=4,延边
yjbm=5,沿边
yjbn=1,言表
yjbo=1,演播
yjbo=2,烟波
yjbo=3,眼波
yjbq=1,玉洁冰清
yjbq=2,一九八七
yjbs=1,一九八四
yjbs=2,一九八三
yjbu=1,眼部
yjbu=2,咽部
yjbv=2,一蹶不振
yjbv=3,有禁不止
yjbw=1,雁北
yjbw=2,一九八五
yjbx=2,应接不暇
yjby=1,一九八一
yjby=2,殷鉴不远
yjca=1,冤假错案
yjcc=1,烟草
yjcd=1,腌菜
yjcg=1,岩层
yjch=1,掩藏
yjch=2,盐仓
yjci=1,言辞
yjci=2,言词
yjci=3,严辞
yjcs=1,烟囱
yjcu=1,酽醋
yjcv=1,引咎辞职
yjcx=1,一决雌雄
yjda=1,严打
yjdc=1,言道
yjdd=1,眼袋
yjdd=3,一家独大
yjdd=4,一举多得
yjdd=6,烟袋
yjde=2,焉得
yjdg=1,烟灯
yjdg=2,印加帝国
yjdh=1,阉党
yjdi=1,眼底
yjdi=2,炎帝
yjdi=3,烟蒂
yjdj=1,验单
yjdk=1,油尽灯枯
yjdm=1,唁电
yjdm=2,验电
yjdn=3,阉掉
yjdr=1,以己度人
yjds=1,严冬
yjds=2,岩洞
yjdt=1,冤家对头
yjdu=1,研读
yjdu=2,盐度
yjdv=1,言对
yjdx=2,野鸡大学
yjdy=1,烟墩
yjdy=2,游击队员
yjdz=1,烟斗
yjee=1,厌恶
yjer=1,研二
yjer=2,燕尔
yjfa=1,研发
yjff=1,盐分
yjff=2,颜粉
yjfg=1,岩峰
yjfg=2,岩缝
yjfh=1,验方
yjfh=2,严防
yjfj=1,厌烦
yjfj=2,眼烦
yjfl=1,有机肥料
yjfn=1,衣架饭囊
yjft=1,用进废退
yjfu=1,眼福
yjfu=2,艳福
yjgd=1,掩盖
yjge=1,严格
yjge=2,阉割
yjge=3,沿革
yjgh=1,烟缸
yjgj=1,烟杆
yjgl=1,眼光
yjgl=2,验光
yjgo=1,演过
yjgo=2,燕国
yjgr=1,眼观
yjgr=3,烟馆
yjgr=4,严管
yjgs=1,验工
yjgu=2,夜静更深
yjgv=1,烟鬼
yjgx=2,一决高下
yjgz=2,颜狗
yjgz=3,烟垢
yjhc=1,演好
yjhd=1,沿海
yjhd=3,烟海
yjhe=1,烟盒
yjhe=2,沿河
yjhe=3,言和
yjhf=1,厌恨
yjhh=1,以绝后患
yjhi=1,有机合成
yjhj=1,严寒
yjhk=1,养家糊口
yjhk=2,养家活口
yjhl=1,炎黄
yjhl=2,盐荒
yjho=1,烟火
yjho=2,焰火
yjho=3,验货
yjhr=1,延缓
yjhr=2,言欢
yjhs=1,眼红
yjhs=2,嫣红
yjhu=1,掩护
yjhu=2,盐湖
yjhv=1,宴会
yjhv=2,烟灰
yjhx=1,烟花
yjhx=2,演化
yjhx=3,眼花
yjhx=4,衣锦还乡
yjhx=5,以旧换新
yjhx=7,岩画
yjhz=1,咽喉
yjhz=2,延后
yjia=1,严查
yjia=2,验查
yjia=3,岩茶
yjic=1,验钞
yjic=2,燕巢
yjie=1,验车
yjif=1,烟尘
yjig=1,严惩
yjig=2,盐城
yjih=1,延长
yjih=2,演唱
yjih=3,盐场
yjii=1,延迟
yjii=2,砚池
yjii=3,盐池
yjij=1,眼馋
yjik=1,鹰击长空
yjil=1,研创
yjil=2,眼疮
yjim=1,一举成名
yjir=1,言传
yjis=1,眼虫
yjiu=1,演出
yjiu=2,验出
yjiu=3,一江春水
yjiw=1,已经成为
yjiy=1,厌蠢
yjiy=2,殃及池鱼
yjiz=1,眼瞅
yjjb=1,严谨
yjjb=2,严禁
yjjb=3,演进
yjjd=1,引经据典
yjje=1,一九九二
yjjg=1,远交近攻
yjjg=2,研究机构
yjjh=1,有机结合
yjji=1,演技
yjji=2,验机
yjji=3,一骑绝尘
yjji=4,延吉
yjji=5,眼疾
yjjj=1,一九九九
yjjk=1,眼睛
yjjk=2,眼镜
yjjk=3,燕京
yjjl=1,演讲
yjjl=2,岩浆
yjjl=3,义结金兰
yjjl=4,沿江
yjjm=1,眼见
yjjm=2,眼尖
yjjm=3,眼睑
yjjm=4,盐碱
yjjn=1,眼角
yjjn=2,岩礁
yjjp=1,眼界
yjjp=3,沿街
yjjq=1,研究
yjjq=2,烟酒
yjjr=1,厌倦
yjjr=2,烟卷
yjju=1,盐焗
yjju=2,燕居
yjju=3,演剧
yjjw=1,一九九五
yjjx=1,严加
yjjy=1,严峻
yjjy=3,由近及远
yjka=2,烟卡
yjka=3,验卡
yjke=1,眼科
yjke=2,严苛
yjkg=1,盐坑
yjki=1,有机可乘
yjki=2,有据可查
yjkj=1,眼看
yjkj=2,验看
yjkk=1,眼快
yjkl=1,眼眶
yjkl=2,盐矿
yjkr=1,烟款
yjkr=2,严宽
yjkr=3,严己宽人
yjks=1,颜控
yjks=2,严控
yjku=1,严酷
yjku=2,已经开始
yjkx=1,有迹可循
yjky=1,眼困
yjld=1,一举两得
yjlg=1,眼棱
yjlg=2,颜筋柳骨
yjli=1,眼里
yjli=2,严厉
yjli=3,眼力
yjli=4,艳丽
yjlk=1,严令
yjll=1,炎凉
yjlm=1,眼帘
