汉字	完整拆分	首根	末根
詪	言 ＋ 艮	言	艮
鞎	革 ＋ 艮	革	艮
烆	火 ＋ 行	火	行
涥	氵 ＋ 亠 ＋ 口 ＋ 了	氵	了
悙	忄 ＋ 亠 ＋ 口 ＋ 了	忄	了
胻	月 ＋ 行	月	行
脝	月 ＋ 亠 ＋ 口 ＋ 了	月	了
妔	女 ＋ 亠 ＋ 几	女	几
笐	⺮ ＋ 亠 ＋ 几	⺮	几
苀	艹 ＋ 亠 ＋ 几	艹	几
蚢	虫 ＋ 亠 ＋ 几	虫	几
邟	亠 ＋ 几 ＋ 阝	亠	阝
迒	亠 ＋ 几 ＋ 辶	亠	辶
貥	目 ＋ 八 ＋ 亠 ＋ 几	目	几
魧	魚 ＋ 亠 ＋ 几	魚	几
垳	土 ＋ 行	土	行
哻	口 ＋ 日 ＋ 干	口	干
娢	女 ＋ 今 ＋ 口	女	口
筨	⺮ ＋ 今 ＋ 口	⺮	口
漢	氵 ＋ 廿 ＋ 口 ＋ 夫	氵	夫
浫	氵 ＋ 冖 ＋ 八 ＋ 干	氵	干
涆	氵 ＋ 日 ＋ 干	氵	干
澏	氵 ＋ 口 ＋ 口 ＋ 口 ＋ 山	氵	山
莟	艹 ＋ 今 ＋ 口	艹	口
闬	门 ＋ 干	门	干
蛿	虫 ＋ 今 ＋ 口	虫	口
皔	白 ＋ 日 ＋ 干	白	干
鋎	全字头 ＋ 金字底 ＋ 宀 ＋ 一 ＋ 兀	全字头	兀
睅	目 ＋ 日 ＋ 干	目	干
顄	折 ＋ 氺 ＋ 凵 ＋ 一 ＋ 自 ＋ 八	折	八
兯	丷 ＋ 节字底	丷	节字底
晘	日 ＋ 日 ＋ 干	日	干
甝	卜 ＋ 厂 ＋ 七 ＋ 几 ＋ 甘	卜	甘
鬫	丨 ＋ 玨 ＋ 竖 ＋ 折 ＋ 耳 ＋ 攵	丨	攵
傼	亻 ＋ 廿 ＋ 口 ＋ 夫	亻	夫
螒	十 ＋ 日 ＋ 十 ＋ 全字头 ＋ 虫	十	虫
韓	十 ＋ 日 ＋ 十 ＋ 折 ＋ 丨 ＋ 一 ＋ 口 ＋ 㐄	十	㐄
鶾	十 ＋ 日 ＋ 十 ＋ 𠂉 ＋ 鳥	十	鳥
雗	十 ＋ 日 ＋ 十 ＋ 𠂉 ＋ 隹	十	隹
梒	木 ＋ 今 ＋ 口	木	口
爳	爫 ＋ 丿 ＋ 折 ＋ 折 ＋ 折 ＋ 灬 ＋ 了	爫	了
瀤	氵 ＋ 亠 ＋ 罒 ＋ 丨 ＋ 冫 ＋ 撇 ＋ 点 ＋ 𧘇	氵	𧘇
蘹	艹 ＋ 忄 ＋ 亠 ＋ 罒 ＋ 丨 ＋ 冫 ＋ 撇 ＋ 点 ＋ 𧘇	艹	𧘇
蘾	艹 ＋ 土 ＋ 亠 ＋ 罒 ＋ 丨 ＋ 冫 ＋ 撇 ＋ 点 ＋ 𧘇	艹	𧘇
褢	亠 ＋ 鬼 ＋ 𧘇	亠	𧘇
褱	亠 ＋ 罒 ＋ 丨 ＋ 冫 ＋ 撇 ＋ 点 ＋ 𧘇	亠	𧘇
劃	折 ＋ 丰 ＋ 一 ＋ 田 ＋ 一 ＋ 刂	折	刂
懐	忄 ＋ 亠 ＋ 罒 ＋ 衣	忄	衣
壊	土 ＋ 十 ＋ 罒 ＋ 衣	土	衣
兤	⺌ ＋ 兀 ＋ 广 ＋ 龷 ＋ 由 ＋ 八	⺌	八
詤	言 ＋ 人 ＋ 折 ＋ 荒字底	言	荒字底
謊	言 ＋ 艹 ＋ 亡 ＋ 荒字底	言	荒字底
炾	火 ＋ 口 ＋ 儿	火	儿
爌	火 ＋ 广 ＋ 龷 ＋ 由 ＋ 八	火	八
熀	火 ＋ 日 ＋ ⺌ ＋ 兀	火	兀
鷬	龷 ＋ 由 ＋ 八 ＋ 鳥	龷	鳥
葟	艹 ＋ 白 ＋ 王	艹	王
獚	犭 ＋ 龷 ＋ 由 ＋ 八	犭	八
穔	禾 ＋ 龷 ＋ 由 ＋ 八	禾	八
宺	宀 ＋ 口 ＋ 丌 ＋ 折	宀	折
皩	白 ＋ 王 ＋ 日 ＋ ⺌ ＋ 兀	白	兀
鎤	全字头 ＋ 金字底 ＋ 日 ＋ ⺌ ＋ 兀	全字头	兀
巟	亡 ＋ 荒字底	亡	荒字底
韹	音 ＋ 白 ＋ 王	音	王
餭	全字头 ＋ 丶 ＋ 即字旁 ＋ 白 ＋ 王	全字头	王
崲	山 ＋ 白 ＋ 王	山	王
騜	馬 ＋ 白 ＋ 王	馬	王
縨	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 日 ＋ ⺌ ＋ 兀	幺	兀
曂	日 ＋ 龷 ＋ 由 ＋ 八	日	八
晄	日 ＋ ⺌ ＋ 兀	日	兀
偟	亻 ＋ 白 ＋ 王	亻	王
鰉	魚 ＋ 白 ＋ 王	魚	王
墴	土 ＋ 龷 ＋ 由 ＋ 八	土	八
堭	土 ＋ 白 ＋ 王	土	王
吙	口 ＋ 火	口	火
咟	口 ＋ 一 ＋ 白	口	白
嚿	口 ＋ 艹 ＋ 隹 ＋ 臼	口	臼
姡	女 ＋ 千 ＋ 口	女	口
謋	言 ＋ 夕 ＋ 㐄 ＋ 木	言	木
邩	火 ＋ 阝	火	阝
湱	氵 ＋ 丰 ＋ 石	氵	石
瀖	氵 ＋ ⻗ ＋ 隹	氵	隹
沎	氵 ＋ 亻 ＋ 𠤎	氵	𠤎
萿	艹 ＋ 氵 ＋ 千 ＋ 口	艹	口
蒦	艹 ＋ 隹 ＋ 又	艹	又
秮	禾 ＋ 厶 ＋ 口	禾	口
秳	禾 ＋ 千 ＋ 口	禾	口
癨	疒 ＋ ⻗ ＋ 隹	疒	隹
眓	目 ＋ 戉	目	戉
矐	目 ＋ ⻗ ＋ 隹	目	隹
掝	扌 ＋ 戈 ＋ 口 ＋ 一	扌	一
騞	馬 ＋ 丰 ＋ 石	馬	石
搉	扌 ＋ 冖 ＋ 隹	扌	隹
剨	丰 ＋ 石 ＋ 刂	丰	刂
耯	耒 ＋ 艹 ＋ 隹 ＋ 又	耒	又
曤	日 ＋ ⻗ ＋ 隹	日	隹
俰	亻 ＋ 禾 ＋ 口	亻	口
奯	大 ＋ 止 ＋ 厂 ＋ 一 ＋ 丨 ＋ 丿 ＋ 丿 ＋ 折 ＋ 撇 ＋ 丶	大	丶
讙	言 ＋ 艹 ＋ 口 ＋ 口 ＋ 隹	言	隹
糫	米 ＋ 罒 ＋ 一 ＋ 口 ＋ 𧘇	米	𧘇
汍	氵 ＋ 丸	氵	丸
歡	艹 ＋ 口 ＋ 口 ＋ 隹 ＋ ⺈ ＋ 人	艹	人
藧	艹 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 爫 ＋ 一 ＋ 𠂇 ＋ 又	艹	又
酄	艹 ＋ 口 ＋ 口 ＋ 隹 ＋ 阝	艹	阝
阛	门 ＋ 罒 ＋ 一 ＋ 口 ＋ 𧘇	门	𧘇
鴅	⺆ ＋ 亠 ＋ 鳥	⺆	鳥
寏	宀 ＋ ⺈ ＋ 贝字框 ＋ 八 ＋ 大	宀	大
鉮	全字头 ＋ 金字底 ＋ 申	全字头	申
睆	目 ＋ 宀 ＋ 一 ＋ 兀	目	兀
嵈	山 ＋ 爫 ＋ 一 ＋ 𠂇 ＋ 又	山	又
攌	扌 ＋ 囗 ＋ 罒 ＋ 一 ＋ 口 ＋ 𧘇	扌	𧘇
巜	折 ＋ 折	折	折
瞏	罒 ＋ 土 ＋ 口 ＋ 𧘇	罒	𧘇
綄	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 宀 ＋ 一 ＋ 兀	幺	兀
羦	⺶ ＋ 宀 ＋ 一 ＋ 兀	⺶	兀
欥	日 ＋ ⺈ ＋ 人	日	人
雈	丨 ＋ 一 ＋ ⺊ ＋ 隹	丨	隹
愌	忄 ＋ ⺈ ＋ 贝字框 ＋ 八 ＋ 大	忄	大
懁	忄 ＋ 罒 ＋ 一 ＋ 口 ＋ 𧘇	忄	𧘇
烉	⺈ ＋ 贝字框 ＋ 八 ＋ 火	⺈	火
鰀	魚 ＋ 爫 ＋ 一 ＋ 𠂇 ＋ 又	魚	又
豲	豕 ＋ 厂 ＋ 白 ＋ 小	豕	小
梙	木 ＋ 口 ＋ 口 ＋ 丨	木	丨
槵	木 ＋ 口 ＋ 口 ＋ 丨 ＋ 心	木	心
瑍	王 ＋ ⺈ ＋ 贝字框 ＋ 八 ＋ 大	王	大
環	王 ＋ 罒 ＋ 一 ＋ 口 ＋ 𧘇	王	𧘇
吰	口 ＋ 𠂇 ＋ 厶	口	厶
呍	口 ＋ 二 ＋ 厶	口	厶
嚝	口 ＋ 广 ＋ 龷 ＋ 由 ＋ 八	口	八
叿	口 ＋ 工	口	工
娂	女 ＋ 龷 ＋ 八	女	八
妅	女 ＋ 工	女	工
粠	米 ＋ 龷 ＋ 八	米	八
舼	舟 ＋ 龷 ＋ 八	舟	八
謍	火 ＋ 火 ＋ 冖 ＋ 言	火	言
灴	火 ＋ 工	火	工
焢	火 ＋ 宀 ＋ 八 ＋ 工	火	工
澋	氵 ＋ 日 ＋ 亠 ＋ 口 ＋ 小	氵	小
浤	氵 ＋ 宀 ＋ 𠂇 ＋ 厶	氵	厶
潂	氵 ＋ 山 ＋ 丷 ＋ 亚	氵	亚
葓	艹 ＋ 氵 ＋ 龷 ＋ 八	艹	八
苰	艹 ＋ 弓 ＋ 厶	艹	厶
宖	宀 ＋ 弓 ＋ 厶	宀	厶
翝	宀 ＋ 𠂇 ＋ 厶 ＋ 习 ＋ 习	宀	习
鉷	全字头 ＋ 金字底 ＋ 龷 ＋ 八	全字头	八
鍧	全字头 ＋ 金字底 ＋ 勹 ＋ 言	全字头	言
竤	立 ＋ 宀 ＋ 𠂇 ＋ 厶	立	厶
鞃	革 ＋ 弓 ＋ 厶	革	厶
巆	山 ＋ 火 ＋ 火 ＋ 冖 ＋ 口 ＋ 口	山	口
撔	扌 ＋ 日 ＋ 亠 ＋ 口 ＋ 小	扌	小
輷	車 ＋ 勹 ＋ 言	車	言
耾	耳 ＋ 𠂇 ＋ 厶	耳	厶
軣	車 ＋ 冫 ＋ 撇 ＋ 点	車	点
紭	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 弓 ＋ 厶	幺	厶
綋	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 宀 ＋ 𠂇 ＋ 厶	幺	厶
彋	弓 ＋ 罒 ＋ 一 ＋ 口 ＋ 𧘇	弓	𧘇
晎	日 ＋ 龷 ＋ 八	日	八
閧	門 ＋ 龷 ＋ 八	門	八
閎	門 ＋ 𠂇 ＋ 厶	門	厶
闀	門 ＋ 龷 ＋ 八 ＋ 巳	門	巳
闂	門 ＋ 龹 ＋ 㔾	門	㔾
硡	石 ＋ 宀 ＋ 𠂇 ＋ 厶	石	厶
仜	亻 ＋ 工	亻	工
霟	⻗ ＋ 氵 ＋ 龷 ＋ 八	⻗	八
霐	⻗ ＋ 氵 ＋ 弓 ＋ 厶	⻗	厶
垬	土 ＋ 龷 ＋ 八	土	八
玜	王 ＋ 八 ＋ 厶	王	厶
喖	口 ＋ 木 ＋ 十 ＋ 口	口	口
婟	女 ＋ 囗 ＋ 十 ＋ 口	女	口
護	言 ＋ 艹 ＋ 隹 ＋ 又	言	又
嫮	女 ＋ ⻗ ＋ 二 ＋ 折	女	折
謼	言 ＋ 卜 ＋ 厂 ＋ 七 ＋ 撇 ＋ 丷 ＋ 一 ＋ 竖	言	竖
幠	巾 ＋ 𠂉 ＋ 卌 ＋ 一 ＋ 灬	巾	灬
媩	女 ＋ 十 ＋ 口 ＋ 月	女	月
熩	火 ＋ 户 ＋ 口 ＋ 巴	火	巴
粐	米 ＋ 户	米	户
箎	⺮ ＋ 卜 ＋ 厂 ＋ 七 ＋ 几	⺮	几
簄	⺮ ＋ 户 ＋ 口 ＋ 巴	⺮	巴
箶	⺮ ＋ 十 ＋ 口 ＋ 月	⺮	月
瀫	氵 ＋ 士 ＋ 冖 ＋ 一 ＋ 糸 ＋ 殳	氵	殳
曶	勿 ＋ 日	勿	日
泘	氵 ＋ 撇 ＋ 丷 ＋ 一 ＋ 竖	氵	竖
苸	艹 ＋ 撇 ＋ 丷 ＋ 一 ＋ 竖	艹	竖
蔰	艹 ＋ 户 ＋ 口 ＋ 巴	艹	巴
寣	宀 ＋ 爿 ＋ 言	宀	言
頶	⺧ ＋ 口 ＋ 一 ＋ 自 ＋ 八	⺧	八
錿	全字头 ＋ 金字底 ＋ 卜 ＋ 厂 ＋ 七 ＋ 几	全字头	几
韄	革 ＋ 艹 ＋ 隹 ＋ 又	革	又
頀	音 ＋ 艹 ＋ 隹 ＋ 又	音	又
鋘	全字头 ＋ 金字底 ＋ 口 ＋ 天	全字头	天
戸	一 ＋ 尸	一	尸
絗	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 囗 ＋ 口	幺	口
乕	𠂆 ＋ 二 ＋ 巾	𠂆	巾
觷	撇 ＋ ⺊ ＋ 一 ＋ 㐅 ＋ 㐅 ＋ 折 ＋ 二 ＋ 冖 ＋ ⺈ ＋ 用	撇	用
弖	弓 ＋ 一	弓	一
衚	彳 ＋ 十 ＋ 口 ＋ 月 ＋ 一 ＋ 丁	彳	丁
乥	撇 ＋ 丷 ＋ 乙	撇	乙
乯	撇 ＋ 丷 ＋ 一 ＋ 竖 ＋ 乙	撇	乙
虝	卜 ＋ 厂 ＋ 七 ＋ 几 ＋ 勿	卜	勿
虍	卜 ＋ 厂 ＋ 七	卜	七
雐	卜 ＋ 厂 ＋ 七 ＋ 隹	卜	隹
恗	忄 ＋ 大 ＋ 二 ＋ 折	忄	折
綔	大 ＋ 二 ＋ 折 ＋ 撇 ＋ 糸	大	糸
俿	亻 ＋ 卜 ＋ 厂 ＋ 七 ＋ 几	亻	几
冴	冫 ＋ 牙	冫	牙
雽	⻗ ＋ 撇 ＋ 丷 ＋ 一 ＋ 竖	⻗	竖
鱯	魚 ＋ 艹 ＋ 隹 ＋ 又	魚	又
魱	魚 ＋ 互	魚	互
鰗	魚 ＋ 十 ＋ 口 ＋ 月	魚	月
枑	木 ＋ 互	木	互
瓳	十 ＋ 口 ＋ 一 ＋ 折 ＋ 乙 ＋ 丶	十	丶
槴	木 ＋ 户 ＋ 口 ＋ 巴	木	巴
楜	木 ＋ 十 ＋ 口 ＋ 月	木	月
鴩	失 ＋ 鳥	失	鳥
嗀	士 ＋ 冖 ＋ 一 ＋ 口 ＋ 殳	士	殳
螜	士 ＋ 冖 ＋ 一 ＋ 殳 ＋ 虫	士	虫
壷	士 ＋ 冖 ＋ 口 ＋ 丨 ＋ 丨 ＋ 一	士	一
垀	土 ＋ 撇 ＋ 丷 ＋ 一 ＋ 竖	土	竖
瓡	土 ＋ 南字心 ＋ 瓜	土	瓜
嚖	口 ＋ 丰 ＋ 丰 ＋ 彐 ＋ 心	口	心
噅	口 ＋ 爫 ＋ 丿 ＋ 折 ＋ 折 ＋ 折 ＋ 灬	口	灬
孈	女 ＋ 山 ＋ 隹 ＋ 冂 ＋ 八 ＋ 口	女	口
譭	言 ＋ 臼 ＋ 工 ＋ 殳	言	殳
詯	言 ＋ 自	言	自
嬒	女 ＋ 全字头 ＋ 一 ＋ 囗 ＋ ⺌ ＋ 日	女	日
譮	言 ＋ 全字头 ＋ 一 ＋ 囗 ＋ ⺌ ＋ 日	言	日
譿	言 ＋ 丰 ＋ 丰 ＋ 彐 ＋ 心	言	心
媈	女 ＋ 冖 ＋ 車	女	車
輝	⺌ ＋ 兀 ＋ 冖 ＋ 車	⺌	車
婎	女 ＋ 隹	女	隹
洃	氵 ＋ 𠂇 ＋ 火	氵	火
泋	氵 ＋ 十 ＋ 廾	氵	廾
潓	氵 ＋ 一 ＋ 申 ＋ 一 ＋ 丶 ＋ 心	氵	心
瀈	氵 ＋ 习 ＋ 习 ＋ 冖 ＋ 車	氵	車
蔧	艹 ＋ 丰 ＋ 丰 ＋ 彐	艹	彐
蘳	艹 ＋ 龷 ＋ 由 ＋ 八 ＋ 土 ＋ 土	艹	土
顪	止 ＋ 厂 ＋ 一 ＋ 丨 ＋ 丿 ＋ 丿 ＋ 折 ＋ 撇 ＋ 丶 ＋ 一 ＋ 自 ＋ 八	止	八
獩	犭 ＋ 止 ＋ 厂 ＋ 一 ＋ 丨 ＋ 丿 ＋ 丿 ＋ 折 ＋ 撇 ＋ 丶	犭	丶
阓	门 ＋ 𠀐 ＋ 贝	门	贝
囘	冂 ＋ 巳	冂	巳
痐	疒 ＋ 囗 ＋ 口	疒	口
瘣	疒 ＋ 鬼	疒	鬼
寭	宀 ＋ 一 ＋ 申 ＋ 一 ＋ 丶 ＋ 心	宀	心
毇	臼 ＋ 米 ＋ 殳	臼	殳
鐬	全字头 ＋ 金字底 ＋ 止 ＋ 厂 ＋ 一 ＋ 丨 ＋ 丿 ＋ 丿 ＋ 折 ＋ 撇 ＋ 丶	全字头	丶
彚	录字头 ＋ 冖 ＋ 果	录字头	果
餯	全字头 ＋ 丶 ＋ 即字旁 ＋ 折 ＋ 折 ＋ 豕	全字头	豕
瞺	目 ＋ 全字头 ＋ 一 ＋ 囗 ＋ ⺌ ＋ 日	目	日
屶	山 ＋ 刀	山	刀
屷	山 ＋ 乃	山	乃
靧	面 ＋ 𠀐 ＋ 目 ＋ 八	面	八
拻	扌 ＋ 𠂇 ＋ 火	扌	火
叀	一 ＋ 由 ＋ 厶	一	厶
恵	一 ＋ 由 ＋ 心	一	心
幑	彳 ＋ 山 ＋ 一 ＋ 巾 ＋ 攵	彳	攵
鰴	彳 ＋ 山 ＋ 一 ＋ 魚 ＋ 攵	彳	攵
徻	彳 ＋ 全字头 ＋ 一 ＋ 囗 ＋ ⺌ ＋ 日	彳	日
韢	折 ＋ 丨 ＋ 一 ＋ 口 ＋ 㐄 ＋ 一 ＋ 申 ＋ 一 ＋ 丶 ＋ 心	折	心
廽	罒 ＋ 二 ＋ 廴	罒	廴
囬	罒 ＋ 二	罒	二
暳	日 ＋ 丰 ＋ 丰 ＋ 彐	日	彐
恛	忄 ＋ 囗 ＋ 口	忄	口
殨	歹 ＋ 𠀐 ＋ 目 ＋ 八	歹	八
懳	忄 ＋ 丰 ＋ 丰 ＋ 彐 ＋ 心	忄	心
禈	礻 ＋ 冖 ＋ 車	礻	車
鮰	魚 ＋ 囗 ＋ 口	魚	口
檓	木 ＋ 臼 ＋ 工 ＋ 殳	木	殳
槥	木 ＋ 丰 ＋ 丰 ＋ 彐	木	彐
櫘	木 ＋ 丰 ＋ 丰 ＋ 彐 ＋ 心	木	心
檅	木 ＋ 止 ＋ 厂 ＋ 一 ＋ 丨 ＋ 丿 ＋ 丿 ＋ 折 ＋ 撇 ＋ 丶	木	丶
廻	囗 ＋ 口 ＋ 廴	囗	廴
噕	爫 ＋ 丿 ＋ 折 ＋ 折 ＋ 折 ＋ 灬 ＋ 口	爫	口
灳	勹 ＋ 火	勹	火
璯	王 ＋ 全字头 ＋ 一 ＋ 囗 ＋ ⺌ ＋ 日	王	日
璤	王 ＋ 一 ＋ 申 ＋ 一 ＋ 丶 ＋ 心	王	心
琿	王 ＋ 冖 ＋ 車	王	車
潶	氵 ＋ 黑	氵	黑
嫿	女 ＋ 折 ＋ 丰 ＋ 一 ＋ 田 ＋ 一	女	一
誮	言 ＋ 艹 ＋ 亻 ＋ 𠤎	言	𠤎
澅	氵 ＋ 折 ＋ 丰 ＋ 一 ＋ 田 ＋ 一	氵	一
鷨	艹 ＋ 𠀎 ＋ 十 ＋ 鳥	艹	鳥
芲	艹 ＋ 全字头 ＋ 𠤎	艹	𠤎
蕐	艹 ＋ 一 ＋ 人 ＋ 人 ＋ 人 ＋ 人 ＋ 举字底	艹	举字底
舙	千 ＋ 口 ＋ 千 ＋ 口 ＋ 千 ＋ 口	千	口
螖	虫 ＋ 骨	虫	骨
竵	立 ＋ 一 ＋ 口 ＋ 㐄 ＋ 冂 ＋ 丷 ＋ 一 ＋ 丨	立	丨
錵	全字头 ＋ 金字底 ＋ 艹 ＋ 亻 ＋ 𠤎	全字头	𠤎
鏵	全字头 ＋ 金字底 ＋ 艹 ＋ 𠀎 ＋ 十	全字头	十
摦	扌 ＋ 大 ＋ 二 ＋ 折 ＋ 瓜	扌	瓜
撶	扌 ＋ 艹 ＋ 𠀎 ＋ 十	扌	十
畵	折 ＋ 丰 ＋ 一 ＋ 田 ＋ 凵	折	凵
硴	石 ＋ 艹 ＋ 亻 ＋ 𠤎	石	𠤎
夻	大 ＋ 口	大	口
槬	木 ＋ 大 ＋ 二 ＋ 折 ＋ 瓜	木	瓜
杹	木 ＋ 亻 ＋ 𠤎	木	𠤎
椛	木 ＋ 艹 ＋ 亻 ＋ 𠤎	木	𠤎
埖	土 ＋ 艹 ＋ 亻 ＋ 𠤎	土	𠤎
焝	火 ＋ 氏 ＋ 日	火	日
涽	氵 ＋ 氏 ＋ 日	氵	日
湷	氵 ＋ 𡗗 ＋ 日	氵	日
顐	冖 ＋ 車 ＋ 一 ＋ 自 ＋ 八	冖	八
餫	全字头 ＋ 丶 ＋ 即字旁 ＋ 冖 ＋ 車	全字头	車
鼲	臼 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冖 ＋ 車	臼	車
眃	目 ＋ 二 ＋ 厶	目	厶
掍	扌 ＋ 日 ＋ 比左 ＋ 匕	扌	匕
繉	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 目 ＋ 冫 ＋ 冫 ＋ 儿	幺	儿
忶	忄 ＋ 二 ＋ 厶	忄	厶
惽	忄 ＋ 民 ＋ 日	忄	日
俒	亻 ＋ 宀 ＋ 一 ＋ 兀	亻	兀
倱	亻 ＋ 日 ＋ 比左 ＋ 匕	亻	匕
觨	⺈ ＋ 用 ＋ 工 ＋ 水	⺈	水
棔	木 ＋ 氏 ＋ 日	木	日
慁	囗 ＋ 豕 ＋ 心	囗	心
堚	土 ＋ 冖 ＋ 車	土	車
帿	巾 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	巾	矢
洉	氵 ＋ 𠂆 ＋ 一 ＋ 口	氵	口
葔	艹 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	艹	矢
犼	犭 ＋ 子 ＋ 折	犭	折
鱟	撇 ＋ ⺊ ＋ 一 ＋ 㐅 ＋ 㐅 ＋ 折 ＋ 二 ＋ 冖 ＋ 魚	撇	魚
鄇	亻 ＋ 折 ＋ 一 ＋ 矢 ＋ 阝	亻	阝
鯸	魚 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	魚	矢
豞	豕 ＋ 勹 ＋ 口	豕	口
嗏	口 ＋ 艹 ＋ 全字头 ＋ 一 ＋ 小	口	小
奼	女 ＋ 撇 ＋ 七	女	七
艖	舟 ＋ ⺶ ＋ 工	舟	工
臿	千 ＋ 臼	千	臼
秅	禾 ＋ 撇 ＋ 七	禾	七
銟	全字头 ＋ 金字底 ＋ 山 ＋ 巾	全字头	巾
靫	革 ＋ 又 ＋ 丶	革	丶
鎈	全字头 ＋ 金字底 ＋ ⺶ ＋ 工	全字头	工
捈	扌 ＋ 全字头 ＋ 于 ＋ 八	扌	八
摖	扌 ＋ 祭字头 ＋ 示	扌	示
揷	扌 ＋ 千 ＋ 臼	扌	臼
紁	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 又 ＋ 丶	幺	丶
偛	亻 ＋ 千 ＋ 臼	亻	臼
疀	巛 ＋ 田 ＋ 一 ＋ 肀 ＋ 龰	巛	龰
劋	口 ＋ 口 ＋ 口 ＋ 木 ＋ 刂	口	刂
謅	言 ＋ 勹 ＋ 凵 ＋ 丿 ＋ 勹 ＋ 凵 ＋ 丿	言	丿
煼	火 ＋ 勹 ＋ 凵 ＋ 丿 ＋ 勹 ＋ 凵 ＋ 丿	火	丿
粆	米 ＋ 小 ＋ 丿	米	丿
欩	刀 ＋ 口 ＋ ⺈ ＋ 人	刀	人
鈔	全字头 ＋ 金字底 ＋ 小 ＋ 丿	全字头	丿
眧	目 ＋ 刀 ＋ 口	目	口
巐	山 ＋ 亠 ＋ 口 ＋ 冂 ＋ 口 ＋ 日 ＋ 撇 ＋ 廾	山	廾
焣	耳 ＋ 又 ＋ 灬	耳	灬
綽	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ ⺊ ＋ 日 ＋ 十	幺	十
鼌	日 ＋ 一 ＋ 口 ＋ 电	日	电
仦	亻 ＋ 小	亻	小
牊	片 ＋ 刀 ＋ 口	片	口
麨	十 ＋ 人 ＋ 人 ＋ 丿 ＋ 丶 ＋ 夂 ＋ 小 ＋ 丿	十	丿
觘	⺈ ＋ 用 ＋ 小 ＋ 丿	⺈	丿
鄛	巛 ＋ 果 ＋ 阝	巛	阝
趫	走 ＋ 撇 ＋ 大 ＋ 口 ＋ 冂 ＋ 口	走	口
囆	口 ＋ 艹 ＋ 日 ＋ 禺字底 ＋ 虫	口	虫
喍	口 ＋ 止 ＋ 匕 ＋ 木	口	木
祡	止 ＋ 匕 ＋ 示	止	示
犲	犭 ＋ 才	犭	才
袃	七 ＋ 刀 ＋ 衣	七	衣
喢	口 ＋ 千 ＋ 臼	口	臼
唓	口 ＋ 車	口	車
謵	言 ＋ 习 ＋ 习 ＋ 白	言	白
爡	火 ＋ 艹 ＋ 日 ＋ 禺字底 ＋ 虫	火	虫
莗	艹 ＋ 車	艹	車
蛼	虫 ＋ 車	虫	車
瞮	目 ＋ 亠 ＋ 厶 ＋ ⺝ ＋ 攵	目	攵
硩	扌 ＋ 斤 ＋ 石	扌	石
聅	耳 ＋ 矢	耳	矢
勶	彳 ＋ 亠 ＋ 厶 ＋ ⺝ ＋ 攵 ＋ 力	彳	力
迠	⺊ ＋ 口 ＋ 辶	⺊	辶
偖	亻 ＋ 耂 ＋ 日	亻	日
嚫	口 ＋ 立 ＋ 一 ＋ 小 ＋ 目 ＋ 儿	口	儿
謓	言 ＋ 十 ＋ 具字头 ＋ 八	言	八
諃	言 ＋ 木 ＋ 木	言	木
夦	其字头 ＋ 八 ＋ 折 ＋ 夕 ＋ 夕	其字头	夕
襯	衤 ＋ 立 ＋ 一 ＋ 小 ＋ 目 ＋ 儿	衤	儿
蔯	艹 ＋ 阝 ＋ 一 ＋ 申 ＋ 丿 ＋ 丶	艹	丶
茞	艹 ＋ 臣	艹	臣
莀	艹 ＋ 辰	艹	辰
莐	艹 ＋ 氵 ＋ 冖 ＋ 儿	艹	儿
薼	艹 ＋ 广 ＋ 折 ＋ 丨 ＋ 丨 ＋ 一 ＋ 比左 ＋ 匕 ＋ 土	艹	土
瘎	疒 ＋ 其字头 ＋ 八 ＋ 折	疒	折
鈂	全字头 ＋ 金字底 ＋ 冖 ＋ 儿	全字头	儿
贂	目 ＋ 八 ＋ 厶 ＋ 厶 ＋ 厶 ＋ 全字头 ＋ 彡	目	彡
賝	目 ＋ 八 ＋ 冖 ＋ 八 ＋ 木	目	木
敐	辰 ＋ 攵	辰	攵
麎	广 ＋ 折 ＋ 丨 ＋ 丨 ＋ 一 ＋ 比左 ＋ 匕 ＋ 辰	广	辰
塵	广 ＋ 折 ＋ 丨 ＋ 丨 ＋ 一 ＋ 比左 ＋ 匕 ＋ 土	广	土
軙	車 ＋ 攴	車	攴
縝	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 十 ＋ 具字头 ＋ 八	幺	八
醦	酉 ＋ 厶 ＋ 厶 ＋ 厶 ＋ 全字头 ＋ 彡	酉	彡
曟	日 ＋ 日 ＋ 日 ＋ 辰	日	辰
鷐	日 ＋ 辰 ＋ 鳥	日	鳥
