汉字	完整拆分	首根	末根
昀	日 ＋ 勹 ＋ 冫	日	冫
昂	日 ＋ 卬	日	卬
昃	日 ＋ 厂 ＋ 人	日	人
昄	日 ＋ 𠂆 ＋ 又	日	又
昆	日 ＋ 比左 ＋ 匕	日	匕
昇	日 ＋ 撇 ＋ 廾	日	廾
昈	日 ＋ 户	日	户
昉	日 ＋ 方	日	方
昊	日 ＋ 天	日	天
昌	日 ＋ 日	日	日
明	日 ＋ 月	日	月
昏	氏 ＋ 日	氏	日
昒	日 ＋ 勿	日	勿
易	日 ＋ 勿	日	勿
昔	龷 ＋ 日	龷	日
昕	日 ＋ 斤	日	斤
昙	日 ＋ 二 ＋ 厶	日	厶
昝	夂 ＋ 卜 ＋ 日	夂	日
星	日 ＋ 生	日	生
映	日 ＋ 贝字框 ＋ 大	日	大
昡	日 ＋ 亠 ＋ 幺	日	幺
昣	日 ＋ 全字头 ＋ 彡	日	彡
昤	日 ＋ 令	日	令
春	𡗗 ＋ 日	𡗗	日
昧	日 ＋ 未	日	未
昨	日 ＋ 乍	日	乍
昪	日 ＋ 厶 ＋ 廾	日	廾
昫	日 ＋ 勹 ＋ 口	日	口
昭	日 ＋ 刀 ＋ 口	日	口
是	日 ＋ 定字底	日	定字底
昱	日 ＋ 立	日	立
昳	日 ＋ 失	日	失
昴	日 ＋ 卯	日	卯
昵	日 ＋ 尸 ＋ 匕	日	匕
昶	永 ＋ 日	永	日
昺	日 ＋ 一 ＋ 冂 ＋ 人	日	人
昼	尺 ＋ 日 ＋ 一	尺	一
昽	日 ＋ 龙	日	龙
显	日 ＋ 业	日	业
晁	日 ＋ 冫 ＋ 冫 ＋ 儿	日	儿
晃	日 ＋ ⺌ ＋ 兀	日	兀
晅	日 ＋ 一 ＋ 日 ＋ 一	日	一
晊	日 ＋ 至	日	至
晋	亚 ＋ 日	亚	日
晌	日 ＋ 丿 ＋ 冂 ＋ 口	日	口
晏	日 ＋ 宀 ＋ 女	日	女
晐	日 ＋ 亥	日	亥
晒	日 ＋ 西	日	西
晓	日 ＋ 一 ＋ 折 ＋ 撇 ＋ 兀	日	兀
晔	日 ＋ 亻 ＋ 𠤎 ＋ 十	日	十
晕	日 ＋ 冖 ＋ 车	日	车
晖	日 ＋ 冖 ＋ 车	日	车
晗	日 ＋ 今 ＋ 口	日	口
晙	日 ＋ 厶 ＋ 八 ＋ 夂	日	夂
晚	日 ＋ 免	日	免
晞	日 ＋ 㐅 ＋ 𠂇 ＋ 巾	日	巾
晟	日 ＋ 戊 ＋ 折	日	折
晡	日 ＋ 甫	日	甫
晢	扌 ＋ 斤 ＋ 日	扌	日
晤	日 ＋ 五 ＋ 口	日	口
晦	日 ＋ 𠂉 ＋ 母	日	母
晨	日 ＋ 辰	日	辰
晪	日 ＋ 贝字框 ＋ 龷 ＋ 八	日	八
晫	日 ＋ ⺊ ＋ 日 ＋ 十	日	十
普	丷 ＋ 亚 ＋ 日	丷	日
景	日 ＋ 亠 ＋ 口 ＋ 小	日	小
晰	日 ＋ 木 ＋ 斤	日	斤
晱	日 ＋ 火 ＋ 火	日	火
晴	日 ＋ 龶 ＋ ⺝	日	⺝
晶	日 ＋ 日 ＋ 日	日	日
晷	日 ＋ 夂 ＋ 卜 ＋ 口	日	口
智	矢 ＋ 口 ＋ 日	矢	日
晾	日 ＋ 亠 ＋ 口 ＋ 小	日	小
暂	车旁 ＋ 斤 ＋ 日	车旁	日
暄	日 ＋ 宀 ＋ 一 ＋ 日 ＋ 一	日	一
暅	日 ＋ 忄 ＋ 一 ＋ 日 ＋ 一	日	一
暇	日 ＋ 折 ＋ 一 ＋ ⺊ ＋ 一 ＋ 折 ＋ 一 ＋ 又	日	又
暌	日 ＋ 癶 ＋ 天	日	天
暑	日 ＋ 耂 ＋ 日	日	日
暕	日 ＋ 柬	日	柬
暖	日 ＋ 爫 ＋ 一 ＋ 𠂇 ＋ 又	日	又
暗	日 ＋ 音	日	音
暝	日 ＋ 冖 ＋ 日 ＋ 亠 ＋ 八	日	八
暧	日 ＋ 爫 ＋ 冖 ＋ 𠂇 ＋ 又	日	又
暨	即字旁 ＋ 一 ＋ 折 ＋ 儿 ＋ 日 ＋ 一	即字旁	一
暮	莫 ＋ 日	莫	日
暲	日 ＋ 音 ＋ 十	日	十
暴	日 ＋ 龷 ＋ 八 ＋ 氺	日	氺
暵	日 ＋ 廿 ＋ 口 ＋ 夫	日	夫
暶	日 ＋ 方 ＋ 𠂉 ＋ 疋	日	疋
暹	日 ＋ 隹 ＋ 辶	日	辶
暾	日 ＋ 亠 ＋ 口 ＋ 子 ＋ 攵	日	攵
暿	日 ＋ 士 ＋ 口 ＋ 丷 ＋ 一 ＋ 口	日	口
曈	日 ＋ 立 ＋ 里	日	里
曌	日 ＋ 月 ＋ 宀 ＋ 八 ＋ 工	日	工
曙	日 ＋ 罒 ＋ 耂 ＋ 日	日	日
曛	日 ＋ 熏	日	熏
曜	日 ＋ 习 ＋ 习 ＋ 隹	日	隹
曝	日 ＋ 日 ＋ 龷 ＋ 八 ＋ 氺	日	氺
曦	日 ＋ 𦍌 ＋ 禾 ＋ 戈 ＋ 横 ＋ 折	日	折
曩	日 ＋ 襄	日	襄
曰	曰	曰	曰
曲	囗 ＋ 横 ＋ 丨 ＋ 丨	囗	丨
曳	日 ＋ 折 ＋ 丿	日	丿
更	一 ＋ 日 ＋ 㐅	一	㐅
曷	日 ＋ 匃	日	匃
曹	一 ＋ 囗 ＋ 艹 ＋ 日	一	日
曼	日 ＋ 罒 ＋ 又	日	又
曾	丷 ＋ 囗 ＋ ⺌ ＋ 日	丷	日
替	夫 ＋ 夫 ＋ 日	夫	日
最	日 ＋ 耳 ＋ 又	日	又
月	月	月	月
有	𠂇 ＋ ⺝	𠂇	⺝
朋	月 ＋ 月	月	月
服	月 ＋ 卩 ＋ 又	月	又
朏	月 ＋ 凵 ＋ 山	月	山
朐	月 ＋ 勹 ＋ 口	月	口
朓	月 ＋ 冫 ＋ 冫 ＋ 儿	月	儿
朔	丷 ＋ 一 ＋ 凵 ＋ 丿 ＋ 月	丷	月
朕	月 ＋ 丷 ＋ 天	月	天
朗	丶 ＋ 即字旁 ＋ 月	丶	月
望	亡 ＋ 月 ＋ 王	亡	王
朝	十 ＋ 日 ＋ 十 ＋ 月	十	月
期	其字头 ＋ 八 ＋ 月	其字头	月
朦	月 ＋ 艹 ＋ 冖 ＋ 一 ＋ 豕	月	豕
木	木	木	木
未	未	未	未
末	末	末	末
本	木 ＋ 一	木	一
札	木 ＋ 折	木	折
术	木 ＋ 丶	木	丶
朱	朱	朱	朱
朳	木 ＋ 八	木	八
朴	木 ＋ 卜	木	卜
朵	几 ＋ 木	几	木
朸	木 ＋ 力	木	力
机	木 ＋ 几	木	几
朽	木 ＋ 一 ＋ 折	木	折
杀	㐅 ＋ 一 ＋ 小	㐅	小
杂	九 ＋ 一 ＋ 小	九	小
权	木 ＋ 又	木	又
杄	木 ＋ 千	木	千
杆	木 ＋ 干	木	干
杈	木 ＋ 又 ＋ 丶	木	丶
杉	木 ＋ 彡	木	彡
杌	木 ＋ 兀	木	兀
李	木 ＋ 子	木	子
杏	木 ＋ 口	木	口
材	木 ＋ 才	木	才
村	木 ＋ 寸	木	寸
杓	木 ＋ 勹 ＋ 丶	木	丶
杕	木 ＋ 大	木	大
杖	木 ＋ 横 ＋ 乂	木	乂
杙	木 ＋ 弋	木	弋
杜	木 ＋ 土	木	土
杞	木 ＋ 己	木	己
束	束	束	束
杠	木 ＋ 工	木	工
条	夂 ＋ 一 ＋ 小	夂	小
来	来	来	来
杧	木 ＋ 亡	木	亡
杨	木 ＋ 𠃓	木	𠃓
杩	木 ＋ 马	木	马
杪	木 ＋ 小 ＋ 丿	木	丿
杭	木 ＋ 亠 ＋ 几	木	几
杯	木 ＋ 不	木	不
杰	木 ＋ 灬	木	灬
杲	日 ＋ 木	日	木
杳	木 ＋ 日	木	日
杵	木 ＋ 午	木	午
杷	木 ＋ 巴	木	巴
杻	木 ＋ 折 ＋ 土	木	土
杼	木 ＋ 予	木	予
松	木 ＋ 八 ＋ 厶	木	厶
板	木 ＋ 𠂆 ＋ 又	木	又
极	木 ＋ 及	木	及
构	木 ＋ 勹 ＋ 厶	木	厶
枅	木 ＋ 一 ＋ 廾	木	廾
枇	木 ＋ 比左 ＋ 匕	木	匕
枉	木 ＋ 王	木	王
枋	木 ＋ 方	木	方
枍	木 ＋ 八 ＋ 一 ＋ 折	木	折
析	木 ＋ 斤	木	斤
枕	木 ＋ 冖 ＋ 儿	木	儿
林	木 ＋ 木	木	木
枘	木 ＋ 冂 ＋ 人	木	人
枚	木 ＋ 攵	木	攵
果	果	果	果
枝	木 ＋ 支	木	支
枞	木 ＋ 人 ＋ 人	木	人
枢	木 ＋ 匚 ＋ 㐅	木	㐅
枣	朿 ＋ 冬字底	朿	冬字底
枥	木 ＋ 厂 ＋ 力	木	力
枧	木 ＋ 见	木	见
枨	木 ＋ 长	木	长
枪	木 ＋ 全字头 ＋ 㔾	木	㔾
枫	木 ＋ ⺇ ＋ 㐅	木	㐅
枭	鸟省 ＋ 木	鸟省	木
枯	木 ＋ 十 ＋ 口	木	口
枰	木 ＋ 一 ＋ 丷 ＋ 十	木	十
枲	厶 ＋ 口 ＋ 木	厶	木
枳	木 ＋ 口 ＋ 八	木	八
枵	木 ＋ 口 ＋ 一 ＋ 折	木	折
架	力 ＋ 口 ＋ 木	力	木
枷	木 ＋ 力 ＋ 口	木	口
枸	木 ＋ 勹 ＋ 口	木	口
枹	木 ＋ 勹 ＋ 巳	木	巳
柁	木 ＋ 宀 ＋ 匕	木	匕
柃	木 ＋ 令	木	令
柄	木 ＋ 一 ＋ 冂 ＋ 人	木	人
柈	木 ＋ 丷 ＋ 举字底	木	举字底
柊	木 ＋ 夂 ＋ 冬字底	木	冬字底
柏	木 ＋ 白	木	白
某	甘 ＋ 木	甘	木
柑	木 ＋ 甘	木	甘
柒	氵 ＋ 七 ＋ 木	氵	木
染	氵 ＋ 九 ＋ 木	氵	木
柔	矛 ＋ 木	矛	木
柖	木 ＋ 刀 ＋ 口	木	口
柘	木 ＋ 石	木	石
柙	木 ＋ 甲	木	甲
柚	木 ＋ 由	木	由
柜	木 ＋ 巨	木	巨
柝	木 ＋ 斥	木	斥
柞	木 ＋ 乍	木	乍
柠	木 ＋ 宀 ＋ 丁	木	丁
柢	木 ＋ 氐	木	氐
查	木 ＋ 日 ＋ 一	木	一
柩	木 ＋ 匚 ＋ 久	木	久
柬	柬	柬	柬
柯	木 ＋ 可	木	可
柰	木 ＋ 示	木	示
柱	木 ＋ 亠 ＋ 土	木	土
柳	木 ＋ 卯	木	卯
柴	止 ＋ 匕 ＋ 木	止	木
柷	木 ＋ 口 ＋ 儿	木	儿
柽	木 ＋ 又 ＋ 土	木	土
柿	木 ＋ 亠 ＋ 巾	木	巾
栀	木 ＋ 𠂆 ＋ 一 ＋ 㔾	木	㔾
栅	木 ＋ ⺆ ＋ ⺆ ＋ 一	木	一
标	木 ＋ 示	木	示
栈	木 ＋ 戋	木	戋
栉	木 ＋ 艹 ＋ 节字底	木	节字底
栊	木 ＋ 龙	木	龙
栋	木 ＋ 东	木	东
栌	木 ＋ ⺊ ＋ 尸	木	尸
栎	木 ＋ 乐	木	乐
栏	木 ＋ 丷 ＋ 一 ＋ 二	木	二
栐	木 ＋ 永	木	永
树	木 ＋ 又 ＋ 寸	木	寸
栒	木 ＋ 勹 ＋ 日	木	日
栓	木 ＋ 全字头 ＋ 王	木	王
栖	木 ＋ 西	木	西
栗	覀 ＋ 木	覀	木
栝	木 ＋ 千 ＋ 口	木	口
栟	木 ＋ 丷 ＋ 一 ＋ 廾	木	廾
校	木 ＋ 亠 ＋ 八 ＋ 㐅	木	㐅
栩	木 ＋ 习 ＋ 习	木	习
株	木 ＋ 朱	木	朱
栲	木 ＋ 耂 ＋ 一 ＋ 折	木	折
栳	木 ＋ 耂 ＋ 匕	木	匕
栴	木 ＋ 𠂉 ＋ ⺆ ＋ 亠	木	亠
样	木 ＋ 羊	木	羊
核	木 ＋ 亥	木	亥
根	木 ＋ 艮	木	艮
栻	木 ＋ 弋 ＋ 工	木	工
格	木 ＋ 各	木	各
栽	十 ＋ 戈 ＋ 木	十	木
栾	变字头 ＋ 木	变字头	木
桀	夕 ＋ 㐄 ＋ 木	夕	木
桁	木 ＋ 行	木	行
桂	木 ＋ 土 ＋ 土	木	土
桃	木 ＋ 冫 ＋ 冫 ＋ 儿	木	儿
桄	木 ＋ ⺌ ＋ 兀	木	兀
桅	木 ＋ ⺈ ＋ 厂 ＋ 㔾	木	㔾
框	木 ＋ 匚 ＋ 王	木	王
案	宀 ＋ 女 ＋ 木	宀	木
桉	木 ＋ 宀 ＋ 女	木	女
桊	龹 ＋ 木	龹	木
桌	⺊ ＋ 日 ＋ 木	⺊	木
桎	木 ＋ 至	木	至
桐	木 ＋ 冂 ＋ 一 ＋ 口	木	口
桑	又 ＋ 又 ＋ 又 ＋ 木	又	木
桓	木 ＋ 一 ＋ 日 ＋ 一	木	一
桔	木 ＋ 士 ＋ 口	木	口
桕	木 ＋ 臼	木	臼
桠	木 ＋ 亚	木	亚
桡	木 ＋ 一 ＋ 折 ＋ 撇 ＋ 兀	木	兀
桢	木 ＋ ⺊ ＋ 贝	木	贝
档	木 ＋ ⺌ ＋ 彐	木	彐
桤	木 ＋ 山 ＋ 己	木	己
桥	木 ＋ 乔	木	乔
桦	木 ＋ 亻 ＋ 𠤎 ＋ 十	木	十
桧	木 ＋ 全字头 ＋ 二 ＋ 厶	木	厶
桨	丬 ＋ 夕 ＋ 木	丬	木
桩	木 ＋ 广 ＋ 土	木	土
桫	木 ＋ 氵 ＋ 小 ＋ 丿	木	丿
桯	木 ＋ 口 ＋ 王	木	王
桲	木 ＋ 十 ＋ 冖 ＋ 子	木	子
桴	木 ＋ 爫 ＋ 子	木	子
桶	木 ＋ 龴 ＋ 甬字底	木	甬字底
桷	木 ＋ ⺈ ＋ 用	木	用
桹	木 ＋ 丶 ＋ 艮	木	艮
梁	氵 ＋ 刃 ＋ 丶 ＋ 木	氵	木
梃	木 ＋ 壬 ＋ 廴	木	廴
梅	木 ＋ 𠂉 ＋ 母	木	母
梆	木 ＋ 三 ＋ 丿 ＋ 阝	木	阝
梌	木 ＋ 全字头 ＋ 于 ＋ 八	木	八
梏	木 ＋ ⺧ ＋ 口	木	口
梓	木 ＋ 辛	木	辛
梗	木 ＋ 一 ＋ 日 ＋ 㐅	木	㐅
梠	木 ＋ 口 ＋ 口	木	口
梢	木 ＋ ⺌ ＋ ⺝	木	⺝
梣	木 ＋ 山 ＋ 今	木	今
梦	木 ＋ 木 ＋ 夕	木	夕
梧	木 ＋ 五 ＋ 口	木	口
梨	禾 ＋ 刂 ＋ 木	禾	木
梭	木 ＋ 厶 ＋ 八 ＋ 夂	木	夂
梯	木 ＋ 弟	木	弟
械	木 ＋ 戈 ＋ 廾	木	廾
梳	木 ＋ 亠 ＋ 厶 ＋ 荒字底	木	荒字底
梴	木 ＋ 撇 ＋ ⺊ ＋ 折 ＋ 廴	木	廴
梵	木 ＋ 木 ＋ 凡	木	凡
梼	木 ＋ 三 ＋ 丿 ＋ 寸	木	寸
梽	木 ＋ 士 ＋ 心	木	心
梾	木 ＋ 来	木	来
梿	木 ＋ 车 ＋ 辶	木	辶
检	木 ＋ 全字头 ＋ 一 ＋ 应字心	木	应字心
棁	木 ＋ 丷 ＋ 口 ＋ 儿	木	儿
棂	木 ＋ 彐 ＋ 火	木	火
棉	木 ＋ 白 ＋ 巾	木	巾
棋	木 ＋ 其字头 ＋ 八	木	八
棍	木 ＋ 日 ＋ 比左 ＋ 匕	木	匕
棐	非 ＋ 木	非	木
棒	木 ＋ 𡗗 ＋ 举字底	木	举字底
棓	木 ＋ 立 ＋ 口	木	口
棕	木 ＋ 宀 ＋ 示	木	示
棘	朿 ＋ 朿	朿	朿
棚	木 ＋ 月 ＋ 月	木	月
棠	党字头 ＋ 口 ＋ 木	党字头	木
棣	木 ＋ 肀 ＋ 氺	木	氺
棤	木 ＋ 龷 ＋ 日	木	日
棨	户 ＋ 攵 ＋ 木	户	木
棪	木 ＋ 火 ＋ 火	木	火
棫	木 ＋ 戈 ＋ 口 ＋ 一	木	一
棬	木 ＋ 龹 ＋ 㔾	木	㔾
森	木 ＋ 木 ＋ 木	木	木
棰	木 ＋ 千 ＋ 龷 ＋ 一	木	一
棱	木 ＋ 土 ＋ 八 ＋ 夂	木	夂
棵	木 ＋ 果	木	果
棹	木 ＋ ⺊ ＋ 日 ＋ 十	木	十
棺	木 ＋ 宀 ＋ 㠯	木	㠯
棻	艹 ＋ 八 ＋ 刀 ＋ 木	艹	木
棼	木 ＋ 木 ＋ 八 ＋ 刀	木	刀
棽	木 ＋ 木 ＋ 今	木	今
椀	木 ＋ 宀 ＋ 夕 ＋ 㔾	木	㔾
椁	木 ＋ 亠 ＋ 口 ＋ 子	木	子
椅	木 ＋ 大 ＋ 可	木	可
椆	木 ＋ ⺆ ＋ 土 ＋ 口	木	口
椋	木 ＋ 亠 ＋ 口 ＋ 小	木	小
植	木 ＋ 十 ＋ 具字头	木	具字头
椎	木 ＋ 隹	木	隹
椐	木 ＋ 尸 ＋ 十 ＋ 口	木	口
椑	木 ＋ 白 ＋ 丿 ＋ 十	木	十
椒	木 ＋ 卜 ＋ 横 ＋ 小 ＋ 又	木	又
椓	木 ＋ 豖	木	豖
椟	木 ＋ 十 ＋ 折 ＋ 冬字底 ＋ 大	木	大
椠	车旁 ＋ 斤 ＋ 木	车旁	木
椤	木 ＋ 罒 ＋ 夕	木	夕
椪	木 ＋ 丷 ＋ 亚	木	亚
椭	木 ＋ 阝 ＋ 𠂇 ＋ ⺝	木	⺝
椰	木 ＋ 耳 ＋ 阝	木	阝
椴	木 ＋ 撇 ＋ ⺊ ＋ 二 ＋ 殳	木	殳
椸	木 ＋ 方 ＋ 𠂉 ＋ 也	木	也
椹	木 ＋ 其字头 ＋ 八 ＋ 折	木	折
椽	木 ＋ 互中间 ＋ 豕	木	豕
椿	木 ＋ 𡗗 ＋ 日	木	日
楂	木 ＋ 木 ＋ 日 ＋ 一	木	一
楒	木 ＋ 田 ＋ 心	木	心
楔	木 ＋ 丰 ＋ 刀 ＋ 大	木	大
楗	木 ＋ 聿 ＋ 廴	木	廴
楙	木 ＋ 矛 ＋ 木	木	木
楚	木 ＋ 木 ＋ 疋	木	疋
楝	木 ＋ 柬	木	柬
楞	木 ＋ 罒 ＋ 方	木	方
楠	木 ＋ 十 ＋ 冂 ＋ 南字心	木	南字心
楣	木 ＋ 尸 ＋ 丨 ＋ 目	木	目
楦	木 ＋ 宀 ＋ 一 ＋ 日 ＋ 一	木	一
楩	木 ＋ 亻 ＋ 一 ＋ 日 ＋ 㐅	木	㐅
楪	木 ＋ 廿 ＋ 折 ＋ 木	木	木
楫	木 ＋ 口 ＋ 耳	木	耳
楮	木 ＋ 耂 ＋ 日	木	日
楯	木 ＋ 𠂆 ＋ 十 ＋ 目	木	目
楷	木 ＋ 比左 ＋ 匕 ＋ 白	木	白
楸	木 ＋ 禾 ＋ 火	木	火
楹	木 ＋ 乃 ＋ 又 ＋ 皿	木	皿
楼	木 ＋ 米 ＋ 女	木	女
概	木 ＋ 即字旁 ＋ 一 ＋ 折 ＋ 儿	木	儿
榃	木 ＋ 木 ＋ 田	木	田
榄	木 ＋ 丨 ＋ 丨 ＋ 𠂉 ＋ 丶 ＋ 见	木	见
榅	木 ＋ 日 ＋ 皿	木	皿
榆	木 ＋ 全字头 ＋ 一 ＋ ⺝ ＋ 刂	木	刂
榇	木 ＋ 立 ＋ 一 ＋ 小	木	小
榈	木 ＋ 门 ＋ 口 ＋ 口	木	口
榉	木 ＋ 应字心 ＋ 八 ＋ 举字底	木	举字底
榍	木 ＋ 尸 ＋ ⺌ ＋ ⺝	木	⺝
榑	木 ＋ 甫 ＋ 寸	木	寸
榔	木 ＋ 丶 ＋ 即字旁 ＋ 阝	木	阝
榕	木 ＋ 宀 ＋ 八 ＋ 全字头 ＋ 口	木	口
榖	士 ＋ 冖 ＋ 一 ＋ 木 ＋ 殳	士	殳
榛	木 ＋ 𡗗 ＋ 禾	木	禾
榜	木 ＋ 帝字头 ＋ 方	木	方
榧	木 ＋ 匚 ＋ 非	木	非
榨	木 ＋ 宀 ＋ 八 ＋ 乍	木	乍
榫	木 ＋ 隹 ＋ 十	木	十
榭	木 ＋ 身 ＋ 寸	木	寸
榰	木 ＋ 耂 ＋ 匕 ＋ 日	木	日
榱	木 ＋ 衣 ＋ 口 ＋ 横	木	横
榴	木 ＋ 留字头 ＋ 田	木	田
榷	木 ＋ 冖 ＋ 隹	木	隹
榻	木 ＋ 日 ＋ 习 ＋ 习	木	习
槁	木 ＋ 亠 ＋ 口 ＋ 冂 ＋ 口	木	口
槃	舟 ＋ 殳 ＋ 木	舟	木
槊	丷 ＋ 一 ＋ 凵 ＋ 丿 ＋ 月 ＋ 木	丷	木
槌	木 ＋ 𠂤 ＋ 辶	木	辶
槎	木 ＋ ⺶ ＋ 工	木	工
槐	木 ＋ 鬼	木	鬼
槔	木 ＋ 白 ＋ 大 ＋ 十	木	十
槚	木 ＋ 覀 ＋ 贝	木	贝
槛	木 ＋ 丨 ＋ 丨 ＋ 𠂉 ＋ 丶 ＋ 皿	木	皿
槜	木 ＋ 隹 ＋ 乃	木	乃
槟	木 ＋ 宀 ＋ 丘 ＋ 八	木	八
槠	木 ＋ 讠 ＋ 耂 ＋ 日	木	日
槭	木 ＋ 戊 ＋ 卜 ＋ 横 ＋ 小	木	小
槱	木 ＋ 酉 ＋ 灬	木	灬
槲	木 ＋ ⺈ ＋ 用 ＋ 冬字底 ＋ 十	木	十
槽	木 ＋ 一 ＋ 囗 ＋ 艹 ＋ 日	木	日
槿	木 ＋ 廿 ＋ 口 ＋ 龶	木	龶
樊	木 ＋ 㐅 ＋ 㐅 ＋ 木 ＋ 大	木	大
樗	木 ＋ ⻗ ＋ 二 ＋ 折	木	折
樘	木 ＋ 党字头 ＋ 口 ＋ 土	木	土
樟	木 ＋ 音 ＋ 十	木	十
模	木 ＋ 莫	木	莫
樨	木 ＋ 尸 ＋ 丨 ＋ 冫 ＋ 撇 ＋ 点 ＋ 牛	木	牛
