问题ID	原文摘录	状态	目标码表	格式	操作	原编码	原字词	新编码	新字词	目标候选位	备注	处理时间	处理结果	修改前SHA256	修改后SHA256
P0067-04	73，成组简码及全码候选调整	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1扩展字表.tsv	TSV	简码调整及调序	原码位	原候选	cur至kah成组码位	新候选	按人工裁决	成组调整：cur蹙/curr簇；hvxt回血、蘳、荟；hvc悔/hvcr恢；hri宦/hrin寰；jijn计较、矶（其余原序）；jnj绞，jnjn教教、绞（其余原序），jnjq缴；jth噘/jthy嚼；jbb浸，jbbq津、溍、浸、濅；tau祂/taum褟；xyx荀/xyxr薰；xmp险/xmpc限；yel揶/yell掖（用户按手感裁决，认为yelp不便）；yjf偃/yjfe俨（用户确认原文yjr为笔误，炎yjr保留）；yyxt晕血、芸、蕓；kah咔/kahh咖。回血hvxp、晕血yyxp原入口保留，新增指定四码简词入口；简词与扩展字候选位同步。	2026-09-07T15:02:26+10:00	主表、简词及扩展字候选位同步；补入祂tau扩展字简码	58af40ec21da848413efc37d6ca814b776901a631958ef9778fc89da618339a0	808c2233c19a9c38f578a0e0d495a08aa71f1a69daa74340a3c9149307510852
P0068-01	74，嚎漆拳吼及全码候选调整	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	纯表	简码调整及调序	原码位	原候选	hche qib qri hzh 等	新候选	按人工裁决	成组调整：hche嚎、好喝；qib漆、qibr汽，qid讫保持不变（按用户最终确认），qidl讫首选、驱除鞑虏、訖；qri拳、qris券首选、权充；hzh吼，hzhr喉、后患、㗋。其他原入口与候选相对顺序保留。	2026-09-07T15:06:34+10:00	主表及候选位同步	2e7014f48d212f75b5ea35858b59496ea81705351a457a7767cc635e3777a694	36540918e9723e868e4b767fe3dfb76804dcb81c7318d53f924b994f70952cbe
P0068-02	74，嚎漆拳吼及全码候选调整	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	简码调整及调序	原码位	原候选	hche qib qri hzh 等	新候选	按人工裁决	成组调整：hche嚎、好喝；qib漆、qibr汽，qid讫保持不变（按用户最终确认），qidl讫首选、驱除鞑虏、訖；qri拳、qris券首选、权充；hzh吼，hzhr喉、后患、㗋。其他原入口与候选相对顺序保留。	2026-09-07T15:06:34+10:00	主表及候选位同步	f14d6c04a330978c2707070ca78fd46a509650289166af20b76e79966fbf711d	1b575ffc245ddafbf8f996386f6f27470702cf80d48ba7bcc8c9abca86445544
P0068-04	74，嚎漆拳吼及全码候选调整	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1扩展字表.tsv	TSV	简码调整及调序	原码位	原候选	hche qib qri hzh 等	新候选	按人工裁决	成组调整：hche嚎、好喝；qib漆、qibr汽，qid讫保持不变（按用户最终确认），qidl讫首选、驱除鞑虏、訖；qri拳、qris券首选、权充；hzh吼，hzhr喉、后患、㗋。其他原入口与候选相对顺序保留。	2026-09-07T15:06:34+10:00	主表及候选位同步	808c2233c19a9c38f578a0e0d495a08aa71f1a69daa74340a3c9149307510852	b5532ebea6a8b6ae75388d739e736421a6c30be3bf95dfe59873cbb4a48d2faf
P0069-01	75，wj由玩改为完	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	纯表	简码换字	wj	玩	wj	完	1	玩wjg/wjga及完wji/wjia保留；文件、忘记原序不变	2026-09-07T16:20:42+10:00	wj完首选	36540918e9723e868e4b767fe3dfb76804dcb81c7318d53f924b994f70952cbe	65be16820e26c18e51978dfe92f8bdabaf9fdd90b2562c0a8fd3e84854e81a64
P0069-02	75，wj由玩改为完	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	简码换字	wj	玩	wj	完	1	玩wjg/wjga及完wji/wjia保留；文件、忘记原序不变	2026-09-07T16:20:42+10:00	wj完首选	1b575ffc245ddafbf8f996386f6f27470702cf80d48ba7bcc8c9abca86445544	bca457d8642f60430285aff08e72d9bcbca42a567afef96da78d9c90a9ebf620
P0070-01	76，站战简码方向更正	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	纯表	简码换字	vj战 vja站	站 战	vj站 vja战	站 战	1	更正第72条；原全码与简词候选位保留	2026-09-07T16:29:24+10:00	vj站、vja战	65be16820e26c18e51978dfe92f8bdabaf9fdd90b2562c0a8fd3e84854e81a64	631f16ccb14185785962dd8a591fdcf69a1ea31ec25167ba01b31ea256d8f507
P0070-02	76，站战简码方向更正	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	简码换字	vj战 vja站	站 战	vj站 vja战	站 战	1	更正第72条；原全码与简词候选位保留	2026-09-07T16:29:24+10:00	vj站、vja战	bca457d8642f60430285aff08e72d9bcbca42a567afef96da78d9c90a9ebf620	db6fad8c2abf1a96962f64809cbbb8edaa2851db6b1ef6dd4354e9b2d49acad4
P0071-01	77，同通简码调整	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	纯表	简码换字	ts同 tsw穜	同 通 穜	ts通 tsw同	通 同	1	通保留tst；穜保留全码tswm；全码和简词位置不变	2026-09-07T18:51:50+10:00	ts通、tsw同	631f16ccb14185785962dd8a591fdcf69a1ea31ec25167ba01b31ea256d8f507	58f24951969e8f183b2ed9c5a518b053e77ade9b5a959e4cd099ec7a025d03b8
P0071-02	77，同通简码调整	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	简码换字	ts同 tsw穜	同 通 穜	ts通 tsw同	通 同	1	通保留tst；穜保留全码tswm；全码和简词位置不变	2026-09-07T18:51:50+10:00	ts通、tsw同	db6fad8c2abf1a96962f64809cbbb8edaa2851db6b1ef6dd4354e9b2d49acad4	c485e513a1774a850a70dbdded82d6fb40f7f5eaaa4d1455e93c014837a2b09d
P0072-01	78，iy改给纯，蠢退四码	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	纯表	简码换字	iy	蠢	iy	纯	1	蠢保留iyim；纯原iyj/iyjo及春iyi保持；简词原序不变	2026-09-07T20:10:25+10:00	iy纯首选	58f24951969e8f183b2ed9c5a518b053e77ade9b5a959e4cd099ec7a025d03b8	1f443a206d49cb4469a25168fed116411109c3083f0b336d85820d5b113d4caf
P0072-02	78，iy改给纯，蠢退四码	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	简码换字	iy	蠢	iy	纯	1	蠢保留iyim；纯原iyj/iyjo及春iyi保持；简词原序不变	2026-09-07T20:10:25+10:00	iy纯首选	c485e513a1774a850a70dbdded82d6fb40f7f5eaaa4d1455e93c014837a2b09d	ae328f83f2b3e20b8b27c357ba2ed9e9a08c842d32887341d575e7f4a21de8d3
P0073-01	79，丈改拆一加乂	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	纯表	拆分及编码修正	vhpa	丈	vhnn	丈	1	丈本字拆分由𠂇＋丶改为横（一）＋乂；编码首根横、末根交（乂附属交），均在n键，全码vhpa改为vhnn空码首选。本条仅调整丈本字，相关派生字留待逐字裁决。	2026-09-07T20:48:24+10:00	丈vhnn首选	1f443a206d49cb4469a25168fed116411109c3083f0b336d85820d5b113d4caf	0f9924e918e36a203bf20518c14f9b4694e97c844af55e90166695eb9c3a71e2
P0073-02	79，丈改拆一加乂	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	拆分及编码修正	vhpa	丈	vhnn	丈	1	丈本字拆分由𠂇＋丶改为横（一）＋乂；编码首根横、末根交（乂附属交），均在n键，全码vhpa改为vhnn空码首选。本条仅调整丈本字，相关派生字留待逐字裁决。	2026-09-07T20:48:24+10:00	丈vhnn首选	ae328f83f2b3e20b8b27c357ba2ed9e9a08c842d32887341d575e7f4a21de8d3	70879d1cf459ccf980d727df7ef049a7b7f472b0b936381445740a501f73014e
P0073-03	79，丈改拆一加乂	已修复	work/重开工程/02_规范拆分/最终规范拆分表_待核验.tsv	TSV	拆分及编码修正	vhpa	丈	vhnn	丈	1	丈本字拆分由𠂇＋丶改为横（一）＋乂；编码首根横、末根交（乂附属交），均在n键，全码vhpa改为vhnn空码首选。本条仅调整丈本字，相关派生字留待逐字裁决。	2026-09-07T20:48:24+10:00	丈vhnn首选	df93715a887a1852f69c65659233d77c0b38724e2a1cfe6349aef5a0d2977595	dc3b33d7f8361bb172113a1839e4245b78207c65d4b0fed680f06ab3c89516bc
P0074-01	80，丈家族拆分传播生效	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	纯表	拆分及编码修正	原全码	仗 杖 粀 㽴 扙	vhfn vhon vhdn vhsn vhln	原字	按人工裁决	丈家族余下5字改拆横＋乂：仗vhfa→vhfn，仉首选、仗次选（仗vhf保留）；杖vhoa→vhon首选（vho保留）；扩展字粀vhda→vhdn次选，长屌首选；㽴vhsa→vhsn首选；扙vhla→vhln首选。同步核心与扩展规范拆分及扩展字候选位。	2026-09-07T20:54:19+10:00	5字生效，仗与粀次选	0f9924e918e36a203bf20518c14f9b4694e97c844af55e90166695eb9c3a71e2	06adf7a816f64c19619fdb2dae052b72de92c2bb96a170b0f18deaff5db33aa6
P0074-02	80，丈家族拆分传播生效	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	拆分及编码修正	原全码	仗 杖 粀 㽴 扙	vhfn vhon vhdn vhsn vhln	原字	按人工裁决	丈家族余下5字改拆横＋乂：仗vhfa→vhfn，仉首选、仗次选（仗vhf保留）；杖vhoa→vhon首选（vho保留）；扩展字粀vhda→vhdn次选，长屌首选；㽴vhsa→vhsn首选；扙vhla→vhln首选。同步核心与扩展规范拆分及扩展字候选位。	2026-09-07T20:54:19+10:00	5字生效，仗与粀次选	70879d1cf459ccf980d727df7ef049a7b7f472b0b936381445740a501f73014e	e9ac1959d7252b2039fc2f30872fea206f5ccbf388f2df0009598309ca4b5de5
P0074-03	80，丈家族拆分传播生效	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1扩展字表.tsv	TSV	拆分及编码修正	原全码	仗 杖 粀 㽴 扙	vhfn vhon vhdn vhsn vhln	原字	按人工裁决	丈家族余下5字改拆横＋乂：仗vhfa→vhfn，仉首选、仗次选（仗vhf保留）；杖vhoa→vhon首选（vho保留）；扩展字粀vhda→vhdn次选，长屌首选；㽴vhsa→vhsn首选；扙vhla→vhln首选。同步核心与扩展规范拆分及扩展字候选位。	2026-09-07T20:54:19+10:00	5字生效，仗与粀次选	b5532ebea6a8b6ae75388d739e736421a6c30be3bf95dfe59873cbb4a48d2faf	4ad7c1a83256186513af7503d304441cfca681664133f894e8131c6020eefc42
P0074-04	80，丈家族拆分传播生效	已修复	work/重开工程/02_规范拆分/最终规范拆分表_待核验.tsv	TSV	拆分及编码修正	原全码	仗 杖 粀 㽴 扙	vhfn vhon vhdn vhsn vhln	原字	按人工裁决	丈家族余下5字改拆横＋乂：仗vhfa→vhfn，仉首选、仗次选（仗vhf保留）；杖vhoa→vhon首选（vho保留）；扩展字粀vhda→vhdn次选，长屌首选；㽴vhsa→vhsn首选；扙vhla→vhln首选。同步核心与扩展规范拆分及扩展字候选位。	2026-09-07T20:54:19+10:00	5字生效，仗与粀次选	dc3b33d7f8361bb172113a1839e4245b78207c65d4b0fed680f06ab3c89516bc	783b943c9b2570eacc9873d471c1d7ad819556e739c27276a68ece74fffdc864
P0074-05	80，丈家族拆分传播生效	已修复	work/夜莺0.85/10_扩展字Chai实验/20260830_034806+1000/扩展字规范拆分_候选.tsv	TSV	拆分及编码修正	原全码	仗 杖 粀 㽴 扙	vhfn vhon vhdn vhsn vhln	原字	按人工裁决	丈家族余下5字改拆横＋乂：仗vhfa→vhfn，仉首选、仗次选（仗vhf保留）；杖vhoa→vhon首选（vho保留）；扩展字粀vhda→vhdn次选，长屌首选；㽴vhsa→vhsn首选；扙vhla→vhln首选。同步核心与扩展规范拆分及扩展字候选位。	2026-09-07T20:54:19+10:00	5字生效，仗与粀次选	9611e8b0283c8fe65287792a5a71e3fe0fb021c6271c42995aaa9be59aafc92d	73c593fabd29622a0d5e6108deb8de5a5afa6a4b9c5554220be842589f280368
P0075-01	81，矛归予附属根	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	txt	根集与拆分编码调整	予＋丿	矛家族	矛→予(s)	矛家族	按人工裁决	根集变更：予(s)新增附属根矛，替代原予＋丿拆分。114字拆分更新（核心28、扩展86），8字全码迁移：矛mcss次选（毛松首选，mcs保留）；茅mcxs首选；袤mcns首选、髳次选；罞mcas、柕mcos、䟥mgzs首选；雺wucs次选（无从首选）。其余106字编码不变。同步根集、键位映射、字根HTML与练习TXT、拆分及挂接。	2026-09-07T21:01:01+10:00	114字拆分、8字全码	06adf7a816f64c19619fdb2dae052b72de92c2bb96a170b0f18deaff5db33aa6	86cc9f07e00557b0f3f0edbb5015af04298fea56067f2cbebe406259eef5d765
P0075-02	81，矛归予附属根	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	txt	根集与拆分编码调整	予＋丿	矛家族	矛→予(s)	矛家族	按人工裁决	根集变更：予(s)新增附属根矛，替代原予＋丿拆分。114字拆分更新（核心28、扩展86），8字全码迁移：矛mcss次选（毛松首选，mcs保留）；茅mcxs首选；袤mcns首选、髳次选；罞mcas、柕mcos、䟥mgzs首选；雺wucs次选（无从首选）。其余106字编码不变。同步根集、键位映射、字根HTML与练习TXT、拆分及挂接。	2026-09-07T21:01:01+10:00	114字拆分、8字全码	e9ac1959d7252b2039fc2f30872fea206f5ccbf388f2df0009598309ca4b5de5	d87f53383a781fb3f732111b1a97ffe809ff03ff2eb2250a921618663f673732
P0075-03	81，矛归予附属根	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1扩展字表.tsv	tsv	根集与拆分编码调整	予＋丿	矛家族	矛→予(s)	矛家族	按人工裁决	根集变更：予(s)新增附属根矛，替代原予＋丿拆分。114字拆分更新（核心28、扩展86），8字全码迁移：矛mcss次选（毛松首选，mcs保留）；茅mcxs首选；袤mcns首选、髳次选；罞mcas、柕mcos、䟥mgzs首选；雺wucs次选（无从首选）。其余106字编码不变。同步根集、键位映射、字根HTML与练习TXT、拆分及挂接。	2026-09-07T21:01:01+10:00	114字拆分、8字全码	4ad7c1a83256186513af7503d304441cfca681664133f894e8131c6020eefc42	a1990d0445d35d5b13331e6d0e82fa9cd9e023ceaefb38455a519cfc1bad2a8f
P0075-05	81，矛归予附属根	已修复	work/重开工程/02_规范拆分/最终规范拆分表_待核验.tsv	tsv	根集与拆分编码调整	予＋丿	矛家族	矛→予(s)	矛家族	按人工裁决	根集变更：予(s)新增附属根矛，替代原予＋丿拆分。114字拆分更新（核心28、扩展86），8字全码迁移：矛mcss次选（毛松首选，mcs保留）；茅mcxs首选；袤mcns首选、髳次选；罞mcas、柕mcos、䟥mgzs首选；雺wucs次选（无从首选）。其余106字编码不变。同步根集、键位映射、字根HTML与练习TXT、拆分及挂接。	2026-09-07T21:01:01+10:00	114字拆分、8字全码	783b943c9b2570eacc9873d471c1d7ad819556e739c27276a68ece74fffdc864	7c2ec3c85ef3c668be7e9994dee348f18766758b4a0f366b316df14a95c39743
P0075-06	81，矛归予附属根	已修复	work/夜莺0.85/10_扩展字Chai实验/20260830_034806+1000/扩展字规范拆分_候选.tsv	tsv	根集与拆分编码调整	予＋丿	矛家族	矛→予(s)	矛家族	按人工裁决	根集变更：予(s)新增附属根矛，替代原予＋丿拆分。114字拆分更新（核心28、扩展86），8字全码迁移：矛mcss次选（毛松首选，mcs保留）；茅mcxs首选；袤mcns首选、髳次选；罞mcas、柕mcos、䟥mgzs首选；雺wucs次选（无从首选）。其余106字编码不变。同步根集、键位映射、字根HTML与练习TXT、拆分及挂接。	2026-09-07T21:01:01+10:00	114字拆分、8字全码	73c593fabd29622a0d5e6108deb8de5a5afa6a4b9c5554220be842589f280368	146667ef056c556461bbdf558a4fbc05ba769f7f4ee2c2178b75e51d331edf39
P0075-07	81，矛归予附属根	已修复	work/重开工程/01_根集/根集_待完整性复核.yaml	yaml	根集与拆分编码调整	予＋丿	矛家族	矛→予(s)	矛家族	按人工裁决	根集变更：予(s)新增附属根矛，替代原予＋丿拆分。114字拆分更新（核心28、扩展86），8字全码迁移：矛mcss次选（毛松首选，mcs保留）；茅mcxs首选；袤mcns首选、髳次选；罞mcas、柕mcos、䟥mgzs首选；雺wucs次选（无从首选）。其余106字编码不变。同步根集、键位映射、字根HTML与练习TXT、拆分及挂接。	2026-09-07T21:01:01+10:00	114字拆分、8字全码	193fd7a0a2519a924ce8113902767c038b5669cabc66c09c52620c44994d6342	d2d43547204e6450be6d4a146a9bf14e7b33d85ec13caf8381d81f068dfa0026
P0075-08	81，矛归予附属根	已修复	夜莺B/work/根集.yaml	yaml	根集与拆分编码调整	予＋丿	矛家族	矛→予(s)	矛家族	按人工裁决	根集变更：予(s)新增附属根矛，替代原予＋丿拆分。114字拆分更新（核心28、扩展86），8字全码迁移：矛mcss次选（毛松首选，mcs保留）；茅mcxs首选；袤mcns首选、髳次选；罞mcas、柕mcos、䟥mgzs首选；雺wucs次选（无从首选）。其余106字编码不变。同步根集、键位映射、字根HTML与练习TXT、拆分及挂接。	2026-09-07T21:01:01+10:00	114字拆分、8字全码	193fd7a0a2519a924ce8113902767c038b5669cabc66c09c52620c44994d6342	d2d43547204e6450be6d4a146a9bf14e7b33d85ec13caf8381d81f068dfa0026
P0075-09	81，矛归予附属根	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1键位布局.yaml	yaml	根集与拆分编码调整	予＋丿	矛家族	矛→予(s)	矛家族	按人工裁决	根集变更：予(s)新增附属根矛，替代原予＋丿拆分。114字拆分更新（核心28、扩展86），8字全码迁移：矛mcss次选（毛松首选，mcs保留）；茅mcxs首选；袤mcns首选、髳次选；罞mcas、柕mcos、䟥mgzs首选；雺wucs次选（无从首选）。其余106字编码不变。同步根集、键位映射、字根HTML与练习TXT、拆分及挂接。	2026-09-07T21:01:01+10:00	114字拆分、8字全码	9baedafd68b3905bf419bed9c70c780925f66d020741d67ef58e34b589f839a3	e5700cb125d6b12ffb33aa518bdf54a90b40b7d006b6be6e24688c457140cfbd
P0076-01	82，敖家族首横全码容错	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	txt	新增容错及候选同步	原码保留	敖家族	aon* vvn*	敖家族	按人工规则	敖家族新增横开头全码容错23条（核心11、扩展12），登记U073—U095。原龶首拆、原全码和简码全部保留；熬仍可aow、赘仍可vvw。新容错码核心字无简优先，有简让全，扩展字靠后；附完整候选明细。	2026-09-07T21:48:01+10:00	23条全码容错	86cc9f07e00557b0f3f0edbb5015af04298fea56067f2cbebe406259eef5d765	9bd68555dd20eb0ac0024902341cd0fa4a9c1312a142470962b7d0572e815c11
P0076-02	82，敖家族首横全码容错	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	txt	新增容错及候选同步	原码保留	敖家族	aon* vvn*	敖家族	按人工规则	敖家族新增横开头全码容错23条（核心11、扩展12），登记U073—U095。原龶首拆、原全码和简码全部保留；熬仍可aow、赘仍可vvw。新容错码核心字无简优先，有简让全，扩展字靠后；附完整候选明细。	2026-09-07T21:48:01+10:00	23条全码容错	d87f53383a781fb3f732111b1a97ffe809ff03ff2eb2250a921618663f673732	024323c6de7f5be2bce181b46ba1c0c5837f0a4fea20489300ba58a3b33cf9e3
P0076-03	82，敖家族首横全码容错	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1扩展字表.tsv	tsv	新增容错及候选同步	原码保留	敖家族	aon* vvn*	敖家族	按人工规则	敖家族新增横开头全码容错23条（核心11、扩展12），登记U073—U095。原龶首拆、原全码和简码全部保留；熬仍可aow、赘仍可vvw。新容错码核心字无简优先，有简让全，扩展字靠后；附完整候选明细。	2026-09-07T21:48:01+10:00	23条全码容错	a1990d0445d35d5b13331e6d0e82fa9cd9e023ceaefb38455a519cfc1bad2a8f	9f421b85193fbd92a15e836892364a95b5e00eb82401f6217168c8b7b7d4215c
P0076-05	82，敖家族首横全码容错	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1无理码表.tsv	tsv	新增容错及候选同步	原码保留	敖家族	aon* vvn*	敖家族	按人工规则	敖家族新增横开头全码容错23条（核心11、扩展12），登记U073—U095。原龶首拆、原全码和简码全部保留；熬仍可aow、赘仍可vvw。新容错码核心字无简优先，有简让全，扩展字靠后；附完整候选明细。	2026-09-07T21:48:01+10:00	23条全码容错	00121a7cb50017973af4b5feef450a52da6a2da11722bfccbf96178a72089364	e4b044061033a18a80c6ce478b9cc4878617e3ce51bde586342a3eb1f9abcb9c
P0077-01	83，取区鸲简码及曲容错	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	txt	简码调整及新增容错	qu区 quw鸲 que取	取 区 鸲 曲	qu取 quw区 que曲 quen quea quex	取 区 曲	1	qu给取、quw给区；鸲撤quw，保留全码quwy首选。曲增加que、quen、quea、quex四个首选容错入口（用户更正为quen，非qeun/quun）；曲主拆分由＋丨及qup/qupa保留；取queq和区quwn/ouwn保留。；第83条最终补充裁决：曲改以囗首拆、竖末根（完整拆分囗＋横＋丨＋丨），que为三简、quea为主码；quen/quex为其他末根容错，旧qup/qupa由＋丨改作兼容入口。鸲quwy调整为鸲、斪、气煞我也、鴝。本补充覆盖第83条此前关于曲主拆分保留的描述。	2026-09-07T21:55:08+10:00	3处换字、3处新增全码；4条曲容错登记	9bd68555dd20eb0ac0024902341cd0fa4a9c1312a142470962b7d0572e815c11	4d473396777ea046e89c979c83e5a793ff871f52475338e6298b690c886f7da9
P0077-02	83，取区鸲简码及曲容错	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	txt	简码调整及新增容错	qu区 quw鸲 que取	取 区 鸲 曲	qu取 quw区 que曲 quen quea quex	取 区 曲	1	qu给取、quw给区；鸲撤quw，保留全码quwy首选。曲增加que、quen、quea、quex四个首选容错入口（用户更正为quen，非qeun/quun）；曲主拆分由＋丨及qup/qupa保留；取queq和区quwn/ouwn保留。；第83条最终补充裁决：曲改以囗首拆、竖末根（完整拆分囗＋横＋丨＋丨），que为三简、quea为主码；quen/quex为其他末根容错，旧qup/qupa由＋丨改作兼容入口。鸲quwy调整为鸲、斪、气煞我也、鴝。本补充覆盖第83条此前关于曲主拆分保留的描述。	2026-09-07T21:55:08+10:00	3处换字、3处新增全码；4条曲容错登记	024323c6de7f5be2bce181b46ba1c0c5837f0a4fea20489300ba58a3b33cf9e3	14c2816ccce5de8df93682cf3b06d8042f7c8d7725fabf33bf3e798506f09a7a
P0077-03	83，取区鸲简码及曲容错	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1无理码表.tsv	tsv	简码调整及新增容错	qu区 quw鸲 que取	取 区 鸲 曲	qu取 quw区 que曲 quen quea quex	取 区 曲	1	qu给取、quw给区；鸲撤quw，保留全码quwy首选。曲增加que、quen、quea、quex四个首选容错入口（用户更正为quen，非qeun/quun）；曲主拆分由＋丨及qup/qupa保留；取queq和区quwn/ouwn保留。；第83条最终补充裁决：曲改以囗首拆、竖末根（完整拆分囗＋横＋丨＋丨），que为三简、quea为主码；quen/quex为其他末根容错，旧qup/qupa由＋丨改作兼容入口。鸲quwy调整为鸲、斪、气煞我也、鴝。本补充覆盖第83条此前关于曲主拆分保留的描述。	2026-09-07T21:55:08+10:00	3处换字、3处新增全码；4条曲容错登记	e4b044061033a18a80c6ce478b9cc4878617e3ce51bde586342a3eb1f9abcb9c	4334c349dbd6b59e1190a034ab35877fbdd1eb1873bec65b6b353663533a0943
P0077-04	83，曲主拆分最终裁决	已修复	work/重开工程/02_规范拆分/最终规范拆分表_待核验.tsv	tsv	主拆分修正	由＋丨	曲	囗＋横＋丨＋丨	曲	quea主码	第83条最终补充裁决：曲改以囗首拆、竖末根（完整拆分囗＋横＋丨＋丨），que为三简、quea为主码；quen/quex为其他末根容错，旧qup/qupa由＋丨改作兼容入口。鸲quwy调整为鸲、斪、气煞我也、鴝。本补充覆盖第83条此前关于曲主拆分保留的描述。	2026-09-07T21:57:08+10:00	先框末竖	7c2ec3c85ef3c668be7e9994dee348f18766758b4a0f366b316df14a95c39743	5e16d17e8e36c41373dd67169b65758d8256c7785f950d925111005d7923a778
P0078-01	84，顶与丁调整简码：三简dky由丁改给顶，丁退回全码dkyy；顶原全码dkyz保留。其他候选顺序不变，计入0.9.1至1.0维护。	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	txt	三简换字	dky	丁	dky	顶	1	84，顶与丁调整简码：三简dky由丁改给顶，丁退回全码dkyy；顶原全码dkyz保留。其他候选顺序不变，计入0.9.1至1.0维护。	2026-09-08T03:37:15.566058+10:00	三简顶，丁退全码	4d473396777ea046e89c979c83e5a793ff871f52475338e6298b690c886f7da9	cf36a153ad565e4dfd28c127d1f7d2f1555b70a947615f55cae68d74bfc61a3c
P0078-02	84，顶与丁调整简码：三简dky由丁改给顶，丁退回全码dkyy；顶原全码dkyz保留。其他候选顺序不变，计入0.9.1至1.0维护。	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	txt	三简换字	dky	丁	dky	顶	1	84，顶与丁调整简码：三简dky由丁改给顶，丁退回全码dkyy；顶原全码dkyz保留。其他候选顺序不变，计入0.9.1至1.0维护。	2026-09-08T03:37:15.567063+10:00	三简顶，丁退全码	14c2816ccce5de8df93682cf3b06d8042f7c8d7725fabf33bf3e798506f09a7a	cda05b2fda7b51faf56e9337fc066449cdeefe1e9f71dc960e1969288df0bd45
P0079-01	85，llzi量子提至首选，候选依次为量子、两字、梁子、良子；其余编码不变。计入0.9.1至1.0维护。	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	txt	候选调序	llzi	两字 量子 梁子 良子	llzi	量子 两字 梁子 良子	1	85，llzi量子提至首选，候选依次为量子、两字、梁子、良子；其余编码不变。计入0.9.1至1.0维护。	2026-09-08T16:11:21.596737+10:00	量子首选，其他候选保持相对顺序	cda05b2fda7b51faf56e9337fc066449cdeefe1e9f71dc960e1969288df0bd45	1f1884b5e8557fe46f9a6803e520914e4a6de0189795c8e9cfb50529b13392dd
P0080-01	86，圆与园调整简码：三简yre由园改给圆，园退回全码yrea首选；圆原全码yrez保留，yrea其余候选酛、圎、圓、園保持原序。计入0.9.1至1.0维护。	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	txt	三简换字	yre	园	yre	圆	1	86，圆与园调整简码：三简yre由园改给圆，园退回全码yrea首选；圆原全码yrez保留，yrea其余候选酛、圎、圓、園保持原序。计入0.9.1至1.0维护。	2026-09-08T17:19:33.844340+10:00	三简圆，园退全码	cf36a153ad565e4dfd28c127d1f7d2f1555b70a947615f55cae68d74bfc61a3c	b61e99cea2b1b7edee9ff193a8de6085041ad570484c76a48db1c809ed4acfb8
P0080-02	86，圆与园调整简码：三简yre由园改给圆，园退回全码yrea首选；圆原全码yrez保留，yrea其余候选酛、圎、圓、園保持原序。计入0.9.1至1.0维护。	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	txt	三简换字	yre	园	yre	圆	1	86，圆与园调整简码：三简yre由园改给圆，园退回全码yrea首选；圆原全码yrez保留，yrea其余候选酛、圎、圓、園保持原序。计入0.9.1至1.0维护。	2026-09-08T17:19:33.844340+10:00	三简圆，园退全码	1f1884b5e8557fe46f9a6803e520914e4a6de0189795c8e9cfb50529b13392dd	a451b48ec40361a7f10ec95c5cf027834ba48f0bee7e00c1a9130c8bc2eb9b52
