a=1,也
yka=1,影
ykai=1,英爱
ykan=1,应按
ykao=1,硬凹
ykb=1,颖
ykba=1,应把
ykba=2,赢把
ykbb=1,迎宾
ykbc=1,硬包
ykbd=1,莹白
ykbf=1,英本
ykbh=1,英镑
ykbi=1,硬币
ykbi=2,硬逼
ykbi=3,硬笔
ykbj=1,硬板
ykbj=2,英版
ykbj=3,营办
ykbk=1,应兵
ykbk=2,英兵
ykbm=1,应变
ykbn=1,瘿
ykbn=2,应标
ykbn=3,英标
ykbo=1,英博
ykbr=1,颍
ykbr=2,颖
ykbt=1,一刻不停
ykbu=1,营部
ykbv=1,一客不烦二主
ykbv=2,一看便知
ykbw=1,应被
ykbw=2,硬背
ykc=1,英
ykc=2,莹
ykc=3,洋快餐
ykcc=1,莹草
ykcd=1,英才
ykcd=2,硬菜
ykcf=1,䓨
ykcg=1,硬蹭
ykch=1,荧
ykci=1,萤
ykcj=1,蓥
ykck=1,营
ykcl=1,应从
ykcn=1,莺
ykcs=1,应从
ykct=1,茔
ykcu=1,荥
ykcv=1,盈翠
ykcx=1,萦
ykcy=1,英寸
ykcy=2,莹
ykcy=3,英
ykcz=1,硬凑
ykd=1,瀛
ykd=2,一看到
ykd=3,要看到
ykd=4,医科大
ykda=1,应答
ykda=2,硬打
ykda=3,英打
ykdc=1,应道
ykdc=2,应到
ykdd=1,映带
ykde=1,赢得
ykde=2,应得
ykdf=1,瀛
ykdh=1,应当
ykdh=2,濙
ykdh=3,有空的话
ykdi=1,营地
ykdi=2,影帝
ykdi=3,迎敌
ykdi=4,应敌
ykdj=1,影单
ykdj=2,硬蛋
ykdk=1,硬顶
ykdk=2,泂
ykdk=3,瀯
ykdk=4,赢定
ykdl=1,应道
ykdl=2,应到
ykdm=1,溁
ykdm=2,赢点
ykdn=1,影调
ykdn=2,影雕
ykdn=3,一口毒奶
ykdp=1,影碟
ykdp=2,硬蝶
ykdp=3,硬碟
ykdr=1,英短
ykds=1,英东
ykdu=1,硬度
ykdu=2,郢都
ykdv=1,应对
ykdv=2,硬怼
ykdw=1,硬打
ykdw=2,英打
ykdx=1,潆
ykdx=2,医科大学
ykdy=1,滢
ykdy=2,影遁
ykdz=1,英斗
ykdz=2,影都
yke=1,一块儿
eke=1一块儿
yked=1,一哭二闹三上吊
ykee=1,硬腭
yken=1,一哭二闹
ykeq=1,一口恶气
yker=1,婴儿
yker=2,影儿
ykex=1,掩口而笑
ykex=2,御空而行
ykey=1,一哭二闹三上悠亚
ykf=1,撄
ykf=2,一口饭
ykfa=1,英法
ykfa=2,应发
ykff=1,应分
ykff=2,营分
ykfg=1,迎风
ykfh=1,营房
ykfh=2,英方
ykfh=3,鹰坊
ykfn=1,撄
ykfr=1,一口否认
ykfu=1,应付
ykfu=2,应负
ykfv=1,亦可覆舟
ykfw=1,英菲
ykfz=1,应否
ykg=1,鹰
ykg=2,膺
ykga=1,应
ykgc=1,硬搞
ykgd=1,应该
ykgd=2,硬改
ykge=1,莺歌
ykgh=1,硬刚
ykgi=1,英规
ykgj=1,硬干
ykgj=2,应感
ykgl=1,荧光
ykgl=2,硬广
ykgl=3,赢光
ykgn=1,鹰
ykgo=1,英国
ykgo=2,膺
ykgo=3,赢过
ykgp=1,英冠
ykgp=2,缨冠
ykgr=1,英冠
ykgr=2,缨冠
ykgs=1,硬功
ykgs=2,硬弓
ykgu=1,瑛姑
ykgu=2,硬骨
ykgv=1,英规
ykgw=1,应给
ykgx=1,应卦
ykgz=1,鹰钩
ykgz=2,赢够
ykgz=3,营构
ykgz=4,营营苟苟
ykh=1,圆括号
ykhb=1,一颗红心两手准备
ykhc=1,英豪
ykhd=1,婴孩
ykhe=1,迎合
ykhe=2,硬核
ykhe=3,应和
ykhe=4,硬盒
ykhh=1,英航
ykhj=1,硬汉
ykhj=2,硬撼
ykhj=3,英汉
ykhk=1,萦怀
ykhl=1,英皇
ykhl=2,掩口葫芦
ykho=1,萤火
ykho=2,荧惑
ykho=3,营火
ykho=4,硬货
ykhr=1,应还
ykhr=2,瀛寰
ykhs=1,映红
ykhu=1,影虎
ykhu=2,蝇虎
ykhv=1,赢回
ykhv=2,萦回
ykhv=3,潆洄
ykhx=1,樱花
ykhx=2,硬化
ykhx=3,映画
ykhy=1,英魂
ykhy=2,优酷会员
ykhz=1,影后
ykhz=2,迎候
ykhz=3,应侯
yki=1,蝇
yki=2,遥控车
ykia=1,硬茬
ykic=1,英超
ykid=1,蝇
ykie=1,硬扯
ykif=1,映衬
ykig=1,应承
ykig=2,硬撑
ykig=3,影城
ykih=1,影长
ykii=1,英尺
ykil=1,硬闯
ykio=1,影绰
ykio=2,②
ykio=3,③
ykio=4,影影绰绰
ykir=1,颍川
ykiu=1,映出
ykiv=1,樱吹
ykiy=1,迎春
ykiz=1,应酬
ykiz=2,一口吃成胖子
ykiz=3,一口吃成个胖子
ykj=1,锳
ykj=2,一看见
ykj=3,一口价
ykjb=1,应尽
ykjb=2,有口皆碑
ykjd=1,一看就知道
ykjf=1,应道
ykjf=2,应道：“
ykjh=1,一看就会
ykji=1,应急
ykji=2,迎击
ykji=3,应激
ykji=4,影集
ykjj=1,一看究竟
ykjk=1,应景
ykjl=1,应将
ykjl=2,赢奖
ykjl=3,鹰酱
ykjm=1,硬件
ykjn=1,应缴
ykjn=2,鹰角
ykjp=1,迎接
ykjp=2,应届
ykjp=3,英杰
ykjp=4,硬解
ykjq=1,营救
ykjr=1,云开见日
ykju=1,英剧
ykju=2,影剧
ykju=3,一看就是
ykjv=1,一看就知
ykjx=1,赢家
ykjx=2,迎驾
ykjx=3,硬甲
ykjx=4,英甲
ykjy=1,英俊
ykjy=2,锳
ykjy=3,英军
ykjy=4,鹰郡
ykjy=5,眼看就要
ykja=1,眼看就要
ykjz=1,硬件
ykk=1,婴
ykk=2,鹦
ykk=3,一开口
ykk=4,一颗颗
ykka=1,英卡
ykkc=1,应考
ykkc=2,迎考
ykkd=1,英凯
ykke=1,郢
ykke=2,硬壳
ykke=3,映客
ykkf=1,罂
ykkh=1,硬抗
ykkh=2,硬扛
ykkj=1,应看
ykkk=1,硬块
ykkl=1,盈眶
ykkn=1,嘤
ykkn=2,鹦
ykkn=3,婴
ykks=1,硬控
ykks=2,荧空
ykku=1,影库
ykku=2,营窟
ykkv=1,盈亏
ykkv=2,赢亏
ykkx=1,硬夸
ykkz=1,营口
ykl=1,亚克力
ykla=1,硬拉
ykla=2,赢啦
yklb=1,英林
ykld=1,迎来
ykld=2,硬来
ykle=1,赢了
ykle=2,应了
ykle=3,硬了
ykle=4,迎了
yklf=1,英烈
yklh=1,硬朗
ykli=1,盈利
ykli=2,英里
yklj=1,樱兰
yklk=1,英灵
ykll=1,英两
ykll=2,尤克里里
yklm=1,楹联
ykln=1,硬料
yklo=1,璎珞
yklo=2,赢咯
yklo=3,缨络
yklp=1,英烈
yklq=1,影流
ykls=1,应龙
yklu=1,一颗老鼠屎
yklv=1,一颗老鼠屎，坏了一锅粥
yklv=2,一颗老鼠屎坏了一锅粥
yklw=1,营垒
yklx=1,一口老血
ykly=1,英伦
yklz=1,影楼
ykm=1,樱
ykm=2,楹
ykm=3,一口闷
ykma=1,赢吗
ykmb=1,英敏
ykmc=1,缨帽
ykmc=2,硬毛
ykmc=3,应卯
ykmd=1,英迈
ykme=1,赢么
ykmf=1,营门
ykmh=1,英盲
ykmi=1,影迷
ykmj=1,盈满
ykmk=1,英明
ykmk=2,英名
ykmm=1,迎面
ykmm=2,楹
ykmm=3,赢面
ykmm=4,硬面
ykmn=1,桜
ykmn=2,樱
ykmo=1,影魔
ykmo=2,英模
ykmr=1,盈满
ykmu=1,荧幕
ykmu=2,英亩
ykmu=3,樱木
ykmv=1,一颗明珠
ykmw=1,英美
ykmw=2,桯
ykmw=3,硬媒
ykmw=4,硬煤
ykmx=1,樱木
ykn=1,盈
ykn=2,有可能
ykn=3,也可能
ykn=4,有困难
ykna=1,应纳
yknb=1,有口难辩
yknd=1,樱乃
yknd=2,有可能的
yknf=1,有口难分
ykng=1,应能
yknh=1,有可能会
ykni=1,赢你
ykni=2,应拟
yknj=1,英男
yknk=1,嘤咛
yknk=2,婴宁
yknm=1,英年
yknm=2,盈
ykno=1,应诺
yknq=1,英牛
ykns=1,有可能是
ykns=2,也可能是
yknu=1,有可能是
yknu=2,也可能是
yknw=1,营内
ykny=1,有口难言
ykny=2,媖
ykny=3,有苦难言
yknz=1,英男
yko=1,影
ykon=1,媵
ykop=1,影
ykoy=1,映
ykpb=1,应聘
ykpb=2,硬拼
ykpc=1,硬泡
ykpd=1,硬派
ykpd=2,鹰派
ykpd=3,赢牌
ykpe=1,硬皮
ykpg=1,影棚
ykpg=2,硬碰
ykpi=1,硬皮
ykpj=1,硬盘
ykpj=2,营盘
ykpk=1,影评
ykpk=2,荧屏
ykpm=1,影片
ykpm=2,映片
ykpn=1,影票
ykpo=1,英魄
ykps=1,英魄
ykpu=1,英普
ykpw=1,英配
ykpx=1,影评
ykpx=2,荧屏
ykq=1,一口气
ykq=2,一块钱
ykq=3,遥控器
ykqb=1,迎亲
ykqi=1,硬气
ykqi=2,英气
ykqi=3,应期
ykqj=1,一刻千金
ykqk=1,迎请
ykql=1,硬抢
ykql=2,英强
ykqm=1,赢钱
ykqm=2,营前
ykqn=1,英桥
ykqp=1,硬切
ykqq=1,赢球
ykqr=1,鹰犬
ykqt=1,盈缺
ykqu=1,赢取
ykqu=2,迎娶
ykqu=3,营区
ykqy=1,又恐琼楼玉宇
ykrc=1,萦绕
ykrf=1,影人
ykrh=1,应让
ykri=1,英日
ykri=2,云开日出
ykri=3,映日
ykrj=1,莹然
ykrr=1,硬软
ykru=1,映入
ykrv=1,英瑞
ykry=1,莹润
yks=1,缨
yks=2,迎客松
yksd=1,硬塞
ykse=1,樱色
yksh=1,眼空四海
yksi=1,营私
yksn=1,缨
ykso=1,莺梭
ykso=2,影梭
yksr=1,硬酸
ykss=1,迎送
ykst=1,忆苦思甜
yksu=1,罂粟
yksy=1,鹰隼
ykt=1,一开头
ykt=2,一卡通
ykta=1,赢他
yktc=1,樱桃
yktc=2,硬套
yktd=1,映泰
ykte=1,英特
yktg=1,英腾
ykth=1,硬糖
ykti=1,硬体
yktj=1,影坛
yktk=1,硬挺
yktk=2,影厅
yktm=1,硬舔
ykto=1,硬拖
yktp=1,影铁
ykts=1,婴童
yktu=1,异口同声
yktx=1,一匡天下
ykty=1,异口同音
yktz=1,迎头
yktz=2,蝇头
yku=1,硬
yku=2,一开始
yku=3,又开始
yku=4,也开始
ykua=1,影杀
ykuc=1,应劭
ykud=1,一块石头落了地
ykud=2,一块石头落地
ykue=1,映射
ykue=2,影射
ykuf=1,迎神
ykug=1,应声
ykug=2,营生
ykug=3,硬
ykuh=1,硬伤
ykuh=2,迎上
ykuh=3,硬上
ykui=1,影视
ykui=2,硬是
ykui=3,应试
ykui=4,应是
ykuj=1,营山
ykuj=2,一开始就
ykuk=1,硬帅
ykuo=1,硬说
ykus=1,营山
ykus=2,一棵树上吊死
ykuu=1,英属
ykuu=2,应属
ykuu=3,樱树
ykuu=4,赢输
ykuv=1,应税
ykuv=2,硬水
ykux=1,硬刷
ykuz=1,营收
ykuz=2,应收
ykuz=3,应受
ykv=1,眼看着
ykv=2,迎着
ykv=3,夜空中
ykv=4,一刻钟
ykva=1,樱扎
ykvc=1,映照
ykvc=2,应召
ykvc=3,鹰爪
ykvc=4,应招
ykvd=1,营寨
ykve=1,迎着
ykve=2,映着
ykve=3,应着
ykve=4,硬着
ykvf=1,应诊
ykvg=1,应征
ykvg=2,嬴政
ykvh=1,营长
ykvh=2,营帐
ykvh=3,硬仗
ykvi=1,硬质
ykvi=2,硬直
ykvi=3,英制
ykvi=4,应知
ykvj=1,迎战
ykvj=2,应战
ykvj=3,影展
ykvk=1,应征
ykvk=2,嬴政
ykvk=3,硬拽
ykvl=1,硬装
ykvl=2,英壮
ykvr=1,英专
ykvs=1,营中
ykvs=2,映众
ykvs=3,英中
ykvu=1,樱珠
ykvu=2,②
ykvu=3,③
ykvu=4,营营逐逐
ykvx=1,鹰爪
ykvx=2,夜空中最亮的星
ykvz=1,瀛洲
ykvz=2,颍州
ykvz=3,郢州
ykvz=4,瀛州
ykw=1,赢
ykw=2,嬴
ykw=3,优酷网
ykwf=1,英文
ykwf=2,嬴
ykwh=1,鹰王
ykwh=2,英王
ykwj=1,赢完
ykwj=2,遥控玩具
ykwl=1,欲哭无泪
ykwl=2,以苦为乐
ykwn=1,璎
ykwn=2,嬴
ykwo=1,硬卧
ykwo=2,盈握
ykws=1,云开雾散
ykwu=1,鹦鹉
ykwu=2,英武
ykwu=3,硬物
ykww=1,应为
ykww=2,营卫
ykwx=1,有口无心
ykwy=1,瑛
ykwy=2,哑口无言
ykx=1,一颗心
ykx=2,右框线
ykxb=1,迎新
ykxi=1,影戏
ykxi=2,萦系
ykxi=3,硬席
ykxk=1,硬性
ykxk=2,影星
ykxl=1,影响
ykxl=2,影像
ykxl=3,映像
ykxl=4,映象
ykxm=1,应先
ykxm=2,影线
ykxm=3,应县
ykxm=4,硬线
ykxn=1,营销
ykxo=1,映秀
ykxo=2,颖秀
ykxp=1,影协
ykxp=2,英协
ykxp=3,影斜
ykxq=1,映秀
ykxq=2,颖秀
ykxr=1,应选
ykxs=1,英雄
ykxt=1,映雪
ykxt=2,赢学
ykxu=1,应许
ykxu=2,盈虚
ykxx=1,赢下
ykxy=1,影讯
yky=1,也可以
yky=2,又可以
ykya=1,影牙
ykyb=1,影音
ykyb=2,影印
ykyb=3,英音
ykyc=1,应邀
ykyc=2,硬要
ykyd=1,一口咬定
ykyd=2,也可以的
ykye=1,营业
ykye=2,影业
ykyf=1,应验
ykyf=2,鹰眼
ykyf=3,莺燕
ykyf=4,莺莺燕燕
ykyg=1,英语
ykyg=2,盈余
ykyg=3,应与
ykyg=4,应于
ykyh=1,营养
ykyh=2,越快越好
ykyh=3,眼眶一红
ykyi=1,应以
ykyi=2,英译
ykyj=1,应验
ykyj=2,鹰眼
ykyj=3,莺燕
ykyj=4,莺莺燕燕
ykyk=1,盈盈
ykyk=2,嘤嘤
ykyk=3,一口一口
ykyl=1,又苦又累
ykyn=1,又哭又闹
ykyr=1,影院
ykyr=2,应援
ykyr=3,营员
ykys=1,应用
ykys=2,英勇
ykys=3,一口咬死
ykyt=1,应约
ykyt=2,映月
ykyu=1,英语
ykyu=2,盈余
ykyu=3,应与
ykyu=4,应于
ykyv=1,又可以是一种
ykyx=1,又哭又笑
ykyy=1,应允
ykyy=2,营运
ykyy=3,应运
ykyz=1,应有
ykyz=2,应由
ykz=1,迎
ykzc=1,营造
ykzd=1,应在
ykzd=2,映在
ykze=1,迎
ykzh=1,营葬
ykzi=1,影子
ykzi=2,英姿
ykzj=1,缨簪
ykzl=1,影踪
ykzl=2,英宗
ykzl=3,有空再聊
ykzo=1,硬座
ykzo=2,应做
ykzo=3,应作
ykzs=1,影踪
ykzs=2,英宗
ykzv=1,鹰嘴
ykzz=1,有空子可钻
yl=1,有了
yl=2,原来
yl=3,以来
yl=4,月亮
ylb=1,一两百
ylb=2,一览表
ylb=3,易拉宝
ylb=4,银铃般
ylba=1,疑虑不安
ylbb=1,有利必有弊
ylbd=1,意料不到
ylbd=2,屹立不倒
ylbg=1,有理不在声高
ylbg=2,娱乐八卦
ylbg=3,一两百个
ylbh=1,于理不合
ylbi=1,眼泪巴叉
ylbj=1,一鳞半甲
ylbj=2,医疗保健
ylbl=1,一了百了
ylbq=1,音乐播放器
ylbr=1,于理不容
ylbu=1,一路飙升
ylbu=2,原来不是
ylbv=1,一鳞半爪
ylbx=1,医疗保险
ylbx=2,养老保险
ylby=1,一脸鄙夷
ylbz=1,有两把刷子
ylc=1,一两次
ylcb=1,雅鲁藏布
ylce=1,一脸错愕
ylcg=1,欲练此功
ylcg=2,欲练此功，必先自宫
ylch=1,以蠡测海
ylcj=1,雅鲁藏布江
ylcq=1,犹怜草木青
ylcs=1,一脸菜色
ylcu=1,有力措施
ylcu=2,压力测试
yld=1,原来的
yld=2,一类的
yld=3,预料到
yld=4,压力大
yldb=1,迎来大变
yldd=1,永乐大典
ylde=1,有了点儿
yldg=1,引力弹弓
yldh=1,舆论大哗
yldj=1,严厉打击
yldj=2,以老大自居
yldr=1,以礼待人
yldu=1,娱乐大师
yldv=1,一两点钟
yldw=1,由里到外
yldw=2,医疗单位
yldx=1,耶鲁大学
yldx=2,一流大学
yldx=3,月亮代表我的心
yleg=1,一掠而过
yleq=1,一来二去
yleu=1,一雷二闪
ylev=1,扬了二正
ylew=1,一来二往
ylew=2,引领而望
ylf=1,医疗费
ylf=2,英伦风
ylf=3,养路费
ylff=1,议论纷纷
ylff=2,阅历丰富
ylfh=1,原路返回
ylfi=1,一路风尘
ylfq=1,月朗风清
ylfr=1,以理服人
ylfs=1,引领风骚
ylfu=1,议论风生
ylfv=1,圆颅方趾
ylfv=2,一两分钟
ylfx=1,一轮复习
ylfy=1,医疗费用
ylg=1,有了个
ylg=2,有两个
ylg=3,一两个
ylg=4,易拉罐
ylgd=1,用力过度
ylgg=1,叶落归根
ylgj=1,舆论工具
ylgl=1,一浪高过一浪
ylgl=2,一路过来
ylgm=1,用力过猛
ylgr=1,一两个人
ylgv=1,一两个钟
ylgw=1,与狼共舞
ylgy=1,一两个月
ylgy=2,羊了个羊
ylgz=1,一两个字
ylh=1,一两回
ylh=2,油老虎
ylh=3,音乐会
ylh=4,音乐盒
ylhb=1,一礼还一拜
ylhd=1,娱乐活动
ylhd=2,压力很大
ylhd=3,一路火花带闪电
ylhj=1,远来和尚好看经
ylhk=1,羊落虎口
ylhm=1,预留号码
ylhm=2,赢了会所嫩模
ylhr=1,舆论哗然
ylhr=2,一轮红日
ylhs=1,一路货色
ylhv=1,有了好转
ylhx=1,一脸坏笑
ylhy=1,原来还有
ylhz=1,鱼龙混杂
yli=1,一连串
yli=2,一辆车
yli=3,游乐场
ylia=1,以乐衬哀
ylib=1,因利乘便
ylid=1,一力承担
ylid=2,一力承当
ylie=1,月里嫦娥
ylif=1,严厉处罚
ylig=1,预览窗格
ylii=1,疑虑重重
ylil=1,引领潮流
ylil=2,有力出力
ylis=1,娱乐场所
ylis=2,游乐场所
ylit=1,优良传统
ylit=2,一路畅通
yliu=1,阴冷潮湿
yliv=1,严厉惩治
ylix=1,远离尘嚣
yliy=1,以劣充优
ylj=1,一两句
ylj=2,养老金
ylj=3,眼力见
ylj=4,压路机
yljd=1,舆论监督
ylje=1,眼力见儿
ylje=2,眼力劲儿
yljf=1,医疗纠纷
yljg=1,医疗机构
yljh=1,一两句话
yljj=1,因陋就简
yljj=2,月亮姐姐
yljl=1,一浪接一浪
yljl=2,一浪接着一浪
yljm=1,有利局面
yljq=1,以乐景衬哀情
yljt=1,一连几天
ylju=1,以卵击石
yljv=1,雨露均沾
yljv=2,有力见证
yljw=1,云龙井蛙
yljx=1,原力觉醒
ylk=1,伊拉克
ylk=2,音乐课
ylk=3,医疗卡
ylkb=1,一路狂奔
ylkf=1,易洛魁族式取火法
ylkg=1,忧劳可以兴国
ylkm=1,咽了口唾沫
ylkm=2,援老抗美
ylks=1,伊莱克斯
ylks=2,亚历克斯
ylkt=1,有利可图
ylkt=2,原理框图
ylku=1,压力克数
ylkv=1,伊拉克战争
ylkx=1,一脸苦相
yll=1,一缕缕
yll=2,又来了
yll=3,迎来了
yllh=1,园林绿化
yllm=1,一脸冷漠
yllm=2,要了老命
yllu=1,一粒老鼠屎
yllu=2,幽灵猎手
yllv=1,一粒老鼠屎，坏了一锅粥
yllv=2,一粒老鼠屎坏了一锅粥
yllx=1,一路领先
ylm=1,一厘米
ylm=2,一两秒
ylm=3,有礼貌
ylm=4,一两名
ylmb=1,一脸懵逼
ylme=1,月亮门儿
ylmf=1,雨林木风
ylmg=1,英伦玫瑰
ylmh=1,一脸迷惑
ylml=1,倚老卖老
ylml=2,要了命了
ylmm=1,一脸迷茫
ylmn=1,压力马斯内
ylmr=1,一脸茫然
ylmu=1,娱乐模式
ylmv=1,一两秒钟
ylmx=1,娱乐明星
ylmy=1,有了没有
ylmy=2,原来没有
ylmz=1,渔猎民族
yln=1,一两年
yln=2,依了你
yln=3,阳历年
ylnf=1,一路逆风
ylng=1,原来那个
ylnn=1,一两年内
ylns=1,伊利诺斯
ylnx=1,原来那些
ylny=1,伊利诺伊
ylny=2,原来你也
ylny=3,一路碾压
ylp=1,饮料瓶
ylp=2,袁隆平
ylp=3,娱乐片
ylpa=1,一路平安
ylpd=1,音乐频道
ylpd=2,娱乐频道
ylph=1,盂兰盆会
ylpp=1,严厉批评
ylpu=1,一路攀升
ylpv=1,优良品种
ylq=1,娱乐圈
ylq=2,摇篮曲
ylqe=1,一连气儿
ylqi=1,一辆汽车
ylqj=1,玉露琼浆
ylqj=2,要留清白在人间
ylqm=1,意乱情迷
ylqm=2,要了亲命
ylqv=1,一落千丈
ylqx=1,医疗器械
ylqy=1,一缕青烟
ylr=1,音乐人
ylr=2,一路人
ylr=3,伊朗人
ylrc=1,原来如此
ylrc=2,缘来如此
ylrj=1,夜阑人静
ylru=1,引狼入室
ylrv=1,一脸认真
ylrz=1,眼里容不得沙子
ylrz=2,眼里揉不下沙子
yls=1,一两岁
yls=2,医疗所
yls=3,叶绿素
ylsb=1,伊丽莎白
ylsd=1,英伦三岛
ylsd=2,亚里斯多德
ylsl=1,耶路撒冷
ylsn=1,亚利桑那
ylsn=2,亚利桑纳
ylsv=1,养老送终
ylsv=2,亚利桑那州
ylsw=1,迎来送往
ylsx=1,依赖思想
ylt=1,一两天
ylt=2,预览图
ylt=3,音乐厅
ylt=4,鱼雷艇
yltd=1,有力推动
ylti=1,舆论调查
yltj=1,有利条件
yltj=2,音量调节
yltu=1,以卵投石
yltu=2,以雷霆万钧之势
yltx=1,一路同行
yltx=2,一路通行
ylu=1,一路上
ylu=2,原来是
ylu=3,阅览室
ylu=4,议论声
ylub=1,伊丽莎白
yluc=1,原来是词
ylud=1,亚历山大
ylud=2,压力山大
ylud=3,亚里士多德
yluf=1,一路顺风
ylug=1,医疗事故
yluh=1,一路生花
yluj=1,有利时机
ylul=1,涌了上来
ylul=2,赢了输了
ylum=1,意乱神迷
ylum=2,以例说明
ylun=1,原来是你
ylup=1,一流水平
yluq=1,有理说不清
ylut=1,异卵双胞胎
ylut=2,源濑氏佐田
yluu=1,衣来伸手
yluu=2,娱乐设施
yluu=3,游乐设施
yluu=4,医疗设施
yluy=1,原来是这样
ylv=1,意料中
ylv=2,一两种
ylvf=1,优劣之分
ylvh=1,英烈忠魂
ylvj=1,有力证据
ylvj=2,有了转机
ylvj=3,一脸震惊
ylvl=1,眼泪直流
ylvl=2,一路终老
ylvn=1,意料之内
ylvq=1,叶落知秋
ylvs=1,娱乐至死
ylvt=1,优良传统
ylvu=1,原来只是
ylvu=2,意料中事
ylvu=3,娱乐至上
ylvv=1,意料之中
ylvv=2,预料之中
ylvv=3,影流之主
ylvw=1,意料之外
ylvx=1,原来这些
ylvx=2,一览众山小
ylvx=3,娱乐中心
ylvy=1,原来这样
ylvz=1,原来这样子
ylvz=2,一粒种子
ylvz=3,元流之子
ylw=1,远离
ylw=2,原谅我
ylw=3,阎罗王
ylw=4,议论文
ylwg=1,一脸无辜
ylwh=1,以邻为壑
ylwh=2,有利无害
ylwh=3,有来无回
ylwi=1,眼帘微垂
ylwl=1,云里雾里
ylwl=2,原谅我不厚道的笑了
ylwn=1,一脸无奈
ylwq=1,有来无去
ylwt=1,遗留问题
ylwu=1,与邻为善
ylwu=2,医疗卫生
ylww=1,眼泪汪汪
ylwx=1,一溜歪斜
ylwy=1,一览无余
ylwy=2,一览无遗
ylwz=1,游乐王子
ylx=1,依赖性
ylx=2,有了些
ylx=3,一两下
ylx=4,有良心
ylxb=1,一路向北
ylxc=1,以类相从
ylxd=1,以礼相待
ylxf=1,游龙戏凤
ylxf=2,有了想法
ylxg=1,眼露凶光
ylxh=1,一力降十会
ylxh=2,一路下滑
ylxi=1,月落星沉
ylxj=1,音乐学家
ylxk=1,一流学科
ylxl=1,遗留下来
ylxl=2,以泪洗脸
ylxm=1,以泪洗面
ylxp=1,一路小跑
ylxp=2,一溜小跑
ylxq=1,一路向前
ylxq=2,一脸嫌弃
ylxq=3,咽了下去
ylxs=1,尤利西斯
ylxu=1,一两小时
ylxv=1,游龙戏珠
ylxw=1,娱乐新闻
ylxw=2,医疗行为
ylxx=1,月朗星稀
ylxx=2,一路向西
ylxy=1,音乐学院
ylxz=1,有两下子
yly=1,越来越
yly=2,愈来愈
yly=3,有利于
yly=4,养老院
ylya=1,越来越暗
ylyb=1,有利有弊
ylyd=1,越来越多
ylyd=2,越来越大
ylyd=3,摇了摇脑袋
ylye=1,又冷又饿
ylyf=1,一楼一凤
ylyg=1,有了一个
ylyg=2,越来越高
ylyh=1,越来越好
ylyh=2,一来一回
ylyh=3,有来有回
ylyi=1,越来越差
ylyi=2,咬了咬嘴唇
ylyi=3,越来越长
ylyj=1,有理有据
ylyj=2,由来已久
ylyj=3,越来越近
ylyk=1,又累又困
ylyk=2,越来越快
ylyl=1,一愣一愣
ylyl=2,舆论压力
ylyl=3,娱乐娱乐
ylym=1,越来越慢
ylym=2,一帘幽梦
ylyn=1,越来越难
ylyn=2,愈来愈浓
ylyq=1,妖里妖气
ylyq=2,越来越强
ylyq=3,游来游去
ylyq=4,一来一去
ylyr=1,一冷一热
ylyr=2,越来越热
ylys=1,有利因素
ylyt=1,摇了摇头
ylyu=1,越来越少
ylyu=2,一老一少
ylyu=3,原来也是
ylyv=1,有零有整
ylyw=1,有来有往
ylyw=2,一来一往
ylyx=1,越来越像
ylyx=2,越来越小
ylyy=1,一劳永逸
ylyy=2,越来越远
ylyy=3,咬了咬牙
ylyz=1,越来越糟
ylyz=2,原力与你同在
ylz=1,一揽子
ylz=2,野路子
ylz=3,阳离子
ylzb=1,雅鲁藏布
ylzd=1,夜郎自大
ylzf=1,优良作风
ylzg=1,一路走高
ylzh=1,一路走好
ylzh=2,一路走到黑
ylzj=1,雅鲁藏布江
ylzl=1,一路走来
ylzl=2,有龙则灵
ylzv=1,以利再战
ylzw=1,油料作物
ylzx=1,有理走遍天下
ylzy=1,言论自由
ym=1,优美
ym=2,以免
ym=3,眼眸
ym=4,郁闷
ymb=1,有毛病
ymb=2,一米八
ymb=3,亚麻布
ymbb=1,一毛不拔
ymbd=1,延绵不断
ymbf=1,也没办法
ymbj=1,延绵不绝
ymbl=1,一秒变脸
ymbm=1,圆满闭幕
ymbu=1,一瞑不视
ymby=1,也没必要
ymbz=1,玉米棒子
ymc=1,油麦菜
ymc=2,益母草
ymd=1,优美的
ymd=2,圆满的
ymd=3,也没得
ymd=4,一面倒
ymdb=1,已买到的宝贝
ymdd=1,有目的的
ymdf=1,玉米淀粉
ymdf=2,幽冥地府
ymdh=1,圆满的句号
ymdi=1,夜幕低垂
ymdi=2,油门当刹车
ymdj=1,颜面丢尽
ymdm=1,以命抵命
ymdm=2,一命抵一命
ymdq=1,越陌度阡
ymdu=1,郁闷的是
ymdx=1,一马当先
ymdx=2,油焖大虾
yme=1,爷们儿
yme=2,伊妹儿
ymel=1,迎面而来
ymeq=1,掩面而泣
ymeu=1,一命二运三风水
ymeu=2,一命二运三风水，四积阴德五读书
ymeu=3,英明一世
ymeu=4,一命二运三风水四积阴德五读书
ymey=1,一命二运三风水，四积阴德五读书，六名七相八敬神，九交贵人十养生
ymf=1,英美法
ymf=2,移民法
ymfc=1,雨沐风餐
ymfm=1,羽毛丰满
ymfq=1,幽默风趣
ymfq=2,月明风清
ymfx=1,英美法系
ymg=1,幽默感
ymg=2,玉门关
ymg=3,雁门关
ymgd=1,有目共睹
ymgd=2,榆木疙瘩
