a=1,啊
wupj=2,无盘
wupk=1,武平
wupk=2,无凭
wupm=1,五篇
wupm=2,望山跑死马
wupo=1,巫婆
wupp=1,毋
wuqh=1,晤
wuqi=1,武器
wuqi=2,雾气
wuqi=3,无期
wuqk=1,无情
wuqk=2,乌青
wuqk=3,武清
wuql=1,物伤其类
wuqm=1,五千
wuqm=2,屋前
wuqn=1,吴桥
wuqp=1,旿
wuqp=2,务
wuqp=3,雾切
wuqq=1,务求
wuqr=1,无权
wuqs=1,无穷
wuqt=1,无缺
wuqt=2,温室气体
wuqu=1,误区
wuqu=2,无趣
wuqu=3,万水千山
wuqu=4,舞曲
wurc=1,勿扰
wurf=1,无人
wurf=2,误认
wurf=3,物是人非
wurh=1,焐
wuri=1,五日
wuri=2,无日
wurj=1,污染
wurm=1,往事如梦
wurr=1,戊
wurr=2,㷻
wurr=3,熓
wurr=4,䉑
wuru=1,侮辱
wuru=2,误入
wuru=3,污辱
wury=1,万事如意
wury=2,往事如烟
wury=3,箼
wusc=1,骛
wuse=1,物色
wuse=2,无色
wusf=1,往事随风
wusg=1,庑
wusg=2,武僧
wusg=3,䨁
wush=1,痦
wusi=1,无私
wusi=2,捂死
wusi=3,五四
wusj=1,五三
wusj=2,雾散
wusj=3,未上锁的房间
wusk=1,午时三刻
wuso=1,无所
wuso=2,无锁
wusr=1,无算
wusr=2,鶩
wusr=3,熃
wusr=4,䳱
wusr=5,廡
wusr=6,騖
wusr=7,误算
wuss=1,武松
wuss=2,雾凇
wust=1,无伤速通
wusu=1,乌苏
wusy=1,无损
wusy=2,鹜
wusy=3,污损
wusy=4,嵍
wusy=5,㽾
wusz=1,婺
wuta=1,无他
wutd=1,舞台
wutd=2,五台
wuth=1,无糖
wuth=2,五趟
wuti=1,物体
wuti=2,无题
wuti=3,无事退朝
wutj=1,物探
wutk=1,舞厅
wuto=1,圬
wuto=2,午托
wutr=1,舞团
wutr=2,塢
wuts=1,梧桐
wuts=2,无痛
wuts=3,武统
wuts=4,网上投诉
wutt=1,五世同堂
wutt=2,我说停停
wutu=1,无图
wutu=2,无土
wutu=3,无绳跳绳
wutw=1,为时太晚
wutx=1,外设天下
wuty=1,坞
wutz=1,捂头
wutz=2,屋头
wutz=3,无头
wuua=1,误杀
wuua=2,五杀
wuub=1,万世师表
wuub=2,禑
wuud=1,网上书店
wuue=1,屋舍
wuue=2,无赦
wuue=3,唯手熟尔
wuuf=1,无神
wuuf=2,武神
wuuf=3,无事生非
wuug=1,无声
wuug=2,无绳
wuug=3,武生
wuuh=1,吾
wuuh=2,误伤
wuuh=3,无上
wuuh=4,无伤
wuui=1,无视
wuui=2,巫师
wuui=3,五十
wuui=4,武士
wuui=5,务实
wuui=6,无时
wuui=7,误事
wuui=8,舞狮
wuui=9,误食
wuui=10,午时
wuui=11,无事
wuuj=1,误删
wuuj=2,勿删
wuuj=3,无删
wuuj=4,无手射精
wuuj=5,巫山
wuul=1,无双
wuul=2,五双
wuup=1,郚
wuup=2,逜
wuus=1,万事顺遂
wuuu=1,无数
wuuu=2,五
wuuu=3,武术
wuuu=4,巫术
wuuv=1,污水
wuuv=2,午睡
wuuv=3,雾水
wuux=1,无刷
wuux=2,五刷
wuuy=1,万事胜意
wuuy=2,万事顺意
wuuz=1,无首
wuuz=2,捂手
wuuz=3,为时尚早
wuvc=1,无照
wuvc=2,武曌
wuvd=1,为数众多
wuvd=2,武术指导
wuvd=3,完善制度
wuve=1,捂着
wuve=2,舞者
wuve=3,武者
wuvf=1,误诊
wuvf=2,乌镇
wuvg=1,无证
wuvg=2,物证
wuvh=1,㹳
wuvh=2,五张
wuvh=3,无章
wuvi=1,物质
wuvi=2,无知
wuvi=3,五指
wuvi=4,武陟
wuvl=1,武装
wuvl=2,雾状
wuvm=1,五十知天命
wuvn=1,五十周年
wuvo=1,污浊
wuvq=1,外生殖器
wuvs=1,物种
wuvs=2,屋中
wuvu=1,无助
wuvu=2,捂住
wuvu=3,屋主
wuvw=1,万兽之王
wuvw=2,温水煮青蛙
wuvz=1,五洲
wuvz=2,梧州
wuwc=1,恶
wuwd=1,屋外
wuwd=2,物外
wuwh=1,无望
wuwh=2,勿忘
wuwh=3,舞王
wuwh=4,䦜
wuwj=1,五万
wuwj=2,万寿无疆
wuwk=1,无时无刻
wuwq=1,瓮声瓮气
wuwq=2,晚睡晚起
wuwu=1,呜呜
wuwu=2,无误
wuwu=3,污物
wuwv=1,无始无终
wuww=1,无畏
wuww=2,万事万物
wuww=3,畏首畏尾
wuww=4,无味
wuww=5,无谓
wuww=6,无为
wuww=7,武威
wuwx=1,无声无息
wuwx=2,微生物学
wuwx=3,雾山五行
wuwy=1,为时晚矣
wuwy=2,卫生委员
wuwy=3,无实物表演
wuwz=1,无时无刻不在
wuxb=1,无心
wuxb=2,误信
wuxd=1,无事献殷勤，非奸即盗
wuxg=1,芜
wuxg=2,莁
wuxi=1,无锡
wuxi=2,无息
wuxi=3,巫溪
wuxj=1,芴
wuxk=1,无形
wuxk=2,悟性
wuxk=3,五行
wuxk=4,武行
wuxk=5,五星
wuxk=6,无性
wuxl=1,五香
wuxl=2,物像
wuxl=3,物象
wuxm=1,无限
wuxm=2,无线
wuxm=3,诬陷
wuxn=1,无效
wuxn=2,武校
wuxn=3,茣
wuxp=1,无邪
wuxp=2,舞鞋
wuxq=1,午休
wuxq=2,无休
wuxq=3,无修
wuxq=4,无事献殷勤
wuxr=1,蕪
wuxr=2,误选
wuxs=1,吾兄
wuxt=1,武学
wuxu=1,无需
wuxu=2,无须
wuxu=3,无序
wuxu=4,务虚
wuxv=1,委身现状
wuxx=1,无暇
wuxx=2,武侠
wuxx=3,无瑕
wuxy=1,五旬
wuxy=2,温室效应
wuxy=3,温声细语
wuya=1,乌鸦
wuya=2,屼
wuya=3,无涯
wuya=4,鼿
wuyb=1,无垠
wuyb=2,戊寅
wuyb=3,五音
wuyc=1,勿要
wuyc=2,巫妖
wuyd=1,午时已到
wuye=1,午夜
wuye=2,呜咽
wuye=3,物业
wuye=4,无业
wuyg=1,我是一个
wuyg=2,吾谁与归
wuyh=1,无恙
wuyh=2,鼯
wuyh=3,峿
wuyh=4,握手言和
wuyh=5,鯃
wuyi=1,无疑
wuyi=2,无意
wuyi=3,无益
wuyi=4,五一
wuyi=5,无异
wuyi=6,武艺
wuyi=7,五亿
wuyi=8,无以
wuyi=9,巫医
wuyi=10,武夷
wuyi=11,武义
wuyj=1,无言
wuyj=2,屋檐
wuyj=3,误伤友军
wuyj=4,午宴
wuyj=5,无烟
wuyj=6,岉
wuyk=1,无影
wuyk=2,晚上有空
wuyp=1,邬
wuyq=1,无事一身轻
wuyr=1,无缘
wuyr=2,五元
wuyr=3,勿施于人
wuyr=4,嵨
wuyr=5,鰞
wuyr=6,婺源
wuys=1,无用
wuys=2,误用
wuys=3,毋庸
wuyt=1,五月
wuyt=2,五岳
wuyu=1,无语
wuyu=2,无欲
wuyu=3,物语
wuyu=4,物欲
wuyw=1,为时已晚
wuyx=1,我试一下
wuyy=1,乌云
wuyy=2,乌
wuyy=3,无云
wuyy=4,巫山云雨
wuyy=5,往事已矣
wuyz=1,无忧
wuza=1,芜杂
wuzb=1,我上早八
wuze=1,无责
wuzg=1,妩
wuzg=2,娬
wuzg=3,䟼
wuzh=1,五脏
wuzh=2,娪
wuzi=1,屋子
wuzi=2,物资
wuzi=3,污渍
wuzi=4,舞姿
wuzi=5,兀自
wuzo=1,无座
wuzo=2,仵作
wuzr=1,嫵
wuzr=2,无钻
wuzt=1,无师自通
wuzu=1,五组
wuzu=2,无阻
wuzv=1,无罪
wuzv=2,捂嘴
wuzw=1,乌贼
wuzw=2,躌
wvad=1,无障碍通道
wval=1,无障碍交流
wvbb=1,文质彬彬
wvbd=1,武装部队
wvbi=1,文章本天成
wvbj=1,违者必究
wvbj=2,为知笔记
wvbk=1,王之宝库
wvbp=1,稳赚不赔
wvbr=1,危重病人
wvbv=1,物质保障
wvbv=2,文章本天成，妙手偶得之
wvbz=1,我这辈子
wvcf=1,物质财富
wvcj=1,物质刺激
wvcm=1,物质层面
wvcm=2,为之侧目
wvcz=1,违章操作
wvdc=1,物主代词
wvdf=1,稳重大方
wvdh=1,无遮大会
wvdi=1,武装到牙齿
wvdj=1,围追堵截
wvdl=1,我知道了
wvdl=2,我找到了
wvdl=3,物质的量
wvdn=1,外置大脑
wvdp=1,稳中带皮
wvdr=1,为之动容
wvdv=1,武装斗争
wvdx=1,物质代谢
wvdx=2,为之动心
wvdy=1,物质待遇
wvdz=1,捂着肚子
wvfd=1,为之奋斗
wvff=1,王者风范
wvfi=1,误中副车
wvfk=1,违者罚款
wvfk=2,违章罚款
wvfq=1,万种风情
wvft=1,无政府状态
wvfy=1,无政府主义
wvfz=1,武装分子
wvgd=1,我真搞不懂
wvgg=1,文中广告
wvgl=1,王者归来
wvgl=2,物质鼓励
wvgm=1,万丈光芒
wvgq=1,外置光驱
wvgq=2,万丈高楼平地起
wvgu=1,文章盖世
wvgx=1,位置共享
wvgy=1,物质供应
wvhg=1,围着火炉吃西瓜
wvhi=1,万丈红尘
wvhu=1,为中华之崛起而读书
wvii=1,违章超车
wvit=1,武装冲突
wvjd=1,我只觉得
wvjg=1,网状结构
wvjh=1,物质交换
wvji=1,物质基础
wvji=2,武装警察
wvjl=1,物质奖励
wvju=1,无证驾驶
wvjv=1,违章建筑
wvjy=1,无照经营
wvjy=2,无证经营
wvkd=1,万兆宽带
wvkf=1,未置可否
wvkx=1,无章可循
wvll=1,武装力量
wvll=2,物质力量
wvly=1,物质利益
wvmt=1,吾之蜜糖
wvmu=1,王之蔑视
wvny=1,王者农药
wvpl=1,文章评论
wvpu=1,吾之砒霜
wvpv=1,违章拍照
wvqd=1,万众期待
wvqj=1,稳中求进
wvql=1,武装侵略
wvqu=1,稳中求胜
wvqy=1,物种起源
wvqy=2,武装起义
wvrq=1,武装入侵
wvry=1,王者荣耀
wvry=2,武装人员
wvsb=1,闻之色变
wvsd=1,为之所动
wvsq=1,武装色霸气
wvti=1,违章停车
wvtj=1,物质条件
wvtx=1,威震天下
wvtx=2,武装挑衅
wvug=1,无证上岗
wvuh=1,物质生活
wvui=1,物质生产
wvuj=1,物质世界
wvuj=2,网站设计
wvun=1,胃主受纳
wvup=1,物质水平
wvuv=1,无招胜有招
wvuw=1,望之生畏
wvuy=1,无中生有
wvuy=2,万丈深渊
wvvb=1,瓮中捉鳖
wvvb=2,瓮中之鳖
wvvd=1,无主之地
wvvi=1,文章指出
wvvj=1,为之震惊
wvvm=1,万众瞩目
wvvq=1,王者之气
wvvt=1,文章主题
wvvu=1,王者之师
wvvu=2,无职转生
wvvw=1,无知者无畏
wvvy=1,物质主义
wvvy=2,网中之鱼
wvwd=1,稳扎稳打
wvwg=1,文治武功
wvwh=1,物质文化
wvwj=1,无知无觉
wvwl=1,无遮无拦
wvwm=1,物质文明
wvwn=1,问这问那
wvwq=1,完整无缺
wvww=1,无知无畏
wvwx=1,无止无休
wvwy=1,万中无一
wvxd=1,为之心动
wvxg=1,王者峡谷
wvxh=1,稳中向好
wvxh=2,物质消耗
wvxq=1,未战先怯
wvxt=1,物质形态
wvxu=1,物质享受
wvxx=1,万丈雄心
wvyd=1,为之一动
wvyh=1,微众银行
wvyj=1,稳中有降
wvyl=1,为之一亮
wvyn=1,我中有你
wvyp=1,外置硬盘
wvyq=1,无债一身轻
wvyu=1,稳中有升
wvyv=1,为之一振
wvyv=2,为之一震
wvyx=1,万众一心
wvyx=2,为之一新
wvyy=1,未之有也
wvyy=2,宛转悠扬
wvzj=1,闻者足戒
wvzy=1,物质资源
wvzy=2,违章作业
wwag=1,帷
wwai=1,胃癌
wwai=2,唯爱
wwan=1,伟岸
wwan=2,未按
wwav=1,帏
wwba=1,尾巴
wwba=2,濻
wwba=3,为把
wwbc=1,喂饱
wwbc=2,卫报
wwbd=1,微白
wwbf=1,为本
wwbf=2,唯物辩证法
wwbg=1,潍
wwbg=2,文武百官
wwbg=3,濰
wwbh=1,文物保护
wwbi=1,未必
wwbi=2,威逼
wwbj=1,围板
wwbj=2,为伴
wwbk=1,卫兵
wwbk=2,万万不可
wwbk=3,胃病
wwbk=4,未为不可
wwbk=5,渨
wwbl=1,无往不利
wwbm=1,浘
wwbm=2,围边
wwbm=3,微变
wwbn=1,围标
wwbn=2,万万不能
wwbo=1,微博
wwbo=2,微薄
wwbo=3,微波
wwbo=4,围脖
wwbo=5,韦伯
wwbp=1,沩
wwbp=2,瀢
wwbp=3,为别
wwbq=1,溦
wwbq=2,威武不屈
wwbq=3,威武霸气
wwbs=1,无往不胜
wwbu=1,尾部
wwbu=2,胃部
wwbu=3,围捕
wwbv=1,洧
wwbv=2,洈
wwbv=3,涠
wwbv=4,𣲗
wwbv=5,无微不至
wwbv=6,渭
wwbw=1,违背
wwbw=2,未被
wwbw=3,湋
wwbw=4,潿
wwcg=1,未曾
wwcg=2,惟
wwci=1,为此
wwci=2,谓词
wwci=3,微词
wwci=4,位次
wwcm=1,微微蹙眉
wwco=1,位错
wwco=2,未错
wwcq=1,微微蹙起
wwcq=2,懀
wwcq=3,霺
wwcu=1,微蹙
wwcu=2,围簇
wwcv=1,㥜
wwcv=2,猥獕
wwcy=1,霨
wwcy=2,未存
wwda=1,伟大
wwda=2,韦达
wwdc=1,味道
wwdc=2,喂到
wwdd=1,未带
wwdd=2,微贷
wwdd=3,胃袋
wwdd=4,稳稳当当
wwde=1,未得
wwde=2,维德
wwde=3,文无第一，武无第二
wwde=4,武无第二
wwdg=1,未等
wwdg=2,尾灯
wwdg=3,汪汪队立大功
wwdg=4,䜅
wwdg=5,蔚为大观
wwdh=1,围挡
wwdi=1,为敌
wwdi=2,为底
wwdj=1,微单
wwdj=2,哇哇大叫
wwdk=1,未定
wwdk=2,哇哇大哭
wwdl=1,娓娓道来
wwdm=1,微店
wwdm=2,䊊
wwdn=1,微雕
wwds=1,微动
wwdt=1,娓娓动听
wwdt=2,微微点头
wwdu=1,唯独
wwdu=2,维度
wwdu=3,未读
wwdu=4,纬度
wwdu=5,围堵
wwdv=1,卫队
wwdv=2,谓
wwdv=3,詴
wwdv=4,謂
wwdx=1,未完待续
wwdx=2,唯我独醒
wwdx=3,惟吾德馨
wwdy=1,委顿
wwdy=2,文无第一
wwdz=1,诿
wwdz=2,围兜
wwdz=3,唯我独尊
wwdz=4,惟我独尊
wwdz=5,諉
wwee=1,巍峨
wwee=2,囗
wwel=1,为我而来
wwel=2,无往而不利
wwem=1,艉
wwer=1,味儿
wwer=2,唯二
wwer=3,威尔
wwet=1,娓娓而谈
wweu=1,无往而不胜
wwev=1,无为而治
wwev=2,围
wwev=3,䝐
wwew=1,维吾尔文
wwew=2,无为而为
wwew=3,圍
wwey=1,温文尔雅
wwey=2,维吾尔语
wwez=1,维吾尔族
wwfa=1,违法
wwfa=2,位
wwff=1,微分
wwff=2,未分
wwff=3,伪粉
wwfg=1,威风
wwfg=2,微风
wwfh=1,潍坊
wwfh=2,危房
wwfj=1,违反
wwfj=2,喂饭
wwfj=3,违犯
wwfk=1,偎
wwfp=1,伪
wwfs=1,万物复苏
wwfu=1,未付
wwfu=2,为辅
wwfu=3,微服
wwfv=1,伟
wwfv=2,五五分账
wwfv=3,武王伐纣
wwfw=1,偉
wwfw=2,危废
wwgc=1,位高
wwge=1,伟哥
wwge=2,位格
wwgg=1,琟
wwgi=1,勿忘国耻
wwgj=1,桅杆
wwgj=2,未干
wwgl=1,微光
wwgl=2,畏光
wwgo=1,魏国
wwgo=2,未果
wwgo=3,卫国
wwgr=1,围观
wwgr=2,微观
wwgs=1,围攻
wwgu=1,尾骨
wwgv=1,违规
wwgv=2,玮
wwgv=3,未归
wwgw=1,韑
wwgw=2,鍏
wwgw=3,瑋
wwgw=4,未给
wwgw=5,为给
wwgx=1,未挂
wwgx=2,为我高兴
wwgz=1,餧
wwgz=2,喂狗
wwgz=3,未购
wwhc=1,尾号
wwhc=2,为好
wwhd=1,危害
wwhd=2,威海
wwhd=3,为害
wwhe=1,为何
wwhe=2,违和
wwhe=3,维和
wwhe=4,渭河
wwhe=5,㖐
wwhg=1,唯
wwhj=1,微寒
wwhj=2,畏寒
wwhk=1,喂
wwhk=2,慰怀
wwhl=1,微黄
wwhm=1,未闻花名
wwho=1,尾货
wwho=2,为祸
wwhr=1,为患
wwhs=1,微红
wwhu=1,维护
wwhu=2,围护
wwhv=1,委会
wwhx=1,卫华
wwhx=2,威化
wwhy=1,未婚
wwhy=2,味
wwhz=1,喴
wwhz=2,尾喉
wwhz=3,尾后
wwic=1,慰
wwic=2,伪钞
wwic=3,犚
wwid=1,微微颤抖
wwif=1,微尘
wwig=1,围成
wwig=2,围城
wwih=1,未尝
wwih=2,胃肠
wwih=3,围场
wwii=1,维持
wwii=2,为耻
wwij=1,微颤
wwil=1,微创
wwim=1,螱
wwim=2,尾
wwiy=1,尉
wwiy=2,㷉
wwiy=3,屗
wwiz=1,䍴
wwiz=2,微臭
wwjb=1,围巾
wwjb=2,违禁
wwjb=3,魏晋
wwjb=4,文武兼备
wwjg=1,维
wwjg=2,維
wwjh=1,往往就会
wwji=1,危机
wwji=2,危急
wwji=3,未几
wwji=4,危及
wwji=5,微机
wwji=6,违纪
wwji=7,维基
wwjj=1,文文静静
wwjk=1,未经
wwjk=2,碨
wwjk=3,味精
wwjk=4,胃镜
wwjk=5,䋿
wwjm=1,未见
wwjm=2,违建
wwjm=3,围歼
wwjm=4,䗽
wwjn=1,围剿
wwjn=2,未交
wwjn=3,磑
wwjp=1,慰藉
wwjp=2,䃬
wwjp=3,磈
wwjp=4,未接
wwjq=1,五味俱全
wwjt=1,味觉
wwjt=2,未决
wwju=1,畏惧
wwju=2,位居
wwju=3,往往就是
wwju=4,危局
wwjv=1,纬
wwjv=2,硙
wwjv=3,围魏救赵
wwjv=4,緭
wwjx=1,未嫁
wwjx=2,为佳
wwjx=3,围甲
wwjy=1,伪军
wwjy=2,魏军
wwkd=1,未开
wwke=1,微克
wwke=2,微氪
wwke=3,微课
wwkf=1,围垦
wwkg=1,文物考古
wwkh=1,违抗
wwkj=1,未看
wwkj=2,五维空间
wwkr=1,尾款
wwks=1,唯恐
wwks=2,为空
wwks=3,微恐
wwks=4,惟恐
wwku=1,味苦
wwku=2,微苦
wwky=1,围困
wwky=2,往往可以
wwkz=1,胃口
wwkz=2,䴧
wwla=1,微辣
wwlb=1,为邻
wwlc=1,慰劳
wwlc=2,未老
wwld=1,未来
wwle=1,为了
wwle=2,萎了
wwle=3,喂了
wwlg=1,微冷
wwlg=2,畏冷
wwli=1,威力
wwli=2,为例
wwli=3,微粒
wwli=4,违例
wwli=5,微利
wwlj=1,围栏
wwlj=2,蔚蓝
wwlj=3,微澜
wwlk=1,为零
wwlk=2,揋
wwlk=3,㱬
wwlk=4,违令
wwll=1,微量
wwll=2,微凉
wwlm=1,威廉
wwlm=2,捤
wwlm=3,尾联
wwln=1,未了
wwln=2,喂料
wwlp=1,位列
wwlp=2,伪劣
wwlp=3,围猎
wwlq=1,尾流
wwlq=2,慰留
wwls=1,围拢
wwls=2,卫龙
wwlu=1,微露
wwlu=2,围炉
wwlu=3,唯唯连声
wwlv=1,微滤
wwlv=2,㨊
wwlv=3,撱
wwlv=4,尾闾
wwlw=1,味蕾
wwlw=2,物我两忘
wwlz=1,危楼
wwlz=2,揻
wwma=1,为嘛
wwma=2,喂马
wwmb=1,为民
wwmb=2,未泯
wwmc=1,喂猫
wwmc=2,伪冒
wwmc=3,为毛
wwmd=1,万万没想到
wwmd=2,万万没有想到
wwmg=1,威猛
wwmg=2,蜼
wwmh=1,微茫
wwmi=1,萎靡
wwmi=2,微眯
wwmi=3,维密
wwmi=4,微米
wwmj=1,未满
wwmj=2,帷幔
wwmk=1,威名
wwmk=2,为名
wwmm=1,未免
wwmm=2,卫冕
wwmn=1,微妙
wwmn=2,为妙
wwmo=1,微末
wwmp=1,䪋
wwmp=2,鄬
wwmp=3,未灭
wwmu=1,帷幕
wwmw=1,唯美
wwmw=2,味美
wwmy=1,万万没有
wwmy=2,往往没有
wwmz=1,蜲
wwmz=2,蝛
wwmz=3,为谋
wwnd=1,喂奶
wwnd=2,我问你答
wwnf=1,舞文弄法
wwng=1,未能
wwnh=1,軎
wwnh=2,微囊
wwni=1,为你
wwni=2,违逆
wwnj=1,为难
wwnj=2,危难
wwnj=3,渭南
wwnj=4,畏难
wwnk=1,威宁
wwnl=1,伪娘
wwnm=1,萎蔫
wwnm=2,舞文弄墨
wwnn=1,唯唯诺诺
wwnn=2,歪歪扭扭
wwnq=1,喂牛
wwnq=2,轊
wwnq=3,违拗
wwnw=1,颹
wwnw=2,委内
wwnw=3,围内
wwou=1,围殴
wwov=1,桅
wwov=2,㭏
wwpd=1,委派
wwph=1,微胖
wwph=2,喂胖
wwpi=1,未批
wwpi=2,文物普查
wwpj=1,尾盘
wwpj=2,微盘
wwpk=1,畏
wwpk=2,隈
wwpk=3,㞇
wwpk=4,为凭
wwpk=5,未平
wwpm=1,卫片
wwpm=2,文物拍卖
wwpn=1,卫
wwpn=2,微票
wwpo=1,威迫
wwpo=2,危迫
wwpp=1,隗
wwpp=2,为
wwpp=3,微瞥
wwpu=1,维普
wwpv=1,胃
wwpw=1,委培
wwqc=1,文武全才
wwqi=1,为期
wwqi=2,围棋
wwqi=3,尾气
wwqk=1,危情
wwqk=2,卫青
wwql=1,围墙
wwql=2,危墙
wwqn=1,微翘
wwqn=2,兀兀穷年
wwqp=1,畏怯
wwqq=1,完完全全
wwqq=2,弯弯曲曲
wwqq=3,万万千千
wwqq=4,覹
wwqr=1,维权
wwqr=2,威权
wwqr=3,㬙
wwqu=1,委屈
wwqu=2,未去
wwqu=3,委曲
wwqv=1,𬀩
wwqv=2,韪
wwqy=1,围裙
wwqy=2,微群
wwqy=3,无畏契约
wwqy=4,万物起源
wwrc=1,围绕
wwre=1,微热
wwre=2,胃热
wwrf=1,伟人
wwrf=2,委任
wwrf=3,伪人
wwrf=4,为人
wwrj=1,未然
wwrj=2,蔚然
wwrj=3,巍然
wwrk=1,煨
wwro=1,微弱
wwro=2,未若
wwrr=1,微软
wwrr=2,我为人人
wwrr=3,弯弯绕绕
wwrr=4,䈧
wwrs=1,为荣
wwrv=1,炜
wwrv=2,煟
wwrv=3,葳蕤
wwry=1,温婉柔雅
wwry=2,温文儒雅
wwry=3,煀
wwrz=1,威
wwso=1,猥琐
wwso=2,畏缩
wwso=3,萎缩
wwso=4,微缩
wwsp=1,廆
wwsr=1,胃酸
wwsr=2,㕒
wwss=1,畏畏缩缩
wwss=2,厃
wwsv=1,未遂
wwsv=2,危
wwsv=3,尾随
wwsv=4,玩物丧志
wwsv=5,痏
wwsy=1,为我所用
wwsz=1,痿
wwsz=2,𬱟
wwtc=1,微淘
wwte=1,维特
wwtg=1,胃疼
wwth=1,苇塘
wwti=1,为题
wwti=2,未提
wwtk=1,违停
wwtk=2,㙗
wwtk=3,未停
wwtm=1,䞔
wwtm=2,微甜
wwtm=3,未填
wwtn=1,微调
wwto=1,委托
wwto=2,伪托
wwtp=1,偎贴
wwtp=2,壝
wwts=1,胃痛
wwts=2,卫通
wwtt=1,稳稳妥妥
wwtu=1,位图
wwtu=2,畏途
wwtw=1,圩
wwtw=2,㙔
wwtz=1,㙎
wwtz=2,微透
wwua=1,为啥
wwua=2,围杀
wwua=3,尾杀
wwuc=1,微少
wwuc=2,㦣
wwud=1,万万使不得
wwud=2,骫
wwud=3,骩
wwud=4,讆
wwud=5,讏
wwue=1,威慑
wwue=2,未射
wwuf=1,委身
wwuf=2,为甚
wwug=1,卫生
wwug=2,尾声
wwug=3,唯物史观
wwug=4,为生
wwug=5,维生
wwuh=1,围上
wwuh=2,微商
wwui=1,卫士
wwui=2,威势
wwui=3,卫视
wwui=4,为时
wwui=5,委实
wwui=6,喂食
wwuj=1,伪善
wwuj=2,微山
wwuk=1,无畏时刻
wwup=1,为万世开太平
wwuq=1,文武双全
wwuq=2,微
wwuq=3,㣲
wwuu=1,位数
wwuu=2,尾数
wwuu=3,卫戍
wwuw=1,䙟
wwuw=2,徫
wwuw=3,为谁
wwuy=1,望文生义
wwuy=2,䘙
wwuy=3,衛
wwuy=4,衞
wwuz=1,为首
wwuz=2,㣦
wwuz=3,躗
wwuz=4,躛
wwuz=5,未售
wwvd=1,文武之道
wwve=1,围着
wwve=2,违者
wwve=3,为着
wwvf=1,威震
wwvg=1,为证
wwvg=2,微整
wwvg=3,蔚为壮观
wwvg=4,伪证
wwvh=1,违章
wwvh=2,微张
wwvh=3,胃胀
wwvi=1,位置
wwvi=2,未知
wwvi=3,为止
wwvk=1,猥
wwvk=2,腲
wwvl=1,伪装
wwvl=2,万物之灵
wwvn=1,往往只能
wwvo=1,围桌
wwvp=1,违
wwvp=2,䑊
wwvs=1,危重
wwvs=2,亡我之心不死
wwvs=3,为重
wwvt=1,亹
wwvu=1,为主
wwvu=2,围住
wwvv=1,猬
wwvv=2,尾椎
wwvv=3,韦
wwvv=4,完完整整
wwvv=5,围追
wwvw=1,万王之王
wwvy=1,为准
wwvy=2,唯物主义
wwvz=1,微皱
wwvz=2,无妄之灾
wwwf=1,慰问
wwwf=2,未闻
wwwg=1,万物为刍狗
wwwh=1,威望
wwwh=2,危亡
wwwj=1,委婉
wwwj=2,未完
wwwo=1,为我
wwwo=2,唯我
wwwo=3,帷幄
wwwp=1,魏
wwwp=2,逶
wwwq=1,望闻问切
wwwq=2,䭳
wwwu=1,威武
wwwu=2,为伍
wwwu=3,唯物
wwwv=1,闱
wwww=1,微微
wwww=2,巍巍
wwww=3,娓娓
wwww=4,闈
wwwy=1,未为晚也
wwwz=1,委
wwxb=1,微信
wwxb=2,威信
wwxb=3,违心
wwxb=4,唯心
wwxb=5,维新
wwxd=1,无问西东
wwxd=2,万万想不到
wwxi=1,维系
wwxi=2,微细
wwxk=1,卫星
wwxk=2,微型
wwxk=3,葨
wwxl=1,未向
wwxl=2,伪像
wwxm=1,危险
wwxm=2,为先
wwxm=3,违宪
wwxm=4,荱
wwxm=5,纬线
wwxn=1,微笑
wwxn=2,微小
wwxn=3,卫校
wwxp=1,威胁
wwxp=2,薳
wwxp=3,𫇭
wwxp=4,猥亵
wwxp=5,蘶
wwxq=1,维修
wwxq=2,薇
wwxs=1,为兄
wwxt=1,微雪
wwxt=2,万万行不通
wwxu=1,为序
wwxv=1,苇
wwxv=2,威武雄壮
wwxv=3,䔺
wwxx=1,威吓
wwxx=2,歪歪斜斜
wwxy=1,蔚
wwxy=2,微醺
wwxy=3,往往需要
wwxy=4,苿
wwxy=5,菋
wwxz=1,萎
wwxz=2,葳
wwya=1,威压
wwya=2,䙿
wwyb=1,伪音
wwyb=2,尾音
wwyc=1,胃药
wwyd=1,微微一荡
wwye=1,尾页
wwye=2,伟业
wwye=3,胃液
wwyf=1,魏武遗风
wwyh=1,喂养
wwyh=2,未央
wwyi=1,唯一
wwyi=2,位移
wwyi=3,微微一笑很倾城
wwyi=4,惟一
wwyi=5,尾翼
wwyi=6,偎依
wwyi=7,卫衣
wwyi=8,逶迤
wwyi=9,威仪
wwyj=1,威严
wwyj=2,胃炎
wwyk=1,鳂
wwyk=2,㟪
wwyk=3,嵔
wwyk=4,鰃
wwyk=5,为迎
wwyl=1,万物有灵
wwyp=1,巍
wwyp=2,嵬
wwyp=3,㠕
wwyr=1,委员
wwyr=2,惟愿
wwyr=3,我为鱼肉
wwyt=1,违约
wwyt=2,五位一体
wwyu=1,位于
wwyu=2,喂鱼
wwyu=3,万无一失
wwyu=4,谓语
wwyu=5,卫浴
wwyv=1,鲔
wwyv=2,峗
wwyv=3,𬶏
wwyv=4,微微一怔
wwyv=5,微微一皱
wwyv=6,峞
wwyv=7,鮠
