字	内部名次	外部名次	来源
樟	2900	3437	内部
睹	3300	2637	内部+外部
瞳	2901	3145	内部
嫉	3623	2638	外部
嗅	2961	2639	内部+外部
珂	2903		内部
峪	2904		内部
镑	3121	2640	内部+外部
铲	2905	2878	内部+外部
涡	2906	2854	内部+外部
诵	3070	2642	内部+外部
鸥	2907	3253	内部
蛤	2908	3332	内部
妒	3788	2644	外部
鲨	2909	3222	内部
颊	3314	2645	外部
揍	2910	3094	内部
羌	2911		内部
缚	3526	2647	外部
硒	2912		内部
萤	2913	3226	内部
暮	2914	2713	内部+外部
鲷	2915		内部
膳	2916		内部
剃	2917	3086	内部
凳	3189	2652	内部+外部
挠	2919	2725	内部+外部
堕	3169	2654	内部+外部
鳄	2920	3320	内部
妓	3705	2656	外部
霄	2922	2990	内部+外部
勘	3123	2657	内部+外部
鹭	2923		内部
锯	2924	3024	内部
篷	3584	2659	外部
钜	2926		内部
飙	2927		内部
扳	2928	2897	内部+外部
缕	3227	2663	内部+外部
朽	4141	2664	外部
嗜	2931	2868	内部+外部
酪	2934	3375	内部
贿	3384	2669	外部
肘	2936	2918	内部+外部
髓	2937	2857	内部+外部
憎	4191	2670	外部
褐	2938	2705	内部+外部
筱	2939		内部
蔑	4286	2673	外部
苟	3116	2674	内部+外部
戎	2942	2823	内部+外部
荟	2943		内部
饵	2944	3111	内部
昼	3252	2677	内部+外部
宸	2946		内部
碌	3461	2679	外部
柿	2947	3214	内部
垮	3045	2680	内部+外部
觅	2949	2810	内部+外部
寝	3118	2681	内部+外部
禧	2950		内部
墅	2951	2992	内部+外部
姥	3679	2683	外部
锥	2952	2949	内部+外部
蝉	2953	2793	内部+外部
掺	2954	3102	内部
沦	3422	2686	外部
睇	2955		内部
昱	2958		内部
嗡	3879	2690	外部
巍	2960	3048	内部
沮	3857	2691	外部
旷	3391	2693	外部
涯	3023	2694	内部+外部
艮	2964		内部
烹	2965	3231	内部
滔	3603	2697	外部
泌	2967	2717	内部+外部
寞	3737	2698	外部
盅	2970		内部
佟	2971		内部
擀	2972		内部
眯	3441	2703	外部
脐	2974	3407	内部
韬	2975		内部
汹	4505	2706	外部
簿	2977	2851	内部+外部
焊	2978	3444	内部
奠	3263	2708	内部+外部
曜	2979		内部
榴	3356	2709	外部
丞	2980		内部
庐	2981	2743	内部+外部
拙	3330	2710	外部
胰	2982	3188	内部
畴	3891	2711	外部
蚕	3120	2712	内部+外部
晏	2984		内部
埠	2986	3280	内部
吱	4009	2715	外部
蚀	3095	2716	内部+外部
瘫	2988	2757	内部+外部
橡	2989	2896	内部+外部
灼	2990	2768	内部+外部
廓	2991	2945	内部+外部
擎	2992	2965	内部+外部
溅	2993	2733	内部+外部
叭	3419	2721	外部
琉	2994	2781	内部+外部
玺	2996		内部
峨	3609	2724	外部
坞	2998		内部
稚	3161	2727	内部+外部
烷	3000		内部
幂	3001		内部
沧	3002	2745	内部+外部
汞	3003	3394	内部
俭	3004	2950	内部+外部
鲈	3005		内部
遏	3783	2732	外部
蓓	3007		内部
熄	3485	2734	外部
朦	4449	2736	外部
砌	3010	3087	内部
琢	3451	2737	外部
埼	3011		内部
矶	3012		内部
呦	3013		内部
锈	3014	3218	内部
凿	3167	2740	内部+外部
芮	3015		内部
敛	3431	2742	外部
惭	4575	2744	外部
亥	3019	3050	内部
婕	3020		内部
侣	3182	2748	内部+外部
拯	3243	2749	内部+外部
煜	3025		内部
岱	3030		内部
蹈	3148	2755	内部+外部
脓	3031	3223	内部
豁	3581	2756	外部
巳	3032	3091	内部
漾	3034	3347	内部
陋	3825	2759	外部
靶	3035	3062	内部
洽	3036	3030	内部
泷	3039		内部
肪	3040	3058	内部
懈	3800	2764	外部
怂	3041		内部
娥	3133	2766	内部+外部
庇	3044	2784	内部+外部
舵	3448	2769	外部
柚	3047		内部
缔	3813	2770	外部
汛	3048	3378	内部
钮	3105	2771	内部+外部
匡	3049		内部
讥	4405	2772	外部
朔	3050		内部
秤	3051	3354	内部
瀑	3052	3031	内部
灸	3053	3445	内部
歹	4134	2776	外部
槐	3054	3002	内部
翡	3055		内部
枉	3428	2779	外部
诏	3057		内部
粟	3058	2856	内部+外部
怼	3059		内部
蹬	3060	2942	内部+外部
梢	3471	2782	外部
裘	3062		内部
薰	3063		内部
跋	3491	2785	外部
毯	3322	2786	外部
熵	3065		内部
萎	3460	2787	外部
桔	3066	3172	内部
柠	3067	3471	内部
裳	3418	2789	外部
榆	3068	3100	内部
漳	3069		内部
狸	3257	2791	内部+外部
醛	3071		内部
窟	3210	2792	内部+外部
烨	3072		内部
侬	3073		内部
胤	3074		内部
绰	3503	2795	外部
汐	3076		内部
烩	3077		内部
赎	3100	2799	内部+外部
骁	3081		内部
烁	3536	2802	外部
檐	3083	3021	内部
嚣	3746	2803	外部
遛	3084		内部
朕	3085		内部
揣	3370	2805	外部
嗒	3086		内部
匕	4723	2806	外部
鞍	3087	3001	内部
怠	3826	2807	外部
趾	3088	3099	内部
孽	3861	2809	外部
吖	3090		内部
肽	3091		内部
胚	3092	2977	内部+外部
呕	3462	2811	外部
玖	3093	3495	内部
矫	3400	2814	外部
孜	3096		内部
僻	4088	2815	外部
酉	3101	3387	内部
宦	3806	2821	外部
蝇	3198	2822	内部+外部
癣	3107	3452	内部
啼	3564	2825	外部
巅	3108	3224	内部
呻	5758	2826	外部
蕉	3109	3119	内部
踹	3110		内部
伶	3379	2828	外部
璋	3111		内部
敖	3112		内部
褚	3113		内部
茗	3114		内部
暇	3742	2831	外部
祯	3117		内部
迭	3119	2947	内部+外部
炕	3786	2836	外部
驯	3483	2837	外部
弼	3125		内部
赦	3983	2841	外部
慷	4034	2842	外部
恺	3127		内部
蚂	3796	2843	外部
惕	3548	2844	外部
荔	3129	3395	内部
悍	3508	2845	外部
洼	3130	3153	内部
揪	3131	2860	内部+外部
淼	3132		内部
疮	3134	3072	内部
韶	3136		内部
颓	3914	2852	外部
庶	3138	2889	内部+外部
肛	3139	3266	内部
泾	3140		内部
蒿	3141		内部
竿	3142	2933	内部+外部
幡	3143		内部
琐	3369	2858	外部
溯	3195	2859	内部+外部
颅	3145	3014	内部
沽	3147	3271	内部
诫	3867	2861	外部
尬	3259	2862	内部+外部
馈	3149	2994	内部+外部
蝴	3869	2863	外部
蚝	3150		内部
窘	4373	2864	外部
盔	3520	2865	外部
琅	3153	3183	内部
蜥	3154		内部
麓	3155		内部
踱	5146	2869	外部
茱	3157		内部
萃	3159		内部
哺	3459	2872	外部
剔	3160	3060	内部
婶	3876	2873	外部
晌	5223	2874	外部
蛾	3162	3202	内部
唾	3874	2875	外部
刁	3166	2973	内部+外部
绥	3168		内部
扼	4045	2881	外部
泓	3170		内部
膛	3595	2882	外部
疤	3201	2883	内部+外部
隅	3172	3252	内部
聋	3465	2884	外部
芷	3173		内部
叨	3593	2885	外部
筷	3329	2886	外部
崭	3175	2991	内部+外部
菅	3176		内部
苓	3177		内部
笙	3179	3316	内部
羚	3180	3403	内部
绷	3349	2891	外部
鞠	3181	2907	内部+外部
渺	3675	2892	外部
迂	4873	2893	外部
髋	3183		内部
葫	4107	2894	外部
拣	3266	2895	内部+外部
梧	3185	3143	内部
钳	3186	3159	内部
豉	3187		内部
牡	3554	2898	外部
襟	3496	2899	外部
槛	3190	3258	内部
眷	3361	2900	外部
浏	3348	2901	外部
隧	3192	3169	内部
贮	3555	2903	外部
瘀	3194		内部
窍	3468	2904	外部
疹	3196	3179	内部
稼	3873	2908	外部
钝	3199	3068	内部
匣	3290	2909	内部+外部
杞	3200		内部
霎	5462	2910	外部
赁	3202	3128	内部
栅	3487	2911	外部
岔	3493	2912	外部
颌	3204		内部
褒	3205	3201	内部
缤	3206	3380	内部
斟	4171	2915	外部
缆	3469	2917	外部
桨	3209	2946	内部+外部
钊	3211		内部
晦	3835	2920	外部
缇	3214		内部
犀	3215	3040	内部
溴	3216		内部
帜	4079	2924	外部
靳	3217		内部
娴	3218		内部
毗	3219		内部
驭	3221		内部
吭	4290	2929	外部
羯	3222		内部
熔	3223	2975	内部+外部
嗽	3654	2931	外部
鳗	3225		内部
蕙	3226		内部
嚎	4031	2934	外部
玥	3228		内部
峭	4062	2936	外部
臧	3230		内部
汾	3231		内部
忿	4865	2938	外部
渭	3232		内部
胧	4391	2939	外部
堰	3234	3291	内部
嘀	4013	2940	外部
汰	3235	3027	内部
蝠	3237	3177	内部
夭	3848	2943	外部
壬	3238	3250	内部
淌	3644	2944	外部
瞿	3239		内部
狩	3240		内部
椿	3241	3430	内部
逞	4035	2948	外部
璧	3245	3257	内部
刨	3246	3268	内部
撮	3250	3229	内部
讳	3562	2955	外部
榄	3251	3371	内部
撼	3297	2956	内部+外部
哆	4001	2957	外部
嗖	3253		内部
廿	3255		内部
雏	3256	3245	内部
绽	3502	2960	外部
诬	4502	2961	外部
宵	3402	2962	外部
谥	3260		内部
孵	3261	3175	内部
陇	3262		内部
轧	3264	3158	内部
崛	3484	2968	外部
筐	3265	3190	内部
桢	3267		内部
腮	3530	2970	外部
垢	3268	3181	内部
哮	4040	2971	外部
唠	3269	3174	内部
淤	3270	3260	内部
吝	3271	3207	内部
蜘	4606	2974	外部
婊	3272		内部
懊	5089	2976	外部
噬	3274		内部
砚	3275	3357	内部
苛	3748	2978	外部
锰	3276	3481	内部
侥	4550	2979	外部
酵	3278	3338	内部
拇	3678	2980	外部
檬	3279	3439	内部
酌	3655	2981	外部
窒	4384	2982	外部
褪	3281	3136	内部
柬	3616	2983	外部
泸	3282		内部
悼	3517	2984	外部
苷	3283		内部
咦	3284		内部
荀	3285		内部
絮	3405	2987	外部
铮	3286		内部
缀	3295	2988	内部+外部
懋	3287		内部
锣	3444	2989	外部
戌	3288	3376	内部
浚	3291		内部
嫡	3292		内部
墟	3333	2993	外部
涧	3293	3289	内部
覃	3294		内部
涕	3553	2995	外部
矗	3894	2996	外部
彝	3296		内部
徘	4282	2997	外部
渚	3298		内部
皋	3299		内部
煽	4388	3000	外部
