字	全码	同项序号	核定简码
蔽	biqg	0	biq
蕉	jnqw	0	jnq
蕊	rvqv	0	rvqv
蕙	hvqv	0	hvqv
蕨	jtqd	0	jtq
蕴	yyqt	0	yyqt
蕾	lwqa	0	lwq
薇	wwqg	0	wwqg
薛	xtqh	0	xtq
薪	xbqf	0	xbqf
薯	uuqt	0	uuqt
薰	xyqt	0	xyqt
藉	jiqa	0	jiqa
藉	jpqa	0	jpqa
藕	ouqo	0	ouq
藤	tgqo	0	tgq
藩	fjqa	0	fjqa
藻	zcqa	0	zcq
蘸	vjqw	0	vjq
虏	lusk	0	lusk
虐	ntsr	0	nt
虞	yusv	0	yusv
虹	hsws	0	hsws
虹	jlws	0	jlw
蚀	uigw	0	uigw
蚁	yiwe	0	yiwe
蚂	mawn	0	maw
蚊	wfwq	0	wfw
蚕	cjvw	0	cjvw
蚝	hcwh	0	hcw
蛇	uewg	0	uew
蛙	wawp	0	waw
蛛	vuws	0	vuws
蛤	gewj	0	gew
蛤	hawj	0	haw
蛾	eewb	0	eew
蜀	uutw	0	uutw
蜂	fgwx	0	fgw
蜘	viwj	0	viw
蜜	misw	0	misw
蜡	lawa	0	law
蜥	xiwf	0	xiwf
蝇	ykwa	0	ykw
蝉	ijws	0	ijw
蝠	fuwa	0	fuw
蝴	huwr	0	huw
蝶	dpwa	0	dpw
螺	lowf	0	lowf
蠢	iymw	0	iym
衍	yjxo	0	yjxo
衔	xmxn	0	xmx
衙	yaxj	0	yax
衡	hgxv	0	hgxv
衫	ujvk	0	ujvk
衬	ifvn	0	ifv
衰	ukgr	0	ukg
衷	vsgy	0	vsg
袍	pcvt	0	pcv
袖	xqva	0	xqv
袜	wavs	0	wav
袭	xikg	0	xikg
裁	cdbg	0	cdbg
裂	lpxg	0	lpxg
裔	yigl	0	yigl
裕	yuvj	0	yuvj
裘	qqrg	0	qqrg
裙	qyvj	0	qyv
裤	kuvc	0	kuv
裳	uhsg	0	uhsg
裴	pwxg	0	pwx
裸	lova	0	lov
裹	goga	0	gog
褐	hevl	0	hev
褒	bcga	0	bcga
褚	iuva	0	iuva
褪	tvvo	0	tvv
褪	tyvo	0	tyv
襄	xlgg	0	xlg
襟	jbvq	0	jbvq
覃	qbyb	0	qby
覃	tjyb	0	tjy
覆	fuyg	0	fuyg
觅	mibq	0	mibq
览	ljhq	0	ljh
詹	vjom	0	vjom
誉	yufm	0	yuf
誓	uiem	0	uiem
譬	pitm	0	pitm
讥	jimd	0	jimd
讳	hvme	0	hvm
讶	yamk	0	yamk
讷	nemd	0	nem
讼	ssmk	0	ssm
讽	fgme	0	fgme
诀	jtmv	0	jtm
诈	vamr	0	vam
诊	vfmk	0	vfm
诏	vcmj	0	vcmj
诞	djmo	0	djmo
诡	gvmt	0	gvm
询	xyma	0	xyma
诫	jpmq	0	jpmq
诬	wumd	0	wumd
诱	yzmn	0	yzm
诵	ssme	0	ssme
谅	llmf	0	llm
谊	yimr	0	yimr
谍	dpma	0	dpm
谎	hlmy	0	hlm
谐	xpml	0	xpml
谜	mimo	0	mim
谣	ycmb	0	ycmb
谥	uimt	0	uimt
谦	qmmj	0	qmmj
谨	jbmx	0	jbmx
谬	mqmk	0	mq
谭	tjmb	0	tjm
谱	puma	0	pum
谴	qmmo	0	qmmo
豁	hosj	0	hos
豉	iirg	0	iir
豫	yugb	0	yugb
豹	bcyd	0	bcy
贞	vfsq	0	vfs
贡	gssq	0	gssq
账	vhqh	0	vhq
贩	fjqg	0	fjqg
贪	tjvq	0	tjv
贬	bmqf	0	bmq
贮	vuqr	0	vuqr
贯	grlq	0	grl
贱	jmqb	0	jmqb
贸	mcxq	0	mcx
贺	hekq	0	hek
贼	zwqb	0	zw
贿	hvqr	0	hvqr
赁	lbzq	0	lbz
赋	fuqy	0	fuqy
赌	duqa	0	duq
赎	uuqv	0	uuqv
赐	ciqx	0	ciqx
赔	pwqj	0	pwq
赠	zgqa	0	zgq
赣	gjeq	0	gjeq
赤	iipy	0	iip
赦	uepg	0	uep
赴	fuks	0	fuks
趁	ifkk	0	ifk
趋	qukm	0	qukm
趟	thkj	0	thk
趴	pakv	0	pak
趾	viky	0	viky
跋	bakd	0	bak
跪	gvkt	0	gvk
践	jmkb	0	jmk
踏	taka	0	tak
踢	tikx	0	tik
踩	cdkb	0	cdk
踪	zskq	0	zsk
踱	dokg	0	dok
踹	ikkl	0	ik
蹄	tikg	0	tikg
蹈	dckl	0	dck
蹦	bgkr	0	bgk
蹬	dgkr	0	dgk
蹭	cgka	0	cgk
蹲	dykn	0	dykn
躁	zcka	0	zck
躬	gsqz	0	gsq
躯	quqe	0	quq
躲	doqa	0	doq
躺	thqj	0	thq
轧	yacz	0	yacz
轧	vacz	0	vac
轩	xrcx	0	xrcx
轰	hscg	0	hsc
轿	jncy	0	jncy
辅	fucl	0	fucl
辐	fuca	0	fuca
辑	jicm	0	jicm
辖	xxcj	0	xxcj
辜	gurh	0	gurh
辟	bith	0	bith
辟	pith	0	pith
辨	bmho	0	bmh
辩	bmhm	0	bmhm
辫	bmhf	0	bmhf
辰	ifcl	0	ifcl
辱	rucn	0	ruc
辽	lnxo	0	lnxo
迁	qmxo	0	qmxo
迂	yuxo	0	yuxo
迄	qido	0	qido
迈	mdro	0	mdro
迦	jxko	0	jxko
迭	dpso	0	dps
逆	nivo	0	niv
逊	xyxo	0	xyx
逗	dzro	0	dzro
逝	uieo	0	uieo
逞	igjo	0	igjo
逢	fggo	0	fgg
逮	dddo	0	ddd
逸	yixo	0	yix
逻	loto	0	lot
逾	yueo	0	yueo
遂	svvo	0	svv
遏	eeao	0	eea
遛	lqxo	0	lqxo
遣	qmwo	0	qmw
遥	ycbo	0	ycb
遮	veco	0	vec
遵	zyvo	0	zyv
邑	yijt	0	yijt
邢	xkry	0	xkry
邨	cyry	0	cyr
邪	xpky	0	xpk
邮	yzay	0	yzay
邱	qqey	0	qqey
邵	ucoy	0	ucoy
邹	zzmy	0	zzmy
郁	yuby	0	yuby
郊	jney	0	jney
郝	hcpy	0	hcp
鄂	eejy	0	eejy
鄙	bijy	0	bij
酉	yzyy	0	yzy
酌	voyd	0	voy
酚	ffyo	0	ffy
酪	lcyg	0	lcy
酬	izyy	0	izy
酮	tsyj	0	tsy
酯	viya	0	viya
酵	jnyx	0	jnyx
酶	mwyl	0	mwy
酿	nlyw	0	nly
醇	iyyx	0	iyy
醉	zvyb	0	zvy
醋	cuya	0	cuy
醛	qryt	0	qry
釉	yzba	0	yzba
鉴	jmhn	0	jmhn
鑫	xbnn	0	xbn
钉	dknn	0	dknn
钊	vcno	0	vcn
钓	dnnd	0	dnn
钙	gdnz	0	gdn
钛	tdnv	0	tdn
钜	junl	0	jun
钝	dynz	0	dyn
钞	icnk	0	icn
钠	nand	0	nan
钥	ycnr	0	ycn
钥	ytnr	0	ytn
钦	qbnd	0	qbn
钧	jyno	0	jyn
钩	gznk	0	gzn
钮	nqnp	0	nqn
钰	yunt	0	yunt
钳	qmni	0	qmni
钵	bonr	0	bon
钻	zrnj	0	zr
钾	jxna	0	jxn
铂	bonl	0	bonl
铃	lknv	0	lkn
铅	qmnj	0	qmnj
铅	yjnj	0	yjnj
铎	done	0	don
铝	lvnj	0	lvn
铬	geng	0	geng
铭	mknj	0	mkn
铮	vgnd	0	vgn
铲	ijnk	0	ijn
铸	vunn	0	vunn
锂	linw	0	lin
锈	xqnn	0	xqn
锋	fgnx	0	fgn
锌	xbnh	0	xbnh
锐	rvnn	0	rvn
锡	xinx	0	xinx
锣	lonx	0	lon
锤	ivnr	0	ivn
锥	vvnp	0	vvn
锯	jung	0	jung
锰	mgnt	0	mgn
锻	drnw	0	drn
镀	dung	0	dun
镁	mwnv	0	mwn
镍	npna	0	npn
镑	bhnl	0	bhn
镰	lmnj	0	lmnj
镶	xlng	0	xln
闫	yjlr	0	yjl
闯	illn	0	ill
闵	mblq	0	mbl
闷	mflv	0	mflv
闸	vala	0	val
闺	gvlp	0	gvl
闽	mblw	0	mblw
阀	falb	0	fal
阁	gelg	0	gel
阅	ytln	0	ytl
阎	yjll	0	yjll
阐	ijls	0	ijl
阔	kolj	0	kol
阜	fuhb	0	fuh
阪	bjyg	0	bjy
阮	rryn	0	rry
陀	toyg	0	toy
陇	lsyk	0	lsyk
陋	lzyz	0	lzy
陌	moyl	0	moy
陕	ujyv	0	ujy
陡	dzyk	0	dzy
陨	yyyq	0	yyy
陵	lkyg	0	lky
隅	yuyo	0	yuyo
隋	svyr	0	svyr
隙	xiyf	0	xiy
障	vhyb	0	vhy
隧	svyo	0	svyo
隶	lido	0	lido
雀	qnfp	0	qnf
雀	qtfp	0	qtf
雁	yjcp	0	yjcp
雇	gutp	0	gut
雌	ciyp	0	ciy
雍	ysbp	0	ysb
雏	iump	0	ium
雕	dndp	0	dnd
雯	wflq	0	wflq
雾	wulk	0	wul
霄	xnlr	0	xnl
霆	tklo	0	tkl
霉	mwll	0	mwl
霎	ualm	0	ual
霖	lbla	0	lbl
霜	ulla	0	ull
霞	xxlg	0	xxlg
霸	balr	0	bal
霾	mdlw	0	mdl
靓	jkxq	0	jkxq
靓	llxq	0	llx
靖	jkhr	0	jkhr
靳	jbif	0	jbi
靴	xtig	0	xti
靶	bait	0	bai
鞍	anim	0	ani
鞠	juib	0	jui
鞭	bmie	0	bmi
韧	rfed	0	rfe
韬	tcel	0	tcel
韵	yyeo	0	yye
韶	ucej	0	uce
顷	qkgq	0	qkg
顽	wjrq	0	wjrq
颁	bjvq	0	bjvq
颂	ssvq	0	ssv
颅	lusq	0	lusq
颇	pohq	0	poh
颈	ggsq	0	ggs
颈	jksq	0	jksq
颊	jxrq	0	jxrq
颌	hedq	0	hedq
颐	yimq	0	yimq
颓	tvcq	0	tvc
颖	ykgq	0	ykg
颠	dmbq	0	dmb
颤	ijbq	0	ijb
飘	pnye	0	pny
飙	bnve	0	bnv
饥	jigd	0	jigd
饲	sigj	0	sig
饵	ergm	0	erg
饶	rcgh	0	rcg
饺	jnge	0	jng
馅	xmgl	0	xmg
馈	kvgq	0	kvg
馋	ijgd	0	ijg
馍	mogq	0	mog
馨	xbpa	0	xbp
驭	yung	0	yung
驯	xyny	0	xyn
驰	iinh	0	iin
驱	qune	0	qun
驳	bone	0	bone
驴	lvnt	0	lvnt
驶	uine	0	uine
驹	junj	0	junj
驼	tong	0	ton
驿	yine	0	yine
骁	xnnh	0	xnnh
骄	jnny	0	jnn
骆	long	0	long
骇	hdnd	0	hdn
骏	jyng	0	jyng
骚	scnw	0	scn
骤	vznd	0	vzn
髋	krbq	0	krb
髓	svbo	0	svb
魁	kvnb	0	kvn
魄	poln	0	poln
魅	mwns	0	mwns
鲈	luyt	0	luyt
鲍	bcyt	0	bcyt
鲤	liyw	0	liyw
鲨	uaoy	0	uao
鲷	dnyj	0	dny
鲸	jkyf	0	jkyf
鳄	eeyz	0	eeyz
鳍	qiya	0	qiya
鳗	mjyg	0	mjyg
鳝	ujyj	0	ujyj
鳞	lbyh	0	lby
鸣	mkjc	0	mkj
鸥	oulc	0	oulc
鸦	yakc	0	yakc
鸽	gedc	0	gedc
鸿	hsoc	0	hsoc
鹅	eebc	0	eeb
鹤	hesc	0	hes
鹭	lukc	0	luk
鹰	ykcc	0	ykcc
鹿	lubb	0	lub
麓	luab	0	lua
麟	lbbh	0	lbb
麽	mock	0	mock
黏	nmcj	0	nmcj
黔	qmtv	0	qmt
黛	ddzt	0	ddzt
黯	ante	0	ant
鼎	dkaz	0	dkaz
鼠	uulz	0	uul
鼻	biln	0	biln
齿	iiyl	0	iiy
龄	lkyv	0	lkyv
龚	gskv	0	gsk
龟	gvoa	0	gvo
龟	jyoa	0	jyoa
龟	qqoa	0	qqo
嗯	enjv	0	enj
噢	acjv	0	ac
㑇	vzzm	0	vzzm
㑊	yizy	0	yizy
㕮	fuje	0	fuje
㘎	hjjg	0	hjjg
㙍	dopg	0	dop
㙘	ycpm	0	ycp
㙦	xpdp	0	xpdp
㛃	jpxm	0	jpxm
㛚	tsme	0	tsme
㛹	pmme	0	pmme
㟃	siuj	0	siu
㠇	jquk	0	jqu
㠓	mguy	0	mgu
㤘	vzvm	0	vzv
㥄	lkvg	0	lkvg
㧐	sseg	0	sse
㧑	hvek	0	hvek
㧟	kkel	0	kke
㫰	lhaw	0	lha
㬊	hrag	0	hrag
㬎	xmaw	0	xmaw
㬚	ieag	0	iea
㭎	ghae	0	ghae
㭕	quak	0	quak
㮾	lhda	0	lhda
㰀	liao	0	liao
㳇	fuoe	0	fuoe
㳘	ison	0	ison
㳚	xuod	0	xuo
㴔	jiov	0	jiov
㵐	jtod	0	jtod
㶲	yswe	0	ysw
㸆	kcwx	0	kcwx
㸌	howp	0	howp
㺄	yuhe	0	yuhe
㻬	tutz	0	tutz
㽏	gjoi	0	gjo
㿠	hlln	0	hlln
䁖	lzam	0	lza
䂮	ltxc	0	ltx
䃅	dics	0	dics
䃎	vacx	0	vacx
䅟	cjck	0	cjc
䌹	jsfj	0	jsf
䎃	rjln	0	rjln
䎖	zgvn	0	zgvn
䏝	vrrk	0	vrr
䏡	uirq	0	uirq
䏲	tirb	0	tir
䐃	jyrc	0	jyr
䓖	qsqk	0	qsq
䓛	ququ	0	ququ
䓨	ykqb	0	ykqb
䓫	qiqn	0	qiqn
䓬	voqb	0	voqb
䗖	diwg	0	diw
䗛	xqwr	0	xqw
䗪	vecw	0	vecw
䗴	tkwo	0	tkw
䜣	xbmf	0	xbm
䝙	iuye	0	iuye
䢺	iuuy	0	iuu
䢼	gsiy	0	gsiy
䣘	thsy	0	thsy
䥽	pong	0	pon
䦃	vona	0	von
䲟	ybyi	0	ybyi
䲠	iyya	0	iyya
䲢	tgry	0	tgry
䴓	uirc	0	uirc
䴔	jnec	0	jnec
䴕	lpxc	0	lpxc
䴖	jkxc	0	jkxc
䴗	juac	0	juac
䴘	tikc	0	tikc
䴙	pitc	0	pitc
䶮	yjkv	0	yjkv
丏	mmrz	0	mmr
丕	pirr	0	pirr
乂	yiee	0	yiee
乒	pkek	0	pke
乓	phed	0	phe
乜	mpzz	0	mpz
乜	npzz	0	npz
乩	jisz	0	jisz
乸	nahl	0	nah
亍	iurn	0	iur
亓	qirn	0	qirn
亘	gfrr	0	gfr
亟	jixr	0	jixr
亟	qixr	0	qixr
亢	khbd	0	khb
亳	bokg	0	bok
亵	xpgh	0	xpg
亶	djbr	0	djb
亸	doks	0	doks
亹	wwbr	0	wwbr
仂	lezk	0	lez
仃	dkzn	0	dkz
仄	zecd	0	zec
仉	vhzd	0	vhzd
仝	tsds	0	tsds
仞	rfzd	0	rfzd
仟	qmzx	0	qmzx
仡	gezz	0	gez
仨	sazr	0	saz
仫	muzk	0	muz
仳	pizg	0	pizg
仵	wuzb	0	wuzb
伈	xbzv	0	xbzv
伉	khzd	0	khz
伋	jizs	0	jiz
伎	jizg	0	jizg
伛	yuze	0	yuz
伢	yazk	0	yaz
伣	qmzq	0	qmzq
伥	ihzh	0	ihzh
伧	chzt	0	chz
伫	vuzr	0	vuzr
伭	xmzf	0	xmzf
伲	nizg	0	nizg
伾	pizr	0	pizr
佁	yizj	0	yizj
佃	dmza	0	dmz
佖	bizv	0	bizv
佗	tozg	0	toz
佘	uedq	0	uedq
佚	yizs	0	yizs
佝	gzzj	0	gzz
佞	nkzm	0	nkz
佤	wazs	0	waz
佥	qmpp	0	qmp
佯	yhzb	0	yhzb
佴	ndzm	0	ndz
佶	jizj	0	jizj
佸	hozj	0	hozj
佺	qrzt	0	qrz
佻	tnzn	0	tnz
佼	jnze	0	jnze
佽	cizd	0	cizd
佾	yizr	0	yizr
侁	ufzn	0	ufzn
侂	tozg	0	tozg
侈	iizx	0	iiz
侉	kxzz	0	kxz
侏	vuzs	0	vuzs
侑	yzzr	0	yzzr
侔	mzzn	0	mzz
侗	dszj	0	dsz
侘	iazg	0	iaz
侩	kkzk	0	kkz
侪	idzy	0	idz
侴	izdo	0	izd
侹	tkzo	0	tkzo
俅	qqzd	0	qqzd
俍	llzw	0	llzw
俎	zudr	0	zud
俐	lize	0	lize
俑	ysze	0	ysze
俙	xizg	0	xiz
俚	lizw	0	lizw
俜	pkzz	0	pkzz
俟	qizs	0	qiz
俟	sizs	0	sizs
俣	yuzv	0	yuzv
俦	izzn	0	izzn
俨	yjzk	0	yjz
俪	lizd	0	lizd
俫	ldzk	0	ldz
俳	pdzx	0	pdz
俵	bnzg	0	bnz
俶	iuzg	0	iuzg
俸	fgze	0	fgz
俾	bizb	0	bizb
倌	grzh	0	grz
倏	uuzv	0	uuzv
倓	tjzw	0	tjzw
倔	jtzu	0	jtz
倕	ivzr	0	ivz
倜	tizj	0	tizj
倞	jkzf	0	jkz
倥	kszs	0	ksz
倧	zszq	0	zsz
倨	juzg	0	juzg
倬	vozb	0	voz
倭	wozm	0	woz
倮	loza	0	loz
倴	bfzq	0	bfz
倻	yezy	0	yez
偁	igzr	0	igzr
偃	yjzm	0	yjzm
偈	jizl	0	jizl
偌	rozj	0	rozj
偎	wwzl	0	wwzl
偓	wozh	0	wozh
偕	xpzl	0	xpz
偡	vjzz	0	vjz
偬	zszv	0	zszv
偭	mmzl	0	mmz
偰	xpzv	0	xpzv
偲	cdzv	0	cdz
偻	lzzm	0	lzz
偻	lvzm	0	lvzm
偾	ffzq	0	ffzq
傀	kvzn	0	kvz
傃	suzf	0	suzf
傈	liza	0	liza
傉	nuzn	0	nuz
傒	xizv	0	xizv
傕	jtzp	0	jtzp
傣	ddzo	0	ddzo
傥	thzn	0	thzn
傧	bbzv	0	bbz
傩	nozp	0	noz
傺	iizq	0	iizq
僇	luzk	0	luz
僎	vrzv	0	vrzv
僔	zyzn	0	zyz
僖	xizj	0	xizj
僦	jqzk	0	jqz
僬	jnzw	0	jnzw
僭	jmza	0	jmza
僮	tszw	0	tszw
僰	bogd	0	bog
僳	suzb	0	suzb
儆	jkzg	0	jkzg
儇	xrzg	0	xrz
儋	djzm	0	djzm
儡	lwza	0	lwz
儦	bnzw	0	bnzw
儳	ijzx	0	ijz
儴	rhzg	0	rhz
兀	wunn	0	wunn
兕	siyn	0	siy
兖	yjbn	0	yjb
兢	jkrn	0	jkr
冁	ijsl	0	ijsl
冏	jslj	0	jsl
冔	xulx	0	xul
冕	mmlx	0	mml
冗	rssd	0	rss
冮	ghos	0	ghos
冱	huod	0	huod
冼	xmon	0	xmon
冽	lpoo	0	lpo
凇	ssok	0	sso
凋	dnoj	0	dno
凓	lioa	0	lioa
凘	siof	0	sio
凫	fucd	0	fucd
凼	dhol	0	dho
刈	yieo	0	yieo
刍	iumm	0	iumm
刎	wfxo	0	wfx
刖	ytro	0	ytr
刬	ijbo	0	ijbo
刭	jkso	0	jkso
刳	kuvo	0	kuvo
刽	gvdo	0	gvd
刿	gvuo	0	gvu
剀	kduo	0	kduo
剅	lzro	0	lzr
剋	kwro	0	kw
剌	lago	0	lag
剐	gxjo	0	gxj
剕	fwxo	0	fwxo
剜	wjso	0	wjso
剞	jivo	0	jivo
剟	dogo	0	dog
剡	ujwo	0	ujwo
剽	pnyo	0	pnyo
劁	qnpo	0	qnpo
劂	jtco	0	jtc
劄	vamo	0	vamo
劐	hoqo	0	hoqo
劓	yilo	0	yilo
劢	mdrk	0	mdrk
劬	qulk	0	qul
劭	ucok	0	ucok
劼	jppk	0	jppk
劾	hebk	0	heb
勍	qkkk	0	qkk
勐	mgxk	0	mgxk
勔	mmlk	0	mmlk
勖	xulk	0	xulk
勚	yiik	0	yii
勠	lunk	0	lun
勰	xpkv	0	xpkv
匍	pull	0	pul
匏	pcvt	0	pcvt
匐	fula	0	fula
匜	yilh	0	yilh
匝	zalg	0	zal
匦	gvlh	0	gvlh
匮	kvlq	0	kvl
匼	kelj	0	kel
匾	bmlq	0	bml
卅	saqq	0	saq
卉	hvbq	0	hvbq
卞	bmbs	0	bmb
卟	bujs	0	bujs
卣	yzsr	0	yzs
卬	ahyy	0	ahy
卮	vikt	0	vikt
卺	jbzt	0	jbzt
厍	uecc	0	uec
厖	mhcd	0	mhc
厣	yjca	0	yjca
厥	jtcd	0	jtcd
厩	jqcn	0	jqc
厮	sicf	0	sicf
厾	duzk	0	duz
叁	sjkr	0	sjk
叆	airg	0	air
叇	ddro	0	ddr
叕	vogg	0	vog
叚	xxzg	0	xxzg
叟	szlg	0	szl
叱	iijg	0	iij
叵	polj	0	polj
叻	lejk	0	lej
叼	dnjr	0	dnjr
叽	jijd	0	jij
吆	ycjf	0	ycjf
吒	vajg	0	vajg
吠	fwjv	0	fwjv
吡	bijg	0	bijg
吣	qbjv	0	qbj
吮	uyjn	0	uyj
吲	ybjy	0	ybjy
吽	hsjn	0	hsjn
呇	mfoj	0	mfo
呋	fujv	0	fujv
呒	mmja	0	mmj
呓	yijz	0	yijz
呔	ddjv	0	ddjv
呖	lijk	0	lijk
呙	gojd	0	goj
呣	mmjl	0	mmjl
呤	lkjv	0	lkj
呱	gujb	0	gujb
呱	gxjb	0	gxjb
呲	cijg	0	cij
呶	ncjg	0	ncj
呷	xxja	0	xxja
呸	pwjr	0	pwj
咀	jujr	0	juj
咀	zvjr	0	zvjr
咂	zajg	0	zajg
咄	doju	0	doju
咆	pcjt	0	pcj
咇	bijv	0	bijv
咉	yhjv	0	yhj
咍	hdjj	0	hdjj
咎	jqgj	0	jqgj
咔	kajs	0	kajs
咙	lsjk	0	lsj
咚	dsjd	0	dsj
咛	nkjn	0	nkj
咝	sijf	0	sijf
咡	erjm	0	erj
咣	gljn	0	glj
咤	vajg	0	vajg
咥	xijh	0	xijh
咫	vitv	0	vitv
咴	hvjw	0	hvj
咺	xrjr	0	xrjr
咻	xqja	0	xqja
咿	yijk	0	yijk
哂	ufjy	0	ufjy
哃	tsjj	0	tsj
哌	pdjn	0	pdj
哏	gfjw	0	gfj
哐	kljt	0	klj
哓	xnjh	0	xnjh
哔	bijb	0	bijb
哕	hvjx	0	hvjx
哕	ytjx	0	ytjx
哙	kkjk	0	kkj
哚	doja	0	doja
哝	nsjg	0	nsj
哞	mzjn	0	mzj
哢	lsjq	0	lsjq
哧	iijy	0	iijy
哱	bojx	0	boj
哳	vajf	0	vajf
哽	ggje	0	ggj
哿	gekn	0	gek
唁	yjjm	0	yjjm
唆	sojg	0	soj
唏	xijg	0	xijg
唛	mdjg	0	mdj
唝	hsjq	0	hsjq
唢	sojq	0	sojq
唣	zcjg	0	zcjg
唧	jijy	0	jijy
唪	fgje	0	fgj
唬	hujd	0	hujd
唰	uxjo	0	uxj
唳	lijv	0	lijv
唵	anja	0	anj
唷	yojr	0	yoj
唼	uajm	0	uajm
唿	hujv	0	hujv
啁	vcjj	0	vcj
啁	vzjj	0	vzjj
啄	vojy	0	voj
啉	lbja	0	lbj
啐	cvjb	0	cvj
啕	tcjb	0	tcjb
啖	djjw	0	djj
啜	ikjg	0	ikj
啜	iojg	0	ioj
啧	zejq	0	zejq
啫	veja	0	vej
啬	sebj	0	seb
啭	vrjk	0	vrj
啮	npjl	0	npj
啰	lojx	0	lojx
啴	ijjs	0	ijj
啵	bojh	0	bojh
啶	dkjl	0	dkjl
啷	lhjy	0	lhj
啻	iisj	0	iis
啾	jqjw	0	jqj
喁	ysjo	0	ysjo
喁	yujo	0	yujo
喃	njjb	0	njj
喆	vepj	0	vep
喈	jpjl	0	jpj
喋	dpja	0	dpj
喋	vaja	0	vaja
喏	nojj	0	noj
喑	ybje	0	ybje
喙	hvjy	0	hvjy
喟	kvjr	0	kvj
喤	hljt	0	hlj
喱	lijw	0	lijw
喳	iajr	0	iaj
喳	vajr	0	vajr
喹	kvjp	0	kvjp
喾	kusj	0	kusj
嗄	uajg	0	uajg
嗉	sujf	0	suj
嗌	aijt	0	aijt
嗌	yijt	0	yijt
嗍	sojr	0	sojr
嗐	hdjj	0	hdjj
嗑	kejt	0	kejt
嗔	ifjv	0	ifj
嗝	gejh	0	gejh
嗞	zijf	0	zijf
嗟	jpjs	0	jpjs
嗤	iijw	0	iijw
嗥	hcjb	0	hcjb
嗦	sojf	0	sojf
嗪	qbjc	0	qbjc
嗫	npjg	0	npjg
嗬	hejn	0	hejn
嗳	aijg	0	aijg
嗵	tsjo	0	tsjo
嗷	aojg	0	aoj
嗾	szjs	0	szjs
嘁	qijf	0	qijf
嘈	ccja	0	ccj
嘌	pnjq	0	pnj
嘏	gurg	0	gurg
嘘	uijr	0	uijr
嘘	xujr	0	xujr
嘚	dejn	0	dej
嘚	dwjn	0	dwj
嘞	lwjk	0	lwj
嘟	dujy	0	duj
嘡	thjp	0	thj
嘣	bgjr	0	bgj
嘤	ykjm	0	ykj
嘧	miju	0	miju
嘬	zojg	0	zojg
嘭	pgjk	0	pgj
嘹	lnjf	0	lnj
噀	xyjv	0	xyjv
噂	zyjn	0	zyj
噇	iljw	0	ilj
噌	cgja	0	cgj
噍	jnjw	0	jnjw
噎	yejr	0	yejr
噔	dgjr	0	dgj
噗	pujm	0	puj
噘	jtjd	0	jtjd
噙	qbjo	0	qbjo
噜	luja	0	luj
噤	jbjq	0	jbjq
噩	eerr	0	eer
噫	yijv	0	yijv
噱	xtjy	0	xtj
噻	sdjp	0	sdj
噼	pijh	0	pijh
嚄	hojg	0	hoj
嚅	rujl	0	ruj
嚆	hcjj	0	hcjj
嚏	tijl	0	tijl
嚓	cajq	0	caj
嚓	iajq	0	iajq
嚚	ybjj	0	ybjj
嚭	pipj	0	pip
嚯	hojp	0	hojp
囔	nhjg	0	nhj
囟	xbqq	0	xbqq
囡	njim	0	nji
囤	dyiz	0	dyi
囤	tyiz	0	tyi
囫	huix	0	hui
囱	csqq	0	csqq
囵	lyig	0	lyi
囷	qyic	0	qyi
囹	lkiv	0	lki
囿	yzir	0	yzi
圃	puil	0	pui
圄	yuij	0	yui
圉	yuib	0	yuib
圊	qkir	0	qkir
圌	ivil	0	ivi
圐	kuil	0	kui
圙	ltil	0	lti
圜	hrig	0	hri
圜	yrig	0	yrig
圢	tkpn	0	tkpn
圩	wwpx	0	wwp
圩	xupx	0	xupx
圪	gepz	0	gep
圫	topg	0	topg
圬	wupz	0	wupz
圮	pipt	0	pipt
圯	yipt	0	yipt
圲	qmpx	0	qmpx
圹	klpc	0	klp
圻	qipf	0	qipf
坉	typz	0	typ
坋	ffpo	0	ffpo
坌	bfvp	0	bfvp
坍	tjpb	0	tjpb
坒	bigp	0	bigp
坜	lipk	0	lip
坥	qupr	0	qup
坩	gjpi	0	gjp
坫	dmpj	0	dmp
坬	gxpb	0	gxpb
坬	wapb	0	wap
坭	nipg	0	nip
坯	pipr	0	pipr
坰	jspj	0	jsp
坳	aopk	0	aop
坷	kepn	0	kepn
坻	dipn	0	dipn
坼	iepf	0	iep
坽	lkpv	0	lkp
垆	lupt	0	lup
垈	ddzp	0	ddzp
垌	dspj	0	dsp
垌	tspj	0	tsp
垍	jipl	0	jipl
垎	hepg	0	hepg
垏	lvpd	0	lvp
垓	gdpd	0	gdp
垕	hzkp	0	hzk
垙	glpn	0	glp
垚	ycpp	0	ycpp
垛	dopa	0	dopa
垞	iapg	0	iap
垟	yhpb	0	yhp
垠	ybpw	0	ybp
垡	fazp	0	fazp
垤	dpph	0	dpp
垦	kfwp	0	kfwp
垧	uhpq	0	uhp
垩	eeep	0	eeep
垭	yape	0	yap
垯	dapo	0	dap
垱	dhpd	0	dhp
垲	kdpt	0	kdp
垴	ncpl	0	ncp
垵	anpm	0	anp
垸	yrpn	0	yrpn
垺	fupx	0	fup
垾	hjpx	0	hjp
垿	xupg	0	xupg
埂	ggpe	0	ggp
埆	qtph	0	qtp
埇	yspe	0	ysp
埌	lhpw	0	lhp
埏	ujpo	0	ujp
埒	lppn	0	lpp
埕	igpt	0	igpt
埗	bupk	0	bupk
埘	uipn	0	uipn
埙	xypq	0	xyp
