词	简码	候选位	级别
时间限制	ujxv	1	4
神经纤维	ujxw	1	4
神经元	ujy	2	3
书记员	ujy	3	3
始建于	ujy	4	3
受教育	ujy	5	3
水经验	ujy	6	3
世界语	ujy	7	3
时间一到	ujyd	2	4
瞬间移动	ujyd	3	4
时机已到	ujyd	4	4
杀鸡焉用牛刀	ujyd	5	4
时间一长	ujyi	2	4
世界遗产	ujyi	3	4
时间一久	ujyj	3	4
世界一流	ujyl	2	4
手机验证码	ujym	1	4
世界一流水平	ujyp	1	4
时间一分一秒地过去	ujyq	1	4
实机演示	ujyu	4	4
身居要职	ujyv	1	4
身居要位	ujyw	1	4
时间有限	ujyx	1	4
实际应用	ujyy	3	4
手机应用	ujyy	4	4
世界坐标	ujzb	1	4
是金子总会发光的	ujzd	3	4
是金子总会发光	ujzg	1	4
设计总监	ujzj	1	4
视觉暂留	ujzl	1	4
世界足球先生	ujzu	2	4
世界坐标系	ujzx	1	4
暑假作业	ujzy	1	4
实际作用	ujzy	2	4
上机作业	ujzy	3	4
时刻	uk	2	2
深刻	uk	3	2
时刻表	ukb	1	3
时刻保持	ukbi	2	4
舒克贝塔	ukbt	1	4
深刻把握	ukbw	2	4
时刻保持联系	ukbx	1	4
甩开膀子	ukbz	1	4
深刻地	ukd	1	3
收快递	ukd	2	3
深刻的变化	ukdh	1	4
时刻都在	ukdz	1	4
首开风气	ukfq	1	4
深刻反思	ukfs	1	4
蛇口蜂针	ukfv	1	4
说空话	ukh	1	3
深空灰	ukh	2	3
书刊号	ukh	3	3
时空回溯	ukhs	1	4
舒克和贝塔	ukht	1	4
伤口处	uki	1	3
时空穿越	ukiy	1	4
收款机	ukj	1	3
刷卡机	ukj	2	3
授课计划	ukjh	1	4
数控机床	ukji	1	4
时空警察	ukji	2	4
首开纪录	ukjl	1	4
深刻记忆	ukjy	1	4
闪客快打	ukkd	2	4
说开了	ukl	2	3
屎壳郎	ukl	3	3
顺口溜	ukl	4	3
上课铃	ukl	5	3
深刻领会	uklh	1	4
深刻理解	uklj	1	4
收款码	ukm	2	3
是可能	ukn	2	3
是可能的	uknd	1	4
时刻陪伴	ukpb	1	4
删库跑路	ukpl	1	4
说开去	ukq	1	3
收款人	ukr	1	3
是可忍，孰不可忍	ukrr	1	4
是可忍孰不可忍	ukrr	2	4
绳捆索绑	uksb	1	4
时空隧道	uksd	1	4
深刻思想	uksx	1	4
伤口撒盐	uksy	1	4
时刻提醒	uktx	1	4
烧开水	uku	1	3
漱口水	uku	2	3
双卡双待	ukud	1	4
士可杀不可辱	ukur	1	4
矧可射思	ukus	1	4
伤口上撒盐	ukuy	1	4
受控制	ukv	2	3
实况转播	ukvb	1	4
时刻准备	ukvb	2	4
生克制化	ukvh	1	4
声卡战士	ukvu	1	4
时刻准备着	ukvv	1	4
省科委	ukw	1	3
深刻性	ukx	1	3
上框线	ukx	2	3
刷卡消费	ukxf	1	4
是可以	uky	1	3
手快有	uky	2	3
是可以的	ukyd	1	4
矧可射思	ukys	1	4
手快有手慢无	ukyw	1	4
深刻印象	ukyx	1	4
手口足病	ukzb	1	4
书刊杂志	ukzv	2	4
上来	ul	2	2
数量	ul	3	2
审理案件	ulaj	1	4
上礼拜	ulb	2	3
视力表	ulb	3	3
上两百	ulb	4	3
生理变化	ulbh	1	4
傻了吧唧	ulbj	2	4
双链笔记	ulbj	3	4
师老兵疲	ulbp	1	4
实力不强	ulbq	1	4
实力不容小觑	ulbq	2	4
说了不算	ulbs	2	4
实力不俗	ulbs	3	4
十里不同俗	ulbs	4	4
说了半天	ulbt	1	4
生理不适	ulbu	1	4
说了白说	ulbu	2	4
实力暴涨	ulbv	2	4
上梁不正下梁歪	ulbw	3	4
实力不允许	ulbx	2	4
十里不同音	ulby	2	4
数量词	ulc	2	3
说来惭愧	ulck	1	4
熟练度	uld	1	3
手榴弹	uld	2	3
熟练地	uld	3	3
水帘洞	uld	4	3
市领导	uld	5	3
顺利到达	uldd	2	4
杀戮地带	uldd	3	4
闪亮登场	uldi	1	4
熟练得让人心疼	uldt	1	4
熟练的让人心疼	uldt	2	4
实力倒退	uldt	3	4
上了大学	uldx	1	4
实力大增	uldz	1	4
适龄儿童	ulet	1	4
水立方	ulf	1	3
失了分寸	ulfc	1	4
上了飞机	ulfj	1	4
事了拂衣去，深藏功与名	ulfm	1	4
事了拂衣去	ulfq	1	4
上了发条	ulft	1	4
顺利发展	ulfv	1	4
十来个	ulg	1	3
失落感	ulg	2	3
少了个	ulg	3	3
熟练工	ulg	4	3
输卵管	ulg	5	3
水落归槽	ulgc	2	4
十六宫格	ulgg	1	4
顺利过关	ulgg	2	4
睡了个觉	ulgj	1	4
双料冠军	ulgj	2	4
生理功能	ulgn	1	4
摔了个狗啃泥	ulgn	2	4
摔了个大马趴	ulgp	1	4
杀了个回马枪	ulgq	1	4
使了个颜色	ulgs	2	4
数量关系	ulgx	1	4
伸了个懒腰	ulgy	1	4
商量好	ulh	1	3
省略号	ulh	2	3
数理化	ulh	3	3
受了寒	ulh	4	3
生理活动	ulhd	2	4
睡了会儿	ulhe	3	4
数理化政史地生	ulhu	1	4
狩猎场	uli	1	3
售楼处	uli	2	3
熟练程度	ulid	1	4
十里长亭	ulit	1	4
数量级	ulj	2	3
睡懒觉	ulj	3	3
士力架	ulj	4	3
省略句	ulj	5	3
收录机	ulj	6	3
水利局	ulj	7	3
生理健康	uljk	2	4
胜利结算	uljs	1	4
杀戮尖塔	uljt	3	4
上来就是	ulju	2	4
神龙见首不见尾	uljw	1	4
顺利举行	uljx	4	4
十聋九哑	uljy	1	4
史料记载	uljz	1	4
上来看	ulk	1	3
十六开	ulk	2	3
数量可观	ulkg	1	4
史莱克七怪	ulkg	2	4
舒了口气	ulkq	1	4
顺利开展	ulkv	1	4
胜利凯旋	ulkx	1	4
湿漉漉	ull	1	3
水灵灵	ull	2	3
湿淋淋	ull	3	3
神里绫华的狗	ullg	1	4
山里灵活的狗	ullg	2	4
神里绫华	ullh	2	4
山里灵活	ullh	3	4
水里来火里去	ullq	2	4
树立理想	ullx	1	4
水陆两用	ully	2	4
说漏了嘴	ullz	1	4
睡了吗	ulm	1	3
史莱姆	ulm	2	3
耍流氓	ulm	3	3
视力模糊	ulmh	2	4
十来年	uln	2	3
上了年纪	ulnj	1	4
手里拿着	ulnv	1	4
实力派	ulp	1	3
耍赖皮	ulp	2	3
十里坡剑神	ulpu	1	4
手里捧着	ulpv	1	4
说来巧	ulq	1	3
生理期	ulq	2	3
石榴裙	ulq	3	3
神乐七奈	ulqn	2	4
神楽七奈	ulqn	3	4
十六七岁	ulqs	1	4
石榴裙下	ulqx	1	4
收揽人心	ulrx	1	4
说来容易	ulry	1	4
说了算	uls	1	3
少林寺	uls	2	3
十六岁	uls	3	3
深蓝色	uls	4	3
十来岁	uls	5	3
上了锁	uls	6	3
少啰嗦	uls	7	3
水龙头	ult	1	3
十来天	ult	2	3
矢量图	ult	3	3
省略图	ult	4	3
顺利通过	ultg	1	4
十里桃花	ulth	1	4
数理统计	ultj	1	4
顺利推进	ultj	2	4
说来听听	ultt	2	4
生理特征	ultv	2	4
神罗天征	ultv	3	4
上来说	ulu	1	3
受了伤	ulu	2	3
试了试	ulu	3	3
数了数	ulu	4	3
说了说	ulu	5	3
手拉手	ulu	6	3
生理上	ulu	7	3
顺利上岸	ulua	2	4
收了神通吧	ulub	1	4
十连双黄	uluh	2	4
谁来谁死	ulus	2	4
少林圣僧	ulus	3	4
收了神通	ulut	1	4
顺利实现	ulux	2	4
胜利者	ulv	1	3
狩猎者	ulv	2	3
石乐志	ulv	3	3
瘦脸针	ulv	4	3
数量众多	ulvd	1	4
说了这么多	ulvd	2	4
势利之交	ulvj	1	4
胜利召开	ulvk	1	4
生理周期	ulvq	2	4
少来这一套	ulvt	1	4
手拉着手	ulvu	2	4
审理之中	ulvv	1	4
熟练掌握	ulvw	1	4
收敛止血	ulvx	1	4
刷礼物	ulw	1	3
受了委屈	ulwq	1	4
商量下	ulx	1	3
试了下	ulx	2	3
双螺旋	ulx	3	3
生了锈	ulx	4	3
神劳形瘁	ulxc	1	4
实力相当	ulxd	1	4
售楼小姐	ulxj	2	4
生理需求	ulxq	3	4
势利小人	ulxr	2	4
生理需要	ulxy	1	4
傻了眼	uly	1	3
伸懒腰	uly	2	3
势利眼	uly	3	3
上了瘾	uly	4	3
少了一个	ulyg	1	4
说了一句	ulyj	2	4
睡了一觉	ulyj	3	4
摔了一跤	ulyj	4	4
上了一课	ulyk	2	4
湿了眼眶	ulyk	3	4
输了赢了	ulyl	1	4
说来也巧	ulyq	1	4
生理因素	ulys	3	4
试了一下	ulyx	1	4
商量一下	ulyx	2	4
手留余香	ulyx	3	4
省立医院	ulyy	1	4
伸了一个懒腰	ulyy	2	4
说漏嘴	ulz	2	3
甩脸子	ulz	3	3
树林子	ulz	4	3
舍利子	ulz	5	3
上了贼船	ulzi	2	4
是骡子是马拉出来遛遛	ulzl	1	4
是骡子是马，拉出来溜溜	ulzl	2	4
是骡子是马	ulzm	1	4
矢量字体	ulzt	1	4
水力资源	ulzy	1	4
水利资源	ulzy	2	4
说明	um	1	2
神秘	um	2	2
什么啊	uma	1	3
上门按摩	umam	1	4
生命安全	umaq	1	4
说明白	umb	1	3
圣母婊	umb	2	3
书面表达	umbd	1	4
使命必达	umbd	2	4
说明白点	umbd	3	4
什么办法	umbf	1	4
数码变焦	umbj	1	4
生命不止	umbv	1	4
睡眠不足	umbz	1	4
什么错	umc	1	3
书面材料	umcl	1	4
生命财产安全	umcq	1	4
双盲测试	umcu	1	4
什么都	umd	1	3
神秘大奖	umdj	1	4
水墨丹青	umdq	1	4
神马东西	umdx	1	4
神马东锡	umdx	2	4
神马都是浮云	umdy	3	4
升米恩斗米仇	umei	2	4
双盲法	umf	1	3
神秘复苏	umfs	1	4
什么鬼	umg	1	3
神秘感	umg	2	3
审美观	umg	3	3
使命感	umg	4	3
水磨功夫	umgf	1	4
实名观看	umgk	1	4
神秘顾客	umgk	2	4
审美过时	umgu	1	4
水墨画	umh	1	3
说梦话	umh	2	3
书名号	umh	3	3
沙漠化	umh	4	3
神秘化	umh	5	3
声名赫赫	umhh	1	4
神秘海域	umhy	1	4
什么仇	umi	1	3
商贸城	umi	2	3
寿命长	umi	3	3
生命诚可贵	umig	1	4
什么叫	umj	1	3
湿毛巾	umj	2	3
双面胶	umj	3	3
实名举报	umjb	1	4
神秘嘉宾	umjb	2	4
睡眠监测	umjc	1	4
双眉紧蹙	umjc	2	4
双面间谍	umjd	1	4
实木家具	umjj	1	4
审美降级	umjj	2	4
说没就没	umjm	1	4
生命尽头	umjt	1	4
数码技术	umju	2	4
生命迹象	umjx	1	4
审美畸形	umjx	2	4
书面记载	umjz	1	4
生面孔	umk	1	3
生命可贵	umkg	1	4
数码科技	umkj	1	4
生命力	uml	1	3
说明了	uml	2	3
手慢了	uml	3	3
睡梦罗汉	umlh	1	4
神秘老人	umlr	1	4
沙漠骆驼	umlt	1	4
生命力旺盛	umlu	1	4
说明理由	umly	1	4
说明来意	umly	2	4
神秘面纱	ummu	1	4
圣母玛丽亚	ummy	1	4
什么呢	umn	1	3
盛名难却	umnq	1	4
上门女婿	umnx	1	4
神秘女子	umnz	1	4
神秘男子	umnz	2	4
树莓派	ump	1	3
审美疲劳	umpl	1	4
舍命陪君子	umpz	1	4
署名权	umq	1	3
水煤气	umq	2	3
上门取件	umqj	1	4
神马情况	umqk	1	4
上门乞讨	umqt	1	4
生命起源	umqy	1	4
什么人	umr	1	3
睡美人	umr	2	3
双面人	umr	3	3
神目如电	umrd	1	4
双目如炬	umrj	2	4
实名认证	umrv	1	4
收买人心	umrx	1	4
史密斯	ums	1	3
史密斯专员	umsy	1	4
生命体	umt	1	3
杀马特	umt	2	3
水蜜桃	umt	3	3
睡眠瘫痪	umth	1	4
生命体征	umtv	1	4
书面通知	umtv	2	4
水蜜桃轴	umtv	3	4
神庙逃亡	umtw	1	4
实迷途其未远	umty	1	4
什么是	umu	1	3
什么事	umu	2	3
市面上	umu	3	3
说明书	umu	4	3
说没说过	umug	1	4
甚么时候	umuh	1	4
神马事情	umuq	1	4
实名上网	umuw	1	4
双盲实验	umuy	1	4
神秘失踪	umuz	1	4
生命值	umv	1	3
睡梦中	umv	2	3
生命中	umv	3	3
实名制	umv	4	3
生命中的	umvd	1	4
生米煮成熟饭	umvf	1	4
生命之歌	umvg	1	4
上面这个	umvg	2	4
睡眠质量	umvl	1	4
沙漠之狼	umvl	2	4
生命周期	umvq	1	4
省民政厅	umvt	1	4
盛名之下无虚士	umvu	1	4
上面这种	umvv	1	4
上面这些	umvx	1	4
盛名之下	umvx	2	4
生命之源	umvy	2	4
舒眉展眼	umvy	3	4
双马尾	umw	1	3
手慢无	umw	2	3
说明文	umw	3	3
说明文档	umwd	1	4
说明文件	umwj	1	4
双目微眯	umwm	1	4
说明问题	umwt	1	4
生命危险	umwx	1	4
石墨烯	umx	1	3
生命线	umx	2	3
说明性	umx	3	3
舍命相救	umxj	2	4
数码相框	umxk	1	4
实名羡慕	umxm	1	4
神秘现象	umxx	2	4
是没有	umy	1	3
什么样	umy	2	3
什么也	umy	3	3
守门员	umy	4	3
枢密院	umy	5	3
圣母院	umy	6	3
书面语	umy	7	3
舍命一击	umyj	1	4
受命于天	umyt	1	4
双目圆睁	umyv	1	4
声名远扬	umyy	1	4
数目字	umz	1	3
生命在于运动	umzd	1	4
生米做成熟饭	umzf	1	4
上门自提	umzt	1	4
鼠眉贼眼	umzy	1	4
十年	un	1	2
少女	un	2	2
少年	un	3	2
施耐庵	una	1	3
少年阿宾	unab	1	4
少年班	unb	1	3
史努比	unb	2	3
水泥板	unb	3	3
少年不知精子贵	unbg	1	4
商女不知亡国恨	unbh	1	4
神农本草经	unbj	1	4
少年不努力	unbl	1	4
十年不开张	unbv	1	4
十年不晚	unbw	1	4
少年不识愁滋味	unbw	2	4
手脑并用	unby	1	4
少年队	und	1	3
上年度	und	2	3
水泥钉	und	3	3
少年得志	undv	1	4
少年犯	unf	1	3
少年夫妻老来伴	unfb	1	4
尚能饭否	unff	1	4
少年夫妻一枝花	unfh	1	4
水泥封心	unfx	1	4
是那个	ung	1	3
是哪个	ung	2	3
是能够	ung	3	3
谁能够	ung	4	3
少年宫	ung	5	3
少年感	ung	6	3
圣女果	ung	7	3
输尿管	ung	8	3
是那个吗	ungm	1	4
水泥工业	ungy	1	4
数年后	unh	1	3
少女怀春	unhi	2	4
鼠牛虎兔龙蛇马羊猴鸡狗猪	unhv	1	4
十年寒窗无人问	unhw	1	4
十年河东，十年河西	unhx	1	4
水泥厂	uni	1	3
神农尝百草	unic	1	4
水泥产量	unil	1	4
霎那间	unj	1	3
伤脑筋	unj	2	3
数年间	unj	3	3
上年纪	unj	4	3
神农架	unj	5	3
少女卷轴	unjv	1	4
十年九不遇	unjy	1	4
受虐狂	unk	1	3
施虐狂	unk	2	3
室内空气	unkq	1	4
是哪里	unl	1	3
是那里	unl	2	3
少年郎	unl	3	3
水泥路	unl	4	3
十年老兵	unlb	1	4
十年老粉	unlf	1	4
说哪里话	unlh	1	4
少女萝莉	unll	1	4
十年老粉不请自来	unll	2	4
山南路远	unly	1	4
是那么	unm	1	3
是你吗	unm	2	3
是那么的	unmd	1	4
睡你麻痹起来嗨	unmh	1	4
睡你妈逼起来嗨	unmh	2	4
十年磨一剑	unmj	2	4
少奶奶	unn	1	3
神女劈观	unpg	1	4
是你飘了还是我握不住刀了	unpl	1	4
十年怕井绳	unpu	1	4
十年前	unq	1	3
数年前	unq	2	3
少女祈祷	unqd	1	4
少年强则国强	unqq	1	4
上哪去找	unqv	1	4
少女祈祷中	unqv	2	4
受虐倾向	unqx	1	4
少女前线	unqx	2	4
少年人	unr	1	3
受难日	unr	2	3
十年如一日	unrr	1	4
树挪死，人挪活	unsh	1	4
树挪死人挪活	unsh	2	4
士女图	unt	1	3
上年同期	untq	1	4
水逆退散	unts	1	4
室内天线	untx	1	4
神农氏	unu	1	3
少女时代	unud	1	4
室内设计	unuj	1	4
十年生死两茫茫	unum	2	4
十年树木，百年树人	unur	1	4
耍弄手腕	unuw	1	4
孰难孰易	unuy	1	4
生男生女都一样	unuy	2	4
是哪种	unv	1	3
受难者	unv	2	3
霎那之间	unvj	1	4
盛怒之下	unvx	1	4
十年之约	unvy	1	4
是哪位	unw	1	3
室内外	unw	2	3
省内外	unw	3	3
室内污染	unwr	1	4
恕你无罪	unwz	1	4
是那些	unx	1	3
少女心	unx	2	3
谁能想到	unxd	1	4
室内效果	unxg	1	4
谁能相信	unxx	1	4
是那样	uny	1	3
少年游	uny	2	3
十年饮冰	unyb	1	4
少女乐队	unyd	1	4
是那样的	unyd	2	4
受你影响	unyx	1	4
十年饮冰，难凉热血	unyx	2	4
室女座	unz	1	3
水能载舟	unzv	1	4
水能载舟亦能覆舟	unzv	2	4
杀牛宰羊	unzy	1	4
时间	uo	2	2
世界	uo	3	2
说：“	uo	4	2
视频	up	1	2
水平	up	2	2
商品	up	3	2
食品安全	upaq	1	4
沙坪坝	upb	1	3
审批表	upb	2	3
竖排版	upb	3	3
视频播放	upbf	1	4
伤皮不伤骨	upbg	1	4
视频编辑	upbj	1	4
视频播放器	upbq	1	4
视频裁判	upcp	1	4
蛇皮袋	upd	1	3
食品店	upd	2	3
视频电话	updh	1	4
售票大厅	updt	1	4
商品房	upf	1	3
审判方式	upfu	1	4
审判官	upg	1	3
晒屁股	upg	2	3
晒屁股了	upgl	1	4
食品公司	upgs	1	4
视频工作者	upgv	1	4
审批工作	upgz	1	4
商品化	uph	1	3
受迫害	uph	2	3
食品化工	uphg	1	4
视频会议	uphy	1	4
视频会员	uphy	2	4
售票处	upi	1	3
食品厂	upi	2	3
刷跑车	upi	3	3
刷跑车加微信	upix	1	4
U盘	upj	1	3
受排挤	upj	2	3
收盘价	upj	3	3
商品价格	upjg	1	4
审判机关	upjg	2	4
商品交易会	upjh	2	4
视频教程	upji	1	4
生平仅见	upjj	2	4
视频剪辑	upjj	3	4
双拼加形	upjx	1	4
诗朋酒友	upjy	1	4
售票口	upk	1	3
适配卡	upk	2	3
视频卡	upk	3	3
食品科学	upkx	1	4
收破烂	upl	1	3
上坡路	upl	2	3
拾破烂	upl	3	3
收破烂的	upld	1	4
拾破烂的	upld	2	4
上坡路段	upld	3	4
说漂亮话	uplh	1	4
审批流程	upli	1	4
视频聊天	uplt	2	4
视频录像	uplx	1	4
水平面	upm	1	3
商品名	upm	2	3
双皮奶	upn	1	3
双拼奶茶	upni	1	4
商品拍卖	uppm	1	4
耍脾气	upq	1	3
适配器	upq	2	3
审判日	upr	1	3
审批人	upr	2	3
水平如镜	uprj	1	4
视频软件	uprj	2	4
上屏速度	upsd	1	4
售票厅	upt	1	3
耍派头	upt	2	3
视频通话	upth	1	4
食品添加剂	uptj	2	4
山坡上	upu	1	3
谁怕谁	upu	2	3
水平上	upu	3	3
商品税	upu	4	3
双排上分	upuf	1	4
视频时长	upui	1	4
视频申诉	upus	1	4
视频水印	upuy	1	4
up主	upv	1	3
审判长	upv	2	3
视频制作	upvz	1	4
视频文件	upwj	1	4
食品污染	upwr	1	4
视频网站	upwv	1	4
水平线	upx	1	3
视平线	upx	2	3
顺坡下驴	upxl	1	4
射频消融	upxr	1	4
商品销售	upxu	1	4
视频下载	upxz	1	4
售票员	upy	1	3
审判员	upy	2	3
受聘于	upy	3	3
水平仪	upy	4	3
食品药品监督管理局	upyj	1	4
食品药品	upyp	1	4
双聘院士	upyu	1	4
水平有限	upyx	1	4
生僻字	upz	1	3
水瓶座	upz	2	3
屎盆子	upz	3	3
耍贫嘴	upz	4	3
蛇皮走位	upzw	1	4
事情	uq	1	2
上去	uq	2	2
失去	uq	3	2
受气包	uqb	1	3
申请表	uqb	2	3
神奇般	uqb	3	3
神奇宝贝	uqbb	2	4
申请报告	uqbg	1	4
事情败露	uqbl	1	4
申请办理	uqbl	2	4
事情暴露	uqbl	3	4
上气不接下气	uqbq	1	4
帅气逼人	uqbr	1	4
十七八岁	uqbs	1	4
收钱办事	uqbu	1	4
视钱财如粪土	uqct	1	4
深情地	uqd	1	3
事情到了这步田地	uqdd	1	4
深仇大恨	uqdh	1	4
申请登记	uqdj	1	4
上强度了	uqdl	2	4
士气大振	uqdv	1	4
竖起大拇指	uqdv	2	4
申请单位	uqdw	2	4
士气大增	uqdz	1	4
竖起耳朵	uqed	1	4
申请额度	uqed	2	4
受启发	uqf	1	3
授权发布	uqfb	1	4
授权方式	uqfu	1	4
顺其发展	uqfv	2	4
社区服务	uqfw	1	4
收取费用	uqfy	1	4
上千个	uqg	1	3
数千个	uqg	2	3
暑期工	uqg	3	3
失去高光	uqgg	1	4
失去感觉	uqgj	1	4
数千公里	uqgl	1	4
申请购买	uqgm	1	4
睡前故事	uqgu	1	4
士气高涨	uqgv	1	4
失去光泽	uqgz	1	4
双枪会给出答案	uqha	1	4
申请互动	uqhd	1	4
失去活力	uqhl	1	4
说起话来	uqhl	2	4
生擒活拿	uqhn	1	4
生取活拿	uqhn	2	4
生擒活捉	uqhv	1	4
说清楚	uqi	1	3
杀气冲天	uqit	1	4
盛情接待	uqjd	1	4
神情激愤	uqjf	1	4
十亲九故	uqjg	1	4
事情经过	uqjg	2	4
失去机会	uqjh	1	4
申请加入	uqjr	1	4
社区建设	uqju	1	4
神情矍铄	uqju	2	4
啥情况	uqk	1	3
视情况	uqk	2	3
省钱快报	uqkb	1	4
申请开办	uqkb	2	4
晒妻狂魔	uqkm	1	4
时崎狂三	uqks	1	4
申请课题	uqkt	1	4
失去控制	uqkv	1	4
说起来	uql	1	3
失去了	uql	2	3
收起来	uql	3	3
受牵连	uql	4	3
失去灵魂	uqlh	1	4
失去了知觉	uqlj	2	4
失去连接	uqlj	3	4
删前留名	uqlm	1	4
神情落寞	uqlm	2	4
说起来容易做起来难	uqln	1	4
失去理智	uqlv	2	4
失去联系	uqlx	1	4
失去理性	uqlx	2	4
数千名	uqm	1	3
沙琪玛	uqm	2	3
失去目标	uqmb	1	4
失去目的	uqmd	1	4
数千年	uqn	1	3
时期内	uqn	2	3
耍枪弄棒	uqnb	1	4
使枪弄棒	uqnb	2	4
数千年来	uqnl	1	4
事情闹大了	uqnl	2	4
双拳难敌四手	uqnu	1	4
神奇女侠	uqnx	1	4
失去平衡	uqph	1	4
申请赔偿	uqpi	1	4
申请批准	uqpv	1	4
申请取得	uqqd	1	4
杀妻求将	uqqj	1	4
十去其九	uqqj	2	4
恃强欺弱	uqqr	1	4
神清气闲	uqqx	1	4
申请人	uqr	1	3
授权人	uqr	2	3
尚且如此	uqrc	1	4
食其肉寝其皮	uqrp	1	4
申请日期	uqrq	1	4
深切认识	uqru	1	4
孀妻弱子	uqrz	1	4
十七岁	uqs	1	3
数千条	uqt	1	3
设圈套	uqt	2	3
申请条件	uqtj	1	4
申请退款	uqtk	1	4
事情突然	uqtr	1	4
神枪手	uqu	1	3
申请书	uqu	2	3
手牵手	uqu	3	3
授权书	uqu	4	3
圣骑士	uqu	5	3
说七说八	uqub	1	4
石器时代	uqud	1	4
生前视频	uqup	1	4
孰强孰弱	uqur	1	4
双栖双宿	uqus	1	4
失去知觉	uqvj	1	4
申请专利	uqvl	1	4
手牵着手	uqvu	1	4
神情专注	uqvv	1	4
上千万	uqw	1	3
数千万	uqw	2	3
社区文化	uqwh	1	4
士气旺盛	uqwu	1	4
双曲线	uqx	1	3
上七下八	uqxb	1	4
失去兴趣	uqxq	1	4
收起笑容	uqxr	1	4
失去笑容	uqxr	2	4
失去信心	uqxx	1	4
授权协议	uqxy	1	4
社区学院	uqxy	2	4
上千元	uqy	1	3
数千亿	uqy	2	3
生前友好	uqyh	1	4
失去意识	uqyu	1	4
升旗仪式	uqyu	2	4
身轻言微	uqyw	1	4
受其影响	uqyx	1	4
失去意义	uqyy	1	4
失去自由	uqzy	1	4
杀人	ur	2	2
收入	ur	3	2
杀人案	ura	1	3
时日不多	urbd	1	4
杀人不过头点地	urbd	2	4
首日补丁	urbd	3	4
收入不菲	urbf	1	4
霜染白发	urbf	2	4
视若不见	urbj	1	4
视如敝屣	urbx	1	4
杀人不见血	urbx	2	4
杀人不眨眼	urby	1	4
省人大	urd	1	3
杀人夺宝	urdb	1	4
生日蛋糕	urdg	1	4
深入敌后	urdh	1	4
深入调查	urdi	1	4
食肉动物	urdw	1	4
视若等闲	urdx	1	4
上任鹅城	urei	1	4
输入法	urf	1	3
杀人犯	urf	2	3
双人房	urf	3	3
输入方案	urfa	1	4
深入腹地	urfd	1	4
杀人父母	urfm	1	4
视如粪土	urft	1	4
深入分析	urfx	1	4
输入国	urg	1	3
使人感到	urgd	1	4
输入功能	urgn	1	4
深入贯彻落实	urgu	1	4
说人话	urh	1	3
山容海纳	urhn	1	4
摄人魂魄	urhp	1	4
双人床	uri	1	3
收入差距	urij	1	4
深入持久	urij	2	4
杀人偿命，欠债还钱	uriq	1	4
杀人成性	urix	1	4
双人成行	urix	2	4
双刃剑	urj	1	3
双人间	urj	2	3
瘦肉精	urj	3	3
深入交流	urjl	1	4
杀人机器	urjq	1	4
熟人介绍	urju	1	4
十人九痔	urjv	2	4
圣人君子	urjz	1	4
输入框	urk	1	3
视如寇仇	urki	1	4
输入口令	urkl	2	4
摄入量	url	2	3
深入理解	urlj	2	4
势如累卵	urll	1	4
生日礼品	urlp	1	4
生日礼物	urlw	1	4
收入来源	urly	1	4
输入密码	urmm	1	4
世人面前	urmq	1	4
双人模式	urmu	1	4
圣人模式	urmu	2	4
数日内	urn	1	3
收入囊中	urnv	1	4
湿热内蕴	urny	1	4
双人旁	urp	1	3
生日派对	urpd	1	4
输入平台	urpt	1	4
杀人抛尸	urpu	1	4
收入情况	urqk	1	4
收容遣送	urqs	1	4
受让人	urr	1	3
手如柔荑	urry	1	4
收容所	urs	1	3
上热搜	urs	2	3
受人所托	urst	1	4
受人唆使	ursu	1	4
十日谈	urt	1	3
收入提高	urtg	1	4
深入调查	urti	1	4
深入探讨	urtt	1	4
输入体验	urty	1	4
时日尚短	urud	1	4
是人是鬼	urug	1	4
输入输出	urui	1	4
市容市貌	urum	1	4
深入实施	uruu	1	4
熟人熟事	uruu	2	4
水软山温	uruw	1	4
是人是鬼都在秀	urux	1	4
杀人者	urv	2	3
十人斩	urv	3	3
视若珍宝	urvb	2	4
生日祝福	urvf	1	4
收入状况	urvk	1	4
商人重利轻别离	urvl	1	4
受人支配	urvp	1	4
受人之托	urvt	1	4
受人指使	urvu	1	4
输入中文	urvw	1	4
杀人诛心	urvx	1	4
十日终焉	urvy	1	4
双人舞	urw	2	3
时日无多	urwd	2	4
收入稳定	urwd	3	4
诗人握持	urwi	1	4
是人我吃	urwi	2	4
生人勿进	urwj	1	4
诗人握特	urwt	1	4
深入我心	urwx	1	4
摄人心魂	urxh	1	4
生如夏花	urxh	2	4
熟人相轻	urxq	1	4
输入系统	urxt	1	4
杀人凶手	urxu	1	4
深入细致	urxv	1	4
食人鱼	ury	1	3
水溶液	ury	2	3
傻人有傻福	uryf	1	4
顺人应天	uryt	1	4
杀人游戏	uryx	1	4
熟稔于心	uryx	2	4
授人以鱼，不如授人以渔	uryy	2	4
杀人罪	urz	1	3
双人座	urz	2	3
熟人作案	urza	1	4
受人尊敬	urzj	1	4
山人自有妙计	urzj	2	4
人生自古谁无死	urzs	1	4
生死	us	1	2
杀死	us	2	2
收缩	us	3	2
时速表	usb	1	3
上三百	usb	2	3
上四百	usb	3	3
誓死不从	usbc	1	4
生死不顾	usbg	1	4
誓死不降	usbj	1	4
生死不明	usbm	1	4
杀死比赛	usbs	1	4
生死不知	usbv	1	4
生死边缘	usby	2	4
上溯到	usd	1	3
输送带	usd	2	3
瘦死的骆驼比马大	usdd	1	4
