序	字	读音	最短码	位
2988	痹	bi	bisa	1
2989	翩	pian	pmi	1
2990	隙	xi	xip	1
2991	韧	ren	rfv	1
2992	鼎	ding	dkq	1
2993	噜	lu	luh	1
2994	拢	long	lsl	1
2995	焉	yan	yjn	1
2996	衍	yan	yjk	1
2997	萎	wei	wwxz	1
2998	诽	fei	fwd	1
2999	泵	beng	bgj	1
3000	瓣	ban	bjs	1
3001	肛	gang	ghv	1
3002	舵	duo	doe	1
3003	挛	luan	lrpl	1
3004	栖	qi	qioe	1
3005	灼	zhuo	vor	1
3006	痉	jing	jks	1
3007	羁	ji	jiac	1
3008	卿	qing	qkj	1
3009	疮	chuang	ilsv	1
3010	魁	kui	kvp	1
3011	搂	lou	lzl	1
3012	浏	liu	lqbs	1
3013	娩	mian	mmz	1
3014	恙	yang	yhic	1
3015	扞	han	hjlw	2
3016	簧	huang	hlra	1
3017	枉	wang	who	1
3018	梵	fan	fjon	1
3019	痘	dou	dzs	1
3020	荧	ying	ykxr	1
3021	袱	fu	fuun	1
3022	匈	xiong	xsw	1
3023	徊	huai	hku	1
3024	徘	pai	pdu	1
3025	诫	jie	jpd	1
3026	玷	dian	dmg	1
3027	箫	xiao	xnra	1
3028	绯	fei	fwj	1
3029	萧	xiao	xnx	1
3030	乒	ping	pkp	1
3031	揉	rou	rzl	1
3032	鹤	he	eh	1
3033	圭	gui	gvt	1
3034	嵌	qian	qmy	1
3035	惺	xing	xkcw	1
3036	膨	peng	pgve	1
3037	苯	ben	bfx	1
3038	涵	han	hjbw	1
3039	滔	tao	tcby	2
3040	疙	ge	ges	1
3041	瘩	da	das	1
3042	诠	quan	qrd	1
3043	诵	song	ssd	1
3044	咯	ge	geh	1
3045	唆	suo	sohq	1
3046	彭	peng	pgt	1
3047	矫	jiao	jnr	1
3048	胺	an	anv	1
3049	僧	seng	sg	1
3050	嘀	di	dih	1
3051	寨	zhai	vdig	1
3052	瀑	pu	pubs	1
3053	猥	wei	wwvk	1
3054	薰	xun	xyxr	1
3055	劲	jing	jkep	1
3056	咚	dong	dsh	1
3057	擒	qin	qbl	1
3058	粥	zhou	vzo	1
3059	氨	an	anr	1
3060	烁	shuo	uor	1
3061	凹	ao	aoa	1
3062	嘣	beng	bgh	1
3063	嚣	xiao	xnhh	1
3064	桨	jiang	jlno	1
3065	泌	mi	mib	1
3066	踹	chuai	ik	1
3067	沛	pei	pwb	1
3068	竿	gan	gjrw	1
3069	拱	gong	gsl	1
3070	捎	shao	ucl	1
3071	炳	bing	bkr	1
3072	鲑	gui	gvy	1
3073	晤	wu	wuqh	1
3074	畸	ji	jipy	1
3075	盹	dun	dyq	1
3076	俩	liang	llf	1
3077	夥	huo	hoq	1
3078	硫	liu	lqj	1
3079	裘	qiu	qqnn	1
3080	咦	yi	yiha	1
3081	淌	tang	thbh	1
3082	骇	hai	hdc	1
3083	亩	mu	muv	1
3084	姊	zi	ziz	1
3085	揽	lan	ljlz	1
3086	筛	shai	udr	1
3087	烊	yang	yhrk	1
3088	糗	qiu	qqd	1
3089	肇	zhao	vciq	1
3090	舷	xian	xmej	1
3091	芦	lu	lux	1
3092	郡	jun	jyq	1
3093	厩	jiu	jqsa	1
3094	昵	ni	niq	1
3095	泻	xie	xpbn	1
3096	痣	zhi	vis	1
3097	茬	cha	iaxt	1
3098	砂	sha	uaj	1
3099	勘	kan	kjm	1
3100	婉	wan	wjz	1
3101	岌	ji	jiyq	1
3102	耸	song	ssge	1
3103	铛	dang	dhk	1
3104	紊	wen	wfaj	1
3105	薛	xue	xtx	1
3106	伺	ci	cif	1
3107	呻	shen	ufhp	1
3108	夭	yao	yce	1
3109	宛	wan	wjiv	1
3110	氮	dan	djr	1
3111	眷	juan	jri	1
3112	篱	li	lirb	1
3113	绽	zhan	vjj	1
3114	掰	bai	bdil	1
3115	枫	feng	fgo	1
3116	烬	jin	jbra	1
3117	烷	wan	wjr	1
3118	噎	ye	yehn	1
3119	毅	yi	yiat	1
3120	沐	mu	mub	1
3121	蔼	ai	aixw	1
3122	跆	tai	tdz	1
3123	镶	xiang	xlk	1
3124	曾	zeng	zga	1
3125	盏	zhan	vjr	1
3126	藻	zao	zcx	1
3127	阉	yan	yjwp	1
3128	卒	zu	zuv	1
3129	咆	pao	pch	1
3130	尹	yin	ybq	1
3131	柿	shi	uio	1
3132	殉	xun	xyl	1
3133	脓	nong	nsv	1
3134	酶	mei	mwe	1
3135	丐	gai	gdn	1
3136	嚏	ti	tihk	1
3137	奄	yan	yjnp	2
3138	彗	hui	hvwq	1
3139	毋	wu	wup	1
3140	侬	nong	nsf	1
3141	傍	bang	bhf	1
3142	娥	e	eez	1
3143	藐	miao	mnxa	1
3144	鹦	ying	ykzy	1
3145	匕	bi	bitt	2
3146	蝎	xie	xpmw	1
3147	裆	dang	dhu	1
3148	鹉	wu	wuny	1
3149	涡	wo	wobg	1
3150	疵	ci	cis	1
3151	篝	gou	gzr	1
3152	纬	wei	wwjv	1
3153	诬	wu	wudg	1
3154	闺	gui	gvw	1
3155	喵	miao	mnh	1
3156	嚎	hao	hche	1
3157	孬	nao	ncn	1
3158	暇	xia	xxqq	1
3159	颈	jing	jke	1
3160	惟	wei	wwc	1
3161	浣	huan	hrb	1
3162	蚤	zao	zcq	1
3163	铉	xuan	xrk	1
3164	彬	bin	bbo	1
3165	甫	fu	fuqq	1
3166	陵	ling	lkp	1
3167	驭	yu	yucq	1
3168	侥	jiao	jnfb	1
3169	哗	hua	hxh	1
3170	腓	fei	fwvn	1
3171	俺	an	anf	1
3172	婿	xu	xuzv	1
3173	巅	dian	dmy	1
3174	咏	yong	ysh	1
3175	喳	zha	vah	1
3176	涩	se	seb	1
3177	嗦	suo	soh	1
3178	矢	shi	uirr	2
3179	惦	dian	dmc	1
3180	硅	gui	gvj	1
3181	凄	qi	qibz	1
3182	瞳	tong	tsq	1
3183	迭	die	dpr	1
3184	铝	lv	lvk	1
3185	骰	tou	tzu	1
3186	魏	wei	wwwp	1
3187	朴	pu	puo	1
3188	淆	xiao	xnbv	1
3189	牡	mu	muct	1
3190	疱	pao	pcs	1
3191	咖	ga	gahh	1
3192	啼	ti	tih	1
3193	喱	li	lihm	1
3194	瘪	bie	bps	1
3195	睬	cai	cdq	1
3196	粘	nian	nmd	1
3197	裴	pei	pwn	1
3198	赡	shan	ujzd	1
3199	赵	zhao	vcz	1
3200	勒	lei	lwm	1
3201	搐	chu	iul	1
3202	攸	you	yzfq	1
3203	钠	na	nak	1
3204	阑	lan	ljw	1
3205	骼	ge	geu	1
3206	睦	mu	muqt	1
3207	瞩	zhu	vuq	1
3208	褶	zhe	veu	1
3209	饲	si	siah	1
3210	仲	zhong	vsf	1
3211	埔	pu	put	1
3212	枢	shu	uuon	1
3213	谕	yu	yudl	1
3214	郭	guo	gou	1
3215	铎	duo	dok	1
3216	疽	ju	jus	1
3217	絮	xu	xuz	1
3218	耕	geng	ggn	1
3219	蔡	cai	cdx	1
3220	吝	lin	lba	1
3221	吱	zi	zih	1
3222	孵	fu	fuj	1
3223	殃	yang	yhln	1
3224	瞌	ke	keqa	1
3225	茧	jian	jmxm	1
3226	蹊	qi	qizn	1
3227	吠	fei	fwhn	1
3228	峻	jun	jyy	1
3229	揣	chuai	ikl	1
3230	钙	gai	gdk	1
3231	嘶	si	sihy	1
3232	扎	za	zal	1
3233	敛	lian	lmt	1
3234	纲	gang	ghj	1
3235	辰	chen	ifs	1
3236	剁	duo	dons	1
3237	囱	cong	csa	1
3238	旱	han	hjq	1
3239	羹	geng	ggi	1
3240	阪	ban	bjpq	1
3241	喧	xuan	xrh	1
3242	墩	dun	dyt	1
3243	娼	chang	ihz	1
3244	帚	zhou	vzq	1
3245	惰	duo	doc	1
3246	撰	zhuan	vrl	1
3247	貂	diao	dne	1
3248	雏	chu	iuy	1
3249	倡	chang	ihfq	1
3250	傀	kui	kvf	1
3251	儡	lei	lwf	1
3252	凸	tu	tua	1
3253	株	zhu	vuoy	1
3254	漱	shu	uubg	1
3255	茵	yin	ybx	1
3256	廓	kuo	kos	1
3257	懊	ao	aoc	1
3258	昭	zhao	vcqh	1
3259	痞	pi	pish	1
3260	笆	ba	bar	1
3261	邸	di	dik	1
3262	媳	xi	xiz	1
3263	彰	zhang	vhde	1
3264	泊	bo	bob	1
3265	狒	fei	fwvt	1
3266	甭	beng	bgn	1
3267	稼	jia	jxw	1
3268	袒	tan	tju	1
3269	鸥	ou	ouw	1
3270	嫂	sao	scz	1
3271	颚	e	eehz	1
3272	嫖	piao	pnz	1
3273	檐	yan	yjo	1
3274	筝	zheng	vgr	1
3275	蹋	ta	tazm	1
3276	拂	fu	fult	1
3277	涛	tao	tcby	1
3278	菩	pu	puxh	1
3279	豌	wan	wjnv	1
3280	啧	ze	zeh	1
3281	忒	tui	tvr	1
3282	萤	ying	ykxm	1
3283	讣	fu	fud	1
3284	旭	xu	xudq	1
3285	枭	xiao	xny	1
3286	乾	qian	qmp	1
3287	吮	shun	uyh	1
3288	梗	geng	ggo	1
3289	濑	lai	ldb	1
3290	窘	jiong	jsi	1
3291	岭	ling	lky	1
3292	幌	huang	hla	1
3293	鼾	han	hjy	1
3294	噗	pu	puh	1
3295	屿	yu	yuyn	1
3296	愣	leng	lgc	1
3297	搓	cuo	cole	1
3298	爪	zhao	vcm	1
3299	胚	pei	pwv	1
3300	逾	yu	yul	1
3301	徐	xu	xuu	1
3302	梢	shao	uco	1
3303	篡	cuan	crr	1
3304	茂	mao	mcx	1
3305	萃	cui	cvx	1
3306	藉	ji	jix	1
3307	赘	zhui	vvw	1
3308	赝	yan	yjsz	1
3309	霄	xiao	xnc	1
3310	姗	shan	ujz	1
3311	晾	liang	llqg	1
3312	汝	ru	rub	1
3313	谚	yan	yjde	1
3314	蹬	deng	dgz	1
3315	邋	la	laap	1
3316	阐	chan	ijw	1
3317	靡	mi	mis	1
3318	骡	luo	locj	1
3319	叼	diao	dnhn	1
3320	弧	hu	huo	1
3321	捂	wu	wul	1
3322	提	di	dilk	1
3323	淳	chun	iyb	1
3324	獭	ta	tav	1
3325	痰	tan	tjs	1
3326	鞍	an	anm	1
3327	龌	wo	wog	1
3328	呸	pei	pwh	1
3329	恍	huang	hlca	1
3330	迢	tiao	tns	1
3331	锥	zhui	vvk	1
3332	馊	sou	sza	1
3333	驹	ju	juc	1
3334	龊	chuo	iog	1
3335	啬	se	sep	1
3336	屏	bing	bki	1
3337	撮	cuo	colq	1
3338	潭	tan	tjb	1
3339	禅	chan	iju	1
3340	箍	gu	gur	1
3341	苑	yuan	yrx	1
3342	遢	ta	taq	1
3343	屡	lv	lviz	1
3344	筐	kuang	klr	1
3345	釜	fu	fuak	1
3346	哺	bu	buh	1
3347	撂	liao	lnlq	1
3348	玺	xi	xisg	1
3349	筷	kuai	kkr	1
3350	剽	piao	pnes	1
3351	匀	yun	yyw	1
3352	吁	yu	yuhw	1
3353	嘭	peng	pgh	1
3354	地	de	det	1
3355	奕	yi	yipn	1
3356	潇	xiao	xnba	1
3357	缇	ti	tij	1
3358	跋	ba	baz	1
3359	蛎	li	lim	1
3360	讳	hui	hvd	1
3361	诋	di	didk	1
3362	咄	duo	dohy	1
3363	烩	hui	hvr	1
3364	谛	di	did	1
3365	鼬	you	yzyp	1
3366	磷	lin	lbj	1
3367	荫	yin	ybxv	1
3368	萌	meng	mgxv	1
3369	娟	juan	jrz	1
3370	孀	shuang	ulz	1
3371	抒	shu	uuls	1
3372	拎	lin	lbl	1
3373	瑚	hu	hug	1
3374	睿	rui	rva	1
3375	瞥	pie	ppa	1
3376	羚	ling	lki	1
3377	蛭	zhi	vimy	1
3378	镳	biao	bnkr	1
3379	饺	jiao	jna	1
3380	佼	jiao	jnf	1
3381	壕	hao	hcte	1
3382	柏	bai	bdo	1
3383	萦	ying	ykxj	1
3384	蛆	qu	qum	1
3385	怡	yi	yich	1
3386	簸	bo	bore	1
3387	腋	ye	yevl	1
3388	臼	jiu	jqyy	1
3389	啄	zhuo	voh	1
3390	彪	biao	bna	1
3391	朔	shuo	uoa	1
3392	氰	qing	qkrv	1
3393	汹	xiong	xsb	1
3394	酯	zhi	vieq	1
3395	卜	bu	bua	1
3396	晦	hui	hvqp	1
3397	灸	jiu	jqq	1
3398	珈	jia	jxg	1
3399	缀	zhui	vvj	1
3400	钚	bu	buk	1
3401	兢	jing	jkpa	1
3402	坍	tan	tjtv	1
3403	掂	dian	dmlh	1
3404	擂	lei	lwl	1
3405	炯	jiong	jsr	1
3406	疡	yang	yhsj	1
3407	蒲	pu	puxq	1
3408	蛤	ha	ham	1
3409	蟆	ma	mamt	1
3410	鼹	yan	yjyz	1
3411	刽	gui	gvgs	1
3412	叁	san	sjt	1
3413	惬	qie	qpcn	1
3414	烙	lao	lcr	1
3415	纺	fang	fhj	1
3416	蜗	wo	wom	1
3417	乍	zha	vaf	1
3418	扪	men	mfl	1
3419	校	jiao	jnon	1
3420	氟	fu	furt	1
3421	湛	zhan	vjbo	1
3422	玑	ji	jign	1
3423	跛	bo	boz	1
3424	倔	jue	jtf	1
3425	沌	dun	dyb	1
3426	炙	zhi	vilr	1
3427	芋	yu	yux	1
3428	说	shui	uvda	1
3429	辗	zhan	vjek	1
3430	咔	ka	kah	1
3431	婷	ting	tkz	1
3432	峙	zhi	viyy	1
3433	扁	bian	bmix	1
3434	斋	zhai	vda	1
3435	泊	po	poby	1
3436	澈	che	ieb	1
3437	畔	pan	pjp	1
3438	笠	li	lira	1
3439	绢	juan	jrj	1
3440	迦	jia	jxph	1
3441	刁	diao	dno	1
3442	崛	jue	jty	1
3443	抠	kou	kzln	1
3444	渥	wo	woby	1
3445	筏	fa	far	1
3446	辍	chuo	ioe	1
3447	酊	ding	dke	1
3448	钛	tai	tdk	1
3449	倩	qian	qmf	1
3450	匣	xia	xxw	1
3451	厥	jue	jts	1
3452	啸	xiao	xnh	1
3453	缄	jian	jmjh	1
3454	脯	pu	puv	1
3455	腮	sai	sdv	1
3456	弄	long	lsgx	1
3457	汞	gong	gseb	1
3458	涮	shuan	ur	1
3459	缕	lv	lvjz	1
3460	舆	yu	yuea	1
3461	蓉	rong	rsxh	1
3462	贮	zhu	vuz	1
3463	蹂	rou	rzz	1
3464	躏	lin	lbzg	1
3465	迫	pai	pdy	1
3466	倚	yi	yify	1
3467	蜚	fei	fwnm	2
3468	解	xie	xpwc	1
3469	黯	an	anrd	1
3470	亢	kang	khv	1
3471	啵	bo	boh	1
3472	妲	da	daz	1
3473	槌	chui	ivo	1
3474	琉	liu	lqg	1
3475	纫	ren	rfj	1
3476	茜	xi	xix	1
3477	蘸	zhan	vjx	1
3478	蚕	can	cjn	1
3479	褒	bao	bcn	1
3480	酝	yun	yye	1
3481	霆	ting	tkc	1
3482	偌	ruo	rof	1
3483	咀	ju	juh	1
3484	嚼	jue	jthy	1
3485	慑	she	uec	1
3486	灶	zao	zcrt	1
3487	烯	xi	xir	1
3488	眈	dan	djqa	1
3489	蠕	ru	rumc	1
3490	钾	jia	jxk	1
3491	仨	sa	saf	1
3492	侃	kan	kjf	1
3493	俚	li	lifm	1
3494	抨	peng	pglp	1
3495	潦	liao	lnb	1
3496	珉	min	mbg	1
3497	琦	qi	qigy	1
3498	赁	lin	lbf	1
3499	镰	lian	lmkh	1
3500	颓	tui	tvw	1
3501	魇	yan	yjsp	1
3502	鹌	an	ann	1
3503	鹑	chun	iyu	1
3504	呱	gua	gxh	1
3505	垢	gou	gzt	1
3506	奠	dian	dma	1
3507	巩	gong	gsen	1
3508	撵	nian	nmle	1
3509	胯	kua	kxv	1
3510	逅	hou	hze	1
3511	邂	xie	xpwp	1
3512	暮	mu	mutq	1
3513	歼	jian	jmlw	1
3514	眸	mou	mzq	1
3515	胱	guang	glva	1
3516	膀	pang	phvs	1
3517	锣	luo	lok	1
3518	凋	diao	dnb	1
3519	嗬	he	hehy	2
3520	枷	jia	jxo	1
3521	漉	lu	lubk	1
3522	漓	li	libb	1
3523	潢	huang	hlba	2
3524	蜷	quan	qrm	1
3525	蜻	qing	qkm	1
3526	辟	pi	piis	1
3527	坂	ban	bjt	1
3528	掳	lu	lulp	1
3529	斟	zhen	vfm	1
3530	涎	xian	xmbp	1
3531	疝	shan	ujs	1
3532	秉	bing	bkq	1
3533	蔗	zhe	vex	1
3534	藩	fan	fjxp	1
3535	蛾	e	eem	1
3536	蜓	ting	tkm	1
3537	褪	tui	tvu	1
3538	冗	rong	rsi	1
3539	怂	song	ssg	1
3540	暧	ai	aiq	1
3541	町	ding	dkp	1
3542	缔	di	dij	1
3543	萍	ping	pkx	1
3544	酵	jiao	jnen	1
3545	刹	cha	ian	1
3546	喃	nan	njh	1
3547	弼	bi	bio	1
3548	惋	wan	wjc	1
3549	渝	yu	yubl	1
3550	滓	zi	zibs	1
3551	漩	xuan	xrbk	1
3552	疟	nve	nts	1
3553	荆	jing	jkxs	1
3554	蕴	yun	yyxa	1
3555	遏	e	eeq	1
3556	嚯	huo	hoh	1
3557	孢	bao	bcnv	1
3558	弛	chi	iio	1
3559	悖	bei	bwc	1
3560	缎	duan	drj	1
3561	芹	qin	qbx	1
3562	鳍	qi	qiyp	1
3563	仕	shi	uift	1
3564	昼	zhou	vzin	1
3565	膳	shan	ujv	1
3566	莺	ying	ykxy	1
3567	俳	pai	pdf	1
3568	搀	chan	ijla	1
3569	撅	jue	jtlg	1
3570	曙	shu	uuqa	1
3571	札	zha	vao	1
3572	楠	nan	njo	1
3573	澜	lan	ljb	1
3574	碉	diao	dnj	1
3575	蜇	zhe	velm	2
3576	蟀	shuai	ukm	1
3577	蟋	xi	ximc	3
3578	豺	chai	ide	1
3579	迸	beng	bga	1
3580	陡	dou	dzp	1
3581	鳗	man	mjy	1
3582	鳞	lin	lby	1
3583	吭	keng	kgh	1
3584	孪	luan	lrpn	1
3585	徙	xi	xiuk	1
3586	惚	hu	huc	1
3587	敖	ao	aonq	1
3588	朦	meng	mgve	1
3589	桅	wei	wwo	1
3590	殆	dai	ddl	1
3591	眶	kuang	klqg	1
3592	藉	jie	jpxq	1
3593	酩	ming	mke	1
3594	咫	zhi	viia	1
3595	妊	ren	rfz	1
3596	恿	yong	ystc	1
3597	憧	chong	isc	1
3598	狈	bei	bwv	1
3599	臆	yi	yivc	1
3600	蓓	bei	bwx	1
3601	觊	ji	jiyz	1
3602	鳟	zun	zyy	1
3603	咩	mie	mph	1
3604	帷	wei	wwa	1
3605	悸	ji	jicn	2
3606	憬	jing	jkcg	1
3607	秤	cheng	igwp	1
3608	窑	yao	yci	1
3609	竺	zhu	vurn	2
3610	翡	fei	fwnm	1
3611	觎	yu	yulz	1
3612	讥	ji	jidn	1
3613	锢	gu	gukp	1
3614	俑	yong	ysfl	1
3615	娠	shen	ufzk	1
3616	扒	pa	pal	1
3617	熠	yi	yiry	1
3618	瓢	piao	pnem	1
3619	睽	kui	kvq	1
3620	禀	bing	bkv	1
3621	窦	dou	dzi	1
3622	翱	ao	aoy	1
3623	芜	wu	wux	1
3624	蛊	gu	gum	1
3625	酌	zhuo	voe	1
3626	锹	qiao	qnk	1
3627	隘	ai	aip	1
3628	俐	li	lifr	1
3629	噱	xue	xth	1
3630	摁	en	enl	1
3631	瞰	kan	kjq	1
3632	磐	pan	pje	1
3633	秦	qin	qbi	1
3634	蚱	zha	vam	1
3635	蟒	mang	mhm	1
3636	匡	kuang	klw	1
3637	噻	sai	sdh	1
3638	坷	ke	kety	1
3639	孛	bei	bwp	1
3640	孰	shu	uuud	1
3641	弩	nu	nuzo	1
3642	柚	you	yzo	1
3643	棱	leng	lgo	1
3644	殷	yin	ybe	1
3645	澎	peng	pgb	1
3646	獾	huan	hrv	1
3647	馁	nei	nwa	1
3648	剌	la	lap	1
3649	哉	zai	zdph	1
3650	嘞	lei	lwh	1
3651	娣	di	diza	1
3652	摒	bing	bkl	1
3653	暹	xian	xmqp	1
3654	箔	bo	bor	1
3655	篓	lou	lzr	1
3656	苇	wei	wwxv	1
3657	蛤	ge	gemh	1
3658	蜊	li	limr	1
3659	锏	jian	jmkq	1
3660	镁	mei	mwk	1
3661	阿	e	eep	1
3662	冉	ran	rjw	1
3663	栈	zhan	vjo	1
3664	毡	zhan	vjm	1
3665	沅	yuan	yrba	2
3666	涤	di	dibg	1
3667	砾	li	lijd	1
3668	葫	hu	hux	1
3669	辘	lu	lue	1
3670	迂	yu	yuwp	1
3671	劾	he	hev	1
3672	匙	chi	iiq	1
3673	囔	nang	nhh	1
3674	撩	liao	lnl	1
3675	瞅	chou	izq	1
3676	腱	jian	jmv	1
3677	臊	sao	scv	1
3678	蟾	chan	ijmd	1
3679	嘈	cao	cch	1
3680	怠	dai	ddt	1
3681	悴	cui	cvc	1
3682	搔	sao	scl	1
3683	搪	tang	thl	1
3684	檀	tan	tjon	1
3685	汲	ji	jibq	2
3686	湃	pai	pdbw	1
3687	睐	lai	ldq	1
3688	腑	fu	fuvg	1
3689	茹	ru	rux	1
3690	蛀	zhu	vumt	1
3691	螳	tang	thm	1
3692	譬	pi	piid	1
3693	踵	zhong	vsz	1
3694	阂	he	hewg	1
3695	颞	nie	npez	1
3696	颧	quan	qrxz	1
3697	伺	si	sifh	1
3698	奚	xi	ximn	1
3699	憔	qiao	qncr	1
3700	梆	bang	bhop	1
3701	炽	chi	iir	1
3702	皿	min	mba	1
3703	眯	mi	miq	1
3704	碘	dian	dmj	1
3705	绶	shou	uzj	1
3706	胧	long	lsv	1
3707	胫	jing	jkv	1
3708	艮	gen	gfc	1
3709	蜍	chu	ium	1
3710	诲	hui	hvdp	1
3711	酚	fen	ffe	1
3712	铀	you	yzk	1
3713	鞑	da	dam	1
3714	鲤	li	liym	1
3715	参	shen	uft	1
3716	彷	pang	phu	1
3717	忡	chong	isca	1
3718	昊	hao	hcq	1
3719	牒	die	dpn	1
3720	畴	chou	izp	1
3721	矣	yi	yitr	1
3722	粟	su	sued	1
3723	羯	jie	jpiw	1
3724	跺	duo	doz	1
3725	鬓	bin	bbn	1
3726	鸵	tuo	toy	1
3727	鸿	hong	hsby	1
3728	偕	xie	xpfy	1
3729	傣	dai	ddfb	1
3730	妾	qie	qpa	1
3731	峭	qiao	qny	1
3732	幺	yao	ycj	1
3733	惘	wang	whc	1
3734	捶	chui	ivl	1
3735	槛	kan	kjo	1
3736	淀	dian	dmbk	1
3737	燮	xie	xpdq	1
3738	籽	zi	zid	1
3739	莴	wo	wox	1
3740	蜕	tui	tvm	1
3741	钵	bo	bok	1
3742	颐	yi	yik	1
3743	鸯	yang	yhwy	1
3744	鸳	yuan	yrly	1
3745	楷	kai	kdo	1
3746	汐	xi	xibl	1
3747	轶	yi	yie	1
3748	镍	nie	npk	1
3749	麋	mi	mik	1
3750	冯	feng	fgb	1
3751	嗤	chi	iihm	1
3752	垄	long	lsd	1
3753	沥	li	lib	1
3754	琛	chen	ifgo	1
3755	苣	ju	juxw	1
3756	霓	ni	nic	1
3757	鳏	guan	gry	1
3758	哞	mou	mzh	1
3759	娴	xian	xmzo	1
3760	寥	liao	lnie	1
3761	旬	xun	xyw	1
3762	栩	xu	xuo	1
3763	桔	jie	jpoh	1
3764	椿	chun	iyo	1
3765	榆	yu	yuo	1
3766	痔	zhi	visy	1
3767	痿	wei	wwsz	1
3768	瞻	zhan	vjq	1
3769	穗	sui	svw	1
3770	羟	qiang	qlie	1
3771	偎	wei	wwfk	1
3772	咝	si	sihj	1
3773	砌	qi	qijs	1
3774	祀	si	siu	1
3775	肴	yao	ycn	1
3776	蕊	rui	rvx	1
3777	镀	du	duk	1
3778	恪	ke	kec	1
3779	惮	dan	djc	1
3780	琥	hu	hugn	1
3781	瓮	weng	wga	1
3782	砷	shen	ufjp	1
3783	笋	sun	syr	1
3784	缭	liao	lnj	1
3785	谁	shei	uw	1
3786	雍	yong	ysv	1
3787	鹫	jiu	jqu	1
3788	麸	fu	fuwn	1
3789	俭	jian	jmft	1
3790	嗖	sou	szh	1
3791	掣	che	iec	1
3792	椭	tuo	too	1
3793	碴	cha	iaj	1
3794	缰	jiang	jljn	1
3795	蹶	jue	jtz	1
3796	锌	xin	xbks	1
3797	儆	jing	jkf	1
3798	哝	nong	nsh	1
3799	媲	pi	piz	1
3800	岖	qu	quyn	1
3801	弈	yi	yipx	1
3802	戛	ga	ganr	1
3803	朕	zhen	vfv	1
3804	氦	hai	hdr	1
3805	沆	hang	hhb	1
3806	湮	yan	yjbt	1
3807	笃	du	dur	1
3808	籁	lai	ldr	1
3809	绚	xuan	xrj	1
3810	缮	shan	ujj	1
3811	臭	xiu	xqyn	1
3812	芸	yun	yyx	1
3813	茴	hui	hvxh	1
3814	颌	he	hegz	1
3815	嗣	si	sih	1
3816	怦	peng	pgc	1
3817	睑	jian	jmqt	1
3818	蛰	zhe	velm	1
3819	蝉	chan	ijm	1
3820	诧	cha	iad	1
3821	邱	qiu	qqp	1
3822	镊	nie	npkq	1
3823	闩	shuan	urw	1
3824	闵	min	mbwa	1
3825	鳕	xue	xty	1
3826	倘	tang	thf	1
3827	傧	bin	bbf	1
3828	兀	wu	wua	1
3829	寰	huan	hrin	1
3830	沧	cang	chb	1
3831	滕	teng	tgvb	1
3832	猖	chang	ihvq	1
3833	禧	xi	xiu	1
3834	轩	xuan	xre	1
3835	铵	an	ank	1
3836	镣	liao	lnkg	1
3837	骏	jun	jyc	1
3838	髋	kuan	kru	1
3839	噼	pi	pihs	1
3840	榔	lang	lho	1
3841	熟	shou	uzu	1
3842	疆	jiang	jlo	1
3843	癞	lai	lds	1
3844	蔷	qiang	qlx	1
3845	襟	jin	jbu	1
3846	讧	hong	hsd	1
3847	霞	xia	xxc	1
3848	佯	yang	yhfk	1
3849	屹	yi	yiy	1
3850	强	jiang	jlom	1
3851	摞	luo	lol	1
3852	桐	tong	tsoh	1
3853	洼	wa	wab	1
3854	浊	zhuo	vob	1
3855	熨	yun	yyi	1
3856	甄	zhen	vfe	1
3857	瘁	cui	cvs	1
3858	蚪	dou	dzm	1
3859	蝌	ke	kem	1
3860	裱	biao	bnu	1
3861	铤	ting	tkk	1
3862	馋	chan	ija	1
3863	啮	nie	nph	1
3864	徨	huang	hlu	1
3865	攘	rang	rhl	1
3866	杵	chu	iuop	1
3867	焙	bei	bwr	1
3868	皈	gui	gvyq	1
3869	篾	mie	mpr	1
3870	腆	tian	tmv	1
3871	麝	she	uek	1
3872	吕	lv	lvh	1
3873	唁	yan	yjhd	1
3874	涸	he	hebp	1
3875	牟	mou	mzt	1
3876	琵	pi	pig	1
3877	疣	you	yzs	1
3878	窈	yao	ycip	1
3879	窕	tiao	tni	1
3880	罂	ying	ykzz	1
3881	贾	jia	jxe	1
3882	雹	bao	bcc	1
3883	倪	ni	nif	1
3884	剥	bao	bcq	1
3885	卤	lu	luan	1
3886	咂	za	zaha	1
3887	娄	lou	lzd	1
3888	柑	gan	gjom	1
3889	煲	bao	bcfr	1
3890	矜	jin	jbs	1
3891	箴	zhen	vfr	1
3892	簇	cu	curr	1
3893	腼	mian	mmv	1
3894	蹿	cuan	crz	1
3895	镭	lei	lwk	1
3896	吡	bi	bih	1
3897	孜	zi	zinq	1
3898	抡	lun	lyl	1
3899	掴	guai	gklg	1
3900	揩	kai	kdl	1
3901	搽	cha	ialg	1
3902	攥	zuan	zrl	1
3903	曳	ye	yeqe	1
3904	渚	zhu	vubq	1
3905	犸	ma	mav	1
3906	蚓	yin	ybma	1
3907	蚯	qiu	qqmp	1
3908	蝗	huang	hlm	1
3909	衩	cha	iau	1
3910	褥	ru	ruu	1
3911	谀	yu	yudg	1
3912	邃	sui	svi	1
3913	霾	mai	mdc	1
3914	咿	yi	yihe	1
3915	堑	qian	qme	1
3916	婕	jie	jpzk	1
3917	憩	qi	qiwc	1
3918	窿	long	lsi	1
3919	笺	jian	jmrr	1
