word	code	source	thuocl_df	xinhua
停止发货	tvfh	简单鹤		0
特征方程	tvfi	简单鹤		0
通胀风险	tvfx	简单鹤		0
通知规定	tvgd	简单鹤		0
体制改革	tvgg	简单鹤		0
通知顾客	tvgk	简单鹤		0
停止工作	tvgz	简单鹤		0
天真活泼	tvhp	简单鹤		0
拖住后腿	tvht	简单鹤		0
停止呼吸	tvhx	简单鹤		0
天主教会	tvjh	简单鹤		0
调整计划	tvjh	简单鹤		0
统治阶级	tvjj	简单鹤		0
天之骄女	tvjn	简单鹤		0
挑战极限	tvjx	简单鹤		0
同指跨排	tvkp	简单鹤		0
同指连击	tvlj	简单鹤		0
停止录制	tvlv	简单鹤		0
同志们好	tvmh	简单鹤		0
挑战模式	tvmu	简单鹤		0
特征明显	tvmx	简单鹤		0
脱脂奶粉	tvnf	简单鹤		0
头撞南墙	tvnq	简单鹤		0
听众朋友	tvpy	简单鹤		0
弹指如飞	tvrf	简单鹤		0
调整图层	tvtc	简单鹤		0
他追她逃	tvtt	简单鹤		0
停止施工	tvug	简单鹤		0
太真实了	tvul	简单鹤		0
调整站位	tvvw	简单鹤		0
通知中心	tvvx	简单鹤		0
他真我哭	tvwk	简单鹤		0
天真无邪	tvwx	简单鹤		0
天助我也	tvwy	简单鹤		0
停战协定	tvxd	简单鹤		0
调整心态	tvxt	简单鹤		0
停战协议	tvxy	简单鹤		0
停止响应	tvxy	简单鹤		0
挺直腰板	tvyb	简单鹤		0
挺重要的	tvyd	简单鹤		0
添置衣服	tvyf	简单鹤		0
听着音乐	tvyl	简单鹤		0
太重要了	tvyl	简单鹤		0
通知要求	tvyq	简单鹤		0
投之以桃	tvyt	简单鹤		0
通知一声	tvyu	简单鹤		0
天真幼稚	tvyv	简单鹤		0
听者有心	tvyx	简单鹤		0
停止营业	tvyy	简单鹤		0
听者有意	tvyy	简单鹤		0
挑战自我	tvzw	简单鹤		0
调整坐姿	tvzz	简单鹤		0
贪污案件	twaj	简单鹤		0
体温变化	twbh	简单鹤		0
胎位不正	twbv	简单鹤		0
台湾当局	twdj	简单鹤		0
天文地理	twdl	简单鹤		0
台湾地区	twdq	简单鹤		0
贪污盗窃	twdq	简单鹤		0
天文单位	twdw	简单鹤		0
投喂动物	twdw	简单鹤		0
图文打印	twdy	简单鹤		0
天无二日	twer	简单鹤		1
贪污腐败	twfb	简单鹤		0
天外飞仙	twfx	简单鹤		0
条未过半	twgb	简单鹤		0
滕王阁序	twgx	简单鹤		0
庭外和解	twhj	简单鹤		0
提问环节	twhj	简单鹤		0
贪污贿赂	twhl	简单鹤		0
图文混排	twhp	简单鹤		0
台湾海峡	twhx	简单鹤		0
图文教程	twji	简单鹤		0
退伍军人	twjr	简单鹤		0
听我解释	twju	简单鹤		0
退无可退	twkt	简单鹤		0
贪污浪费	twlf	简单鹤		0
天外来客	twlk	简单鹤		0
天外来物	twlw	简单鹤		0
天王老爷	twly	简单鹤		0
贪玩蓝月	twly	简单鹤		0
突围模式	twmu	简单鹤		0
天威难测	twnc	简单鹤		0
天无宁日	twnr	简单鹤		0
土味情话	twqh	简单鹤		0
台湾人民	twrm	简单鹤		0
台湾台北	twtb	简单鹤		0
台湾同胞	twtb	简单鹤		0
铁腕统治	twtv	简单鹤		0
泰晤士报	twub	简单鹤		0
贪污数额	twue	简单鹤		0
体温升高	twug	简单鹤		0
贪污受贿	twuh	简单鹤		0
体外受精	twuj	简单鹤		0
团委书记	twuj	简单鹤		0
土味视频	twup	简单鹤		0
天文数字	twuz	简单鹤		0
图文无关	twwg	简单鹤		0
台湾问题	twwt	简单鹤		0
体外循环	twxh	简单鹤		0
天文学家	twxj	简单鹤		0
天文学科	twxk	简单鹤		0
天外陨铁	twyt	简单鹤		0
托物言志	twyv	简单鹤		0
天线宝宝	txbb	简单鹤		0
天下霸唱	txbi	简单鹤		0
通宵不眠	txbm	简单鹤		0
贪小便宜	txby	简单鹤		0
天性不足	txbz	简单鹤		0
天下苍生	txcu	简单鹤		0
天下独步	txdb	简单鹤		1
提醒对方	txdf	简单鹤		0
天悬地隔	txdg	简单鹤		1
碳性电池	txdi	简单鹤		0
贴息贷款	txdk	简单鹤		0
天下大平	txdp	简单鹤		0
天下大同	txdt	简单鹤		0
天下大事	txdu	简单鹤		0
天下大势	txdu	简单鹤		0
通讯地址	txdv	简单鹤		0
铁血丹心	txdx	简单鹤		0
天下独一	txdy	简单鹤		0
偷心盗贼	txdz	简单鹤		0
调戏妇女	txfn	简单鹤		0
退休干部	txgb	简单鹤		0
通信工程	txgi	简单鹤		0
同心共利	txgl	简单鹤		0
退休工人	txgr	简单鹤		0
天香国色	txgs	简单鹤		1
腾讯公司	txgs	简单鹤		0
铁血皇城	txhi	简单鹤		0
太虚幻境	txhj	简单鹤		0
太喜欢了	txhl	简单鹤		0
腾讯会员	txhy	简单鹤		0
腾讯会议	txhy	简单鹤		0
体现出了	txil	简单鹤		0
图像处理	txil	简单鹤		0
推销产品	txip	简单鹤		0
听信谗言	txiy	简单鹤		0
停下脚步	txjb	简单鹤		0
体系结构	txjg	简单鹤		0
同学聚会	txjh	简单鹤		0
通信技术	txju	简单鹤		0
体现价值	txjv	简单鹤		0
痛下决心	txjx	简单鹤		0
同性交友	txjy	简单鹤		0
坦胸露背	txlb	简单鹤		0
通信联络	txll	简单鹤		0
袒胸露乳	txlr	简单鹤		0
停薪留职	txlv	简单鹤		0
同性恋者	txlv	简单鹤		0
同学们好	txmh	简单鹤		0
提线木偶	txmo	简单鹤		0
天心难测	txnc	简单鹤		0
同学你好	txnh	简单鹤		0
体形庞大	txpd	简单鹤		0
同性朋友	txpy	简单鹤		0
通讯器材	txqc	简单鹤		0
同学群体	txqt	简单鹤		0
天下奇闻	txqw	简单鹤		0
同小取小	txqx	简单鹤		0
偷香窃玉	txqy	简单鹤		1
挑选人才	txrc	简单鹤		0
通讯软件	txrj	简单鹤		0
太吓人了	txrl	简单鹤		0
推贤让能	txrn	简单鹤		1
填写日期	txrq	简单鹤		0
天下壤壤	txrr	简单鹤		0
天下攘攘	txrr	简单鹤		0
退休人员	txry	简单鹤		0
谈性色变	txsb	简单鹤		0
挺胸凸肚	txtd	简单鹤		1
掏心掏肺	txtf	简单鹤		0
贴心贴肺	txtf	简单鹤		0
体现特色	txts	简单鹤		0
挺胸抬头	txtt	简单鹤		0
同喜同喜	txtx	简单鹤		0
通信设备	txub	简单鹤		0
通讯设备	txub	简单鹤		0
通下水道	txud	简单鹤		0
腾讯视频	txup	简单鹤		0
同学生日	txur	简单鹤		0
天性使然	txur	简单鹤		0
痛下杀手	txuu	简单鹤		0
通信设施	txuu	简单鹤		0
退休手续	txux	简单鹤		0
天下之大	txvd	简单鹤		0
谈笑之间	txvj	简单鹤		0
图像质量	txvl	简单鹤		0
特效炸裂	txvl	简单鹤		0
天选之女	txvn	简单鹤		0
天选之人	txvr	简单鹤		0
投闲置散	txvs	简单鹤		1
投降主义	txvy	简单鹤		0
天选之子	txvz	简单鹤		0
特效制作	txvz	简单鹤		0
腾讯文档	txwd	简单鹤		0
天下武功	txwg	简单鹤		0
踏雪无痕	txwh	简单鹤		0
天下无贼	txwz	简单鹤		0
掏心窝子	txwz	简单鹤		0
通行无阻	txwz	简单鹤		0
天仙下凡	txxf	简单鹤		0
特效小哥	txxg	简单鹤		0
同性相斥	txxi	简单鹤		0
通信线路	txxl	简单鹤		0
踏雪寻梅	txxm	简单鹤		0
图形渲染	txxr	简单鹤		0
通信系统	txxt	简单鹤		0
腾讯新闻	txxw	简单鹤		0
天下熙熙	txxx	简单鹤		0
躺下休息	txxx	简单鹤		0
通信协议	txxy	简单鹤		0
腾讯元宝	txyb	简单鹤		0
调小音量	txyl	简单鹤		0
通信原理	txyl	简单鹤		0
叹息一声	txyu	简单鹤		0
提醒一下	txyx	简单鹤		0
铁血英雄	txyx	简单鹤		0
啼笑因缘	txyy	简单鹤		0
特型演员	txyy	简单鹤		0
填写资料	txzl	简单鹤		0
天下足球	txzq	简单鹤		0
推卸责任	txzr	简单鹤		0
统一安排	tyap	简单鹤		0
头也不回	tybh	简单鹤		0
退一步讲	tybj	简单鹤		0
天涯比邻	tybl	简单鹤		1
同样不能	tybn	简单鹤		0
涂鸦表情	tybq	简单鹤		0
体育比赛	tybs	简单鹤		0
头也不抬	tybt	简单鹤		0
退一步说	tybu	简单鹤		0
体育博主	tybv	简单鹤		0
统一包装	tybv	简单鹤		0
统一标准	tybv	简单鹤		0
头一次见	tycj	简单鹤		0
太有才了	tycl	简单鹤		0
体育彩票	tycp	简单鹤		0
特邀代表	tydb	简单鹤		0
颓垣断壁	tydb	简单鹤		0
同一地点	tydd	简单鹤		0
天圆地方	tydf	简单鹤		0
同样的话	tydh	简单鹤		0
太阳电池	tydi	简单鹤		0
体育锻炼	tydl	简单鹤		0
同样道理	tydl	简单鹤		0
天已大亮	tydl	简单鹤		0
通用电气	tydq	简单鹤		0
太阳底下	tydx	简单鹤		0
统一大业	tydy	简单鹤		0
田园风光	tyfg	简单鹤		0
统一发货	tyfh	简单鹤		0
统一分配	tyfp	简单鹤		0
太阳辐射	tyfu	简单鹤		0
统一服装	tyfv	简单鹤		0
统一规定	tygd	简单鹤		0
太阳公公	tygg	简单鹤		0
统一规划	tygh	简单鹤		0
体育广场	tygi	简单鹤		0
体育过程	tygi	简单鹤		0
统一管理	tygl	简单鹤		0
特异功能	tygn	简单鹤		0
同一个人	tygr	简单鹤		0
太阳高照	tygv	简单鹤		0
体育活动	tyhd	简单鹤		0
童颜鹤发	tyhf	简单鹤		1
头一回见	tyhj	简单鹤		0
脱氧核糖	tyht	简单鹤		0
太阳黑子	tyhz	简单鹤		0
同一级别	tyjb	简单鹤		0
特邀嘉宾	tyjb	简单鹤		0
脱衣解带	tyjd	简单鹤		0
体育健儿	tyje	简单鹤		0
同样结果	tyjg	简单鹤		0
同一句话	tyjh	简单鹤		0
统一计划	tyjh	简单鹤		0
退隐江湖	tyjh	简单鹤		0
体育健康	tyjk	简单鹤		0
添衣加裤	tyjk	简单鹤		0
童颜巨乳	tyjr	简单鹤		0
退役军人	tyjr	简单鹤		0
体育竞赛	tyjs	简单鹤		0
统一计算	tyjs	简单鹤		0
体育精神	tyju	简单鹤		0
同一件事	tyju	简单鹤		0
特约记者	tyjv	简单鹤		0
体育教学	tyjx	简单鹤		0
特约经销	tyjx	简单鹤		0
统一进行	tyjx	简单鹤		0
桃园结义	tyjy	简单鹤		0
统一口径	tykj	简单鹤		0
统一口令	tykl	简单鹤		0
叹一口气	tykq	简单鹤		0
抬眼看向	tykx	简单鹤		0
同样可以	tyky	简单鹤		0
听雨两笔	tylb	简单鹤		0
统一领导	tyld	简单鹤		0
天雨流芳	tylf	简单鹤		0
体育老师	tylu	简单鹤		0
太阳落山	tylu	简单鹤		0
同一类型	tylx	简单鹤		0
彤云密布	tymb	简单鹤		1
田园牧歌	tymg	简单鹤		0
体育明星	tymx	简单鹤		0
它有没有	tymy	简单鹤		0
天意弄人	tynr	简单鹤		0
头晕脑涨	tynv	简单鹤		0
天意难违	tynw	简单鹤		0
体育频道	typd	简单鹤		0
贴邮票处	typi	简单鹤		0
徒有其表	tyqb	简单鹤		0
陶冶情操	tyqc	简单鹤		0
统一全国	tyqg	简单鹤		0
统一起来	tyql	简单鹤		0
团员青年	tyqn	简单鹤		0
通义千问	tyqw	简单鹤		0
同样情形	tyqx	简单鹤		0
同样如此	tyrc	简单鹤		0
统一认识	tyru	简单鹤		0
甜言软语	tyry	简单鹤		1
逃也似地	tysd	简单鹤		0
逃也似的	tysd	简单鹤		0
逃逸速度	tysd	简单鹤		0
逃逸司机	tysj	简单鹤		0
讨厌死了	tysl	简单鹤		0
体育赛事	tysu	简单鹤		0
统一思想	tysx	简单鹤		0
藤原拓海	tyth	简单鹤		0
同样条件	tytj	简单鹤		0
头晕头痛	tytt	简单鹤		0
统一天下	tytx	简单鹤		0
同一首歌	tyug	简单鹤		0
体验生活	tyuh	简单鹤		0
同一时间	tyuj	简单鹤		0
拖延时间	tyuj	简单鹤		0
同一时期	tyuq	简单鹤		0
天涯神贴	tyut	简单鹤		0
体育设施	tyuu	简单鹤		0
太乙神数	tyuu	简单鹤		0
同一事物	tyuw	简单鹤		0
体育事业	tyuy	简单鹤		0
同样适用	tyuy	简单鹤		0
停业整顿	tyvd	简单鹤		0
同意支付	tyvf	简单鹤		0
统一指挥	tyvh	简单鹤		0
统一指令	tyvl	简单鹤		0
檀渊之盟	tyvm	简单鹤		0
统一战线	tyvx	简单鹤		0
同样重要	tyvy	简单鹤		0
童言稚语	tyvy	简单鹤		0
涂鸦之作	tyvz	简单鹤		0
退一万步	tywb	简单鹤		0
童言无忌	tywj	简单鹤		0
体育委员	tywy	简单鹤		0
投医问药	tywy	简单鹤		0
统一行动	tyxd	简单鹤		0
痛痒相关	tyxg	简单鹤		1
体育训练	tyxl	简单鹤		0
体育项目	tyxm	简单鹤		0
陶冶性情	tyxq	简单鹤		0
同样形式	tyxu	简单鹤		0
体育新闻	tyxw	简单鹤		0
体育学院	tyxy	简单鹤		0
天要下雨	tyxy	简单鹤		0
体育运动	tyyd	简单鹤		0
同样一个	tyyg	简单鹤		0
太阳眼镜	tyyj	简单鹤		0
体育用品	tyyp	简单鹤		0
脱衣有肉	tyyr	简单鹤		0
太有意思	tyys	简单鹤		0
挺有意思	tyys	简单鹤		0
同样也是	tyyu	简单鹤		0
体验一下	tyyx	简单鹤		0
统一一下	tyyx	简单鹤		0
统一祖国	tyzg	简单鹤		0
体育总局	tyzj	简单鹤		0
统一组织	tyzv	简单鹤		0
投资比例	tzbl	简单鹤		0
吐字不清	tzbq	简单鹤		0
通则不痛	tzbt	简单鹤		0
天资聪慧	tzch	简单鹤		0
天资聪明	tzcm	简单鹤		0
天资聪颖	tzcy	简单鹤		0
躺在地上	tzdu	简单鹤		0
头足倒置	tzdv	简单鹤		1
徒增烦恼	tzfn	简单鹤		0
投资方式	tzfu	简单鹤		0
投资风险	tzfx	简单鹤		0
投资规划	tzgh	简单鹤		0
投资管理	tzgl	简单鹤		0
投资规模	tzgm	简单鹤		0
天资过人	tzgr	简单鹤		0
天姿国色	tzgs	简单鹤		1
投资回报	tzhb	简单鹤		0
投资合同	tzht	简单鹤		0
投资成本	tzib	简单鹤		0
提早出发	tzif	简单鹤		0
投资产品	tzip	简单鹤		0
投赞成票	tzip	简单鹤		0
躺在床上	tziu	简单鹤		0
投资决策	tzjc	简单鹤		0
投资机会	tzjh	简单鹤		0
投资基金	tzjj	简单鹤		0
天子脚下	tzjx	简单鹤		0
投资理财	tzlc	简单鹤		0
投资理念	tzln	简单鹤		0
投资利润	tzlr	简单鹤		0
调嘴弄舌	tznu	简单鹤		1
投资品种	tzpv	简单鹤		0
天纵奇才	tzqc	简单鹤		0
投资渠道	tzqd	简单鹤		0
投资气氛	tzqf	简单鹤		0
吐字清晰	tzqx	简单鹤		0
投资企业	tzqy	简单鹤		0
投子认负	tzrf	简单鹤		0
投资入股	tzrg	简单鹤		0
天灾人祸	tzrh	简单鹤		1
投子认输	tzru	简单鹤		0
唐宗宋祖	tzsz	简单鹤		0
投资水平	tzup	简单鹤		0
天纵之才	tzvc	简单鹤		0
调嘴学舌	tzxu	简单鹤		1
天纵英才	tzyc	简单鹤		0
天造一对	tzyd	简单鹤		0
贴在一起	tzyq	简单鹤		0
投资业务	tzyw	简单鹤		0
投资意向	tzyx	简单鹤		0
深谙此道	uacd	简单鹤		0
涉案金额	uaje	简单鹤		0
深谙其道	uaqd	简单鹤		0
深谙人心	uarx	简单鹤		0
神爱世人	uaur	简单鹤		0
稍安勿躁	uawz	简单鹤		0
上半部分	ubbf	简单鹤		0
闪避不及	ubbj	简单鹤		0
尚不包括	ubbk	简单鹤		0
誓不罢休	ubbx	简单鹤		0
上半辈子	ubbz	简单鹤		0
设备采购	ubcg	简单鹤		0
恕不从命	ubcm	简单鹤		0
圣彼得堡	ubdb	简单鹤		0
说白道黑	ubdh	简单鹤		1
生不带来	ubdl	简单鹤		0
舍不得你	ubdn	简单鹤		0
身边的人	ubdr	简单鹤		0
势比登天	ubdt	简单鹤		0
少不懂事	ubdu	简单鹤		0
傻逼东西	ubdx	简单鹤		0
叔伯弟兄	ubdx	简单鹤		0
山崩地陷	ubdx	简单鹤		1
十步芳草	ubfc	简单鹤		1
上不封顶	ubfd	简单鹤		0
恕不奉告	ubfg	简单鹤		0
恕不奉陪	ubfp	简单鹤		0
双百方针	ubfv	简单鹤		0
是不够的	ubgd	简单鹤		0
深闭固拒	ubgj	简单鹤		1
数不过来	ubgl	简单鹤		0
鼠标滚轮	ubgl	简单鹤		0
识别功能	ubgn	简单鹤		0
说不过去	ubgq	简单鹤		0
双边关系	ubgx	简单鹤		0
双倍工资	ubgz	简单鹤		0
收保护费	ubhf	简单鹤		0
睡不好觉	ubhj	简单鹤		0
水不涵木	ubhm	简单鹤		0
双边会谈	ubht	简单鹤		0
实变函数	ubhu	简单鹤		0
双板滑雪	ubhx	简单鹤		0
收兵回营	ubhy	简单鹤		0
双边合作	ubhz	简单鹤		0
说不出的	ubid	简单鹤		0
说不出话	ubih	简单鹤		0
设备陈旧	ubij	简单鹤		0
说不出口	ubik	简单鹤		0
说不出来	ubil	简单鹤		0
设备产品	ubip	简单鹤		0
涉笔成趣	ubiq	简单鹤		1
伤病缠身	ubiu	简单鹤		0
深不见底	ubjd	简单鹤		0
时不久留	ubjl	简单鹤		0
熟不拘礼	ubjl	简单鹤		0
鼠标键盘	ubjp	简单鹤		0
疏不间亲	ubjq	简单鹤		1
十八九岁	ubjs	简单鹤		0
鼠标加速	ubjs	简单鹤		0
双倍快乐	ubkl	简单鹤		0
是不可能	ubkn	简单鹤		0
伤病困扰	ubkr	简单鹤		0
申报课题	ubkt	简单鹤		0
傻不愣登	ubld	简单鹤		0
受不了的	ubld	简单鹤		0
硕博连读	ubld	简单鹤		0
十八罗汉	ublh	简单鹤		0
数白论黄	ublh	简单鹤		1
傻不拉几	ublj	简单鹤		0
傻不拉叽	ublj	简单鹤		0
受不了了	ubll	简单鹤		0
受不了你	ubln	简单鹤		0
上不来气	ublq	简单鹤		0
神兵利器	ublq	简单鹤		0
水泊梁山	ublu	简单鹤		0
稍不留神	ublu	简单鹤		0
上不了网	ublw	简单鹤		0
双边领域	ubly	简单鹤		0
说不明白	ubmb	简单鹤		0
神笔马良	ubml	简单鹤		0
尚不明确	ubmq	简单鹤		0
上班摸鱼	ubmy	简单鹤		0
双边贸易	ubmy	简单鹤		0
受不鸟了	ubnl	简单鹤		0
数百年来	ubnl	简单鹤		0
肾不纳气	ubnq	简单鹤		0
手不能提	ubnt	简单鹤		0
数不清的	ubqd	简单鹤		0
尚不清楚	ubqi	简单鹤		0
说不清楚	ubqi	简单鹤		0
上不去了	ubql	简单鹤		0
设备齐全	ubqq	简单鹤		0
深表歉意	ubqy	简单鹤		0
少不入川	ubri	简单鹤		0
生不如死	ubrs	简单鹤		0
士兵突击	ubtj	简单鹤		0
神兵天将	ubtj	简单鹤		1
深表同情	ubtq	简单鹤		0
睡不踏实	ubtu	简单鹤		0
双边条约	ubty	简单鹤		0
是不是啊	ubua	简单鹤		0
是褒是贬	ubub	简单鹤		0
是不是词	ubuc	简单鹤		0
舒不舒服	ubuf	简单鹤		0
事不师古	ubug	简单鹤		1
是不是个	ubug	简单鹤		0
适不适合	ubuh	简单鹤		0
上班时间	ubuj	简单鹤		0
使不上力	ubul	简单鹤		0
说不上来	ubul	简单鹤		0
生不生气	ubuq	简单鹤		0
实报实销	ubux	简单鹤		0
是不是有	ubuy	简单鹤		0
适不适用	ubuy	简单鹤		0
谁不知道	ubvd	简单鹤		0
睡不着觉	ubvj	简单鹤		0
鼠标中键	ubvj	简单鹤		0
申报专利	ubvl	简单鹤		0
睡不着了	ubvl	简单鹤		0
书本知识	ubvu	简单鹤		0
圣杯战争	ubvv	简单鹤		0
鼠标指针	ubvv	简单鹤		0
失败主义	ubvy	简单鹤		0
生病住院	ubvy	简单鹤		0
稍不注意	ubvy	简单鹤		0
鼠标微动	ubwd	简单鹤		0
省博物馆	ubwg	简单鹤		0
摔杯为号	ubwh	简单鹤		0
设备维护	ubwh	简单鹤		0
誓不为人	ubwr	简单鹤		0
设备维修	ubwx	简单鹤		0
时不我与	ubwy	简单鹤		1
识别文字	ubwz	简单鹤		0
叔伯兄弟	ubxd	简单鹤		0
是不行的	ubxd	简单鹤		0
谁不喜欢	ubxh	简单鹤		0
瘦不下来	ubxl	简单鹤		0
实不相瞒	ubxm	简单鹤		0
上北下南	ubxn	简单鹤		0
上蹦下跳	ubxt	简单鹤		0
识别系统	ubxt	简单鹤		0
深表谢意	ubxy	简单鹤		0
山不厌高	ubyg	简单鹤		0
深表遗憾	ubyh	简单鹤		0
鼠标右键	ubyj	简单鹤		0
鼠标引擎	ubyq	简单鹤		0
恕不远送	ubys	简单鹤		0
身不由主	ubyv	简单鹤		1
是不一样	ubyy	简单鹤		0
山不在高	ubzg	简单鹤		0
鼠标左键	ubzj	简单鹤		0
失不再来	ubzl	简单鹤		0
申报资料	ubzl	简单鹤		0
水不在深	ubzu	简单鹤		0
深藏不露	ucbl	简单鹤		0
食草动物	ucdw	简单鹤		0
恃才放旷	ucfk	简单鹤		0
生存方式	ucfu	简单鹤		0
身材高大	ucgd	简单鹤		0
诗词歌赋	ucgf	简单鹤		0
身材管理	ucgl	简单鹤		0
神采焕发	uchf	简单鹤		1
身材火辣	uchl	简单鹤		0
恃才居傲	ucja	简单鹤		0
上层建筑	ucjv	简单鹤		0
收藏价值	ucjv	简单鹤		0
生存竞争	ucjv	简单鹤		0
生存空间	uckj	简单鹤		0
身材魁梧	uckw	简单鹤		0
舌灿莲花	uclh	简单鹤		0
身材苗条	ucmt	简单鹤		0
烧菜弄饭	ucnf	简单鹤		0
上次那个	ucng	简单鹤		0
生存能力	ucnl	简单鹤		0
深层清洁	ucqj	简单鹤		0
嗜财如命	ucrm	简单鹤		0
视财如命	ucrm	简单鹤		1
上层人士	ucru	简单鹤		0
伤残人士	ucru	简单鹤		0
深藏若虚	ucrx	简单鹤		1
生存所迫	ucsp	简单鹤		0
生存条件	uctj	简单鹤		0
剩菜剩饭	ucuf	简单鹤		0
生存之道	ucvd	简单鹤		0
身残志坚	ucvj	简单鹤		0
省财政厅	ucvt	简单鹤		0
疏财仗义	ucvy	简单鹤		1
上蹿下跳	ucxt	简单鹤		0
身材匀称	ucyi	简单鹤		0
生存压力	ucyl	简单鹤		0
受此影响	ucyx	简单鹤		0
实测有效	ucyx	简单鹤		0
生存游戏	ucyx	简单鹤		0
深层原因	ucyy	简单鹤		0
恃才自傲	ucza	简单鹤		0
刷存在感	uczg	简单鹤		0
谁都不爱	udba	简单鹤		0
书读百遍	udbb	简单鹤		0
说得不错	udbc	简单鹤		0
说的不错	udbc	简单鹤		0
山东半岛	udbd	简单鹤		0
说短不短	udbd	简单鹤		0
受到保护	udbh	简单鹤		0
啥都不会	udbh	简单鹤		0
声带闭合	udbh	简单鹤		0
时代背景	udbj	简单鹤		0
时代变了	udbl	简单鹤		0
食大便了	udbl	简单鹤		0
伤得不轻	udbq	简单鹤		0
啥都别说	udbu	简单鹤		0
上帝保佑	udby	简单鹤		0
手段残忍	udcr	简单鹤		0
删档测试	udcu	简单鹤		0
说的都对	uddd	简单鹤		0
手段毒辣	uddl	简单鹤		0
说的道理	uddl	简单鹤		0
谁带的妹	uddm	简单鹤		0
山顶洞人	uddr	简单鹤		0
试点单位	uddw	简单鹤		0
山东大学	uddx	简单鹤		0
手段恶劣	udel	简单鹤		0
时代峰俊	udfj	简单鹤		0
时代风貌	udfm	简单鹤		0
师大附中	udfv	简单鹤		0
是敌非友	udfy	简单鹤		0
时代广场	udgi	简单鹤		0
说得过去	udgq	简单鹤		0
说的过去	udgq	简单鹤		0
受到感染	udgr	简单鹤		0
十大高手	udgu	简单鹤		0
湿地公园	udgy	简单鹤		0
水多活好	udhh	简单鹤		0
说得很好	udhh	简单鹤		0
手动滑稽	udhj	简单鹤		0
受到好评	udhp	简单鹤		0
生动活泼	udhp	简单鹤		1
说得好听	udht	简单鹤		0
说的好听	udht	简单鹤		0
受到惩罚	udif	简单鹤		0
说得出口	udik	简单鹤		0
熟读成诵	udis	简单鹤		0
说得简单	udjd	简单鹤		0
束带结发	udjf	简单鹤		1
输得精光	udjg	简单鹤		0
生旦净丑	udji	简单鹤		0
首都机场	udji	简单鹤		0
鼠肚鸡肠	udji	简单鹤		1
山东济南	udjn	简单鹤		0
手动加速	udjs	简单鹤		0
世代交替	udjt	简单鹤		0
十赌九输	udju	简单鹤		0
时代精神	udju	简单鹤		0
说的就是	udju	简单鹤		0
术到极致	udjv	简单鹤		0
上岛咖啡	udkf	简单鹤		0
手动开关	udkg	简单鹤		0
实地考察	udki	简单鹤		0
实地考查	udki	简单鹤		0
圣诞快乐	udkl	简单鹤		0
少得可怜	udkl	简单鹤		0
山东快书	udku	简单鹤		0
势单力薄	udlb	简单鹤		0
势大力沉	udli	简单鹤		0
山东鲁能	udln	简单鹤		0
圣诞礼品	udlp	简单鹤		0
省点力气	udlq	简单鹤		0
剩蛋老人	udlr	简单鹤		0
圣诞老人	udlr	简单鹤		0
失独老人	udlr	简单鹤		0
事到临头	udlt	简单鹤		0
山东联通	udlt	简单鹤		0
摔断了腿	udlt	简单鹤		0
圣诞礼物	udlw	简单鹤		0
实弹练习	udlx	简单鹤		0
山东蓝翔	udlx	简单鹤		0
十冬腊月	udly	简单鹤		1
上帝粒子	udlz	简单鹤		0
说得没错	udmc	简单鹤		0
是多么的	udmd	简单鹤		0
省得麻烦	udmf	简单鹤		0
圣多明各	udmg	简单鹤		0
省电模式	udmu	简单鹤		0
竖大拇指	udmv	简单鹤		0
深得民心	udmx	简单鹤		0
收到没有	udmy	简单鹤		0
神丹妙药	udmy	简单鹤		0
十多年来	udnl	简单鹤		0
十多年前	udnq	简单鹤		0
说得难听	udnt	简单鹤		0
受到破坏	udph	简单鹤		0
稍待片刻	udpk	简单鹤		0
稍等片刻	udpk	简单鹤		0
士多啤梨	udpl	简单鹤		0
受到批评	udpp	简单鹤		0
实地取材	udqc	简单鹤		0
山东青岛	udqd	简单鹤		0
受到侵害	udqh	简单鹤		0
双洞齐开	udqk	简单鹤		0
受到牵连	udql	简单鹤		0
说得轻巧	udqq	简单鹤		0
说得轻松	udqs	简单鹤		0
舍短取长	udqv	简单鹤		1
时代气息	udqx	简单鹤		0
霜打茄子	udqz	简单鹤		0
事到如此	udrc	简单鹤		0
事到如今	udrj	简单鹤		0
十动然拒	udrj	简单鹤		0
杀毒软件	udrj	简单鹤		0
嗜赌如命	udrm	简单鹤		0
深度思考	udsk	简单鹤		0
深度思索	udss	简单鹤		0
说到头来	udtl	简单鹤		0
时代特色	udts	简单鹤		0
上得厅堂	udtt	简单鹤		0
上达天听	udtt	简单鹤		0
时代特征	udtv	简单鹤		0
深度体验	udty	简单鹤		0
孰对孰错	uduc	简单鹤		0
是对是错	uduc	简单鹤		0
实打实的	udud	简单鹤		0
首都师范	uduf	简单鹤		0
上帝视角	uduj	简单鹤		0
深度睡眠	udum	简单鹤		0
上当受骗	udup	简单鹤		0
沙雕视频	udup	简单鹤		0
手动输入	udur	简单鹤		0
神挡杀神	uduu	简单鹤		0
时大时小	udux	简单鹤		0
时断时续	udux	简单鹤		0
是敌是友	uduy	简单鹤		0
上帝之鞭	udvb	简单鹤		0
谁都知道	udvd	简单鹤		0
睡得着觉	udvj	简单鹤		0
时代周刊	udvk	简单鹤		0
说到这里	udvl	简单鹤		0
蜀道之难	udvn	简单鹤		0
舐犊之情	udvq	简单鹤		0
上帝之手	udvu	简单鹤		0
睡得正香	udvx	简单鹤		0
