我们	womf
往外	whwd
往左	whzo
往里	whli
很久	hfjq
很低	hfdi
很受	hfuz
很坏	hfhk
很大	hfda
很富	hffu
很对	hfdv
很广	hfgl
很弱	hfro
很强	hfql
很忙	hfmh
很想	hfxl
很慢	hfmj
很有	hfyz
很短	hfdr
很矮	hfai
很硬	hfyk
很穷	hfqs
很美	hfmw
很能	hfng
很轻	hfqk
很近	hfjb
很重	hfvs
很长	hfih
很难	hfnj
很高	hfgc
徒具	tuju
徒有	tuyz
得很	dehf
心死	xbsi
必有	biyz
必死	bisi
必答	bida
忍着	rfve
忘光	whgl
忙着	mhve
忧劳	yzlc
快到	kkdc
快去	kkqu
快如	kkru
快看	kkkj
念着	nmve
念给	nmgw
念过	nmgo
怎不	zfbu
怎能	zfng
怕官	pagr
怕得	pade
怕是	paui
怕累	palw
怕谁	pauw
怕难	panj
急了	jile
怪哉	gkzd
怪谲	gkjt
总能	zsng
总该	zsgd
总说	zsuo
恕不	uubu
恕难	uunj
恰是	qxui
恶炒	eeic
悚惧	ssju
患上	hruh
惊出	jkiu
惧内	junw
惨了	cjle
惨景	cjjk
惯坏	grhk
想你	xlni
想找	xlvc
想说	xluo
想过	xlgo
惹人	rerf
惹到	redc
惹得	rede
惹急	reji
惹来	reld
愿你	yrni
慌了	hlle
慢用	mjys
憨痴	hjii
戏照	xivc
成了	igle
成块	igkk
成瘾	igyb
成趣	igqu
我这	wove
或曰	hoyt
或有	hoyz
或用	hoys
或称	hoig
战龙	vjls
戴上	dduh
戴帽	ddmc
戴着	ddve
所做	sozo
所受	souz
所困	soky
所愿	soyr
所犯	sofj
所知	sovi
所示	soui
所系	soxi
所累	solw
所能	song
所致	sovi
所获	soho
所说	souo
所辖	soxx
所迫	sopo
所限	soxm
手拿	uzna
才使	cdui
才是	cdui
才来	cdld
扑向	puxl
打了	dale
打完	dawj
打掉	dadn
打死	dasi
打满	damj
打给	dagw
打赢	dayk
打过	dago
打进	dajb
扔了	rgle
扔到	rgdc
扔在	rgzd
扔进	rgjb
扛枪	khql
扛活	khho
扣上	kzuh
扣下	kzxx
扣去	kzqu
扣紧	kzjb
扭过	nqgo
扯掉	iedn
找准	vcvy
找出	vciu
找抽	vciz
找来	vcld
找遍	vcbm
把盏	bavj
抓到	vxdc
抓图	vxtu
抓得	vxde
投下	tzxx
投以	tzyi
投来	tzld
投江	tzjl
抗燃	khrj
抗老	khlc
抛下	pcxx
抛入	pcru
抛出	pciu
抛投	pctz
抛进	pcjb
抢过	qlgo
报上	bcuh
披沥	pili
披着	pive
抬出	tdiu
抱住	bcvu
抱着	bcve
抱起	bcqi
抹去	moqu
抹脸	molm
押往	yawh
抽脂	izvi
抽走	izzz
抽逃	iztc
拂袖	fuxq
拂过	fugo
拆下	idxx
拆成	idig
拉住	lavu
拉出	laiu
拉屎	laui
拉着	lave
拌蒜	bjsr
拍下	pdxx
拍完	pdwj
拒不	jubu
拔下	baxx
拔出	baiu
拔身	bauf
拖入	toru
拙舌	voue
拟于	niyu
拨出	boiu
拴在	urzd
拴缚	urfu
拷入	kcru
拼了	pble
拼成	pbig
拽住	vkvu
拾柴	uiid
拿着	nave
拿给	nagw
拿过	nago
持筹	iiiz
挂上	gxuh
挂在	gxzd
挂孝	gxxn
挂满	gxmj
挂漏	gxlz
挂着	gxve
指给	vigw
按季	anji
按月	anyt
按类	anlw
按需	anxu
挑出	tniu
挑刺	tnci
挖出	waiu
挖地	wadi
挣到	vgdc
挣破	vgpo
挥就	hvjq
挪作	nozo
挽着	wjve
捉到	vodc
捉对	vodv
捉虫	vois
捎来	ucld
捎给	ucgw
捏积	npji
捐出	jriu
损人	syrf
捡到	jmdc
捡来	jmld
捡起	jmqi
换下	hrxx
换个	hrge
换妻	hrqi
换帖	hrtp
换掉	hrdn
换来	hrld
换肤	hrfu
换过	hrgo
换页	hrye
捧走	pgzz
掉下	dnxx
掉入	dnru
掉膘	dnbn
掉进	dnjb
掏出	tciu
掐死	qxsi
排到	pddc
排在	pdzd
接上	jpuh
掩上	yjuh
掺入	ijru
揉成	rzig
揉碎	rzsv
提着	tive
提过	tigo
插在	iazd
插柳	ialq
插满	iamj
插进	iajb
揣着	ikve
揩干	kdgj
揽入	ljru
搂住	lzvu
搂着	lzve
搅浑	jnhy
搓背	cobw
搜出	sziu
搞到	gcdc
搞基	gcji
搞得	gcde
搞成	gcig
搞掉	gcdn
搞糟	gczc
搬到	bjdc
搬来	bjld
摆上	bduh
摆出	bdiu
摆在	bdzd
摆满	bdmj
摆烂	bdlj
摇橹	yclu
摇醒	ycxk
摔坏	ukhk
摔掉	ukdn
摔死	uksi
摘花	vdhx
摸准	movy
摸着	move
撑大	igda
撑着	igve
撑起	igqi
撒向	saxl
撕咬	siyc
撞人	vlrf
撞坏	vlhk
撞断	vldr
撞毁	vlhv
撞碎	vlsv
撤下	iexx
撤免	iemm
撤营	ieyk
撩人	lnrf
撩起	lnqi
撬开	qnkd
擅闯	ujil
操起	ccqi
擦写	caxp
擦去	caqu
擦汗	cahj
擦背	cabw
攒眉	zjmw
攘外	rhwd
支走	vizz
收红	uzhs
收走	uzzz
收钱	uzqm
改好	gdhc
改姓	gdxk
改线	gdxm
攻下	gsxx
攻入	gsru
攻错	gsco
放入	fhru
故曰	guyt
救出	jqiu
教给	jngw
教过	jngo
敛钱	lmqm
敢做	gjzo
敢打	gjda
敢说	gjuo
散了	sjle
散出	sjiu
散去	sjqu
散成	sjig
散灭	sjmp
数个	uuge
数天	uutm
数错	uuco
敲开	qnkd
敲破	qnpo
整块	vgkk
斜高	xpgc
斩仓	vjch
断无	drwu
断过	drgo
新修	xbxq
新帖	xbtp
新招	xbvc
新旧	xbjq
新翻	xbfj
新老	xblc
方能	fhng
旁出	phiu
无他	wuta
无多	wudo
既不	jibu
既无	jiwu
日创	riil
日租	rizu
日美	rimw
日韩	rihj
旧车	jqie
早于	zcyu
早在	zczd
早有	zcyz
易主	yivu
映在	ykzd
映红	ykhs
是个	uige
是吗	uima
是呀	uiya
是谁	uiuw
显荣	xmrs
晒伤	uduh
晕场	yyih
晚了	wjle
晚些	wjxp
晨炊	ifiv
暂不	zjbu
暂借	zjjp
暂告	zjgc
暂扣	zjkz
暂无	zjwu
暂未	zjww
暗月	anyt
暗爽	anul
暗疾	anji
更不	ggbu
更低	ggdi
更像	ggxl
更大	ggda
更好	gghc
更定	ggdk
更小	ggxn
更少	gguc
更差	ggia
更应	ggyk
更无	ggwu
更早	ggzc
更易	ggyi
更有	ggyz
更甚	gguf
更短	ggdr
更稳	ggwf
更美	ggmw
更能	ggng
更要	ggyc
更让	ggrh
更趋	ggqu
更近	ggjb
更远	ggyr
更长	ggih
更难	ggnj
更需	ggxu
曾为	cgww
曾以	cgyi
曾任	cgrf
曾因	cgyb
曾对	cgdv
曾想	cgxl
曾是	cgui
曾有	cgyz
曾说	cguo
曾问	cgwf
最久	zvjq
最具	zvju
最冷	zvlg
最凶	zvxs
最坏	zvhk
最弱	zvro
最怕	zvpa
最想	zvxl
最热	zvre
最爱	zvai
最穷	zvqs
最累	zvlw
最能	zvng
最让	zvrh
最难	zvnj
月产	ytij
月供	ytgs
有了	yzle
有何	yzhe
有啥	yzua
有没	yzmw
有错	yzco
服满	fumj
朔月	uoyt
望你	whni
望到	whdc
望着	whve
朝上	icuh
朝下	icxx
朝前	icqm
朝右	icyz
朝后	ichz
朝暮	icmu
未交	wwjn
未做	wwzo
未向	wwxl
未完	wwwj
未开	wwkd
未按	wwan
未泯	wwmb
未被	wwbw
本帖	bftp
机套	jitc
杀到	uadc
杀虫	uais
杀进	uajb
杂店	zadm
权倾	qrqk
权钱	qrqm
村中	cyvs
村前	cyqm
村外	cywd
来了	ldle
来想	ldxl
来接	ldjp
来此	ldci
极低	jidi
极佳	jijx
极具	jiju
极坏	jihk
极多	jido
极好	jihc
极差	jiia
极强	jiql
极爽	jiul
极盛	jiig
极难	jinj
极高	jigc
析构	xigz
架站	jxvj
某件	mzjm
染剂	rjji
染绿	rjlv
查到	iadc
查岗	iagh
查过	iago
标上	bnuh
标日	bnri
标有	bnyz
树下	uuxx
树旁	uuph
栓牢	urlc
栽下	zdxx
框在	klzd
案中	anvs
案首	anuz
桥畔	qnpj
梦蝶	mgdp
棒喝	bhhe
楼内	lznw
楼前	lzqm
楼里	lzli
横刀	hgdc
横评	hgpk
横遭	hgzc
欠下	qmxx
欠了	qmle
欲绝	yujt
正割	vgge
正忙	vgmh
此乃	cind
此则	cize
死了	sile
死于	siyu
死后	sihz
死缠	siij
段中	drvs
毁了	hvle
毁于	hvyu
每件	mwjm
每到	mwdc
每只	mwvi
每隔	mwge
比来	bild
比配	bipw
永驻	ysvu
求导	qqdc
求租	qqzu
池内	iinw
沉痼	ifgu
没到	mwdc
没回	mwhv
没敢	mwgj
没能	mwng
沦没	lymw
治好	vihc
沾上	vjuh
泛绿	fjlv
泡上	pcuh
泡成	pcig
注满	vumj
泪下	lwxx
洒下	saxx
洒向	saxl
洗净	xijk
洗掉	xidn
洗碗	xiwj
洗脚	xijn
洗菜	xicd
洞内	dsnw
活到	hodc
活着	hove
派人	pdrf
派到	pddc
派往	pdwh
派给	pdgw
流到	lqdc
流回	lqhv
流在	lqzd
流进	lqjb
测得	cede
浑似	hysi
浑如	hyru
浑水	hyuv
浮出	fuiu
涂掉	tudn
涂满	tumj
涌上	ysuh
涌来	ysld
涌过	ysgo
涨了	vhle
涨到	vhdc
淋湿	lbui
淘友	tcyz
深得	ufde
深爱	ufai
混为	hyww
混到	hydc
添满	tmmj
清障	qkvh
渐入	jmru
渐增	jmzg
渐趋	jmqu
湿透	uitz
溃堤	kvdi
溃脓	kvns
溜了	lqle
滑过	hxgo
滚到	gydc
滚屏	gypk
满后	mjhz
满拧	mjnk
满肚	mjdu
滥捕	ljbu
滴血	dixp
漂过	pngo
漏了	lzle
漏接	lzjp
漏雨	lzyu
漫过	mjgo
潜到	qmdc
潮落	iclo
火中	hovs
灭失	mpui
灾后	zdhz
炒熟	icuz
炒高	icgc
炸成	vaig
炸窝	vawo
点到	dmdc
点解	dmjp
点钱	dmqm
烂掉	ljdn
烂糊	ljhu
烤出	kciu
烤熟	kcuz
烧出	uciu
烧到	ucdc
烧过	ucgo
烫脚	thjn
烫花	thhx
焉有	yjyz
焉能	yjng
焖鸡	mfji
煤电	mwdm
照出	vciu
照到	vcdc
照在	vczd
照此	vcci
煮熟	vuuz
煲粥	bcvz
熟女	uznv
熬到	aodc
熬过	aogo
爆开	bckd
爬上	pauh
爬灰	pahv
爱吃	aiii
爱拼	aipb
爱说	aiuo
爱财	aicd
爱郎	ailh
牌类	pdlw
牛饮	nqyb
牵出	qmiu
特向	texl
特来	teld
犯过	fjgo
狂顶	kldk
独步	dubu
独臂	dubi
猛吹	mgiv
猛推	mgtv
猛药	mgyc
猫扑	mcpu
献上	xmuh
玄月	xryt
率兵	lvbk
玉霜	yuul
玩出	wjiu
玩友	wjyz
环山	hruj
现将	xmjl
班草	bjcc
球瘾	qqyb
理出	liiu
用上	ysuh
用为	ysww
用去	ysqu
用在	yszd
用完	yswj
用家	ysjx
用掉	ysdn
用足	yszu
用过	ysgo
用错	ysco
甩出	ukiu
由我	yzwo
申精	ufjk
电骡	dmlo
画上	hxuh
画中	hxvs
画出	hxiu
画满	hxmj
留到	lqdc
留着	lqve
略加	ltjx
略嫌	ltxm
略差	ltia
略施	ltui
略显	ltxm
略有	ltyz
略看	ltkj
略知	ltvi
疯了	fgle
病了	bkle
病后	bkhz
痰喘	tjir
瘌痢	lali
瘦瘪	uzbp
瘫坐	tjzo
登出	dgiu
白做	bdzo
白嫖	bdpn
白给	bdgw
百余	bdyu
百元	bdyr
百名	bdmk
百汇	bdhv
百鸟	bdnn
皆可	jpke
皆同	jpts
皆因	jpyb
皆能	jpng
皱紧	vzjb
益菌	yijy
盖上	gduh
盖过	gdgo
盯着	dkve
直冲	viis
直逼	vibi
相托	xlto
相送	xlss
相邀	xlyc
盼到	pjdc
盼来	pjld
省下	ugxx
看呆	kjdd
看完	kjwj
看对	kjdv
看帖	kjtp
看清	kjqk
看腻	kjni
看过	kjgo
看那	kjna
真坏	vfhk
真影	vfyk
睁大	vgda
睁着	vgve
睡下	uvxx
睡在	uvzd
睡得	uvde
瞄向	mnxl
瞅着	izve
瞎了	xxle
瞎侃	xxkj
瞎抓	xxvx
瞎搞	xxgc
瞎摸	xxmo
瞎诌	xxvz
瞎跑	xxpc
瞎转	xxvr
瞒着	mjve
瞧那	qnna
瞪圆	dgyr
瞪大	dgda
矮墩	aidy
砌墙	qiql
砍下	kjxx
砍去	kjqu
砍断	kjdr
砍死	kjsi
砍翻	kjfj
破网	powh
破胆	podj
破题	poti
砸了	zale
砸到	zadc
砸坏	zahk
砸开	zakd
砸掉	zadn
砸死	zasi
砸破	zapo
砸钱	zaqm
硬说	ykuo
确应	qtyk
碎梦	svmg
磨去	moqu
磨破	mopo
种下	vsxx
租屋	zuwu
租来	zuld
租给	zugw
称好	ighc
称尊	igzy
移到	yidc
移走	yizz
稍低	ucdi
稍作	uczo
稍具	ucju
稍大	ucda
稍好	uchc
稍小	ucxn
稍差	ucia
稍显	ucxm
稍晚	ucwj
稍有	ucyz
稍等	ucdg
稍逊	ucxy
稍高	ucgc
稳坐	wfzo
稳获	wfho
空有	ksyz
穿上	iruh
穿好	irhc
突遇	tuyu
窜入	crru
窜到	crdc
窜红	crhs
立候	lihz
立碑	libw
站到	vjdc
站着	vjve
竞岗	jkgh
竟成	jkig
竟有	jkyz
竟达	jkda
端上	druh
端出	driu
端由	dryz
端着	drve
笑了	xnle
笑出	xniu
笑抽	xniz
笑煞	xnua
笑着	xnve
笔札	biva
笨嘴	bfzv
等死	dgsi
等着	dgve
签上	qmuh
签下	qmxx
简码	jmma
箔条	botn
算你	srni
算出	sriu
算啥	srua
算起	srqi
管他	grta
管好	grhc
类名	lwmk
粗看	cukj
粘住	vjvu
系着	xive
紧咬	jbyc
紧挨	jbai
紧盯	jbdk
紧绷	jbbg
紧锁	jbso
紧闭	jbbi
紧靠	jbkc
累了	lwle
累倒	lwdc
红底	hsdi
红遍	hsbm
约有	ytyz
约需	ytxu
纲手	ghuz
纵有	zsyz
纹波	wfbo
练到	lmdc
细查	xiia
细谈	xitj
终成	vsig
绑牢	bhlc
绕着	rcve
给他	gwta
给她	gwta
给它	gwta
给我	gwwo
给足	gwzu
绝好	jthc
绝才	jtcd
绵连	mmlm
绷住	bgvu
绷紧	bgjb
绿草	lvcc
绿队	lvdv
缀满	vvmj
缓过	hrgo
缠上	ijuh
缠在	ijzd
缠着	ijve
缠紧	ijjb
缺人	qtrf
缺电	qtdm
网内	whnw
网摘	whvd
罚下	faxx
罢笔	babi
罩杯	vcbw
罩着	vcve
美乳	mwru
群交	qyjn
翘起	qnqi
翻出	fjiu
翻到	fjdc
老抽	lciz
老旧	lcjq
老说	lcuo
而不	erbu
而与	eryu
而又	eryz
而在	erzd
而成	erig
而未	erww
而终	ervs
耗去	hcqu
聊上	lnuh
聊得	lnde
聊着	lnve
聊起	lnqi
聚在	juzd
聚成	juig
肝肾	gjuf
肩扛	jmkh
肯于	kfyu
背起	bwqi
背过	bwgo
胸无	xswu
胸闷	xsmf
能在	ngzd
能当	ngdh
能有	ngyz
能用	ngys
脏水	zhuv
脏钱	zhqm
脚上	jnuh
脱去	toqu
腰链	yclm
腰间	ycjm
腾地	tgdi
腿上	tvuh
自吹	ziiv
自定	zidk
自毁	zihv
臭水	izuv
至强	viql
舀水	ycuv
舞男	wunj
良日	llri
色晕	seyy
色笔	sebi
色衰	seuk
艳女	yjnv
花了	hxle
花前	hxqm
花去	hxqu
花掉	hxdn
花蝶	hxdp
花雀	hxqt
苍月	chyt
若无	rowu
苦了	kule
苦短	kudr
苦逼	kubi
荒歉	hlqm
莫忘	mowh
获赠	hozg
落在	lozd
落满	lomj
落进	lojb
落雁	loyj
葱黄	cshl
蒙上	mguh
蓝钻	ljzr
蔽日	biri
虫蛀	isvu
蚕眠	cjmm
蛮缠	mjij
融为	rsww
螺柱	lovu
血洒	xpsa
行贩	xkfj
衔恨	xmhf
补仓	buch
补肾	buuf
衰替	ukti
被扣	bwkz
被抓	bwvx
被拒	bwju
被爱	bwai
被罚	bwfa
被逐	bwvu
袭来	xild
装上	vluh
装在	vlzd
装好	vlhc
装过	vlgo
装进	vljb
装逼	vlbi
裸男	lonj
裹在	gozd
裹扎	gova
裹胸	goxs
裹腿	gotv
要与	ycyu
要以	ycyi
要到	ycdc
要在	yczd
要想	ycxl
要有	ycyz
要来	ycld
要用	ycys
要看	yckj
要让	ycrh
要钱	ycqm
见底	jmdi
见罪	jmzv
见过	jmgo
观后	grhz
观灯	grdg
角锥	jnvv
解盘	jppj
订满	dkmj
订造	dkzc
讨亲	tcqb
讨回	tchv
让你	rhni
让它	rhta
记着	jive
讲了	jlle
讲到	jldc
讲给	jlgw
讲起	jlqi
讲过	jlgo
设或	ueho
访古	fhgu
诚招	igvc
误了	wule
说中	uovs
说些	uoxp
说到	uodc
说吧	uoba
说完	uowj
说开	uokd
说成	uoig
说清	uoqk
说着	uove
说给	uogw
说罢	uoba
说过	uogo
诵佛	ssfo
请您	qknb
读懂	duds
读盘	dupj
读破	dupo
读碟	dudp
读谱	dupu
谁不	uwbu
谁也	uwye
谁想	uwxl
谁敢	uwgj
谁都	uwdz
调到	tndc
调序	tnxu
调来	tnld
谈妥	tjto
谈清	tjqk
谈过	tjgo
谢却	xpqt
谨向	jbxl
谲诈	jtva
豪爵	hcjt
负约	fuyt
败给	bdgw
败走	bdzz
贴上	tpuh
贴出	tpiu
贴到	tpdc
贴在	tpzd
贴好	tphc
贴换	tphr
贴满	tpmj
贼巢	zwic
赏景	uhjk
赔了	pwle
赚到	vrdc
赚回	vrhv
赚得	vrde
赚足	vrzu
赛出	sdiu
赢球	ykqq
走了	zzle
走到	zzdc
走在	zzzd
走完	zzwj
走掉	zzdn
走电	zzdm
走稳	zzwf
走高	zzgc
赴京	fujk
赴日	furi
赴美	fumw
赶着	gjve
越显	ytxm
足可	zuke
足有	zuyz
足矣	zuyi
趴着	pave
跌涨	dpvh
跑了	pcle
跑偏	pcpm
跑出	pciu
跑到	pcdc
跑官	pcgr
跑开	pckd
跑掉	pcdn
跑着	pcve
跨出	kxiu
跨进	kxjb
跳入	tnru
跳起	tnqi
踏浪	talh
踢给	tigw
踩死	cdsi
踩雷	cdlw
蹲着	dyve
身兼	ufjm
躲到	dodc
躲在	dozd
车前	ieqm
车后	iehz
车外	iewd
车旁	ieph
轨度	gvdu
转上	vruh
转到	vrdc
转暖	vrnr
轮到	lydc
软工	rrgs
轰赶	hsgj
轰跑	hspc
轻则	qkze
轻打	qkda
轻拍	qkpd
载舟	zdvz
较低	jndi
较多	jndo
较大	jnda
较好	jnhc
较小	jnxn
较少	jnuc
较差	jnia
较广	jngl
较弱	jnro
较强	jnql
较快	jnkk
较慢	jnmj
较早	jnzc
较晚	jnwj
较深	jnuf
较短	jndr
较近	jnjb
较远	jnyr
较重	jnvs
较长	jnih
较难	jnnj
较高	jngc
输了	uule
输掉	uudn
边距	bmju
迁往	qmwh
过低	godi
过大	goda
过完	gowj
过宽	gokr
过小	goxn
过快	gokk
过热	gore
过猛	gomg
过电	godm
过膝	goxi
过账	govh
过高	gogc
迈上	mduh
迎上	ykuh
迎着	ykve
运镖	yybn
近百	jbbd
还在	hdzd
还应	hdyk
还未	hdww
还需	hdxu
这批	vepi
进到	jbdc
进户	jbhu
进港	jbgh
进过	jbgo
远思	yrsi
远播	yrbo
远隔	yrge
连个	lmge
连在	lmzd
连负	lmfu
连遭	lmzc
连闯	lmil
迷上	miuh
追到	vvdc
追着	vvve
退亲	tvqb
退房	tvfh
退股	tvgu
送去	ssqu
送回	sshv
送煤	ssmw
送爽	ssul
送股	ssgu
送药	ssyc
送走	sszz
送饭	ssfj
逃到	tcdc
逆价	nijx
选好	xrhc
选框	xrkl
透着	tzve
透绿	tzlv
逐浪	vulh
逐臭	vuiz
速攻	sugs
造出	zciu
逮到	dddc
逼着	bive
逼走	bizz
道旁	dcph
遛早	lqzc
避过	bigo
那座	nazo
郑码	vgma
都不	dzbu
都在	dzzd
都得	dzde
都是	dzui
都有	dzyz
都来	dzld
都比	dzbi
都能	dzng
都要	dzyc
配上	pwuh
配好	pwhc
配齐	pwqi
酿出	nliu
醉了	zvle
醉舞	zvwu
醒了	xkle
采血	cdxp
重则	vsze
重归	vsgv
重挫	vsco
重燃	vsrj
钱权	qmqr
钻到	zrdc
铁打	tpda
铲土	ijtu
铲雪	ijxt
银霜	ybul
铸下	vuxx
铺满	pumj
销往	xnwh
锁上	souh
锁帖	sotp
错了	cole
错看	cokj
键名	jmmk
锯开	jukd
镇邪	vfxp
镶满	xlmj
长出	ihiu
长列	ihlp
长局	ihju
长有	ihyz
长痛	ihts
门馆	mfgr
闪出	ujiu
闪图	ujtu
闪过	ujgo
闭上	biuh
问斩	wfvj
问药	wfyc
闯出	iliu
闯过	ilgo
闷倦	mfjr
闹出	nciu
闹得	ncde
闻之	wfvi
防黑	fhhw
附在	fuzd
降为	jlww
降到	jldc
限电	xmdm
陡变	dzbm
险别	xmbp
陪你	pwni
陪我	pwwo
陪着	pwve
陷在	xmzd
随到	svdc
随常	svih
随拍	svpd
随群	svqy
隔岸	gean
隔成	geig
隔着	geve
隔行	gexk
难买	njmd
难做	njzo
难写	njxp
难如	njru
难容	njrs
难寻	njxy
难属	njuu
难忍	njrf
难打	njda
难搞	njgc
难料	njln
难易	njyi
难求	njqq
难消	njxn
难熬	njao
难答	njda
难逃	njtc
难酬	njiz
难除	njiu
雨中	yuvs
雪飘	xtpn
需在	xuzd
需经	xujk
震耳	vfer
露乳	lzru
靓图	lltu
靓车	llie
非也	fwye
非要	fwyc
面叙	mmxu
面呈	mmig
面无	mmwu
韭芽	jqya
韶秀	ucxq
页眉	yemw
页脚	yejn
页顶	yedk
顶起	dkqi
须在	xuzd
须看	xukj
顿消	dyxn
领回	lkhv
颇丰	pofg
颇受	pouz
颇多	podo
颇得	pode
颇有	poyz
颇能	pong
颇让	porh
颇高	pogc
题榜	tibh
额上	eeuh
额娘	eenl
风中	fgvs
飘向	pnxl
飘来	pnld
飘满	pnmj
飘红	pnhs
飘走	pnzz
飘过	pngo
飘进	pnjb
飘雪	pnxt
飞临	fwlb
飞出	fwiu
飞向	fwxl
飞回	fwhv
飞走	fwzz
飞赴	fwfu
飞起	fwqi
飞迸	fwbg
飞霜	fwul
首推	uztv
首枚	uzmw
马嘶	masi
驯熟	xyuz
驻美	vumw
骂人	marf
骑上	qiuh
骑在	qizd
骗入	pmru
骗到	pmdc
骗得	pmde
骗走	pmzz
骗过	pmgo
骚年	scnm
骤至	vzvi
高慢	gcmj
高挂	gcgx
魂归	hygv
魂断	hydr
魂牵	hyqm
魔族	mozu
鸣锣	mklo
黄了	hlle
黑底	hwdi
黑招	hwvc
鼓起	guqi
鼠窜	uucr
鼠胆	uudj
齐腰	qiyc
齿冷	iilg
龙蛇	lsue
龙鸣	lsmk
坝上	bauh
人帅	rfuk
白鞋	bdxp
呼哧	huii
俄方	eefh
寒门	hjmf
完人	wjrf
约炮	ytpc
克林	kelb
凯子	kdzi
肯特	kfte
富士	fuui
事例	uili
哈恩	haen
秀逗	xqdz
情境	qkjk
先森	xmsf
销路	xnlu
卷饼	jrbk
现役	xmyi
定焦	dkjn
开售	kduz
剪短	jmdr
老六	lclq
治党	vidh
气恼	qinc
佩蒂	pwdi
舞曲	wuqu
傻气	uaqi
蒙圈	mgqr
崴脚	wdjn
短衣	dryi
嗯好	nghc
凝噎	nkye
护工	hugs
皮艇	pitk
阑珊	ljuj
哈勃	habo
长号	ihhc
冷链	lglm
湿气	uiqi
桥洞	qnds
艾尔	aier
耍帅	uxuk
退群	tvqy
你哥	nige
乘机	igji
发片	fapm
辛巴	xbba
发面	famm
华仔	hxzd
米国	migo
其二	qier
情头	qktz
中亚	vsya
免签	mmqm
醪糟	lczc
捂脸	wulm
猪猪	vuvu
便衣	bmyi
菜汤	cdth
评书	pkuu
花架	hxjx
胚子	pwzi
奔现	bfxm
娇兰	jnlj
红场	hsih
认路	rflu
物力	wuli
雅思	yasi
白龙	bdls
你姐	nijp
马里	mali
食宿	uisu
老宋	lcss
录播	lubo
西站	xivj
肥牛	fwnq
辣妹	lamw
惯例	grli
贾玲	jxlk
坛子	tjzi
幼崽	yzzd
中风	vsfg
大仇	daiz
脱欧	toou
咽气	yjqi
罗尼	loni
奈良	ndll
老姨	lcyi
吭哧	kgii
天坑	tmkg
护花	huhx
穗子	svzi
长焦	ihjn
先手	xmuz
深仇	ufiz
弄点	nsdm
放浪	fhlh
伯尼	boni
真乖	vfgk
专情	vrqk
朱德	vude
抹茶	moia
刀郎	dclh
碧莲	bilm
接诊	jpvf
大四	dasi
软萌	rrmg
踏足	tazu
川普	irpu
找虐	vcnt
电杆	dmgj
霸凌	balk
汉文	hjwf
解封	jpfg
成堆	igdv
熊样	xsyh
路桥	luqn
萌物	mgwu
红裙	hsqy
无异	wuyi
一发	yifa
故里	guli
购得	gzde
单飞	djfw
公猪	gsvu
夏普	xxpu
油头	yztz
采茶	cdia
嬴政	ykvg
西昌	xiih
产检	ijjm
耙子	bazi
三叶	sjye
手鼓	uzgu
哇啦	wala
义乌	yiwu
商演	uhyj
预判	yupj
个例	geli
顺子	uyzi
爱么	aime
这书	veuu
顺滑	uyhx
浴帽	yumc
纱裙	uaqy
钻心	zrxb
大肉	darz
左图	zotu
水哥	uvge
抖腿	dztv
不息	buxi
包机	bcji
该片	gdpm
有失	yzui
珠光	vugl
停赛	tksd
源源	yryr
目镜	mujk
神魂	ufhy
手账	uzvh
天路	tmlu
有形	yzxk
新乡	xbxl
波普	bopu
逐梦	vumg
球馆	qqgr
科迪	kedi
灼灼	vovo
留疤	lqba
阵痛	vfts
河图	hetu
炮王	pcwh
沃特	wote
结块	jpkk
世故	uigu
夜路	yelu
超萌	icmg
治治	vivi
心语	xbyu
开考	kdkc
对人	dvrf
长年	ihnm
绿光	lvgl
凯恩	kden
东街	dsjp
二妹	ermw
辨识	bmui
吱声	viug
周董	vzds
中型	vsxk
男宝	njbc
长文	ihwf
使团	uitr
超快	ickk
拔丝	basi
逗趣	dzqu
雏菊	iuju
内涝	nwlc
换机	hrji
你爹	nidp
巫术	wuuu
良渚	llvu
发胶	fajn
我妹	womw
医美	yimw
炸糕	vagc
邻座	lbzo
父皇	fuhl
警号	jkhc
奶味	ndww
计票	jipn
算卦	srgx
天团	tmtr
录歌	luge
家室	jxui
纸箱	vixl
早教	zcjn
信守	xbuz
隔空	geks
蒸蛋	vgdj
羡煞	xmua
刚醒	ghxk
年生	nmug
芝士	viui
售完	uzwj
技师	jiui
磨砺	moli
松狮	ssui
影儿	yker
瑞丽	rvli
申遗	ufyi
河童	hets
噢噢	oooo
吐口	tukz
富帅	fuuk
照会	vchv
成百	igbd
不谈	butj
脑内	ncnw
嘿咻	hwxq
本州	bfvz
甜度	tmdu
侍者	uive
湖人	hurf
我可	woke
巧妇	qnfu
倒头	dctz
自导	zidc
务工	wugs
雷鸟	lwnn
车险	iexm
医闹	yinc
北影	bwyk
理事	liui
贫道	pbdc
隐喻	ybyu
捯饬	dcii
下任	xxrf
离异	liyi
仲夏	vsxx
皮皮	pipi
锁匠	sojl
好饿	hcee
斗图	dztu
裆部	dhbu
桌游	voyz
团票	trpn
泪痣	lwvi
常事	ihui
衰人	ukrf
升入	ugru
现出	xmiu
头数	tzuu
阔以	koyi
拒载	juzd
剑圣	jmug
站口	vjkz
高配	gcpw
飞信	fwxb
高德	gcde
气旋	qixr
代入	ddru
汤勺	thuc
套头	tctz
马鞭	mabm
娇喘	jnir
