工人阶级	grjj
终成泡影	zcpy
治丝益棼	zsyf
安邦治国	abvg
穿红着绿	chzl
激昂慷慨	jakk
吉人天相	jrtx
计上心头	juxt
慷慨赴义	kkfy
鸾凤和鸣	lfhm
连战皆捷	lzjj
民贵君轻	mgjq
麻姑献寿	mgxs
取精用宏	qjyh
肆虐横行	snhx
行成于思	xiys
小时了了	xull
选贤举能	xxjn
险遭不测	xzbc
一蹴可几	yckj
载舟覆舟	zvfv
不徐不疾	bxbj
残渣余孽	cvyn
怀璧其罪	hbqz
和气致祥	hqzx
开科取士	kkqu
历历可见	llkj
临深履薄	lulb
履险如夷	lxry
牛之一毛	nzym
七步成诗	qbcs
水碧山青	sbsq
头角峥嵘	tjvr
天理昭昭	tlvv
文理不通	wlbt
未为不可	wwbk
羽毛丰满	ymfm
迎神赛会	yssh
意义深长	yysc
坐拥书城	zysc
不知所言	bzsy
操纵自如	czzr
旦夕之间	dxvj
反哺之情	fbzq
观者如堵	gzrd
观者云集	gzyj
出师有名	iuym
江汉朝宗	jhcz
进身之阶	jszj
擒贼擒王	qzqw
塞北江南	sbjn
三朋四友	spsy
五短身材	wduc
无功受禄	wgul
挖肉补疮	wrbc
以管窥豹	ygkb
扬清抑浊	yqyz
一隅之地	yyvd
逐句逐字	zjzz
自由泛滥	zyfl
不差毫厘	bihl
杯中之物	bvvw
博学多闻	bxdw
百折千回	bzqh
础润而雨	crey
富贵逼人	fgbr
夫贵妻荣	fgqr
肤如凝脂	frnv
风行水上	fxuu
黑白混淆	hbhx
毫无逊色	hwxs
出于意外	iyyw
口含天宪	khtx
落花有意	lhyy
免开尊口	mkzk
名士风流	mufl
贫贱不移	pjby
犀牛望月	xnwy
仰不愧天	ybkt
一瓣心香	ybxx
忧谗畏讥	ycwj
知足不辱	zzbr
百弊丛生	bbcu
不差上下	biux
薄技在身	bjzu
诚心正意	cxzy
迟疑观望	cygw
恩威并重	ewbv
罚不当罪	fbdz
关心民瘼	gxmm
攻子之盾	gzvd
画栋雕梁	hddl
吉日良辰	jrlc
慷慨激扬	kkjy
沦落风尘	llfi
目不忍视	mbrs
马前泼水	mqps
母以子贵	myzg
睥睨一切	pnyq
拳不离手	qblu
青灯古佛	qdgf
求过于供	qgyg
肉眼凡胎	ryft
夙夜匪懈	syfx
铜壶滴漏	thdl
田连阡陌	tlqm
谈天论地	ttld
上不着天	ubvt
一箭之地	yjvd
玉液琼浆	yyqj
装潢门面	zhmm
报仇雪耻	bcxc
不改其乐	bgql
鼻孔朝天	bkit
避难就易	bnjy
不知肉味	bvrw
饱以老拳	bylq
草率从事	cucu
大度包容	ddbr
大肆铺张	dspz
飞珠溅玉	fzjy
好骑者堕	hqzd
解民倒悬	jmdx
庐山真面	luvm
鸟尽弓藏	njgc
翩翩公子	ppgz
其奈我何	qnwh
权倾天下	qqtx
曲意迎合	qyyh
人多口杂	rdkz
手脚干净	sjgj
洒扫应对	ssyd
天王老子	twlz
未竟之志	wjvv
小惩大诫	xcdj
心神恍惚	xuhh
一悲一喜	ybyx
月圆花好	yyhh
半生半熟	bsbs
东藏西躲	dcxd
风刀霜剑	fduj
负重致远	fvvy
付诸一笑	fzyx
胶柱鼓瑟	jvgs
开合自如	khzr
龙精虎猛	ljhm
漫天叫价	mtjj
翩翩风度	ppfd
肉食者鄙	rszb
如之奈何	rvnh
天不假年	tbjn
铁画银钩	thyg
声气相通	uqxt
整旧如新	vjrx
五劳七伤	wlqu
相忍为国	xrwg
追风逐日	zfzr
卑鄙龌龊	bbwi
不贪为宝	btwb
残汤剩饭	ctuf
大地春回	ddih
风清月朗	fqyl
桂子飘香	gzpx
宦海浮沉	hhfi
话里带刺	hldc
恍如梦境	hrmj
喘息未定	ixwd
举措失当	jcud
老僧入定	lsrd
乐业安居	lyaj
民不畏死	mbws
民膏民脂	mgmz
面有菜色	mycs
迁客骚人	qksr
清新俊逸	qxjy
人欢马叫	rhmj
市井无赖	ujwl
惟精惟一	wjwy
威震天下	wvtx
信赏必罚	xubf
勇冠三军	ygsj
一命归西	ymgx
月满则亏	ymzk
以勤补拙	yqbz
一丘一壑	yqyh
宜室宜家	ysyj
憎爱分明	zafm
搬石砸脚	bszj
从宽发落	ckfl
藏之名山	czms
福地洞天	fddt
烽火四起	fhsq
奉为楷模	fwkm
将功折罪	jgvz
乐以忘忧	lywy
明珠暗投	mvat
片瓦不留	pwbl
齐驱并进	qqbj
秋月春风	qyif
桑间濮上	sjps
扇枕温衾	szwq
王祥卧冰	wxwb
武艺超群	wycq
香草美人	xcmr
心旌摇曳	xjyy
相时而动	xsed
寻幽探胜	xyts
一路货色	ylhs
音信杳无	yxyw
允执厥中	yzjz
哀哀父母	aafm
颠簸不破	dbbp
脚不点地	jbdd
将本求利	jbql
急人之困	jrvk
绝世佳人	jujr
聊备一格	lbyg
门户之争	mhvv
满脸春风	mlif
拈花一笑	nhyx
南征北讨	nvbt
清风朗月	qfly
齐家治国	qjvg
千年万载	qnwz
求贤如渴	qxrk
神完气足	swqz
亡国之音	wgvy
剜肉补疮	wrbc
味如嚼蜡	wrjl
喜逐颜开	xvyk
星月交辉	xyjh
以心传心	yxix
羊续悬鱼	yxxy
案牍劳形	adlx
超然独立	crdl
丹青妙手	dqms
凤凰来仪	fhly
抚掌大笑	fvdx
瓜瓞绵绵	gdmm
光焰万丈	gywv
毁誉不一	hyby
出师无名	iuwm
将门虎子	jmhz
济世安邦	juab
年深月久	nsyj
片瓦无存	pwwc
墙头马上	qtms
诗酒风流	sjfl
桃花流水	thls
叨陪末座	tpmz
探赜索隐	tzsy
胜友如云	uyry
相煎太急	xjtj
言必有据	ybyj
鸢飞鱼跃	yfyy
一身二任	yser
纵虎归山	zhgu
竹篱茅舍	zlms
知足知止	zzzz
爱钱如命	aqrm
傲霜斗雪	asdx
不立文字	blwz
不知进退	bvjt
不虞之誉	byzy
挫骨扬灰	cgyh
道骨仙风	dgxf
丹心碧血	dxbx
扶弱抑强	fryq
腹心之疾	fxvj
告贷无门	gdwm
沉思默想	ismx
卖身投靠	mutk
匹夫无罪	pfwz
秋风落叶	qfly
倾城倾国	qiqg
骑马找马	qmvm
齐烟九点	qyjd
十年生聚	snsj
推本溯源	tbsy
信笔涂鸦	xbty
言近旨远	yjzy
子曰诗云	zysy
兵连祸结	blhj
百媚千娇	bmqj
不世之功	buvg
报应不爽	bybs
福至心灵	fvxl
纲纪废弛	gjfc
悔之不及	hvbj
超群出众	iqiv
旧瓶新酒	jpxj
居无求安	jwqa
救灾恤患	jzxh
你唱我和	ncwh
群而不党	qebd
穷寇莫追	qkmv
穷形尽相	qxjx
杀鸡吓猴	sjxh
顺水顺风	sssf
天随人愿	tsry
招降纳叛	vjnp
无事生事	wsss
相逢恨晚	xfhw
现世现报	xsxb
兴致索然	xvsr
一笔抹煞	ybmu
一代楷模	ydkm
应对如流	ydrl
应付裕如	yfyr
饮马长江	ymij
以身报国	ysbg
燕瘦环肥	yuhf
蚁穴溃堤	yxkd
一字千钧	yzqj
铮铮有声	zzys
北门锁钥	bmsy
不欺暗室	bqau
勃然变色	brbs
半新半旧	bxbj
出入人罪	crrz
风流潇洒	flxs
骨肉团圆	grty
后生小子	huxz
沉滓泛起	izfq
济世安民	juam
梨园子弟	lyzd
耐人咀嚼	nrjj
讷言敏行	nymx
劈风斩浪	pfvl
琴心剑胆	qxjd
仁民爱物	rmaw
人中之龙	rvvl
世代书香	sdsx
水月观音	sygy
韦编三绝	wbsj
秀才造反	xczf
削职为民	xvwm
弦外之意	xwzy
咸与维新	xywx
眼观四路	ygsl
雨淋日晒	ylrs
与民更始	yrgs
一身是胆	yuud
逸兴遄飞	yxcf
八府巡按	bfxa
不古不今	bgbj
不甘后人	bghr
补偏救弊	bpjb
粗通文墨	ctwm
达官显宦	dgxh
翻箱倒箧	fxdq
改名易姓	gmyx
攻其无备	gqwb
公诸同好	gvth
悔罪自新	hzzx
连日连夜	lrly
冷水浇头	lsjt
来势凶猛	luxm
良知良能	lvln
破玩意儿	pwye
牵牛织女	qnzn
七擒七纵	qqqz
如隔三秋	rgsq
如芒刺背	rmcb
如鸟兽散	rnus
如是我闻	rsww
天地不容	tdbr
至亲骨肉	vqgr
珍馐美馔	vxmv
吴带当风	wddf
万里鹏程	wlpc
胸有丘壑	xyqh
依法炮制	yfpv
一画开天	yhkt
扬清激浊	yqjz
一切众生	yqvu
贻人口实	yrku
爱不忍释	abru
安度晚年	adwn
爱国精神	agju
爱国热情	agrq
爱恨情仇	ahqi
挨肩擦背	ajcb
爱美之心	amvx
爱慕虚荣	amxr
傲睨万物	anww
安排工作	apgz
安全措施	aqcu
安全第一	aqdy
安全检查	aqji
安全可靠	aqkk
安全生产	aqui
爱人以德	aryd
安守本分	aubf
傲视群雄	auqx
安身之处	auvi
按时完成	auwi
暗中摸索	avms
安危冷暖	awln
爱我所爱	awsa
安危相易	awxy
暗箱操作	axcz
暗下决心	axjx
暗香疏影	axuy
矮子看戏	azkx
不避斧钺	bbfy
包办婚姻	bbhy
本报记者	bbjv
爸爸妈妈	bbmm
百般挑剔	bbtt
不辨菽麦	bbum
颁布实施	bbuu
八拜之交	bbvj
彼此之间	bcvj
拨草寻蛇	bcxu
不但不能	bdbn
表达方式	bdfu
不断发展	bdfv
不断改进	bdgj
不断出现	bdix
不大可能	bdkn
鞭打快牛	bdkn
不断提高	bdtg
不断推进	bdtj
不断完善	bdwu
不断增加	bdzj
白刀子进	bdzj
博而不精	bebj
北方地区	bfdq
部分地区	bfdq
八方呼应	bfhy
不服判决	bfpj
不乏其例	bfql
不妨试试	bfuu
不法行为	bfxw
不妨一试	bfyu
不负责任	bfzr
秉公办事	bgbu
边干边学	bgbx
办公大楼	bgdl
本该如此	bgrc
半个世纪	bguj
不管是谁	bguu
办公用品	bgyp
白虹贯日	bhgr
保护环境	bhhj
保护装置	bhvv
冰魂雪魄	bhxp
不成比例	bibl
补充规定	bigd
保持沉默	biim
保持警惕	bijt
别出机杼	bijv
补偿贸易	bimy
保持中立	bivl
保持一致	biyv
不即不离	bjbl
不教而杀	bjeu
比较而言	bjey
比较复杂	bjfz
保驾护航	bjhh
必经阶段	bjjd
比较简单	bjjd
不仅仅是	bjju
比较困难	bjkn
不仅可以	bjky
不讲情面	bjqm
必居其一	bjqy
北京时间	bjuj
并肩战斗	bjvd
必经之地	bjvd
不经之谈	bjvt
不尽相同	bjxt
不久以前	bjyq
不经一事	bjyu
不可否认	bkfr
不可能的	bknd
不可侵犯	bkqf
不可缺少	bkqu
不可战胜	bkvu
不可小觑	bkxq
不可想象	bkxx
不可预见	bkyj
不可阻挡	bkzd
报刊杂志	bkzv
不良风气	blfq
不良反应	blfy
比例关系	blgx
濒临绝境	bljj
濒临灭绝	blmj
暴力事件	bluj
比例失调	blut
表里为奸	blwj
半老徐娘	blxn
保留意见	blyj
不利因素	blys
不良影响	blyx
便民服务	bmfw
保密工作	bmgz
不明觉厉	bmjl
闭门觅句	bmmj
北煤南运	bmny
不明真相	bmvx
笔墨纸砚	bmvy
表面现象	bmxx
不念旧恶	bnje
不难看出	bnki
不难理解	bnlj
不能容忍	bnrr
不难想象	bnxx
病情恶化	bqeh
屏气敛息	bqlx
版权所有	bqsy
悖入悖出	brbi
不然的话	brdh
薄弱环节	brhj
必然结果	brjg
傍人门户	brmh
必然趋势	brqu
步入正轨	brvg
不忍直视	brvu
必然现象	brxx
比赛规则	bsgz
比赛结果	bsjg
豹死留皮	bslp
百岁老人	bslr
白色污染	bswr
奔腾不息	btbx
八抬大轿	btdj
不同地区	btdq
不同观点	btgd
白天黑夜	bthy
不同程度	btid
不同角度	btjd
不同类型	btlx
白头如新	btrx
摆摊设点	btud
不同之处	btvi
标题新闻	btxw
不同意见	btyj
褒善贬恶	bube
不衫不履	bubl
百试百灵	bubl
不胜感激	bugj
表示感谢	bugx
宝山空回	bukh
不是没有	bumy
八十年代	bund
饱食暖衣	buny
避暑胜地	buud
表示祝贺	buvh
办事效率	buxl
博士学位	buxw
冰上运动	buyd
包装材料	bvcl
表彰大会	bvdh
播种面积	bvmj
不知其二	bvqe
辩证统一	bvty
宾主双方	bvuf
爆炸事件	bvuj
宝中之宝	bvvb
不止一次	bvyc
不温不火	bwbh
保卫工作	bwgz
不忘初心	bwix
兵微将寡	bwjg
把握机会	bwjh
不畏艰险	bwjx
把握机遇	bwjy
博物洽闻	bwqw
编外人员	bwry
保卫祖国	bwzg
不懈奋斗	bxfd
表现方法	bxff
必须符合	bxfh
兵行诡道	bxgd
避凶趋吉	bxqj
表现突出	bxti
表现手法	bxuf
败下阵来	bxvl
冰消瓦解	bxwj
冰雪消融	bxxr
表现形式	bxxu
必先与之	bxyv
保险业务	bxyw
必要措施	bycu
毕业典礼	bydl
边远地区	bydq
必有后福	byhf
抱有成见	byij
编译程序	byix
便衣警察	byji
不予考虑	bykl
毕业考试	byku
毕业论文	bylw
百亿美元	bymy
北雁南飞	bynf
抱有偏见	bypj
白衣卿相	byqx
毕业设计	byuj
不易之论	byvl
不予置评	byvp
毕业证书	byvu
不要这样	byvy
毕业文凭	bywp
败也萧何	byxh
必有一得	byyd
表演艺术	byyu
不在此列	bzcl
摆在面前	bzmq
不足之处	bzvi
残编断简	cbdj
从不间断	cbjd
残杯冷炙	cblv
层次分明	ccfm
残冬腊月	cdxy
侧耳细听	cext
财富自由	cfzy
从根本上	cgbu
厝火积薪	chjx
此唱彼和	cibh
财产保险	cibx
层见叠出	cjdi
从今年起	cjnq
参军入伍	cjrw
从今天起	cjtq
才兼文武	cjww
促进作用	cjzy
从宽处理	ckil
参考消息	ckxx
参考资料	ckzl
从里到外	cldw
操劳过度	clgd
从零开始	clku
从来没有	clmy
财力物力	clwl
擦亮眼睛	clyj
采兰赠药	clzy
猜枚行令	cmxl
从南到北	cndb
从那时起	cnuq
从那以后	cnyh
采取措施	cqcu
藏器待时	cqdu
彩色照片	csvp
草台班子	ctbz
从头开始	ctku
从头说起	ctuq
从上到下	cudx
慈善事业	cuuy
财政部门	cvbm
财政补贴	cvbt
残砖断瓦	cvdw
财政赤字	cviz
财政困难	cvkn
财政收入	cvur
参照实行	cvux
财政支出	cvvi
财政预算	cvys
篡位夺权	cwdq
财务制度	cwvd
从我做起	cwzq
粗心浮气	cxfq
慈禧太后	cxth
从现在起	cxzq
苍颜白发	cybf
从右到左	cydz
残阳如血	cyrx
从业人员	cyry
从严治党	cyvd
从左到右	czdy
操作规程	czgi
从总体上	cztu
电报挂号	dbgh
都不可能	dbkn
多边贸易	dbmy
德薄能鲜	dbnx
大笔如椽	dbri
东北三省	dbsu
地崩山摧	dbuc
大不相同	dbxt
督促检查	dcji
胆粗气壮	dcqv
多财善贾	dcug
得到解决	ddjj
短短几天	ddjt
党的领导	ddld
道德品质	ddpv
店大欺客	ddqk
胆大如斗	ddrd
大大提高	ddtg
大多数人	ddur
打定主意	ddvy
胆大心粗	ddxc
断点续传	ddxi
第二季度	dejd
第二阶段	dejd
倒凤颠鸾	dfdl
地方经济	dfjj
地方特色	dfts
东方神起	dfuq
大幅上升	dfuu
地方政府	dfvf
大方之家	dfvj
断发文身	dfwu
刀耕火耨	dghn
度过难关	dgng
断梗飘蓬	dgpp
倒戈卸甲	dgxj
党和国家	dhgj
电话号码	dhhm
党和人民	dhrm
灯火通明	dhtm
大好时光	dhug
大好山河	dhuh
大好时机	dhuj
党和政府	dhvf
断鹤续凫	dhxf
大好形势	dhxu
大话西游	dhxy
打回原形	dhyx
调查报告	dibg
调查结果	dijg
蹈常袭故	dixg
调查研究	diyj
斗酒百篇	djbp
断简残编	djcb
打架斗殴	djdo
刀锯斧钺	djfy
断绝关系	djgx
等级考试	djku
等级森严	djsy
道尽途穷	djtq
当今社会	djuh
当今世界	djuj
答记者问	djvw
多加小心	djxx
大局已定	djyd
斗鸡走狗	djzg
大开绿灯	dkld
顿口无言	dkwy
堤溃蚁穴	dkyx
大力发展	dlfv
电力供应	dlgy
地理环境	dlhj
独立核算	dlhs
电力机车	dlji
大力加强	dljq
大力开展	dlkv
独立思考	dlsk
锻炼身体	dlut
大力支持	dlvi
地理位置	dlwv
登门拜访	dmbf
吊民伐罪	dmfz
党内民主	dnmv
斗破苍穹	dpcq
道旁苦李	dpkl
貂裘换酒	dqhj
单亲家庭	dqjt
搭桥牵线	dqqx
得其所哉	dqsz
大气污染	dqwr
断然拒绝	drjj
达人知命	drvm
地热资源	drzy
第三季度	dsjd
第四季度	dsjd
箪食瓢饮	dspy
第三梯队	dstd
打扫卫生	dswu
登坛拜将	dtbj
低头不语	dtby
兜头盖脸	dtgl
大体相当	dtxd
得失参半	ducb
待时而动	dued
电视广播	dugb
电视广告	dugg
单身贵族	dugz
大受欢迎	duhy
电视节目	dujm
短时间内	dujn
独守空房	dukf
多少年来	dunl
大事铺张	dupv
但说无妨	duwf
都是为了	duwl
读书无用	duwy
东食西宿	duxs
电视新闻	duxw
抵掌而谈	dvet
多种经营	dvjy
党政领导	dvld
斗折蛇行	dvux
断无此理	dwcl
大为改观	dwgg
对外关系	dwgx
对外经济	dwjj
读万卷书	dwju
对外联络	dwll
对我来说	dwlu
对外投资	dwtz
耽误时间	dwuj
睹物伤情	dwuq
对外政策	dwvc
大小不等	dxbd
笃学不倦	dxbj
大学本科	dxbk
大学毕业	dxby
大小不一	dxby
低息贷款	dxdk
大学教授	dxju
独行其道	dxqd
惰性气体	dxqt
大型企业	dxqy
大献殷勤	dxyq
大洋彼岸	dyba
动员大会	dydh
党员干部	dygb
羝羊触藩	dyif
第一季度	dyjd
第一阶段	dyjd
戴月披星	dypx
大有希望	dyxw
独异于人	dyyr
顿足不前	dzbq
抵足而眠	dzem
电子产品	dzip
电子科技	dzkj
独资企业	dzqy
电子榨菜	dzvc
电子政务	dzvw
东走西顾	dzxg
电子信箱	dzxx
电子邮件	dzyj
电子音乐	dzyy
二次方程	ecfi
儿女成行	enih
儿女私情	ensq
二人世界	eruj
耳软心活	erxh
恩同父母	etfm
儿童乐园	etly
恩同再造	etzz
恩深义重	euyv
额外负担	ewfd
恶性竞争	exjv
负案在逃	fazt
粉白黛黑	fbdh
腐败分子	fbfz
返本还原	fbhy
发表讲话	fbjh
发表文章	fbwv
法不徇情	fbxq
发表意见	fbyj
方寸不乱	fcbl
服从分配	fcfp
凡此种种	fcvv
奋斗不息	fdbx
发达地区	fddq
负担过重	fdgv
浮动工资	fdgz
法定程序	fdix
浮动价格	fdjg
奋斗目标	fdmb
妇道人家	fdrj
飞蛾赴火	fefh
纷繁复杂	fffz
防范工作	ffgz
非法行为	ffhw
丰富经验	ffjy
非法经营	ffjy
非法收入	ffur
富贵浮云	fgfy
伏虎降龙	fhjl
符合条件	fhtj
福慧双修	fhux
风鬟雾鬓	fhwb
废话文学	fhwx
风虎云龙	fhyl
发挥作用	fhzy
非常感谢	figx
非常高兴	figx
非常明显	fimx
非常满意	fimy
非常清楚	fiqi
浮出水面	fium
非常时期	fiuq
覆车之鉴	fivj
非常重视	fivu
非池中物	fivw
非常重要	fivy
非常严格	fiyg
非常严重	fiyv
非奸即盗	fjjd
风景名胜	fjmu
富甲天下	fjtx
风景秀丽	fjxl
费尽心血	fjxx
风景优美	fjym
法律法规	flfg
奋力拼搏	flpb
纷乱如麻	flrm
法律制裁	flvc
法律知识	flvu
法律效力	flxl
翻了一番	flyf
法律意识	flyu
法律责任	flzr
法律咨询	flzx
奋袂而起	fmeq
发明创造	fmiz
发明专利	fmvl
凤鸣朝阳	fmvy
奉命唯谨	fmwj
妇女儿童	fnet
妇女解放	fnjf
分配制度	fpvd
分期分批	fqfp
负屈含冤	fqhy
分清是非	fquf
风樯阵马	fqvm
风情月债	fqyv
怫然不悦	frby
法人代表	frdb
翻然悔悟	frhw
繁荣稳定	frwd
法人资格	frzg
怫然作色	frzs
副司令员	fsly
风俗习惯	fsxg
废铜烂铁	ftlt
佛头着粪	ftvf
风头正劲	ftvj
覆手为雨	fuwy
放手一搏	fuyb
丰收在望	fuzw
方正不阿	fvba
发展变化	fvbh
发展方向	fvfx
发展规划	fvgh
发展过程	fvgi
发展规律	fvgl
法制观念	fvgn
纺织工业	fvgy
发展成为	fviw
发展阶段	fvjd
发展经济	fvjj
法制建设	fvju
法制教育	fvjy
发展目标	fvmb
发展前景	fvqj
发展趋势	fvqu
发展速度	fvsd
发展生产	fvui
方针政策	fvvc
发展战略	fvvl
法制宣传	fvxi
发展迅速	fvxs
方针原则	fvyz
发指眦裂	fvzl
服务机构	fwjg
服务热线	fwrx
服务态度	fwtd
服务质量	fwvl
方外之人	fwvr
风味小吃	fwxi
服务小姐	fwxj
访问学者	fwxv
范围以内	fwyn
副委员长	fwyv
房屋租赁	fwzl
放心不下	fxbx
负薪救火	fxjh
奉献精神	fxju
放下架子	fxjz
佛系青年	fxqn
风险投资	fxtz
妇幼保健	fybj
浮云蔽日	fybr
吠影吠声	fyfu
飞云掣电	fyid
富有成效	fyix
副研究员	fyjy
防御能力	fynl
风雨凄凄	fyqq
防意如城	fyri
风雨同路	fytl
佛眼相看	fyxk
负有责任	fyzr
烦躁不安	fzba
犯罪活动	fzhd
飞灾横祸	fzhh
奉子成婚	fzih
副总经理	fzjl
复杂劳动	fzld
发自内心	fznx
犯罪团伙	fzth
放在心上	fzxu
犯罪行为	fzxw
孤傲不群	gabq
公安机关	gajg
港澳同胞	gatb
孤标傲世	gbau
根本不能	gbbn
根本大法	gbdf
广播电视	gbdu
干部队伍	gbdw
更不可能	gbkn
根本利益	gbly
个别情况	gbqk
干部群众	gbqv
根本任务	gbrw
官报私仇	gbsi
官卑职小	gbvx
根本问题	gbwt
各不相同	gbxt
更不用说	gbyu
根本原因	gbyy
高层建筑	gcjv
高端大气	gddq
规定动作	gddz
感到高兴	gdgx
更待何时	gdhu
该当何罪	gdhz
耕地面积	gdmj
跪地求饶	gdqr
广大群众	gdqv
高度统一	gdty
高档商品	gdup
过渡时期	gduq
高度重视	gdvu
光电效应	gdxy
孤胆英雄	gdyx
国富兵强	gfbq
国防工业	gfgy
国防建设	gfju
国防教育	gfjy
国防科技	gfkj
刮风下雨	gfxy
广泛应用	gfyy
各个地方	ggdf
滚滚而来	ggel
改革方案	ggfa
各个方面	ggfm
公共关系	gggx
刚刚结束	ggju
甘瓜苦蒂	ggkd
公共利益	ggly
各个领域	ggly
公共汽车	ggqi
各国人民	ggrm
公共设施	gguu
公共秩序	ggvx
公共卫生	ggwu
高官显爵	ggxj
恭候大驾	ghdj
广寒仙子	ghxz
工会组织	ghzv
工程建设	giju
贯彻落实	gilu
工程设计	giuj
贯彻实施	giuu
贯彻执行	givx
工程项目	gixm
国家安全	gjaq
国际比赛	gjbs
国家财产	gjci
国家大事	gjdu
国际单位	gjdw
国家富强	gjfq
高级法院	gjfy
国际惯例	gjgl
国际国内	gjgn
国际关系	gjgx
国际环境	gjhj
国际会议	gjhy
国际合作	gjhz
国际经济	gjjj
国家机密	gjjm
国际金融	gjjr
国际竞争	gjjv
国际领先	gjlx
国家利益	gjly
国际贸易	gjmy
各界人士	gjru
关键人物	gjrw
拱肩缩背	gjsb
关键所在	gjsz
国家统一	gjty
国际社会	gjuh
关键时刻	gjuk
钢筋水泥	gjun
国际水平	gjup
国际事务	gjuw
干劲十足	gjuz
国家主权	gjvq
国家主席	gjvx
古井无波	gjwb
共进晚餐	gjwc
国际舞台	gjwt
国际问题	gjwt
国际形势	gjxu
国际新闻	gjxw
国际友人	gjyr
国家元首	gjyu
国际影响	gjyx
关键在于	gjzy
广开财路	gkcl
公开场合	gkih
公开招聘	gkvp
管理办法	glbf
管理工作	glgz
管理机构	gljg
管理机制	gljv
管理人才	glrc
管理水平	glup
管理制度	glvd
谷类作物	glzw
更名改姓	gmgx
革命精神	gmju
光明前景	gmqj
革命事业	gmuy
革命先烈	gmxl
国内市场	gnui
国内新闻	gnxw
狗娘养的	gnyd
光盘行动	gphd
公平竞争	gpjv
更仆难数	gpnu
股票市场	gpui
顾盼生情	gpuq
过期不候	gqbh
供求关系	gqgx
干群关系	gqgx
关起门来	gqml
苟全性命	gqxm
攻其一点	gqyd
鼓起勇气	gqyq
过期作废	gqzf
国情咨文	gqzw
个人财产	grci
光荣传统	grit
骨软筋酥	grjs
个人利益	grly
骨肉同胞	grtb
勾三搭四	gsds
公私分明	gsfm
公私合营	gshy
公私两便	gslb
高速增长	gszv
共同奋斗	gtfd
共同发展	gtfv
共同富裕	gtfy
共同进步	gtjb
共同理想	gtlx
共同利益	gtly
共同目标	gtmb
共同努力	gtnl
宫廷政变	gtvb
共同之处	gtvi
共同愿望	gtyw
隔山打牛	gudn
工商管理	gugl
高山景行	gujx
果实累累	gull
更是如此	gurc
高手如云	gury
隔世之感	guvg
孤身只影	guvy
改正错误	gvcw
果真如此	gvrc
公职人员	gvry
贵重物品	gvwp
各种形式	gvxu
岗位津贴	gwjt
各位来宾	gwlb
岗位培训	gwpx
国外市场	gwui
更为重要	gwvy
共享单车	gxdi
孤行己见	gxjj
贡献力量	gxll
关系密切	gxmq
关心群众	gxqv
共享软件	gxrj
各项事业	gxuy
干云蔽日	gybr
各有不同	gybt
工业产值	gyiv
敢于创新	gyix
工业基地	gyjd
国有经济	gyjj
高阳酒徒	gyjt
高音喇叭	gylb
国有企业	gyqy
故意挑衅	gytx
公益事业	gyuy
工业污染	gywr
孤云野鹤	gyyh
高于一切	gyyq
工作报告	gzbg
工作单位	gzdw
工资待遇	gzdy
工作方式	gzfu
工作岗位	gzgw
工作会议	gzhy
工作计划	gzjh
工作经验	gzjy
各族人民	gzrm
工作热情	gzrq
工作任务	gzrw
工作人员	gzry
工作时间	gzuj
工资水平	gzup
工作需要	gzxy
工作作风	gzzf
工作总结	gzzj
互不干涉	hbgu
后备力量	hbll
货币流通	hblt
互不侵犯	hbqf
祸不旋踵	hbxv
毫不掩饰	hbyu
花草树木	hcum
活动场所	hdis
海底隧道	hdsd
红刀子出	hdzi
黑恶势力	heul
寒风刺骨	hfcg
鹤发鸡皮	hfjp
呵佛骂祖	hfmz
合法权益	hfqy
祸福无常	hfwi
忽高忽低	hghd
宏观经济	hgjj
宏观调控	hgtk
回过头来	hgtl
很感兴趣	hgxq
后果自负	hgzf
回归祖国	hgzg
好坏不分	hhbf
呼呼大睡	hhdu
互惠互利	hhhl
挥汗成雨	hhiy
合乎逻辑	hhlj
画虎类犬	hhlq
赫赫之功	hhvg
洪荒之力	hhvl
后悔无及	hhwj
回肠九转	hijv
回春妙手	himu
祸结兵连	hjbl
合金弹头	hjdt
互敬互爱	hjha
环境污染	hjwr
合家幸福	hjxf
获奖作品	hjzp
花开富贵	hkfg
花开花落	hkhl
虎口余生	hkyu
忽略不计	hlbj
画梁雕栋	hldd
互利互惠	hlhh
或明或暗	hmha
鹤鸣九皋	hmjg
好梦难圆	hmny
侯门似海	hmsh
蒿目时艰	hmuj
何年何月	hnhy
很难想象	hnxx
和平解决	hpjj
活泼可爱	hpka
和平统一	hpty
和平时期	hpuq
和平演变	hpyb
寒气逼人	hqbr
后勤保障	hqbv
划清界限	hqjx
红情绿意	hqly
豪情满怀	hqmh
缓期执行	hqvx
恨入骨髓	hrgs
好肉剜疮	hrwi
浑然无知	hrwv
虎入羊群	hryq
红色警戒	hsjj
话虽如此	hsrc
黄童白叟	htbs
哄抬物价	htwj
虎头燕颔	htyh
荒时暴月	huby
红衰翠减	hucj
何时何地	huhd
话说回来	huhl
火上弄冰	hunb
回首往事	huwu
厚着脸皮	hvlp
悔之无及	hvwj
毫无保留	hwbl
毫无根据	hwgj
户外活动	hwhd
海外华人	hwhr
宏伟蓝图	hwlt
宏伟目标	hwmb
海外侨胞	hwqb
换位思考	hwsk
毫无怨言	hwyy
毫无意义	hwyy
互相帮助	hxbv
呼啸而过	hxeg
互相监督	hxjd
