来源	词	原码	去飞键	原因
鲸凉鹤1.1手心挂接.txt	抓鬼	vxgi	vxgi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	抓轨	vxgi	vxgi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	抓奸	vxjz	vxjz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	抓破	vxps	vxps	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	抓捕	vxpu	vxpu	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	抓屏	vxpx	vxpx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	抓起	vxqe	vxqe	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	抓推	vxtl	vxtl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	抓鱼	vxyg	vxyg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	准建	vyjz	vyjz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	迍邅	vyvj	vyvj	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	准证	vyvk	vyvk	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	准予	vyyg	vyyg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	周到	vzdl	vzdl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	州官	vzgp	vzgp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	周几	vzje	vzje	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	骤减	vzjz	vzjz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	周曼	vzmr	vzmr	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	周目	vzmx	vzmx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	州牧	vzmx	vzmx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	周楠	vznz	vznz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	皱皮	vzpe	vzpe	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	舟批	vzpe	vzpe	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	粥批	vzpe	vzpe	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	皱起	vzqe	vzqe	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	舟山	vzus	vzus	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	侜张	vzvh	vzvh	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	周正	vzvk	vzvk	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	周延	vzyf	vzyf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	咒语	vzyg	vzyg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	骤雨	vzyg	vzyg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	周瑜	vzyg	vzyg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	周总	vzzl	vzzl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	挖到	wadl	wadl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	瓦刀	wadl	wadl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	瓦罐	wagp	wagp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	瓦罉	waig	waig	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	哇咧	walf	walf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	挖墓	wamx	wamx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	瓦批	wape	wape	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	挖起	waqe	waqe	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	挖眼	wayf	wayf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	瓦檐	wayf	wayf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	蛙鱼	wayg	wayg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	外道	wddl	wddl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	歪倒	wddl	wddl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	歪道	wddl	wddl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	外柜	wdgi	wdgi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	外观	wdgp	wdgp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	外道	wdjf	wdjf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	外间	wdjz	wdjz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	外检	wdjz	wdjz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	外皮	wdpe	wdpe	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	歪批	wdpe	wdpe	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	外婆	wdps	wdps	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	外屏	wdpx	wdpx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	外推	wdtl	wdtl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	外向	wdxj	wdxj	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	外延	wdyf	wdyf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	外沿	wdyf	wdyf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	外烟	wdyf	wdyf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	外焰	wdyf	wdyf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	外语	wdyg	wdyg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	外遇	wdyg	wdyg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	外域	wdyg	wdyg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	问道	wfdl	wfdl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	闻到	wfdl	wfdl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	文贵	wfgi	wfgi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	文官	wfgp	wfgp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	问道	wfjf	wfjf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	闻道	wfjf	wfjf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	文件	wfjz	wfjz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	稳健	wfjz	wfjz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	闻见	wfjz	wfjz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	问咯	wflo	wflo	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	问难	wfnz	wfnz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	文痞	wfpe	wfpe	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	稳婆	wfps	wfps	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	文凭	wfpx	wfpx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	纹枰	wfpx	wfpx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	问起	wfqe	wfqe	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	揾钱	wfqm	wfqm	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	搵死	wfsi	wfsi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	文山	wfus	wfus	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	文正	wfvk	wfvk	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	问政	wfvk	wfvk	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	闻之	wfvp	wfvp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	文秀	wfxo	wfxo	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	闻言	wfyf	wfyf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	文言	wfyf	wfyf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	文娱	wfyg	wfyg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	文综	wfzl	wfzl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	文宗	wfzl	wfzl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	蓊葧	wgbo	wgbo	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	蓊郁	wgyg	wgyg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	王道	whdl	whdl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	望到	whdl	whdl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	忘归	whgi	whgi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	王冠	whgp	whgp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	网管	whgp	whgp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	网关	whgp	whgp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	忘关	whgp	whgp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	王道	whjf	whjf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	望见	whjz	whjz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	网监	whjz	whjz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	忘咯	whlo	whlo	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	网慢	whmr	whmr	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	王母	whmx	whmx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	王墓	whmx	whmx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	往南	whnz	whnz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	王皮	whpe	whpe	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	王婆	whps	whps	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	网评	whpx	whpx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	网推	whtl	whtl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	望山	whus	whus	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	王铮	whvk	whvk	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	望向	whxj	whxj	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	网眼	whyf	whyf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	亡语	whyg	whyg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	妄语	whyg	whyg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	王总	whzl	whzl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	微微	wiwi	wiwi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	弯道	wjdl	wjdl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	弯刀	wjdl	wjdl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	晚归	wjgi	wjgi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	碗柜	wjgi	wjgi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	玩鬼	wjgi	wjgi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	万贯	wjgp	wjgp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	弯管	wjgp	wjgp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	弯道	wjjf	wjjf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	卍解	wjjp	wjjp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	晚间	wjjz	wjjz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	万箭	wjjz	wjjz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	万剑	wjjz	wjjz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	纨绔	wjkx	wjkx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	顽劣	wjlf	wjlf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	玩咯	wjlo	wjlo	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	完满	wjmr	wjmr	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	万亩	wjmx	wjmx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	万难	wjnz	wjnz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	皖南	wjnz	wjnz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	顽皮	wjpe	wjpe	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	挽起	wjqe	wjqe	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	弯腿	wjtl	wjtl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	完善	wjus	wjus	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	顽症	wjvf	wjvf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	完整	wjvk	wjvk	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	挽袖	wjxo	wjxo	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	晚修	wjxo	wjxo	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	蜿蜒	wjyf	wjyf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	晚宴	wjyf	wjyf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	完颜	wjyf	wjyf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	婉言	wjyf	wjyf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	晚于	wjyg	wjyg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	晚育	wjyg	wjyg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	婉瑜	wjyg	wjyg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	我艹	wocc	wocc	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	卧倒	wodl	wodl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	我倒	wodl	wodl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	我到	wodl	wodl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	卧轨	wogi	wogi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	我管	wogp	wogp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	我囧	wojs	wojs	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	我见	wojz	wojz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	我咧	wolf	wolf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	我咯	wolo	wolo	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	握起	woqe	woqe	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	卧推	wotl	wotl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	娃娃	wowo	wowo	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	哇哇	wowo	wowo	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	我与	woyg	woyg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	我总	wozl	wozl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	无从	wucl	wucl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	舞蹈	wudl	wudl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	误导	wudl	wudl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	武打	wudw	wudw	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	乌龟	wugi	wugi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	无关	wugp	wugp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	五官	wugp	wugp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	武馆	wugp	wugp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	武道	wujf	wujf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	悟道	wujf	wujf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	物件	wujz	wujz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	芜劣	wulf	wulf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	吴曼	wumr	wumr	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	乌木	wumx	wumx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	呜喔	wuoo	wuoo	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	无匹	wupe	wupe	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	无皮	wupe	wupe	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	巫婆	wups	wups	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	无凭	wupx	wupx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	五瓶	wupx	wupx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	勿退	wutl	wutl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	无腿	wutl	wutl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	误删	wuus	wuus	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	巫山	wuus	wuus	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	无证	wuvk	wuvk	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	午休	wuxo	wuxo	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	无休	wuxo	wuxo	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	无袖	wuxo	wuxo	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	无修	wuxo	wuxo	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	屋檐	wuyf	wuyf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	无言	wuyf	wuyf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	无烟	wuyf	wuyf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	无颜	wuyf	wuyf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	无语	wuyg	wuyg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	物语	wuyg	wuyg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	物欲	wuyg	wuyg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	无踪	wuzl	wuzl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	吴总	wuzl	wuzl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	为从	wwcl	wwcl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	猥獕	wwcv	wwcv	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	味道	wwdl	wwdl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	喂到	wwdl	wwdl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	违规	wwgi	wwgi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	未归	wwgi	wwgi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	为贵	wwgi	wwgi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	围观	wwgp	wwgp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	微观	wwgp	wwgp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	为官	wwgp	wwgp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	味道	wwjf	wwjf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	卫道	wwjf	wwjf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	慰籍	wwjp	wwjp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	未见	wwjz	wwjz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	伪劣	wwlf	wwlf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	位列	wwlf	wwlf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	围猎	wwlf	wwlf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	未满	wwmr	wwmr	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	帷幕	wwmx	wwmx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	为难	wwnz	wwnz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	危难	wwnz	wwnz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	畏难	wwnz	wwnz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	渭南	wwnz	wwnz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	未批	wwpe	wwpe	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	威迫	wwps	wwps	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	危迫	wwps	wwps	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	为凭	wwpx	wwpx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	卫平	wwpx	wwpx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	未退	wwtl	wwtl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	伪善	wwus	wwus	未知飞键、非音码或读音集合未覆盖；不猜测
