汉字	拼音	已分配频率	其中历史单字裁决	该字待分配频率	该字原始总频	状态
逛	guang	993	0	0	993	有已分配证据；仍须结合待分配量
逝	shi	781	0	0	781	有已分配证据；仍须结合待分配量
逞	cheng	355	0	0	355	有已分配证据；仍须结合待分配量
速	su	6270	0	5	6275	有已分配证据；仍须结合待分配量
造	zao	11445	0	16	11461	有已分配证据；仍须结合待分配量
逡	qun	8	0	0	8	有已分配证据；仍须结合待分配量
逢	feng	387	0	1	388	有已分配证据；仍须结合待分配量
逦	li	0	0	0	0	未观测到分配证据；不等于实际零频
逭	huan	0	0	0	0	未观测到分配证据；不等于实际零频
逮	dai	3057	0	190	3247	有已分配证据；仍须结合待分配量
逯	lu	0	0	0	0	未观测到分配证据；不等于实际零频
逴	chuo	0	0	0	0	未观测到分配证据；不等于实际零频
逵	kui	0	0	4	4	未观测到分配证据；不等于实际零频
逶	wei	0	0	0	0	未观测到分配证据；不等于实际零频
逸	yi	392	0	0	392	有已分配证据；仍须结合待分配量
逻	luo	997	0	20	1017	有已分配证据；仍须结合待分配量
逼	bi	3090	0	0	3090	有已分配证据；仍须结合待分配量
逾	yu	99	0	0	99	有已分配证据；仍须结合待分配量
遁	dun	28	0	0	28	有已分配证据；仍须结合待分配量
遂	sui	189	0	0	189	有已分配证据；仍须结合待分配量
遄	chuan	0	0	0	0	未观测到分配证据；不等于实际零频
遆	ti	0	0	0	0	未观测到分配证据；不等于实际零频
遇	yu	8029	0	0	8029	有已分配证据；仍须结合待分配量
遍	bian	4770	0	0	4770	有已分配证据；仍须结合待分配量
遏	e	65	0	0	65	有已分配证据；仍须结合待分配量
遐	xia	31	0	0	31	有已分配证据；仍须结合待分配量
遑	huang	0	0	0	0	未观测到分配证据；不等于实际零频
遒	qiu	1	0	0	1	有已分配证据；仍须结合待分配量
道	dao	230100	0	431	230531	有已分配证据；仍须结合待分配量
遗	yi	5932	58	37	5969	有已分配证据；仍须结合待分配量
遘	gou	0	0	0	0	未观测到分配证据；不等于实际零频
遛	liu	176	0	0	176	有已分配证据；仍须结合待分配量
遢	ta	94	0	0	94	有已分配证据；仍须结合待分配量
遣	qian	528	0	33	561	有已分配证据；仍须结合待分配量
遥	yao	1413	0	0	1413	有已分配证据；仍须结合待分配量
遨	ao	25	0	0	25	有已分配证据；仍须结合待分配量
遭	zao	2455	0	0	2455	有已分配证据；仍须结合待分配量
遮	zhe	704	0	0	704	有已分配证据；仍须结合待分配量
遴	lin	4	0	0	4	有已分配证据；仍须结合待分配量
遵	zun	1601	0	0	1601	有已分配证据；仍须结合待分配量
遹	yu	0	0	0	0	未观测到分配证据；不等于实际零频
遽	ju	1	0	0	1	有已分配证据；仍须结合待分配量
避	bi	4134	0	0	4134	有已分配证据；仍须结合待分配量
邀	yao	3066	0	0	3066	有已分配证据；仍须结合待分配量
邂	xie	70	0	0	70	有已分配证据；仍须结合待分配量
邃	sui	34	0	0	34	有已分配证据；仍须结合待分配量
邈	miao	0	0	0	0	未观测到分配证据；不等于实际零频
邋	la	97	0	0	97	有已分配证据；仍须结合待分配量
邑	yi	14	0	0	14	有已分配证据；仍须结合待分配量
邓	deng	281	0	74	355	有已分配证据；仍须结合待分配量
邕	yong	0	0	0	0	未观测到分配证据；不等于实际零频
邗	han	0	0	0	0	未观测到分配证据；不等于实际零频
邘	yu	0	0	0	0	未观测到分配证据；不等于实际零频
邙	mang	0	0	0	0	未观测到分配证据；不等于实际零频
邛	qiong	0	0	0	0	未观测到分配证据；不等于实际零频
邝	kuang	0	0	0	0	未观测到分配证据；不等于实际零频
邠	bin	0	0	0	0	未观测到分配证据；不等于实际零频
邡	fang	0	0	0	0	未观测到分配证据；不等于实际零频
邢	xing	16	0	0	16	有已分配证据；仍须结合待分配量
那	na	364297	190087	727	365024	有已分配证据；仍须结合待分配量
邦	bang	3068	0	172	3240	有已分配证据；仍须结合待分配量
邨	cun	0	0	0	0	未观测到分配证据；不等于实际零频
邪	xie	2244	216	2	2246	有已分配证据；仍须结合待分配量
邬	wu	1	0	1	2	有已分配证据；仍须结合待分配量
邮	you	2666	0	3	2669	有已分配证据；仍须结合待分配量
邯	han	4	0	0	4	有已分配证据；仍须结合待分配量
邰	tai	0	0	0	0	未观测到分配证据；不等于实际零频
邱	qiu	41	0	1	42	有已分配证据；仍须结合待分配量
邲	bi	0	0	0	0	未观测到分配证据；不等于实际零频
邳	pi	0	0	0	0	未观测到分配证据；不等于实际零频
邴	bing	0	0	0	0	未观测到分配证据；不等于实际零频
邵	shao	5	0	0	5	有已分配证据；仍须结合待分配量
邶	bei	0	0	0	0	未观测到分配证据；不等于实际零频
邸	di	108	0	2	110	有已分配证据；仍须结合待分配量
邹	zou	17	0	0	17	有已分配证据；仍须结合待分配量
邺	ye	0	0	0	0	未观测到分配证据；不等于实际零频
邻	lin	2127	0	0	2127	有已分配证据；仍须结合待分配量
邽	gui	0	0	0	0	未观测到分配证据；不等于实际零频
邾	zhu	0	0	0	0	未观测到分配证据；不等于实际零频
邿	shi	0	0	0	0	未观测到分配证据；不等于实际零频
郁	yu	1254	0	3	1257	有已分配证据；仍须结合待分配量
郃	he	0	0	0	0	未观测到分配证据；不等于实际零频
郄	qie	0	0	0	0	未观测到分配证据；不等于实际零频
郅	zhi	0	0	0	0	未观测到分配证据；不等于实际零频
郇	huan	0	0	10	10	未观测到分配证据；不等于实际零频
郇	xun	0	0	10	10	未观测到分配证据；不等于实际零频
郈	hou	0	0	0	0	未观测到分配证据；不等于实际零频
郊	jiao	431	0	0	431	有已分配证据；仍须结合待分配量
郎	lang	2244	0	23	2267	有已分配证据；仍须结合待分配量
郏	jia	0	0	0	0	未观测到分配证据；不等于实际零频
郐	kuai	0	0	0	0	未观测到分配证据；不等于实际零频
郑	zheng	267	0	17	284	有已分配证据；仍须结合待分配量
郓	yun	0	0	0	0	未观测到分配证据；不等于实际零频
郗	xi	0	0	0	0	未观测到分配证据；不等于实际零频
郚	wu	0	0	0	0	未观测到分配证据；不等于实际零频
郛	fu	0	0	0	0	未观测到分配证据；不等于实际零频
郜	gao	0	0	0	0	未观测到分配证据；不等于实际零频
郝	hao	192	0	8	200	有已分配证据；仍须结合待分配量
郡	jun	143	0	755	898	有已分配证据；仍须结合待分配量
郢	ying	0	0	0	0	未观测到分配证据；不等于实际零频
郤	xi	0	0	0	0	未观测到分配证据；不等于实际零频
郦	li	0	0	0	0	未观测到分配证据；不等于实际零频
郧	yun	0	0	0	0	未观测到分配证据；不等于实际零频
部	bu	34591	0	205	34796	有已分配证据；仍须结合待分配量
郪	qi	0	0	0	0	未观测到分配证据；不等于实际零频
郫	pi	0	0	0	0	未观测到分配证据；不等于实际零频
郭	guo	116	0	1	117	有已分配证据；仍须结合待分配量
郯	tan	0	0	0	0	未观测到分配证据；不等于实际零频
郴	chen	3	0	0	3	有已分配证据；仍须结合待分配量
郸	dan	4	0	0	4	有已分配证据；仍须结合待分配量
都	dou	176455	174758	281	180587	有已分配证据；仍须结合待分配量
都	du	3851	2861	281	180587	有已分配证据；仍须结合待分配量
郾	yan	0	0	0	0	未观测到分配证据；不等于实际零频
郿	mei	0	0	0	0	未观测到分配证据；不等于实际零频
鄀	ruo	0	0	0	0	未观测到分配证据；不等于实际零频
鄂	e	23	0	2	25	有已分配证据；仍须结合待分配量
鄃	shu	0	0	0	0	未观测到分配证据；不等于实际零频
鄄	juan	0	0	0	0	未观测到分配证据；不等于实际零频
鄅	yu	0	0	0	0	未观测到分配证据；不等于实际零频
鄌	tang	0	0	0	0	未观测到分配证据；不等于实际零频
鄑	zi	0	0	0	0	未观测到分配证据；不等于实际零频
鄗	hao	0	0	0	0	未观测到分配证据；不等于实际零频
鄘	yong	0	0	0	0	未观测到分配证据；不等于实际零频
鄙	bi	821	0	0	821	有已分配证据；仍须结合待分配量
鄚	mao	0	0	0	0	未观测到分配证据；不等于实际零频
鄜	fu	0	0	0	0	未观测到分配证据；不等于实际零频
鄞	yin	0	0	0	0	未观测到分配证据；不等于实际零频
鄠	hu	0	0	0	0	未观测到分配证据；不等于实际零频
鄢	yan	0	0	0	0	未观测到分配证据；不等于实际零频
鄣	zhang	0	0	0	0	未观测到分配证据；不等于实际零频
鄫	zeng	0	0	0	0	未观测到分配证据；不等于实际零频
鄯	shan	0	0	0	0	未观测到分配证据；不等于实际零频
鄱	po	0	0	0	0	未观测到分配证据；不等于实际零频
鄹	zou	0	0	0	0	未观测到分配证据；不等于实际零频
酂	zan	0	0	0	0	未观测到分配证据；不等于实际零频
酃	ling	0	0	0	0	未观测到分配证据；不等于实际零频
酅	xi	0	0	0	0	未观测到分配证据；不等于实际零频
酆	feng	0	0	0	0	未观测到分配证据；不等于实际零频
酉	you	2	0	0	2	有已分配证据；仍须结合待分配量
酊	ding	77	0	0	77	有已分配证据；仍须结合待分配量
酋	qiu	194	0	0	194	有已分配证据；仍须结合待分配量
酌	zhuo	58	0	0	58	有已分配证据；仍须结合待分配量
配	pei	5406	0	69	5475	有已分配证据；仍须结合待分配量
酎	zhou	0	0	0	0	未观测到分配证据；不等于实际零频
酏	yi	0	0	0	0	未观测到分配证据；不等于实际零频
酐	gan	2	0	0	2	有已分配证据；仍须结合待分配量
酒	jiu	21113	0	58	21171	有已分配证据；仍须结合待分配量
酗	xu	494	0	0	494	有已分配证据；仍须结合待分配量
酚	fen	51	0	0	51	有已分配证据；仍须结合待分配量
酝	yun	73	0	0	73	有已分配证据；仍须结合待分配量
酞	tai	10	0	0	10	有已分配证据；仍须结合待分配量
酡	tuo	0	0	0	0	未观测到分配证据；不等于实际零频
酢	zuo	0	0	0	0	未观测到分配证据；不等于实际零频
酣	han	20	0	0	20	有已分配证据；仍须结合待分配量
酤	gu	0	0	0	0	未观测到分配证据；不等于实际零频
酥	su	231	0	0	231	有已分配证据；仍须结合待分配量
酦	po	0	0	0	0	未观测到分配证据；不等于实际零频
酩	ming	61	0	2	63	有已分配证据；仍须结合待分配量
酪	lao	1396	0	0	1396	有已分配证据；仍须结合待分配量
酬	chou	671	0	0	671	有已分配证据；仍须结合待分配量
酮	tong	173	0	0	173	有已分配证据；仍须结合待分配量
酯	zhi	84	0	6	90	有已分配证据；仍须结合待分配量
酰	xian	1	0	0	1	有已分配证据；仍须结合待分配量
酱	jiang	1559	0	27	1586	有已分配证据；仍须结合待分配量
酲	cheng	0	0	0	0	未观测到分配证据；不等于实际零频
酴	tu	0	0	0	0	未观测到分配证据；不等于实际零频
酵	jiao	66	0	0	66	有已分配证据；仍须结合待分配量
酶	mei	134	0	4	138	有已分配证据；仍须结合待分配量
酷	ku	5303	0	0	5303	有已分配证据；仍须结合待分配量
酸	suan	1527	0	0	1527	有已分配证据；仍须结合待分配量
酹	lei	0	0	0	0	未观测到分配证据；不等于实际零频
酺	pu	0	0	0	0	未观测到分配证据；不等于实际零频
酽	yan	0	0	0	0	未观测到分配证据；不等于实际零频
酾	shi	0	0	0	0	未观测到分配证据；不等于实际零频
酿	niang	346	71	0	346	有已分配证据；仍须结合待分配量
醅	pei	0	0	0	0	未观测到分配证据；不等于实际零频
醇	chun	396	0	0	396	有已分配证据；仍须结合待分配量
醉	zui	3811	0	0	3811	有已分配证据；仍须结合待分配量
醋	cu	408	0	0	408	有已分配证据；仍须结合待分配量
醌	kun	4	0	0	4	有已分配证据；仍须结合待分配量
醍	ti	21	0	0	21	有已分配证据；仍须结合待分配量
醐	hu	12	0	0	12	有已分配证据；仍须结合待分配量
醑	xu	0	0	0	0	未观测到分配证据；不等于实际零频
醒	xing	11117	0	39	11156	有已分配证据；仍须结合待分配量
醚	mi	14	0	0	14	有已分配证据；仍须结合待分配量
醛	quan	26	0	0	26	有已分配证据；仍须结合待分配量
醢	hai	1	0	0	1	有已分配证据；仍须结合待分配量
醨	li	0	0	0	0	未观测到分配证据；不等于实际零频
醪	lao	0	0	0	0	未观测到分配证据；不等于实际零频
醭	bu	0	0	0	0	未观测到分配证据；不等于实际零频
醮	jiao	1	0	0	1	有已分配证据；仍须结合待分配量
醯	xi	0	0	0	0	未观测到分配证据；不等于实际零频
醴	li	0	0	0	0	未观测到分配证据；不等于实际零频
醵	ju	0	0	0	0	未观测到分配证据；不等于实际零频
醺	xun	234	0	0	234	有已分配证据；仍须结合待分配量
醾	mi	0	0	0	0	未观测到分配证据；不等于实际零频
采	cai	3149	0	3	3152	有已分配证据；仍须结合待分配量
釉	you	12	0	0	12	有已分配证据；仍须结合待分配量
释	shi	9352	0	4	9356	有已分配证据；仍须结合待分配量
里	li	187072	0	3627	190699	有已分配证据；仍须结合待分配量
重	chong	8700	0	5817	39372	有已分配证据；仍须结合待分配量
重	zhong	24855	0	5817	39372	有已分配证据；仍须结合待分配量
野	ye	4717	0	58	4775	有已分配证据；仍须结合待分配量
量	liang	12958	0	15	12973	有已分配证据；仍须结合待分配量
釐	xi	0	0	0	0	未观测到分配证据；不等于实际零频
金	jin	18499	0	711	19210	有已分配证据；仍须结合待分配量
釜	fu	93	0	0	93	有已分配证据；仍须结合待分配量
鉴	jian	1316	0	0	1316	有已分配证据；仍须结合待分配量
銎	qiong	0	0	0	0	未观测到分配证据；不等于实际零频
銮	luan	0	0	0	0	未观测到分配证据；不等于实际零频
鋆	yun	0	0	0	0	未观测到分配证据；不等于实际零频
鋈	wu	0	0	0	0	未观测到分配证据；不等于实际零频
錾	zan	4	0	0	4	有已分配证据；仍须结合待分配量
鍪	mou	0	0	0	0	未观测到分配证据；不等于实际零频
鎏	liu	0	0	0	0	未观测到分配证据；不等于实际零频
鏊	ao	1	0	2	3	有已分配证据；仍须结合待分配量
鏖	ao	8	0	0	8	有已分配证据；仍须结合待分配量
鐾	bei	0	0	0	0	未观测到分配证据；不等于实际零频
鑫	xin	0	0	1	1	未观测到分配证据；不等于实际零频
钆	ga	2	0	0	2	有已分配证据；仍须结合待分配量
钇	yi	0	0	0	0	未观测到分配证据；不等于实际零频
针	zhen	3115	0	10	3125	有已分配证据；仍须结合待分配量
钉	ding	1080	0	0	1080	有已分配证据；仍须结合待分配量
钊	zhao	0	0	1	1	未观测到分配证据；不等于实际零频
钋	po	6	0	0	6	有已分配证据；仍须结合待分配量
钌	liao	1	0	0	1	有已分配证据；仍须结合待分配量
钍	tu	12	0	0	12	有已分配证据；仍须结合待分配量
钎	qian	4	0	0	4	有已分配证据；仍须结合待分配量
钏	chuan	0	0	0	0	未观测到分配证据；不等于实际零频
钐	shan	0	0	0	0	未观测到分配证据；不等于实际零频
钒	fan	1	0	0	1	有已分配证据；仍须结合待分配量
钓	diao	1086	0	0	1086	有已分配证据；仍须结合待分配量
钔	men	1	0	0	1	有已分配证据；仍须结合待分配量
钕	nv	1	0	0	1	有已分配证据；仍须结合待分配量
钖	yang	0	0	0	0	未观测到分配证据；不等于实际零频
钗	chai	0	0	0	0	未观测到分配证据；不等于实际零频
钘	xing	0	0	0	0	未观测到分配证据；不等于实际零频
钙	gai	113	0	0	113	有已分配证据；仍须结合待分配量
钚	bu	83	0	0	83	有已分配证据；仍须结合待分配量
钛	tai	77	0	4	81	有已分配证据；仍须结合待分配量
钜	ju	1	0	0	1	有已分配证据；仍须结合待分配量
钝	dun	390	0	1	391	有已分配证据；仍须结合待分配量
钞	chao	550	0	74	624	有已分配证据；仍须结合待分配量
钟	zhong	14839	0	19	14858	有已分配证据；仍须结合待分配量
钠	na	118	0	0	118	有已分配证据；仍须结合待分配量
钡	bei	13	0	0	13	有已分配证据；仍须结合待分配量
钢	gang	1559	0	4	1563	有已分配证据；仍须结合待分配量
钣	ban	1	0	0	1	有已分配证据；仍须结合待分配量
钤	qian	0	0	0	0	未观测到分配证据；不等于实际零频
钥	yao	3751	0	116	3867	有已分配证据；仍须结合待分配量
钥	yue	0	0	116	3867	未观测到分配证据；不等于实际零频
钦	qin	193	0	7	200	有已分配证据；仍须结合待分配量
钧	jun	23	0	4	27	有已分配证据；仍须结合待分配量
钨	wu	4	0	0	4	有已分配证据；仍须结合待分配量
钩	gou	677	0	0	677	有已分配证据；仍须结合待分配量
钪	kang	0	0	0	0	未观测到分配证据；不等于实际零频
钫	fang	1	0	0	1	有已分配证据；仍须结合待分配量
钬	huo	0	0	0	0	未观测到分配证据；不等于实际零频
钭	dou	0	0	0	0	未观测到分配证据；不等于实际零频
钮	niu	562	0	2	564	有已分配证据；仍须结合待分配量
钯	ba	7	7	0	7	有已分配证据；仍须结合待分配量
钰	yu	0	0	1	1	未观测到分配证据；不等于实际零频
钱	qian	35145	0	77	35222	有已分配证据；仍须结合待分配量
钲	zheng	0	0	0	0	未观测到分配证据；不等于实际零频
钳	qian	233	0	33	266	有已分配证据；仍须结合待分配量
钴	gu	15	0	0	15	有已分配证据；仍须结合待分配量
钵	bo	49	0	0	49	有已分配证据；仍须结合待分配量
钷	po	1	0	0	1	有已分配证据；仍须结合待分配量
钹	bo	15	0	0	15	有已分配证据；仍须结合待分配量
钺	yue	0	0	0	0	未观测到分配证据；不等于实际零频
钻	zuan	2373	0	17	2390	有已分配证据；仍须结合待分配量
钼	mu	0	0	0	0	未观测到分配证据；不等于实际零频
钽	tan	1	0	0	1	有已分配证据；仍须结合待分配量
钾	jia	72	0	0	72	有已分配证据；仍须结合待分配量
钿	dian	0	0	0	0	未观测到分配证据；不等于实际零频
铀	you	51	0	0	51	有已分配证据；仍须结合待分配量
铁	tie	3698	0	51	3749	有已分配证据；仍须结合待分配量
铂	bo	32	0	0	32	有已分配证据；仍须结合待分配量
铃	ling	1390	0	7	1397	有已分配证据；仍须结合待分配量
铄	shuo	2	0	0	2	有已分配证据；仍须结合待分配量
铅	qian	262	0	193	455	有已分配证据；仍须结合待分配量
铅	yan	0	0	193	455	未观测到分配证据；不等于实际零频
铆	mao	13	0	0	13	有已分配证据；仍须结合待分配量
铈	shi	1	0	0	1	有已分配证据；仍须结合待分配量
铉	xuan	128	0	19	147	有已分配证据；仍须结合待分配量
铊	ta	0	0	31	31	未观测到分配证据；不等于实际零频
铊	tuo	0	0	31	31	未观测到分配证据；不等于实际零频
铋	bi	3	0	0	3	有已分配证据；仍须结合待分配量
铌	ni	0	0	0	0	未观测到分配证据；不等于实际零频
铍	pi	26	0	0	26	有已分配证据；仍须结合待分配量
铎	duo	116	0	6	122	有已分配证据；仍须结合待分配量
铏	xing	0	0	0	0	未观测到分配证据；不等于实际零频
铐	kao	768	0	0	768	有已分配证据；仍须结合待分配量
铑	lao	2	0	0	2	有已分配证据；仍须结合待分配量
铒	er	0	0	0	0	未观测到分配证据；不等于实际零频
铕	you	1	0	0	1	有已分配证据；仍须结合待分配量
铖	cheng	0	0	0	0	未观测到分配证据；不等于实际零频
铗	jia	1	0	0	1	有已分配证据；仍须结合待分配量
铘	ye	0	0	0	0	未观测到分配证据；不等于实际零频
铙	nao	0	0	0	0	未观测到分配证据；不等于实际零频
铚	zhi	0	0	0	0	未观测到分配证据；不等于实际零频
铛	cheng	0	0	22	162	未观测到分配证据；不等于实际零频
铛	dang	140	0	22	162	有已分配证据；仍须结合待分配量
铜	tong	389	0	31	420	有已分配证据；仍须结合待分配量
铝	lv	121	0	0	121	有已分配证据；仍须结合待分配量
铞	diao	0	0	0	0	未观测到分配证据；不等于实际零频
铟	yin	2	0	0	2	有已分配证据；仍须结合待分配量
铠	kai	28	0	0	28	有已分配证据；仍须结合待分配量
铡	zha	8	0	0	8	有已分配证据；仍须结合待分配量
铢	zhu	7	0	0	7	有已分配证据；仍须结合待分配量
铣	xi	1	1	0	1	有已分配证据；仍须结合待分配量
铤	ting	38	0	0	38	有已分配证据；仍须结合待分配量
铥	diu	1	0	0	1	有已分配证据；仍须结合待分配量
铧	hua	0	0	0	0	未观测到分配证据；不等于实际零频
铨	quan	0	0	0	0	未观测到分配证据；不等于实际零频
铩	sha	6	0	0	6	有已分配证据；仍须结合待分配量
铪	ha	11	0	0	11	有已分配证据；仍须结合待分配量
铫	diao	0	0	0	0	未观测到分配证据；不等于实际零频
铫	yao	0	0	0	0	未观测到分配证据；不等于实际零频
铬	ge	27	0	0	27	有已分配证据；仍须结合待分配量
铭	ming	322	0	2	324	有已分配证据；仍须结合待分配量
铮	zheng	6	0	2	8	有已分配证据；仍须结合待分配量
铯	se	1	0	0	1	有已分配证据；仍须结合待分配量
铰	jiao	18	3	0	18	有已分配证据；仍须结合待分配量
铱	yi	4	0	0	4	有已分配证据；仍须结合待分配量
铲	chan	474	0	0	474	有已分配证据；仍须结合待分配量
铳	chong	2	0	0	2	有已分配证据；仍须结合待分配量
铴	tang	0	0	0	0	未观测到分配证据；不等于实际零频
铵	an	40	0	0	40	有已分配证据；仍须结合待分配量
银	yin	4775	0	111	4886	有已分配证据；仍须结合待分配量
铷	ru	1	0	0	1	有已分配证据；仍须结合待分配量
铸	zhu	176	0	8	184	有已分配证据；仍须结合待分配量
铹	lao	0	0	0	0	未观测到分配证据；不等于实际零频
铺	pu	979	0	18	997	有已分配证据；仍须结合待分配量
铻	wu	0	0	0	0	未观测到分配证据；不等于实际零频
铼	lai	1	0	0	1	有已分配证据；仍须结合待分配量
铽	te	0	0	0	0	未观测到分配证据；不等于实际零频
链	lian	1674	0	2	1676	有已分配证据；仍须结合待分配量
铿	keng	13	0	0	13	有已分配证据；仍须结合待分配量
销	xiao	3241	0	2	3243	有已分配证据；仍须结合待分配量
锁	suo	4932	0	8	4940	有已分配证据；仍须结合待分配量
锂	li	29	0	0	29	有已分配证据；仍须结合待分配量
锃	zeng	19	0	0	19	有已分配证据；仍须结合待分配量
锄	chu	32	0	0	32	有已分配证据；仍须结合待分配量
锅	guo	666	0	16	682	有已分配证据；仍须结合待分配量
锆	gao	19	0	0	19	有已分配证据；仍须结合待分配量
锇	e	2	0	0	2	有已分配证据；仍须结合待分配量
锈	xiu	231	0	3	234	有已分配证据；仍须结合待分配量
锉	cuo	26	0	7	33	有已分配证据；仍须结合待分配量
锊	lve	0	0	0	0	未观测到分配证据；不等于实际零频
锋	feng	832	0	9	841	有已分配证据；仍须结合待分配量
锌	xin	43	0	0	43	有已分配证据；仍须结合待分配量
锍	liu	1	0	0	1	有已分配证据；仍须结合待分配量
锎	kai	1	0	0	1	有已分配证据；仍须结合待分配量
锏	jian	55	0	0	55	有已分配证据；仍须结合待分配量
锐	rui	424	0	0	424	有已分配证据；仍须结合待分配量
锑	ti	6	0	0	6	有已分配证据；仍须结合待分配量
锒	lang	19	0	0	19	有已分配证据；仍须结合待分配量
锓	qin	0	0	0	0	未观测到分配证据；不等于实际零频
锔	ju	3	0	0	3	有已分配证据；仍须结合待分配量
锕	a	1	0	0	1	有已分配证据；仍须结合待分配量
锖	qiang	0	0	0	0	未观测到分配证据；不等于实际零频
锗	zhe	4	4	0	4	有已分配证据；仍须结合待分配量
锘	nuo	1	0	0	1	有已分配证据；仍须结合待分配量
错	cuo	63228	0	3	63231	有已分配证据；仍须结合待分配量
锚	mao	187	0	0	187	有已分配证据；仍须结合待分配量
锛	ben	2	0	0	2	有已分配证据；仍须结合待分配量
锜	qi	0	0	0	0	未观测到分配证据；不等于实际零频
锝	de	1	0	0	1	有已分配证据；仍须结合待分配量
锞	ke	0	0	0	0	未观测到分配证据；不等于实际零频
锟	kun	0	0	0	0	未观测到分配证据；不等于实际零频
锡	xi	317	0	249	566	有已分配证据；仍须结合待分配量
锢	gu	59	0	0	59	有已分配证据；仍须结合待分配量
锣	luo	69	0	0	69	有已分配证据；仍须结合待分配量
锤	chui	509	0	0	509	有已分配证据；仍须结合待分配量
锥	zhui	95	0	0	95	有已分配证据；仍须结合待分配量
锦	jin	388	0	46	434	有已分配证据；仍须结合待分配量
锧	zhi	0	0	0	0	未观测到分配证据；不等于实际零频
锨	xian	2	0	0	2	有已分配证据；仍须结合待分配量
锩	juan	0	0	0	0	未观测到分配证据；不等于实际零频
锪	huo	0	0	0	0	未观测到分配证据；不等于实际零频
锫	pei	1	0	0	1	有已分配证据；仍须结合待分配量
锬	tan	0	0	0	0	未观测到分配证据；不等于实际零频
锭	ding	20	0	1	21	有已分配证据；仍须结合待分配量
键	jian	2837	0	2	2839	有已分配证据；仍须结合待分配量
锯	ju	486	0	0	486	有已分配证据；仍须结合待分配量
锰	meng	8	0	0	8	有已分配证据；仍须结合待分配量
锱	zi	2	0	0	2	有已分配证据；仍须结合待分配量
锲	qie	9	0	1	10	有已分配证据；仍须结合待分配量
锳	ying	0	0	0	0	未观测到分配证据；不等于实际零频
锴	kai	0	0	0	0	未观测到分配证据；不等于实际零频
锵	qiang	11	0	0	11	有已分配证据；仍须结合待分配量
锶	si	15	0	0	15	有已分配证据；仍须结合待分配量
锷	e	17	0	26	43	有已分配证据；仍须结合待分配量
锸	cha	0	0	0	0	未观测到分配证据；不等于实际零频
锹	qiao	58	0	0	58	有已分配证据；仍须结合待分配量
锺	zhong	0	0	0	0	未观测到分配证据；不等于实际零频
锻	duan	490	0	0	490	有已分配证据；仍须结合待分配量
锼	sou	0	0	0	0	未观测到分配证据；不等于实际零频
锽	huang	0	0	0	0	未观测到分配证据；不等于实际零频
锾	huan	1	0	0	1	有已分配证据；仍须结合待分配量
锿	ai	2	0	0	2	有已分配证据；仍须结合待分配量
镀	du	45	0	0	45	有已分配证据；仍须结合待分配量
镁	mei	55	0	0	55	有已分配证据；仍须结合待分配量
镂	lou	6	0	0	6	有已分配证据；仍须结合待分配量
镃	zi	0	0	0	0	未观测到分配证据；不等于实际零频
镄	fei	1	0	0	1	有已分配证据；仍须结合待分配量
镅	mei	2	0	0	2	有已分配证据；仍须结合待分配量
镆	mo	0	0	0	0	未观测到分配证据；不等于实际零频
镇	zhen	5545	0	56	5601	有已分配证据；仍须结合待分配量
镈	bo	0	0	0	0	未观测到分配证据；不等于实际零频
镉	ge	8	0	0	8	有已分配证据；仍须结合待分配量
镊	nie	41	0	2	43	有已分配证据；仍须结合待分配量
镋	tang	0	0	0	0	未观测到分配证据；不等于实际零频
镌	juan	1	0	0	1	有已分配证据；仍须结合待分配量
镍	nie	48	0	4	52	有已分配证据；仍须结合待分配量
镎	na	1	0	0	1	有已分配证据；仍须结合待分配量
镏	liu	0	0	0	0	未观测到分配证据；不等于实际零频
镐	gao	12	10	43	55	有已分配证据；仍须结合待分配量
镑	bang	627	0	0	627	有已分配证据；仍须结合待分配量
镒	yi	0	0	0	0	未观测到分配证据；不等于实际零频
镓	jia	7	0	0	7	有已分配证据；仍须结合待分配量
镔	bin	0	0	0	0	未观测到分配证据；不等于实际零频
镕	rong	0	0	4	4	未观测到分配证据；不等于实际零频
镖	biao	621	0	0	621	有已分配证据；仍须结合待分配量
镗	tang	3	0	0	3	有已分配证据；仍须结合待分配量
镘	man	0	0	0	0	未观测到分配证据；不等于实际零频
镚	beng	0	0	2	2	未观测到分配证据；不等于实际零频
镛	yong	0	0	3	3	未观测到分配证据；不等于实际零频
镜	jing	4877	0	7	4884	有已分配证据；仍须结合待分配量
镝	di	0	0	0	0	未观测到分配证据；不等于实际零频
镞	zu	1	0	0	1	有已分配证据；仍须结合待分配量
镠	liu	0	0	0	0	未观测到分配证据；不等于实际零频
镡	chan	0	0	0	0	未观测到分配证据；不等于实际零频
镡	tan	0	0	0	0	未观测到分配证据；不等于实际零频
镢	jue	1	0	0	1	有已分配证据；仍须结合待分配量
镣	liao	40	0	0	40	有已分配证据；仍须结合待分配量
镤	pu	1	0	0	1	有已分配证据；仍须结合待分配量
镥	lu	1	0	0	1	有已分配证据；仍须结合待分配量
镦	dun	0	0	0	0	未观测到分配证据；不等于实际零频
镧	lan	1	0	0	1	有已分配证据；仍须结合待分配量
镨	pu	1	0	0	1	有已分配证据；仍须结合待分配量
镩	cuan	0	0	0	0	未观测到分配证据；不等于实际零频
镪	qiang	0	0	0	0	未观测到分配证据；不等于实际零频
镫	deng	15	0	0	15	有已分配证据；仍须结合待分配量
