aaaa	啊啊啊啊
unnl	十年内乱
unny	生念农业
unpg	神女劈观
unpi	说你胖你就喘
unpl	是你飘了还是我握不住刀了
unpu	十年怕井绳
unqd	少女祈祷
unqq	少年强则国强
unqv	上哪去找
unqv	少女祈祷中
unqx	受虐倾向
unqx	少女前线
unrr	十年如一日
unsh	树挪死，人挪活
unsh	树挪死人挪活
untq	上年同期
unts	水逆退散
untx	室内天线
unud	少女时代
unuj	室内设计
unum	十年树木
unum	十年生死两茫茫
unun	少男少女
unun	生男生女
unuq	熟能生巧
unur	十年树木，百年树人
unuw	耍弄手腕
unuy	孰难孰易
unuy	生男生女都一样
unvd	圣女贞德
unvj	霎那之间
unvt	少年侦探团
unvx	盛怒之下
unvy	十年之约
unwg	孰能无过
unwq	失能武器
unwr	室内污染
unwz	恕你无罪
unxd	谁能想到
unxg	室内效果
unxn	善男信女
unxx	谁能相信
unyb	十年饮冰
unyd	少女乐队
unyd	是那样的
unyx	受你影响
unyx	十年饮冰，难凉热血
unzv	水能载舟
unzv	水能载舟亦能覆舟
unzy	杀牛宰羊
uoaa	说啊
uoai	说爱
uoba	说吧
uoba	说罢
uoba	说把
uobc	蒴苞
uobd	说白
uobo	硕博
uobw	说呗
uoci	说辞
uoci	说词
uoco	说错
uoda	硕大
uodc	说道
uodc	说到
uode	说得
uodg	说等
uodi	说滴
uodk	说定
uodm	说点
uodo	说多
uods	说动
uodv	说对
uodw	说得
uofa	说法
uoff	说分
uofg	朔风
uofh	朔方
uofj	说反
uofu	说服
uogh	烁罡
uogj	说干
uogo	说过
uogo	硕果
uogr	说惯
uogu	说古
uogw	说给
uogx	说卦
uogz	说够
uoha	说哈
uohc	说好
uohe	说和
uohe	说合
uohl	说谎
uoho	说活
uohv	说回
uohv	说会
uohx	说话
uoia	说茶
uoig	说成
uoih	说唱
uoii	蒴齿
uoir	说穿
uoiu	说出
uojb	说尽
uojf	说道：“
uoji	说及
uojm	说件
uojn	说教
uojp	硕姐
uoju	说句
uojx	说价
uojx	说家
uokd	说开
uoke	说客
uoke	说课
uokh	硕康
uoku	说哭
uoky	说困
uokz	说口
uola	说啦
uolc	硕老
uold	说来
uole	说了
uoli	说理
uoll	烁亮
uolo	说咯
uolp	说咧
uols	硕龙
uolw	说累
uoly	硕论
uolz	说漏
uoma	说嘛
uomc	说毛
uomc	蒴帽
uomd	说买
uome	说么
uomf	朔门
uomg	说梦
uomh	说忙
uomj	说满
uomk	说明
uomo	朔漠
uomp	烁灭
uomw	说媒
uonb	说您
uone	说呢
uoni	说你
uoni	说呢
uonj	说难
uooo	说哦
uopd	说牌
uopi	说屁
uopo	说破
uoqb	说亲
uoqi	说起
uoqk	说清
uoqk	说情
uoqm	说钱
uoqq	说球
uoqu	说去
uorf	硕人
uorh	说让
uori	朔日
uorr	硕软
uosa	说撒
uosd	说噻
uosi	说死
uosjdcsi	说三道四
uotg	硕腾
uots	说通
uotz	说头
uotz	说透
uoua	说啥
uoue	说舌
uouf	说甚
uoug	说声
uouh	说上
uoui	说是
uoui	说事
uoui	硕士
uouo	说说
uouu	说书
uouu	硕鼠
uovc	说找
uove	说着
uovf	说真
uovh	说长
uovl	硕壮
uovs	说中
uovu	说住
uovy	说准
uovz	朔州
uowa	说哇
uowf	说文
uowh	朔望
uowj	说完
uowo	说我
uoww	说为
uoxi	说戏
uoxk	说行
uoxl	说项
uoxm	说先
uoxn	说笑
uoxp	说些
uoxt	朔雪
uoxx	说下
uoya	说呀
uoyc	说要
uoye	朔夜
uoyi	说以
uoyr	说远
uoyr	说苑
uoys	说用
uoyt	朔月
uoyu	朔玉
uoyz	说有
uoza	说咋
uozc	说早
uozd	说在
uozi	硕子
uozo	说做
uozo	说作
uozv	说嘴
uozz	说走
upaq	食品安全
upbf	视频播放
upbg	伤皮不伤骨
upbj	视频编辑
upbq	视频播放器
upcp	视频裁判
updb	视频点播
updh	视频电话
updr	身旁的人
updt	售票大厅
upfu	审判方式
upgl	晒屁股了
upgs	食品公司
upgv	视频工作者
upgy	食品工业
upgz	审批工作
uphg	食品化工
uphy	视频会议
uphy	视频会员
upix	刷跑车加微信
upjg	商品价格
upjg	审判机关
upjh	商品交换
upjh	商品交易会
upji	视频教程
upjj	生平仅见
upjj	视频剪辑
upjj	商品经济
upjx	双拼加形
upjy	诗朋酒友
upkx	食品科学
upld	收破烂的
upld	拾破烂的
upld	上坡路段
uplh	说漂亮话
upli	审批流程
uplt	商品流通
uplt	视频聊天
uplx	视频录像
upni	双拼奶茶
uppm	商品拍卖
uprj	水平如镜
uprj	视频软件
upsd	上屏速度
upth	视频通话
uptj	石破天惊
uptj	食品添加剂
upud	受骗上当
upuf	双排上分
upui	视频时长
upus	视频申诉
upux	双拼双形
upuy	视频水印
upvz	视频制作
upwj	视频文件
upwr	食品污染
upwu	食品卫生
upwv	视频网站
upxb	上皮细胞
upxl	顺坡下驴
upxr	射频消融
upxu	商品销售
upxz	视频下载
upyc	生拼硬凑
upyj	食品药品监督管理局
upyp	食品药品
upyu	双聘院士
upyx	水平有限
upzv	上皮组织
upzw	蛇皮走位
uqbb	生气勃勃
uqbb	神奇宝贝
uqbg	申请报告
uqbl	事情败露
uqbl	申请办理
uqbl	事情暴露
uqbm	声情并茂
uqbq	上气不接下气
uqbq	上穷碧落下黄泉
uqbr	帅气逼人
uqbs	十七八岁
uqbu	收钱办事
uqch	食亲财黑
uqct	视钱财如粪土
uqdd	事情到了这步田地
uqdh	深仇大恨
uqdj	申请登记
uqdl	手起刀落
uqdl	上强度了
uqdv	士气大振
uqdv	竖起大拇指
uqdw	说千道万
uqdw	申请单位
uqdz	士气大增
uqed	竖起耳朵
uqed	申请额度
uqfb	授权发布
uqfr	蜀犬吠日
uqfu	授权方式
uqfv	食前方丈
uqfv	顺其发展
uqfw	社区服务
uqfy	收取费用
uqfz	神情复杂
uqgd	鼠窃狗盗
uqgg	失去高光
uqgj	失去感觉
uqgl	数千公里
uqgm	申请购买
uqgq	双曲拱桥
uqgt	鼠窃狗偷
uqgu	睡前故事
uqgv	士气高涨
uqgz	失去光泽
uqha	双枪会给出答案
uqhd	申请互动
uqhh	神情恍惚
uqhl	失去活力
uqhl	说起话来
uqhn	生擒活拿
uqhn	生取活拿
uqhv	生擒活捉
uqhx	神气活现
uqhy	诗情画意
uqhy	深情厚谊
uqit	杀气冲天
uqjd	盛情接待
uqjf	神情激愤
uqjg	十亲九故
uqjg	事情经过
uqjh	失去机会
uqjr	申请加入
uqju	社区建设
uqju	神情矍铄
uqkb	省钱快报
uqkb	申请开办
uqkd	盛情款待
uqkk	深情款款
uqkm	晒妻狂魔
uqks	时崎狂三
uqkt	申请课题
uqkv	失去控制
uqlh	失去灵魂
uqlj	势穷力竭
uqlj	失去了知觉
uqlj	失去连接
uqlm	删前留名
uqlm	神情落寞
uqln	说起来容易做起来难
uqlr	盛气凌人
uqlr	恃强凌弱
uqlv	失去理智
uqlv	身强力壮
uqlx	失去联系
uqlx	失去理性
uqmb	失去目标
uqmd	失去目的
uqmj	噬脐莫及
uqmy	社情民意
uqnb	耍枪弄棒
uqnb	使枪弄棒
uqnl	数千年来
uqnl	事情闹大了
uqnq	盛情难却
uqnu	双拳难敌四手
uqnx	神奇女侠
uqph	失去平衡
uqpi	申请赔偿
uqpv	申请批准
uqqd	申请取得
uqqh	说悄悄话
uqqj	杀妻求将
uqqj	十去其九
uqqr	恃强欺弱
uqqu	神清气爽
uqqx	神清气闲
uqrc	尚且如此
uqrp	食其肉寝其皮
uqrq	申请日期
uqru	深切认识
uqry	身轻如燕
uqrz	孀妻弱子
uqtj	申请条件
uqtk	申请退款
uqtr	事情突然
uqtt	杀气腾腾
uqtv	身强体壮
uqub	说七说八
uqud	石器时代
uquf	时起时伏
uquj	山穷水尽
uqul	山青水绿
uqum	十全十美
uqup	生前视频
uqur	孰强孰弱
uqus	双栖双宿
uquv	孰轻孰重
uquw	上千上万
uqux	山清水秀
uquz	神气十足
uqvh	失去之后
uqvj	失去知觉
uqvl	申请专利
uqvu	手牵着手
uqvv	神情专注
uqvx	失去之后才懂得珍惜
uqwh	社区文化
uqwu	士气旺盛
uqwy	水清无鱼
uqxb	上七下八
uqxd	上情下达
uqxq	失去兴趣
uqxr	收起笑容
uqxr	失去笑容
uqxt	声气相通
uqxx	失去信心
uqxy	授权协议
uqxy	社区学院
uqyh	生前友好
uqyu	失去意识
uqyu	升旗仪式
uqyv	首屈一指
uqyw	身轻言微
uqyx	受其影响
uqyy	失去意义
uqzr	顺其自然
uqzr	神情自若
uqzw	胜券在握
uqzy	失去自由
urbd	时日不多
urbd	杀人不过头点地
urbd	首日补丁
urbf	收入不菲
urbf	霜染白发
urbj	视若不见
urbx	杀人不见血
urbx	视如敝屣
urby	杀人不眨眼
urcd	涮菜
urcj	视如草芥
urdb	杀人夺宝
urdg	生日蛋糕
urdh	深入敌后
urdi	深入调查
urdk	栓钉
urdu	涮肚
urdw	食肉动物
urdx	视若等闲
urei	上任鹅城
urfa	输入方案
urfd	深入腹地
urfh	杀人放火
urfm	杀人父母
urft	视如粪土
urfu	拴缚
urfv	深入发展
urfx	深入分析
urgd	使人感到
urgi	深入贯彻
urgn	输入功能
urgo	涮锅
urgs	深入骨髓
urgu	深入贯彻落实
urhc	拴好
urhn	山容海纳
urhp	摄人魂魄
urhv	声如洪钟
urhv	声若洪钟
urhx	深入虎穴
urij	收入差距
urij	深入持久
urim	杀人偿命
uriq	杀人偿命，欠债还钱
urir	涮串
urix	杀人成性
urix	双人成行
urjb	拴紧
urjb	闩紧
urjc	深入基层
urji	视如己出
urjl	深入交流
urjq	杀人机器
urjr	水乳交融
urju	熟人介绍
urjv	世人皆知
urjv	十人九痔
urjz	圣人君子
urki	视如寇仇
urkl	生日快乐
urkl	输入口令
urkv	深入开展
urlc	栓牢
urle	涮了
urle	拴了
urle	栓了
urlj	深入了解
urlj	深入理解
urll	势如累卵
urlp	生日礼品
urlr	视若路人
urlw	生日礼物
urlx	潸然泪下
urly	收入来源
urmf	闩门
urmk	杀人灭口
urmm	输入密码
urmq	世人面前
urmu	双人模式
urmu	圣人模式
urmx	深入民心
urnv	收入囊中
urny	湿热内蕴
urpb	涮品
urpd	生日派对
urpi	栓皮
urpt	输入平台
urpu	杀人抛尸
urpv	势如破竹
urqi	深入浅出
urqk	收入情况
urqp	食肉寝皮
urqs	收容遣送
urqv	深入群众
urrf	栓人
urrf	涮人
urrm	杀人如麻
urru	爽然若失
urrx	深入人心
urrx	声入人心
urry	手如柔荑
urrz	涮肉
ursd	栓塞
urse	栓塞
ursi	栓死
ursi	拴死
urst	受人所托
ursu	受人唆使
urtg	收入提高
urti	深入调查
urtt	深入探讨
urty	输入体验
urtz	栓头
urud	时日尚短
urug	栓绳
urug	是人是鬼
uruh	拴上
uruh	势如水火
urui	输入输出
urum	市容市貌
urup	收入水平
urur	涮涮
uruu	深入实施
uruu	熟人熟事
uruw	水软山温
urux	是人是鬼都在秀
urvb	视如珍宝
urvb	视若珍宝
urve	拴着
urve	栓着
urvf	生日祝福
urvk	收入状况
urvl	商人重利轻别离
urvp	受人支配
urvt	受人之托
urvu	拴住
urvu	受人指使
urvv	使人昭昭
urvw	输入中文
urvx	杀人诛心
urvy	十日终焉
urwd	视若无睹
urwd	时日无多
urwd	收入稳定
urwi	诗人握持
urwi	是人我吃
urwj	生人勿进
urwt	诗人握特
urww	视若无物
urww	视若罔闻
urwx	深入我心
urxh	摄人心魂
urxh	生如夏花
urxi	涮洗
urxm	拴线
urxp	摄人心魄
urxq	熟人相轻
urxt	输入系统
urxu	杀人凶手
urxv	深入细致
urxx	深入学习
uryb	授人以柄
uryf	傻人有傻福
uryh	杀人越货
uryh	拾人牙慧
uryi	胜人一筹
uryj	深入研究
uryk	胜任愉快
uryt	顺人应天
uryx	杀人游戏
uryx	熟稔于心
uryy	授人以鱼
uryy	授人以渔
uryy	授人以鱼，不如授人以渔
urza	熟人作案
urzd	拴在
urzi	栓子
urzj	山人自有妙计
urzj	受人尊敬
urzs	人生自古谁无死
usbc	誓死不从
usbd	殊死搏斗
usbg	生死不顾
usbj	誓死不降
usbl	生死不离
usbm	生死不明
usbr	势所必然
usbs	杀死比赛
usbv	生死不知
usby	生死边缘
usby	生死不渝
uscw	生死存亡
usdd	瘦死的骆驼比马大
usdj	生死对决
usdj	世俗的偏见
usdj	手撕大狙
usdn	失散多年
usds	说三道四
usdx	身死道消
usfc	水宿风餐
usfx	疏散风邪
usgq	睡死过去
usgt	生死关头
usgy	少私寡欲
ushh	神思恍惚
ushj	世所罕见
ushu	十四行诗
ushv	神色慌张
usjj	生死狙击
usjl	声色俱厉
usjs	说散就散
uskd	生死看淡
uskg	生死看淡，不服就干
uslb	生死离别
usld	瘦死骆驼比马大
uslh	生死轮回
uslj	声嘶力竭
uslr	神色凛然
usma	是什么啊
usmb	慎思明辨
usmn	是什么呢
usmn	说什么呢
usmnw	是什么呢？
usmnwe	是什么呢？”
usmr	是什么人
usmr	身死名辱
usmu	深色模式
usnl	生死难料
usnm	势所难免
usnv	神色凝重
usqm	声色犬马
usrg	视死如归
usri	神色如常
usss	十三四岁
usuf	双宿双飞
usug	水色山光
usuh	是死是活
usul	深思熟虑
usul	上岁数了
usuq	双宿双栖
usvj	生死之交
usvj	世俗之见
usvv	生死之战
usvw	食髓知味
usvw	世俗之物
usvy	世俗主义
uswb	生死未卜
usws	十四五岁
uswu	十死无生
uswu	舍死忘生
usxb	生死相伴
usxb	生死相搏
usxi	社死现场
usxs	生死相随
usxu	生死线上
usxv	誓死效忠
usxx	生死相许
usxy	生死相依
usxy	食色性也
usya	神色一黯
usyb	生死一搏
usyd	生死予夺
usyg	生死攸关
usyg	生死与共
usyj	神色严峻
usyj	生死一劫
usyl	深思远虑
usym	生死有命
usym	生死由命
usyt	生死有命，富贵在天
uszr	神色自若
utab	沙特阿拉伯
utbb	身体倍棒
utbf	水土不服
utbh	身体不好
utbi	水土保持
utbr	上天不负有心人
utbu	身体不适
utby	十天半月
utby	上天保佑
utbz	胜天半子
utdl	身体锻炼
utdn	手提电脑
utdw	伸腿瞪眼丸
utdy	伸腿瞪眼
utej	深痛恶绝
utex	视同儿戏
utff	身体发肤
utfm	身体发肤，受之父母
utfm	身体发肤受之父母
utfs	身体放松
utfv	事态发展
utgd	神通广大
utgi	生态工程
utgl	神头鬼脸
utgm	神头鬼面
utgt	水调歌头
utgx	师徒关系
uthb	生吞活剥
uthb	生态环境部
uthf	身体恢复
uthj	生态环境
uthl	伤天害理
uthp	山体滑坡
uthz	是条汉子
utiy	社团成员
utjb	石头剪子布
utjb	石头剪刀布
utjh	视听结合
utji	身体接触
utji	身体检查
utjj	实体经济
utjk	身体健康
utjn	身体机能
utjn	视同缴纳
utjp	尸体解剖
utjp	实体键盘
utjt	说停就停
utju	生态建设
utjv	手头紧张
utkd	申通快递
utky	手头宽裕
utlb	豕突狼奔
utld	身体里的
utld	生态廊道
utlj	伤透了脑筋
utlm	识途老马
utlr	视同路人
utls	施特劳斯
utlu	水土流失
utlx	身体力行
utlx	伤透了心
utmg	顺藤摸瓜
utml	视同陌路
utmx	势头明显
utnj	伤透脑筋
utny	生态农业
utph	生态平衡
utpq	沙滩排球
utpv	生态屏障
utpx	手提皮箱
utqg	身体器官
utqg	身体欠肛
utqk	身体情况
utqy	水太清则无鱼
utrd	上天入地
utrq	世态人情
utru	升堂入室
utsr	师徒四人
utsv	身体素质
uttg	殊途同归
uttx	生态体系
utub	视听设备
utuh	势同水火
utuj	事态升级
utun	傻头傻脑
utuq	身体是革命的本钱
utut	试探试探
utuy	视听盛宴
utvb	率土之滨
utvk	身体状况
utvm	势头正猛
utvz	杀头之罪
utwh	生态文化
utwj	生态危机
utwl	上天无路
utwm	上天无路，入地无门
utwm	生态文明
utwm	上天无路入地无门
utwr	水体污染
utww	少头无尾
utww	实体娃娃
utwx	伤痛文学
utxd	上天下地
utxd	是他先动手的
utxj	水天相接
utxr	身体虚弱
utxt	生态系统
utxu	是他先动的手
utxx	上吐下泻
utxx	上推下卸
utxy	生态效益
utyj	手头有点紧
utyl	世态炎凉
utym	深田咏美
utyr	顺天应人
utys	水天一色
utyv	生态养殖
utyv	事态严重
utyx	试探一下
utyy	身体语言
utyz	守土有责
utze	石头子儿
utzr	神态自若
uuan	书案
uuan	熟谙
uuay	叔叔阿姨
uubb	舒斌
uubb	神神秘秘
uubc	书包
uubc	书报
uubd	数百
uubf	书本
uubf	数本
uubf	身手不凡
uubg	甩手不干
uubi	梳篦
uubi	数笔
uubj	竖版
uubk	薯饼
uubl	水上芭蕾
uubm	戍边
uubm	数遍
uubn	鼠标
uubn	谁说不是呢
uubo	叔伯
uubq	授受不亲
uubq	伤势不轻
uubr	伸手不打笑脸人
uubt	双手抱头
uubv	伸手不见五指
uubw	数倍
uubw	鼠辈
uubw	熟背
uubx	生生不息
uuby	实属不易
uuby	莎士比亚
uucd	蔬菜
uucd	熟菜
uucd	疏财
uuce	书册
uuce	书测
uuch	数仓
uuci	数次
uuci	数词
uucj	输惨
uucj	收拾残局
uuco	数错
uuco	输错
uucr	鼠窜
uucs	树丛
uucs	世事沧桑
uucu	暑促
uuda	梳打
uudb	束手待毙
uudc	疏导
uudc	数到
uudc	少食多餐
uudc	蜀道
uudcnj	蜀道难
uudd	世世代代
uudd	顺顺当当
uudg	书灯
uudh	赎当
uudh	书挡
uudh	誓师大会
uudi	倏地
uudi	属地
uudi	树敌
uudi	竖笛
uudj	书单
uudj	鼠胆
uudj	输单
uudk	输定
uudk	树顶
uudk	书钉
uudl	上升到了
uudm	书店
uudm	数电
uudm	世事洞明
uudm	屎山代码
uudn	输掉
uudo	树多
uudp	舒蝶
uudq	生杀大权
uudr	时尚达人
uuds	树洞
uuds	鼠洞
uudu	熟读
uudu	数独
uudu	审时度势
uudv	书堆
uudv	数对
uudw	世事洞明皆学问
uudx	收拾东西
uudy	树墩
uudz	深山大泽
uudz	少说多做
uued	顺时而动
uuee	数额
uuee	善善恶恶
uuer	倏尔
uuer	舒尔
uuew	顺势而为
uuey	说说而已
uufa	书法
uufa	抒发
uufa	束发
uufa	术法
uufd	绅士风度
uufe	赏善罚恶
uuff	舒舒服服
uuff	是是非非
uufg	闪闪发光
uufh	书房
uufh	书坊
uufi	傻傻分不清楚
uufj	熟饭
uufj	书贩
uufj	收拾房间
uufl	闪闪发亮
uufl	身首分离
uufm	生身父母
uufq	傻傻分不清
uufu	舒服
uufu	束缚
uufu	叔父
uufu	少数服从多数
uufw	书费
uugc	书稿
uugc	熟稿
uugd	深受感动
uugd	深深感到
uugf	树根
uugf	手上功夫
uugg	神神鬼鬼
uugg	删删改改
uugh	竖杠
uugi	神使鬼差
uugj	树干
uugj	竖干
uugj	树杆
uugj	疏肝
uugk	树怪
uugl	曙光
uugl	输光
uugo	属国
uugo	蔬果
uugo	蜀国
uugo	输过
uugr	树冠
uugr	书馆
uugr	束冠
uugs	叔公
uugs	上市公司
uugu	竖骨
uugv	书柜
uugw	输给
uugw	深受鼓舞
uugx	树挂
uugx	师生关系
uugx	实时更新
uugx	事事关心
uugy	上上个月
uugz	属狗
uugz	竖钩
uuhc	书号
uuhc	数好
uuhc	输好
uuhc	梳好
uuhd	书海
uuhd	声势浩大
uuhe	束河
uuhg	竖横
uuhh	竖行
uuhj	蜀汉
uuhj	书函
uuhk	抒怀
uuhk	述怀
uuhl	书荒
uuhl	收受贿赂
uuhl	是时候了
uuho	舒活
uuhr	舒缓
uuhr	鼠患
uuhr	水深火热
uuhr	书桓
uuhs	淑红
uuhu	疏忽
uuhu	倏忽
uuhu	双手合十
uuhv	赎回
uuhv	鼠绘
uuhx	书画
uuhy	深受欢迎
uuhz	术后
uuia	树杈
uuic	舒超
uuid	设身处地
uuid	双手插兜
uuie	数车
uuig	书城
uuig	熟成
uuih	舒畅
uuii	书痴
uuii	梳齿
uuii	树池
uuii	说说唱唱
uuik	说时迟，那时快
uuik	说时迟那时快
uuil	鼠疮
uuil	书窗
uuil	实时处理
uuir	杀身成仁
uuir	舍身成仁
uuis	书虫
uuiu	输出
uuiu	书橱
uuiu	庶出
uuiu	实时传输
uuix	嗜杀成性
uuiy	山上彻也
uujb	赎金
uujb	输进
uujb	束紧
uujf	史诗级过肺
uujf	束手就缚
uuji	书籍
uuji	书记
uuji	枢机
uuji	书脊
uujj	身手矫健
uujj	神神经经
uujj	删删减减
uujk	竖井
uujk	淑静
uujk	十室九空
uujk	实时监控
uujm	书简
uujm	书剑
uujm	书笺
uujm	上世纪末
uujn	树胶
uujn	熟胶
uujp	疏解
uujp	纾解
uujq	束手就擒
uujq	数九
uujq	史诗级加强
uujr	书卷
uujr	舒卷
uujt	数觉
uuju	数据
uuju	书局
uuju	试试就逝世
uujx	暑假
uujx	书架
uujx	输家
uujy	疏浚
uujy	蜀郡
uujy	蜀军
uujz	甩身就走
uuka	数卡
uukd	疏开
uuke	熟客
uuke	舒克
uuke	术科
uukg	树坑
uukg	双手空格
uukh	树上开花
uukh	舒康
uukj	书刊
uukj	上升空间
uukj	伸手可及
uukk	时时刻刻
uukk	爽爽快快
uukk	舒快
uukl	疏狂
uuko	疏阔
uukr	书款
uuks	数控
uuku	书库
uukv	蜀葵
uukz	漱口
uula	输啦
uulb	树林
uulb	书林
uuld	首鼠两端
uuld	数来
uule	输了
uule	熟了
uule	数了
uulh	舒朗
uuli	树立
uuli	梳理
uuli	疏离
uuli	姗姗来迟
uulj	树懒
uulj	疏懒
uulk	树龄
uull	数量
uull	深山老林
uull	疏疏落落
uull	顺顺利利
uulm	熟练
uulm	熟脸
uuln	熟料
uuln	孰料
uulo	数落
uulo	熟络
uulo	疏落
uulp	数列
uulq	束流
uulq	疏流
uulr	输卵
uuls	属龙
uuls	鼠笼
uult	疏略
uulu	熟路
uulu	书路
uulv	熟虑
uulw	鼠类
uulw	舒蕾
uulw	硕士论文
uuly	数论
uuly	水上乐园
uulz	疏漏
uuma	数码
uuma	属马
uumb	庶民
uumc	梳毛
uumc	数毛
uumd	赎买
uume	熟么
uumf	熟门
uumf	蜀门
uumg	书盟
uumi	枢密
uumi	书迷
uumi	黍米
uumi	疏密
uumj	舒曼
uumj	身手敏捷
uumk	书名
uumk	署名
uumk	数名
uuml	深山密林
uumm	书面
uumm	神神秘秘
uumn	树苗
uumn	数秒
uumn	是什么呢
uumo	数模
uumq	生身母亲
uumq	少数民族地区
uumu	树木
uumu	数目
uumu	书目
uumu	叔母
uumw	树莓
uumw	输煤
uumw	书眉
uumw	树眉
uumy	盛世美颜
uumz	少数民族
uuna	淑娜
uunc	书脑
uund	舒耐
uung	孰能
uunh	逝水年华
uunj	恕难
uunj	熟男
uunj	蜀南
uunk	舒宁
uunl	世事难料
uunl	叔娘
uunm	数年
uunm	鼠年
uunq	枢纽
uunq	属牛
uunr	数十年如一日
uunu	书奴
uunv	淑女
uunv	熟女
uunv	庶女
uunw	书内
uunw	数内
uupb	书品
uupc	蜀庖
uupd	竖排
uupd	竖拍
uupd	输牌
uupg	书朋
uupg	束手旁观
uuph	树旁
uupi	树皮
uupi	书皮
uupi	鼠皮
uupj	输盘
uupk	书评
uupk	竖屏
uupl	时事评论
uupm	薯片
uupm	数篇
uupn	书票
uupn	赎票
uupo	叔婆
uupu	书铺
uupu	书谱
uupw	输配
uuqb	竖琴
uuqc	闪烁其词
uuqc	闪烁其辞
uuqf	深受启发
uuqf	舍身求法
uuqh	深受其害
uuqi	竖起
uuqi	数起
uuqi	束起
uuqi	暑期
uuqi	舒淇
uuqk	抒情
uuqk	数清
uuql	烧杀抢掠
uuqm	书签
uuqm	数钱
uuqm	数千
uuqm	输钱
uuqq	输球
uuqq	深深浅浅
uuqr	书券
uuqr	深受其扰
uuqu	实事求是
uuqu	竖区
uuqu	术曲
uuqy	顺手牵羊
uuqy	舍生取义
uuqz	事实确凿
uurc	事实如此
uurd	事实认定
uure	暑热
uure	声声入耳
uurf	熟人
uurf	庶人
uurf	熟稔
uurf	赎人
uuri	数日
uurj	倏然
uurj	水上人家
uurm	嗜书如命
uurn	上山容易下山难
uuro	孰若
uurq	顺水人情
uurq	上市日期
uurq	顺手人情
uurr	盛衰荣辱
uurr	瘦瘦弱弱
uurs	殊荣
uurt	书是人类进步的阶梯
uuru	输入
uuru	上善若水
uurv	舒瑞
uurx	狮身人面像
uurx	世事如棋局局新
uury	守身如玉
uury	事事如意
uurz	熟肉
uurz	鼠肉
uusc	叔嫂
uusd	瞬时速度
uuse	曙色
uusf	树森
uush	舍身饲虎
uusj	疏散
uuso	舒缩
uusr	数算
uuss	输送
uuss	疏松
uuss	生生死死
uusu	菽粟
uusv	十手所指
uusz	数艘
uuta	薯塔
uutc	书套
uutc	数叨
uutd	舒泰
uutd	书台
uutd	收拾停当
uute	舒特
uutg	树藤
uuth	熟烫
uuti	书体
uuti	竖提
uutj	舒坦
uutj	书摊
uutk	失声痛哭
uutk	书亭
uutk	舒婷
uutm	数天
uutm	暑天
uutn	薯条
uutn	竖条
uutp	熟铁
uutp	书铁
uuts	疏通
uuts	书童
uutt	神神叨叨
uutu	殊途
uutu	属兔
uutv	束腿
uutv	顺水推舟
uuty	晒晒太阳
uutz	梳头
uutz	熟透
uuua	属啥
uuub	事实胜于雄辩
uuuc	树梢
uuue	书社
uuue	属蛇
uuuf	赎身
uuuf	孰是孰非
uuuf	束身
uuug	书生
uuug	书圣
uuug	书声
uuuh	书上
uuuh	树上
uuui	舒适
uuui	属实
uuuj	蜀山
uuuj	束手束脚
uuuj	双手双脚
uuul	舒爽
uuul	省时省力
uuum	神圣使命
uuuo	述说
uuuo	数说
uuus	是生是死
uuuu	叔叔
uuuu	蜀黍
uuuu	鼠鼠
uuuu	山山水水
uuuu	闪闪烁烁
uuuv	熟睡
uuuv	善始善终
uuuy	世殊事异
uuuz	束手
uuuz	熟手
uuuz	戍守
uuuz	鼠首
uuva	书札
uuvc	税收政策
uuvd	书斋
uuvd	书摘
uuvd	深水炸弹
uuve	竖着
uuve	数着
uuve	梳着
uuve	输者
uuvg	甩手掌柜
uuvh	舒张
uuvh	署长
uuvh	杀身之祸
uuvh	数丈
uuvi	树枝
uuvi	数值
uuvi	树脂
uuvi	熟知
uuvj	舒展
uuvj	书展
uuvl	梳妆
uuvl	树桩
uuvl	树状
uuvm	事实证明
uuvo	书桌
uuvq	首善之区
uuvs	书中
uuvs	树种
uuvs	蜀中
uuvt	杀声震天
uuvu	属猪
uuvu	身受重伤
uuvu	说是这么说
uuvw	水生植物
uuvx	事实真相
uuvx	上上之选
uuvz	数周
uuvz	枢轴
uuvz	数轴
uuwa	树蛙
uuwb	摄氏温标
uuwc	束手无策
uuwd	熟视无睹
uuwd	谁是卧底
uuwf	竖纹
uuwf	熟文
uuwg	书翁
uuwg	舍身为国
uuwh	双生武魂
uuwi	世事无常
uuwj	数万
uuwj	数完
uuwj	输完
uuwj	识时务者为俊杰
uuwm	少说为妙
uuwn	实属无奈
uuws	舍生忘死
uuwt	上述问题
uuwu	书屋
uuwu	涉世未深
uuwu	世上无难事
uuwu	树屋
uuwv	识时务者
uuww	数位
uuww	戍卫
uuww	鼠尾
uuww	十十五五
uuwy	伤势未愈
uuwz	收拾屋子
uuxb	书信
uuxb	舒心
uuxd	双十协定
uuxh	尸山血海
uuxh	声势显赫
uuxi	熟悉
uuxi	梳洗
uuxi	书系
uuxk	属性
uuxk	树形
uuxl	竖向
uuxl	书香
uuxl	属相
uuxl	蜀相
uuxm	竖线
uuxn	甚是想念
uuxn	收拾行囊
uuxp	书写
uuxq	蜀绣
uuxr	熟宣
uuxs	肾上腺素
uuxs	束胸
uuxt	数学
uuxt	输血
uuxu	书序
uuxw	硕士学位
uuxw	膳食纤维
uuxx	属下
uuxx	稍事休息
uuxx	上上下下
